****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
        47     2.453     0.085     0.000     0.013    -2.136     2.007     2.453  1028.316 40760.389    36.806    10.381     0.020     1.227
        48     2.503     0.086     0.000     0.013    -2.139     2.046     2.503  1028.228 39957.748    36.694    10.386     0.020     1.251
        49     2.553     0.087     0.000     0.014    -2.143     2.085     2.553  1028.142 39170.978    36.585    10.391     0.020     1.276
        50     2.604     0.088     0.000     0.014    -2.146     2.125     2.604  1028.057 38399.763    36.478    10.396     0.020     1.302
        51     2.656     0.089     0.000     0.015    -2.149     2.165     2.656  1027.974 37643.794    36.372    10.400     0.020     1.328
        52     2.710     0.090     0.000     0.015    -2.153     2.205     2.710  1027.893 36902.765    36.269    10.405     0.020     1.355
        53     2.764     0.091     0.000     0.016    -2.156     2.246     2.764  1027.814 36176.381    36.168    10.409     0.020     1.382
        54     2.820     0.092     0.000     0.016    -2.160     2.288     2.820  1027.736 35464.348    36.069    10.413     0.020     1.410
        55     2.876     0.092     0.000     0.017    -2.163     2.330     2.876  1027.659 34766.382    35.972    10.417     0.020     1.438
        56     2.934     0.093     0.000     0.017    -2.167     2.372     2.934  1027.584 34082.203    35.877    10.421     0.020     1.467
        57     2.993     0.094     0.000     0.018    -2.171     2.415     2.993  1027.511 33411.536    35.784    10.425     0.020     1.496
        58     3.053     0.095     0.000     0.019    -2.174     2.458     3.053  1027.439 32754.112    35.692    10.429     0.020     1.527
        59     3.114     0.097     0.000     0.019    -2.178     2.502     3.114  1027.368 32109.669    35.602    10.433     0.020     1.557
        60     3.177     0.098     0.000     0.020    -2.182     2.546     3.177  1027.299 31477.948    35.514    10.437     0.020     1.588
        61     3.241     0.099     0.000     0.020    -2.185     2.591     3.241  1027.231 30858.697    35.428    10.440     0.020     1.620
        62     3.306     0.100     0.000     0.021    -2.189     2.637     3.306  1027.165 30251.667    35.344    10.444     0.020     1.653
        63     3.372     0.101     0.000     0.022    -2.193     2.683     3.372  1027.100 29656.616    35.261    10.447     0.020     1.686
        64     3.440     0.102     0.000     0.022    -2.197     2.729     3.440  1027.036 29073.306    35.180    10.450     0.020     1.720
        65     3.509     0.103     0.000     0.023    -2.201     2.776     3.509  1026.973 28501.504    35.100    10.454     0.020     1.754
        66     3.579     0.104     0.000     0.024    -2.205     2.824     3.579  1026.912 27940.982    35.022    10.457     0.020     1.789
        67     3.651     0.105     0.000     0.025    -2.209     2.872     3.651  1026.852 27391.516    34.945    10.460     0.020     1.825
        68     3.724     0.107     0.000     0.025    -2.213     2.921     3.724  1026.793 26852.886    34.870    10.463     0.020     1.862
        69     3.799     0.108     0.000     0.026    -2.217     2.971     3.799  1026.735 26324.878    34.797    10.466     0.020     1.899
        70     3.875     0.109     0.000     0.027    -2.221     3.021     3.875  1026.678 25807.281    34.725    10.469     0.020     1.937
        71     3.953     0.110     0.000     0.028    -2.225     3.071     3.953  1026.623 25299.888    34.654    10.471     0.020     1.976
        72     4.032     0.112     0.000     0.028    -2.229     3.123     4.032  1026.569 24802.498    34.585    10.474     0.020     2.016
        73     4.113     0.113     0.000     0.029    -2.233     3.175     4.113  1026.515 24314.912    34.517    10.477     0.020     2.056
        74     4.195     0.114     0.000     0.030    -2.237     3.228     4.195  1026.463 23836.935    34.450    10.479     0.020     2.098
        75     4.279     0.115     0.000     0.031    -2.242     3.281     4.279  1026.412 23368.378    34.385    10.482     0.020     2.140
        76     4.365     0.117     0.000     0.032    -2.246     3.335     4.365  1026.362 22909.055    34.321    10.484     0.020     2.183
        77     4.453     0.118     0.000     0.032    -2.250     3.390     4.453  1026.312 22458.781    34.259    10.486     0.020     2.226
        78     4.542     0.119     0.000     0.033    -2.255     3.446     4.542  1026.264 22017.378    34.197    10.489     0.020     2.271
        79     4.633     0.121     0.000     0.034    -2.259     3.502     4.633  1026.217 21584.671    34.137    10.491     0.020     2.316
        80     4.726     0.122     0.000     0.035    -2.264     3.559     4.726  1026.171 21160.487    34.078    10.493     0.020     2.363
        81     4.821     0.124     0.000     0.036    -2.268     3.617     4.821  1026.125 20744.657    34.020    10.495     0.020     2.410
        82     4.917     0.125     0.000     0.037    -2.273     3.675     4.917  1026.081 20337.017    33.963    10.497     0.020     2.459
        83     5.016     0.127     0.000     0.038    -2.277     3.735     5.016  1026.037 19937.405    33.908    10.499     0.020     2.508
        84     5.116     0.128     0.000     0.039    -2.282     3.795     5.116  1025.994 19545.661    33.853    10.501     0.020     2.558
        85     5.219     0.130     0.000     0.040    -2.287     3.856     5.219  1025.952 19161.630    33.800    10.503     0.020     2.609
        86     5.323     0.131     0.000     0.041    -2.292     3.917     5.323  1025.911 18785.160    33.747    10.504     0.020     2.662
        87     5.430     0.133     0.000     0.042    -2.296     3.980     5.430  1025.871 18416.101    33.696    10.506     0.020     2.715
        88     5.539     0.134     0.000     0.043    -2.301     4.043     5.539  1025.832 18054.307    33.646    10.508     0.020     2.769
        89     5.650     0.136     0.000     0.044    -2.306     4.108     5.650  1025.793 17699.634    33.596    10.509     0.020     2.825
        90     5.763     0.137     0.000     0.045    -2.311     4.173     5.763  1025.755 17351.942    33.548    10.511     0.020     2.882
        91     5.879     0.139     0.000     0.046    -2.316     4.239     5.879  1025.718 17011.092    33.501    10.512     0.020     2.939
        92     5.996     0.141     0.000     0.047    -2.321     4.306     5.996  1025.682 16676.950    33.454    10.514     0.020     2.998
        93     6.116     0.142     0.000     0.049    -2.326     4.374     6.116  1025.646 16349.382    33.409    10.515     0.020     3.058
        94     6.239     0.144     0.000     0.050    -2.331     4.443     6.239  1025.611 16028.260    33.364    10.516     0.020     3.119
        95     6.364     0.146     0.000     0.051    -2.336     4.512     6.364  1025.577 15713.456    33.320    10.517     0.020     3.182
        96     6.491     0.147     0.000     0.052    -2.342     4.583     6.491  1025.543 15404.845    33.277    10.519     0.020     3.246
        97     6.622     0.149     0.000     0.053    -2.347     4.655     6.622  1025.510 15102.305    33.235    10.520     0.020     3.311
        98     6.754     0.151     0.000     0.055    -2.352     4.727     6.754  1025.478 14805.716    33.194    10.521     0.020     3.377
        99     6.889     0.153     0.000     0.056    -2.358     4.801     6.889  1025.447 14514.961    33.154    10.522     0.020     3.445
       100     7.027     0.155     0.000     0.057    -2.363     4.876     7.027  1025.416 14229.924    33.114    10.523     0.020     3.514
       101     7.168     0.156     0.000     0.059    -2.368     4.952     7.168  1025.385 13950.493    33.075    10.524     0.020     3.584
       102     7.312     0.158     0.000     0.060    -2.374     5.028     7.312  1025.356 13676.558    33.037    10.525     0.020     3.656
       103     7.458     0.160     0.000     0.061    -2.380     5.106     7.458  1025.326 13408.009    33.000    10.526     0.020     3.729
       104     7.608     0.162     0.000     0.063    -2.385     5.185     7.608  1025.298 13144.741    32.963    10.526     0.020     3.804
       105     7.760     0.164     0.000     0.064    -2.391     5.265     7.760  1025.270 12886.650    32.928    10.527     0.020     3.880
       106     7.915     0.166     0.000     0.065    -2.397     5.347     7.915  1025.243 12633.633    32.893    10.528     0.020     3.958
       107     8.074     0.168     0.000     0.067    -2.402     5.429     8.074  1025.216 12385.590    32.858    10.529     0.020     4.037
       108     8.236     0.170     0.000     0.068    -2.408     5.512     8.236  1025.189 12142.424    32.825    10.529     0.020     4.118
       109     8.401     0.172     0.000     0.070    -2.414     5.597     8.401  1025.164 11904.038    32.792    10.530     0.020     4.200
       110     8.569     0.174     0.000     0.071    -2.420     5.683     8.569  1025.138 11670.338    32.759    10.530     0.020     4.284
       111     8.740     0.176     0.000     0.073    -2.426     5.770     8.740  1025.114 11441.231    32.727    10.531     0.020     4.370
       112     8.915     0.179     0.000     0.075    -2.432     5.858     8.915  1025.089 11216.628    32.696    10.531     0.020     4.458
       113     9.094     0.181     0.000     0.076    -2.438     5.948     9.094  1025.066 10996.439    32.666    10.532     0.020     4.547
       114     9.276     0.183     0.000     0.078    -2.444     6.038     9.276  1025.042 10780.578    32.636    10.532     0.020     4.638
       115     9.462     0.185     0.000     0.079    -2.451     6.130     9.462  1025.020 10568.959    32.607    10.532     0.020     4.731
       116     9.651     0.187     0.000     0.081    -2.457     6.224     9.651  1024.997 10361.499    32.578    10.533     0.020     4.826
       117     9.844     0.190     0.000     0.083    -2.463     6.318     9.844  1024.975 10158.115    32.550    10.533     0.020     4.922
       118    10.041     0.192     0.000     0.085    -2.470     6.414    10.041  1024.954  9958.728    32.522    10.533     0.020     5.021
       119    10.242     0.194     0.000     0.086    -2.476     6.512    10.242  1024.933  9763.259    32.495    10.533     0.020     5.121
       120    10.448     0.197     0.000     0.088    -2.483     6.610    10.448  1024.912  9571.630    32.469    10.534     0.020     5.224
       121    10.657     0.199     0.000     0.090    -2.489     6.711    10.657  1024.892  9383.767    32.443    10.534     0.020     5.328
       122    10.870     0.202     0.000     0.092    -2.496     6.812    10.870  1024.872  9199.594    32.418    10.534     0.020     5.435
       123    11.088     0.204     0.000     0.094    -2.502     6.915    11.088  1024.853  9019.040    32.393    10.534     0.020     5.544
       124    11.310     0.207     0.000     0.096    -2.509     7.020    11.310  1024.834  8842.032    32.368    10.534     0.020     5.655
       125    11.536     0.209     0.000     0.098    -2.516     7.125    11.536  1024.816  8668.502    32.345    10.534     0.020     5.768
       126    11.767     0.212     0.000     0.100    -2.523     7.233    11.767  1024.797  8498.381    32.321    10.534     0.020     5.883
       127    12.002     0.214     0.000     0.102    -2.530     7.342    12.002  1024.780  8331.601    32.298    10.534     0.020     6.001
       128    12.243     0.217     0.000     0.104    -2.537     7.452    12.243  1024.762  8168.097    32.276    10.534     0.020     6.121
       129    12.488     0.220     0.000     0.106    -2.544     7.564    12.488  1024.745  8007.805    32.254    10.533     0.020     6.244
       130    12.738     0.222     0.000     0.108    -2.551     7.678    12.738  1024.728  7850.661    32.232    10.533     0.020     6.369
       131    12.993     0.225     0.000     0.110    -2.558     7.793    12.993  1024.712  7696.603    32.211    10.533     0.020     6.496
       132    13.253     0.228     0.000     0.112    -2.565     7.910    13.253  1024.696  7545.571    32.190    10.533     0.020     6.626
       133    13.518     0.231     0.000     0.114    -2.573     8.029    13.518  1024.680  7397.506    32.170    10.532     0.020     6.759
       134    13.789     0.233     0.000     0.117    -2.580     8.149    13.789  1024.665  7252.348    32.150    10.532     0.020     6.894
       135    14.065     0.236     0.000     0.119    -2.588     8.271    14.065  1024.650  7110.040    32.131    10.532     0.020     7.032
       136    14.346     0.239     0.000     0.121    -2.595     8.395    14.346  1024.635  6970.527    32.112    10.531     0.020     7.173
       137    14.633     0.242     0.000     0.123    -2.603     8.521    14.633  1024.621  6833.754    32.093    10.531     0.020     7.317
       138    14.926     0.245     0.000     0.126    -2.610     8.648    14.926  1024.606  6699.666    32.075    10.531     0.020     7.463
       139    15.225     0.248     0.000     0.128    -2.618     8.777    15.225  1024.593  6568.211    32.057    10.530     0.020     7.612
       140    15.530     0.251     0.000     0.131    -2.626     8.908    15.530  1024.579  6439.338    32.039    10.530     0.020     7.765
       141    15.840     0.254     0.000     0.133    -2.634     9.041    15.840  1024.566  6312.994    32.022    10.529     0.020     7.920
       142    16.157     0.258     0.000     0.136    -2.642     9.176    16.157  1024.553  6189.132    32.005    10.528     0.020     8.079
       143    16.481     0.261     0.000     0.138    -2.650     9.312    16.481  1024.540  6067.701    31.989    10.528     0.020     8.240
       144    16.811     0.264     0.000     0.141    -2.658     9.451    16.811  1024.528  5948.654    31.972    10.527     0.020     8.405
       145    17.147     0.267     0.000     0.144    -2.666     9.591    17.147  1024.515  5831.944    31.957    10.527     0.020     8.573
       146    17.490     0.271     0.000     0.146    -2.674     9.734    17.490  1024.503  5717.526    31.941    10.526     0.020     8.745
       147    17.840     0.274     0.000     0.149    -2.682     9.879    17.840  1024.492  5605.354    31.926    10.525     0.020     8.920
       148    18.197     0.277     0.000     0.152    -2.691    10.025    18.197  1024.480  5495.383    31.911    10.524     0.020     9.099
       149    18.561     0.281     0.000     0.155    -2.699    10.174    18.561  1024.469  5387.572    31.896    10.524     0.020     9.281
       150    18.933     0.284     0.000     0.157    -2.708    10.325    18.933  1024.458  5281.877    31.882    10.523     0.020     9.466
       151    19.312     0.288     0.000     0.160    -2.716    10.478    19.312  1024.447  5178.257    31.868    10.522     0.020     9.656
       152    19.698     0.291     0.000     0.163    -2.725    10.634    19.698  1024.437  5076.670    31.855    10.521     0.020     9.849
       153    20.092     0.295     0.000     0.166    -2.733    10.791    20.092  1024.427  4977.078    31.841    10.520     0.020    10.046
       154    20.494     0.299     0.000     0.169    -2.742    10.951    20.494  1024.417  4879.440    31.828    10.519     0.020    10.247
       155    20.904     0.302     0.000     0.173    -2.751    11.113    20.904  1024.407  4783.719    31.815    10.518     0.020    10.452
       156    21.323     0.306     0.000     0.176    -2.760    11.278    21.323  1024.397  4689.877    31.803    10.517     0.020    10.661
       157    21.749     0.310     0.000     0.179    -2.769    11.445    21.749  1024.388  4597.876    31.790    10.516     0.020    10.875
       158    22.184     0.314     0.000     0.182    -2.778    11.614    22.184  1024.379  4507.681    31.778    10.515     0.020    11.092
       159    22.628     0.318     0.000     0.185    -2.787    11.786    22.628  1024.370  4419.257    31.767    10.514     0.020    11.314
       160    23.081     0.322     0.000     0.189    -2.797    11.960    23.081  1024.361  4332.567    31.755    10.513     0.020    11.541
       161    23.543     0.326     0.000     0.192    -2.806    12.136    23.543  1024.352  4247.580    31.744    10.512     0.020    11.771
       162    24.014     0.330     0.000     0.196    -2.815    12.316    24.014  1024.344  4164.260    31.733    10.511     0.020    12.007
       163    24.494     0.334     0.000     0.199    -2.825    12.497    24.494  1024.336  4082.575    31.722    10.510     0.020    12.247
       164    24.984     0.338     0.000     0.203    -2.834    12.682    24.984  1024.328  4002.493    31.711    10.509     0.020    12.492
       165    25.484     0.343     0.000     0.206    -2.844    12.869    25.484  1024.320  3923.982    31.701    10.507     0.020    12.742
       166    25.994     0.347     0.000     0.210    -2.854    13.059    25.994  1024.312  3847.013    31.691    10.506     0.020    12.997
       167    26.514     0.351     0.000     0.214    -2.863    13.251    26.514  1024.305  3771.554    31.681    10.505     0.020    13.257
       168    27.045     0.356     0.000     0.217    -2.873    13.446    27.045  1024.297  3697.575    31.671    10.504     0.020    13.522
       169    27.586     0.360     0.000     0.221    -2.883    13.644    27.586  1024.290  3625.048    31.662    10.502     0.020    13.793
       170    28.138     0.365     0.000     0.225    -2.893    13.845    28.138  1024.283  3553.945    31.652    10.501     0.020    14.069
       171    28.701     0.369     0.000     0.229    -2.903    14.049    28.701  1024.276  3484.236    31.643    10.500     0.020    14.350
       172    29.275     0.374     0.000     0.233    -2.914    14.256    29.275  1024.270  3415.896    31.634    10.498     0.020    14.637
       173    29.861     0.379     0.000     0.237    -2.924    14.466    29.861  1024.263  3348.896    31.626    10.497     0.020    14.930
       174    30.458     0.384     0.000     0.241    -2.934    14.679    30.458  1024.257  3283.211    31.617    10.495     0.020    15.229
       175    31.067     0.388     0.000     0.245    -2.945    14.895    31.067  1024.251  3218.815    31.609    10.494     0.020    15.534
       176    31.689     0.393     0.000     0.250    -2.955    15.114    31.689  1024.244  3155.682    31.601    10.492     0.020    15.844
       177    32.323     0.398     0.000     0.254    -2.966    15.336    32.323  1024.239  3093.788    31.593    10.491     0.020    16.161
       178    32.969     0.404     0.000     0.258    -2.977    15.561    32.969  1024.233  3033.108    31.585    10.489     0.020    16.485
       179    33.629     0.409     0.000     0.263    -2.987    15.790    33.629  1024.227  2973.619    31.577    10.488     0.020    16.815
       180    34.302     0.414     0.000     0.267    -2.998    16.022    34.302  1024.222  2915.297    31.570    10.486     0.020    17.151
       181    34.988     0.419     0.000     0.272    -3.009    16.258    34.988  1024.216  2858.120    31.562    10.484     0.020    17.494
       182    35.688     0.425     0.000     0.276    -3.020    16.497    35.688  1024.211  2802.064    31.555    10.483     0.020    17.844
       183    36.402     0.430     0.000     0.281    -3.031    16.739    36.402  1024.206  2747.107    31.548    10.481     0.020    18.201
       184    37.130     0.435     0.000     0.286    -3.043    16.985    37.130  1024.201  2693.229    31.542    10.479     0.020    18.565
       185    37.873     0.441     0.000     0.291    -3.054    17.234    37.873  1024.196  2640.408    31.535    10.478     0.020    18.936
       186    38.631     0.447     0.000     0.296    -3.065    17.487    38.631  1024.191  2588.623    31.528    10.476     0.020    19.315
       187    39.403     0.452     0.000     0.301    -3.077    17.744    39.403  1024.186  2537.854    31.522    10.474     0.020    19.702
       188    40.192     0.458     0.000     0.306    -3.088    18.005    40.192  1024.182  2488.081    31.516    10.473     0.020    20.096
       189    40.996     0.464     0.000     0.311    -3.100    18.269    40.996  1024.177  2439.285    31.509    10.471     0.020    20.498
       190    41.816     0.470     0.000     0.316    -3.112    18.537    41.816  1024.173  2391.445    31.503    10.469     0.020    20.908
       191    42.652     0.476     0.000     0.322    -3.124    18.809    42.652  1024.169  2344.544    31.497    10.467     0.020    21.326
       192    43.505     0.482     0.000     0.327    -3.135    19.085    43.505  1024.164  2298.563    31.492    10.465     0.020    21.753
       193    44.376     0.488     0.000     0.333    -3.147    19.366    44.376  1024.160  2253.484    31.486    10.463     0.020    22.188
       194    45.263     0.494     0.000     0.338    -3.160    19.650    45.263  1024.156  2209.290    31.480    10.462     0.020    22.632
       195    46.169     0.501     0.000     0.344    -3.172    19.938    46.169  1024.152  2165.962    31.475    10.460     0.020    23.084
       196    47.092     0.507     0.000     0.349    -3.184    20.230    47.092  1024.148  2123.484    31.469    10.458     0.020    23.546
       197    48.034     0.514     0.000     0.355    -3.196    20.527    48.034  1024.145  2081.840    31.464    10.456     0.020    24.017
       198    48.995     0.520     0.000     0.361    -3.209    20.828    48.995  1024.141  2041.012    31.459    10.454     0.020    24.498
       199    49.975     0.527     0.000     0.367    -3.221    21.133    49.975  1024.137  2000.985    31.454    10.452     0.020    24.988
       200    50.975     0.534     0.000     0.373    -3.234    21.443    50.975  1024.134  1961.743    31.449    10.450     0.020    25.488
       201    51.995     0.540     0.000     0.379    -3.247    21.757    51.995  1024.130  1923.271    31.444    10.448     0.020    25.997
       202    53.035     0.547     0.000     0.386    -3.260    22.076    53.035  1024.127  1885.554    31.439    10.446     0.020    26.517
       203    54.096     0.554     0.000     0.392    -3.273    22.399    54.096  1024.124  1848.576    31.434    10.444     0.020    27.048
       204    55.178     0.561     0.000     0.398    -3.286    22.727    55.178  1024.120  1812.324    31.430    10.442     0.020    27.589
       205    56.282     0.568     0.000     0.405    -3.299    23.060    56.282  1024.117  1776.783    31.425    10.440     0.020    28.141
       206    57.407     0.576     0.000     0.412    -3.312    23.398    57.407  1024.114  1741.938    31.421    10.438     0.020    28.704
       207    58.556     0.583     0.000     0.418    -3.325    23.740    58.556  1024.111  1707.778    31.417    10.435     0.020    29.278
       208    59.727     0.590     0.000     0.425    -3.339    24.087    59.727  1024.108  1674.287    31.412    10.433     0.020    29.863
       209    60.922     0.598     0.000     0.432    -3.352    24.439    60.922  1024.105  1641.453    31.408    10.431     0.020    30.461
       210    62.140     0.606     0.000     0.439    -3.366    24.797    62.140  1024.103  1609.264    31.404    10.429     0.020    31.070
       211    63.383     0.613     0.000     0.446    -3.380    25.159    63.383  1024.100  1577.705    31.400    10.427     0.020    31.692
       212    64.651     0.621     0.000     0.454    -3.394    25.527    64.651  1024.097  1546.766    31.396    10.425     0.020    32.326
       213    65.944     0.629     0.000     0.461    -3.407    25.900    65.944  1024.095  1516.433    31.392    10.422     0.020    32.972
       214    67.263     0.637     0.000     0.468    -3.421    26.278    67.263  1024.092  1486.695    31.389    10.420     0.020    33.632
       215    68.609     0.645     0.000     0.476    -3.436    26.661    68.609  1024.089  1457.541    31.385    10.418     0.020    34.304
       216    69.981     0.654     0.000     0.484    -3.450    27.050    69.981  1024.087  1428.958    31.381    10.415     0.020    34.991
       217    71.381     0.662     0.000     0.491    -3.464    27.445    71.381  1024.085  1400.936    31.378    10.413     0.020    35.690
       218    72.809     0.670     0.000     0.499    -3.478    27.845    72.809  1024.082  1373.464    31.374    10.411     0.020    36.404
