****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
        36     1.971     0.068     0.000     0.010    -2.166     2.036     1.971  1029.411 50731.646    38.193    10.314     0.020     1.000
        37     2.011     0.069     0.000     0.011    -2.171     2.081     2.011  1029.302 49731.617    38.055    10.320     0.020     1.000
        38     2.051     0.069     0.000     0.011    -2.176     2.126     2.051  1029.194 48751.403    37.919    10.326     0.020     1.000
        39     2.092     0.070     0.000     0.012    -2.181     2.172     2.092  1029.089 47790.608    37.785    10.332     0.020     1.000
        40     2.135     0.071     0.000     0.012    -2.186     2.218     2.135  1028.986 46848.843    37.654    10.338     0.020     1.000
        41     2.177     0.071     0.000     0.013    -2.191     2.264     2.177  1028.885 45925.727    37.526    10.343     0.020     1.000
        42     2.221     0.072     0.000     0.013    -2.196     2.310     2.221  1028.786 45020.888    37.401    10.349     0.020     1.000
        43     2.266     0.073     0.000     0.014    -2.201     2.357     2.266  1028.689 44133.960    37.277    10.354     0.020     1.000
        44     2.311     0.073     0.000     0.014    -2.206     2.405     2.311  1028.594 43264.586    37.157    10.359     0.020     1.000
        45     2.358     0.074     0.000     0.015    -2.211     2.453     2.358  1028.500 42412.414    37.038    10.364     0.020     1.000
        46     2.405     0.075     0.000     0.015    -2.217     2.502     2.405  1028.409 41577.103    36.922    10.369     0.020     1.013
        47     2.453     0.076     0.000     0.016    -2.222     2.550     2.453  1028.319 40758.314    36.809    10.374     0.020     1.034
        48     2.503     0.076     0.000     0.017    -2.227     2.600     2.503  1028.232 39955.719    36.697    10.378     0.020     1.055
        49     2.553     0.077     0.000     0.017    -2.233     2.650     2.553  1028.145 39168.995    36.588    10.383     0.020     1.077
        50     2.604     0.078     0.000     0.018    -2.238     2.700     2.604  1028.061 38397.824    36.481    10.387     0.020     1.099
        51     2.657     0.079     0.000     0.019    -2.244     2.752     2.657  1027.978 37641.898    36.376    10.391     0.020     1.122
        52     2.710     0.080     0.000     0.019    -2.249     2.803     2.710  1027.897 36900.912    36.273    10.395     0.020     1.145
        53     2.764     0.080     0.000     0.020    -2.255     2.855     2.764  1027.818 36174.569    36.172    10.399     0.020     1.168
        54     2.820     0.081     0.000     0.021    -2.261     2.908     2.820  1027.740 35462.578    36.073    10.403     0.020     1.193
        55     2.876     0.082     0.000     0.021    -2.266     2.962     2.876  1027.664 34764.652    35.976    10.407     0.020     1.217
        56     2.934     0.083     0.000     0.022    -2.272     3.016     2.934  1027.589 34080.512    35.881    10.411     0.020     1.243
        57     2.993     0.084     0.000     0.023    -2.278     3.070     2.993  1027.516 33409.883    35.787    10.415     0.020     1.268
        58     3.053     0.085     0.000     0.024    -2.284     3.125     3.053  1027.444 32752.497    35.696    10.418     0.020     1.295
        59     3.114     0.086     0.000     0.024    -2.290     3.181     3.114  1027.373 32108.091    35.606    10.422     0.020     1.321
        60     3.177     0.087     0.000     0.025    -2.296     3.238     3.177  1027.304 31476.406    35.519    10.425     0.020     1.349
        61     3.241     0.088     0.000     0.026    -2.302     3.295     3.241  1027.237 30857.190    35.433    10.428     0.020     1.377
        62     3.306     0.089     0.000     0.027    -2.308     3.353     3.306  1027.171 30250.195    35.348    10.431     0.020     1.405
        63     3.372     0.090     0.000     0.028    -2.314     3.412     3.372  1027.106 29655.178    35.265    10.434     0.020     1.435
        64     3.440     0.091     0.000     0.028    -2.321     3.471     3.440  1027.042 29071.901    35.184    10.437     0.020     1.464
        65     3.509     0.092     0.000     0.029    -2.327     3.531     3.509  1026.980 28500.132    35.105    10.440     0.020     1.495
        66     3.579     0.093     0.000     0.030    -2.333     3.592     3.579  1026.918 27939.642    35.027    10.443     0.020     1.526
        67     3.651     0.094     0.000     0.031    -2.340     3.654     3.651  1026.858 27390.207    34.951    10.445     0.020     1.558
        68     3.724     0.095     0.000     0.032    -2.346     3.716     3.724  1026.800 26851.608    34.876    10.448     0.020     1.590
        69     3.799     0.096     0.000     0.033    -2.353     3.780     3.799  1026.742 26323.629    34.802    10.451     0.020     1.623
        70     3.875     0.097     0.000     0.034    -2.359     3.844     3.875  1026.686 25806.061    34.731    10.453     0.020     1.657
        71     3.953     0.098     0.000     0.035    -2.366     3.909     3.953  1026.630 25298.697    34.660    10.455     0.020     1.692
        72     4.032     0.099     0.000     0.036    -2.373     3.974     4.032  1026.576 24801.335    34.591    10.458     0.020     1.727
        73     4.113     0.100     0.000     0.037    -2.380     4.041     4.113  1026.523 24313.776    34.523    10.460     0.020     1.763
        74     4.195     0.101     0.000     0.038    -2.387     4.108     4.195  1026.471 23835.827    34.457    10.462     0.020     1.800
        75     4.279     0.103     0.000     0.039    -2.394     4.177     4.279  1026.420 23367.296    34.392    10.464     0.020     1.838
        76     4.365     0.104     0.000     0.040    -2.401     4.246     4.365  1026.370 22907.998    34.328    10.466     0.020     1.876
        77     4.453     0.105     0.000     0.041    -2.408     4.316     4.453  1026.321 22457.750    34.265    10.468     0.020     1.915
        78     4.542     0.106     0.000     0.042    -2.415     4.387     4.542  1026.273 22016.372    34.204    10.470     0.020     1.955
        79     4.633     0.107     0.000     0.044    -2.422     4.459     4.633  1026.226 21583.688    34.144    10.471     0.020     1.996
        80     4.726     0.109     0.000     0.045    -2.429     4.532     4.726  1026.180 21159.528    34.085    10.473     0.020     2.038
        81     4.821     0.110     0.000     0.046    -2.437     4.606     4.821  1026.135 20743.722    34.027    10.475     0.020     2.081
        82     4.917     0.111     0.000     0.047    -2.444     4.681     4.917  1026.090 20336.105    33.971    10.476     0.020     2.125
        83     5.016     0.113     0.000     0.048    -2.452     4.757     5.016  1026.047 19936.514    33.915    10.478     0.020     2.169
        84     5.116     0.114     0.000     0.050    -2.459     4.835     5.116  1026.004 19544.792    33.861    10.479     0.020     2.215
        85     5.219     0.115     0.000     0.051    -2.467     4.913     5.219  1025.963 19160.783    33.808    10.480     0.020     2.261
        86     5.324     0.117     0.000     0.052    -2.475     4.992     5.324  1025.922 18784.334    33.756    10.482     0.020     2.309
        87     5.430     0.118     0.000     0.054    -2.483     5.072     5.430  1025.882 18415.295    33.705    10.483     0.020     2.358
        88     5.539     0.119     0.000     0.055    -2.491     5.153     5.539  1025.843 18053.521    33.654    10.484     0.020     2.407
        89     5.650     0.121     0.000     0.056    -2.498     5.236     5.650  1025.804 17698.868    33.605    10.485     0.020     2.458
        90     5.763     0.122     0.000     0.058    -2.507     5.319     5.763  1025.767 17351.194    33.557    10.486     0.020     2.510
        91     5.879     0.124     0.000     0.059    -2.515     5.404     5.879  1025.730 17010.363    33.510    10.487     0.020     2.563
        92     5.997     0.125     0.000     0.061    -2.523     5.490     5.997  1025.694 16676.239    33.464    10.488     0.020     2.617
        93     6.117     0.127     0.000     0.062    -2.531     5.577     6.117  1025.658 16348.690    33.418    10.489     0.020     2.672
        94     6.239     0.128     0.000     0.064    -2.540     5.666     6.239  1025.624 16027.585    33.374    10.489     0.020     2.729
        95     6.364     0.130     0.000     0.065    -2.548     5.755     6.364  1025.590 15712.798    33.330    10.490     0.020     2.787
        96     6.492     0.131     0.000     0.067    -2.557     5.846     6.492  1025.556 15404.204    33.288    10.491     0.020     2.846
        97     6.622     0.133     0.000     0.068    -2.565     5.938     6.622  1025.524 15101.680    33.246    10.491     0.020     2.906
        98     6.754     0.135     0.000     0.070    -2.574     6.032     6.754  1025.492 14805.107    33.205    10.492     0.020     2.968
        99     6.890     0.136     0.000     0.071    -2.583     6.126     6.890  1025.460 14514.368    33.165    10.492     0.020     3.031
       100     7.028     0.138     0.000     0.073    -2.591     6.222     7.028  1025.430 14229.346    33.125    10.493     0.020     3.095
       101     7.168     0.139     0.000     0.075    -2.600     6.320     7.168  1025.400 13949.931    33.087    10.493     0.020     3.161
       102     7.312     0.141     0.000     0.076    -2.609     6.419     7.312  1025.370 13676.010    33.049    10.493     0.020     3.229
       103     7.459     0.143     0.000     0.078    -2.619     6.519     7.459  1025.341 13407.476    33.012    10.494     0.020     3.297
       104     7.608     0.145     0.000     0.080    -2.628     6.620     7.608  1025.313 13144.222    32.976    10.494     0.020     3.368
       105     7.760     0.146     0.000     0.082    -2.637     6.723     7.760  1025.285 12886.144    32.940    10.494     0.020     3.440
       106     7.916     0.148     0.000     0.084    -2.646     6.828     7.916  1025.258 12633.140    32.905    10.494     0.020     3.513
       107     8.074     0.150     0.000     0.086    -2.656     6.934     8.074  1025.232 12385.111    32.871    10.494     0.020     3.588
       108     8.236     0.152     0.000     0.087    -2.666     7.041     8.236  1025.206 12141.957    32.838    10.494     0.020     3.665
       109     8.401     0.154     0.000     0.089    -2.675     7.150     8.401  1025.180 11903.584    32.805    10.494     0.020     3.744
       110     8.569     0.155     0.000     0.091    -2.685     7.261     8.569  1025.155 11669.896    32.773    10.494     0.020     3.824
       111     8.741     0.157     0.000     0.093    -2.695     7.373     8.741  1025.131 11440.802    32.741    10.494     0.020     3.906
       112     8.916     0.159     0.000     0.095    -2.705     7.487     8.916  1025.107 11216.210    32.710    10.494     0.020     3.990
       113     9.094     0.161     0.000     0.097    -2.715     7.602     9.094  1025.083 10996.033    32.680    10.493     0.020     4.076
       114     9.276     0.163     0.000     0.100    -2.725     7.719     9.276  1025.060 10780.183    32.651    10.493     0.020     4.163
       115     9.462     0.165     0.000     0.102    -2.735     7.838     9.462  1025.038 10568.575    32.622    10.493     0.020     4.253
       116     9.651     0.167     0.000     0.104    -2.745     7.959     9.651  1025.016 10361.126    32.593    10.492     0.020     4.345
       117     9.845     0.169     0.000     0.106    -2.756     8.081     9.845  1024.994 10157.753    32.565    10.492     0.020     4.439
       118    10.042     0.171     0.000     0.108    -2.766     8.205    10.042  1024.973  9958.376    32.538    10.491     0.020     4.535
       119    10.243     0.173     0.000     0.111    -2.777     8.330    10.243  1024.953  9762.917    32.511    10.491     0.020     4.633
       120    10.448     0.176     0.000     0.113    -2.788     8.458    10.448  1024.932  9571.298    32.485    10.490     0.020     4.733
       121    10.657     0.178     0.000     0.115    -2.798     8.587    10.657  1024.912  9383.444    32.460    10.490     0.020     4.836
       122    10.870     0.180     0.000     0.118    -2.809     8.719    10.870  1024.893  9199.280    32.434    10.489     0.020     4.941
       123    11.088     0.182     0.000     0.120    -2.820     8.852    11.088  1024.874  9018.735    32.410    10.488     0.020     5.048
       124    11.310     0.184     0.000     0.123    -2.831     8.987    11.310  1024.855  8841.737    32.386    10.488     0.020     5.158
       125    11.536     0.187     0.000     0.125    -2.843     9.124    11.536  1024.837  8668.215    32.362    10.487     0.020     5.270
       126    11.767     0.189     0.000     0.128    -2.854     9.263    11.767  1024.819  8498.102    32.339    10.486     0.020     5.385
       127    12.003     0.191     0.000     0.130    -2.865     9.404    12.003  1024.802  8331.331    32.316    10.485     0.020     5.503
       128    12.243     0.194     0.000     0.133    -2.877     9.547    12.243  1024.785  8167.835    32.294    10.484     0.020     5.623
       129    12.488     0.196     0.000     0.136    -2.889     9.692    12.488  1024.768  8007.551    32.272    10.483     0.020     5.747
       130    12.738     0.199     0.000     0.138    -2.900     9.840    12.738  1024.752  7850.415    32.251    10.482     0.020     5.873
       131    12.993     0.201     0.000     0.141    -2.912     9.989    12.993  1024.736  7696.365    32.230    10.481     0.020     6.001
       132    13.253     0.204     0.000     0.144    -2.924    10.141    13.253  1024.720  7545.341    32.210    10.480     0.020     6.133
       133    13.518     0.206     0.000     0.147    -2.936    10.295    13.518  1024.705  7397.282    32.190    10.479     0.020     6.268
       134    13.789     0.209     0.000     0.150    -2.949    10.451    13.789  1024.690  7252.131    32.170    10.478     0.020     6.407
       135    14.065     0.211     0.000     0.153    -2.961    10.609    14.065  1024.675  7109.830    32.151    10.477     0.020     6.548
       136    14.347     0.214     0.000     0.156    -2.973    10.770    14.347  1024.661  6970.324    32.133    10.476     0.020     6.693
       137    14.634     0.217     0.000     0.159    -2.986    10.933    14.634  1024.647  6833.558    32.114    10.474     0.020     6.841
       138    14.927     0.219     0.000     0.162    -2.998    11.098    14.927  1024.633  6699.476    32.096    10.473     0.020     6.993
       139    15.225     0.222     0.000     0.165    -3.011    11.266    15.225  1024.619  6568.028    32.079    10.472     0.020     7.148
       140    15.530     0.225     0.000     0.168    -3.024    11.437    15.530  1024.606  6439.160    32.061    10.470     0.020     7.307
       141    15.841     0.228     0.000     0.171    -3.037    11.610    15.841  1024.593  6312.823    32.044    10.469     0.020     7.470
       142    16.158     0.230     0.000     0.175    -3.050    11.785    16.158  1024.581  6188.966    32.028    10.467     0.020     7.636
       143    16.481     0.233     0.000     0.178    -3.063    11.963    16.481  1024.568  6067.540    32.012    10.466     0.020     7.807
       144    16.811     0.236     0.000     0.181    -3.077    12.144    16.811  1024.556  5948.499    31.996    10.464     0.020     7.981
       145    17.147     0.239     0.000     0.185    -3.090    12.327    17.147  1024.544  5831.794    31.980    10.463     0.020     8.160
       146    17.491     0.242     0.000     0.188    -3.104    12.513    17.491  1024.533  5717.380    31.965    10.461     0.020     8.344
       147    17.841     0.245     0.000     0.192    -3.118    12.702    17.841  1024.521  5605.212    31.950    10.460     0.020     8.531
       148    18.198     0.248     0.000     0.196    -3.131    12.893    18.198  1024.510  5495.247    31.935    10.458     0.020     8.723
       149    18.562     0.251     0.000     0.199    -3.145    13.088    18.562  1024.499  5387.439    31.921    10.456     0.020     8.920
       150    18.933     0.255     0.000     0.203    -3.159    13.285    18.933  1024.489  5281.748    31.907    10.455     0.020     9.122
       151    19.312     0.258     0.000     0.207    -3.174    13.485    19.312  1024.478  5178.131    31.893    10.453     0.020     9.328
       152    19.698     0.261     0.000     0.211    -3.188    13.688    19.698  1024.468  5076.549    31.879    10.451     0.020     9.540
       153    20.093     0.264     0.000     0.215    -3.203    13.894    20.093  1024.458  4976.960    31.866    10.449     0.020     9.756
       154    20.495     0.268     0.000     0.219    -3.217    14.103    20.495  1024.448  4879.325    31.853    10.447     0.020     9.978
       155    20.905     0.271     0.000     0.223    -3.232    14.315    20.905  1024.438  4783.607    31.840    10.445     0.020    10.206
       156    21.323     0.274     0.000     0.227    -3.247    14.530    21.323  1024.429  4689.768    31.827    10.444     0.020    10.439
       157    21.750     0.278     0.000     0.231    -3.262    14.749    21.750  1024.420  4597.770    31.815    10.442     0.020    10.678
       158    22.185     0.281     0.000     0.235    -3.277    14.970    22.185  1024.411  4507.578    31.803    10.440     0.020    10.923
       159    22.629     0.285     0.000     0.239    -3.292    15.195    22.629  1024.402  4419.156    31.791    10.438     0.020    11.174
       160    23.082     0.288     0.000     0.244    -3.308    15.424    23.082  1024.393  4332.469    31.780    10.436     0.020    11.431
       161    23.543     0.292     0.000     0.248    -3.323    15.655    23.543  1024.385  4247.484    31.768    10.434     0.020    11.695
       162    24.014     0.296     0.000     0.253    -3.339    15.890    24.014  1024.376  4164.166    31.757    10.432     0.020    11.965
       163    24.495     0.300     0.000     0.257    -3.355    16.128    24.495  1024.368  4082.483    31.746    10.429     0.020    12.243
       164    24.985     0.334     0.000     0.262    -3.371    16.370    24.985  1024.360  4002.403    31.736    10.427     0.020    12.851
       165    25.485     0.313     0.000     0.265    -3.380    16.511    25.485  1024.353  3923.895    31.725    10.425     0.020    12.883
       166    25.995     0.313     0.000     0.268    -3.392    16.690    25.995  1024.345  3846.927    31.715    10.423     0.020    13.145
       167    26.515     0.318     0.000     0.272    -3.403    16.875    26.515  1024.337  3771.470    31.705    10.421     0.020    13.460
       168    27.045     0.323     0.000     0.275    -3.415    17.059    27.045  1024.330  3697.493    31.695    10.418     0.020    13.793
       169    27.586     0.329     0.000     0.279    -3.427    17.248    27.586  1024.323  3624.968    31.685    10.416     0.020    14.139
       170    28.138     0.335     0.000     0.283    -3.439    17.443    28.138  1024.316  3553.866    31.676    10.414     0.020    14.498
       171    28.701     0.342     0.000     0.287    -3.452    17.646    28.701  1024.309  3484.159    31.666    10.412     0.020    14.869
       172    29.276     0.348     0.000     0.291    -3.464    17.856    29.276  1024.302  3415.819    31.657    10.409     0.020    15.253
       173    29.861     0.355     0.000     0.295    -3.478    18.073    29.861  1024.296  3348.821    31.648    10.407     0.020    15.651
       174    30.459     0.362     0.000     0.299    -3.491    18.297    30.459  1024.289  3283.137    31.639    10.405     0.020    16.063
       175    31.068     0.370     0.000     0.304    -3.505    18.529    31.068  1024.283  3218.742    31.631    10.403     0.020    16.489
       176    31.690     0.377     0.000     0.308    -3.519    18.769    31.690  1024.277  3155.611    31.622    10.400     0.020    16.931
       177    32.324     0.385     0.000     0.313    -3.534    19.016    32.324  1024.271  3093.718    31.614    10.398     0.020    17.388
       178    32.970     0.393     0.000     0.318    -3.549    19.271    32.970  1024.265  3033.039    31.606    10.396     0.020    17.863
       179    33.630     0.401     0.000     0.323    -3.564    19.535    33.630  1024.259  2973.551    31.598    10.393     0.020    18.354
       180    34.303     0.409     0.000     0.329    -3.579    19.806    34.303  1024.254  2915.230    31.590    10.391     0.020    18.864
       181    34.989     0.418     0.000     0.334    -3.595    20.085    34.989  1024.248  2858.053    31.582    10.388     0.020    19.393
       182    35.689     0.426     0.000     0.340    -3.612    20.373    35.689  1024.243  2801.998    31.575    10.386     0.020    19.943
       183    36.403     0.435     0.000     0.345    -3.628    20.670    36.403  1024.237  2747.043    31.568    10.383     0.020    20.513
       184    37.131     0.444     0.000     0.351    -3.646    20.975    37.131  1024.232  2693.165    31.560    10.381     0.020    21.106
       185    37.874     0.454     0.000     0.357    -3.663    21.289    37.874  1024.227  2640.345    31.553    10.378     0.020    21.723
       186    38.631     0.464     0.000     0.364    -3.681    21.612    38.631  1024.222  2588.561    31.546    10.376     0.020    22.364
       187    39.404     0.473     0.000     0.370    -3.699    21.944    39.404  1024.217  2537.793    31.540    10.373     0.020    23.031
       188    40.193     0.484     0.000     0.377    -3.718    22.285    40.193  1024.212  2488.021    31.533    10.370     0.020    23.726
       189    40.997     0.494     0.000     0.384    -3.737    22.636    40.997  1024.208  2439.225    31.526    10.368     0.020    24.450
       190    41.817     0.505     0.000     0.391    -3.757    22.996    41.817  1024.203  2391.387    31.520    10.365     0.020    25.205
       191    42.653     0.515     0.000     0.398    -3.777    23.367    42.653  1024.199  2344.487    31.514    10.362     0.020    25.993
       192    43.507     0.527     0.000     0.405    -3.797    23.747    43.507  1024.195  2298.507    31.508    10.360     0.020    26.815
       193    44.377     0.538     0.000     0.413    -3.818    24.138    44.377  1024.190  2253.429    31.502    10.357     0.020    27.675
       194    45.265     0.550     0.000     0.421    -3.839    24.539    45.265  1024.186  2209.235    31.496    10.354     0.020    28.574
       195    46.170     0.561     0.000     0.429    -3.861    24.950    46.170  1024.182  2165.908    31.490    10.351     0.020    29.515
       196    47.094     0.574     0.000     0.437    -3.883    25.373    47.094  1024.178  2123.431    31.484    10.348     0.020    30.500
       197    48.036     0.586     0.000     0.446    -3.906    25.806    48.036  1024.174  2081.787    31.479    10.345     0.020    31.534
       198    48.997     0.599     0.000     0.455    -3.929    26.251    48.997  1024.171  2040.961    31.473    10.342     0.020    32.619
       199    49.977     0.612     0.000     0.463    -3.953    26.707    49.977  1024.167  2000.935    31.468    10.339     0.020    33.318
       200    50.976     0.625     0.000     0.473    -3.977    27.175    50.976  1024.164  1961.694    31.463    10.336     0.020    33.984
       201    51.996     0.639     0.000     0.482    -4.002    27.654    51.996  1024.160  1923.223    31.457    10.333     0.020    34.664
       202    53.036     0.653     0.000     0.492    -4.027    28.146    53.036  1024.157  1885.506    31.452    10.330     0.020    35.357
       203    54.097     0.667     0.000     0.502    -4.053    28.650    54.097  1024.153  1848.530    31.447    10.326     0.020    36.065
       204    55.179     0.681     0.000     0.512    -4.079    29.167    55.179  1024.150  1812.278    31.443    10.323     0.020    36.786
       205    56.283     0.696     0.000     0.522    -4.106    29.697    56.283  1024.147  1776.738    31.438    10.320     0.020    37.522
       206    57.409     0.712     0.000     0.533    -4.133    30.240    57.409  1024.144  1741.895    31.433    10.316     0.020    38.273
       207    58.557     0.727     0.000     0.544    -4.161    30.797    58.557  1024.141  1707.735    31.429    10.313     0.020    39.038
       208    59.728     0.743     0.000     0.555    -4.190    31.367    59.728  1024.138  1674.245    31.424    10.309     0.020    39.819
       209    60.923     0.760     0.000     0.567    -4.219    31.951    60.923  1024.135  1641.412    31.420    10.306     0.020    40.615
       210    62.142     0.776     0.000     0.578    -4.249    32.550    62.142  1024.133  1609.224    31.415    10.302     0.020    41.428
       211    63.385     0.794     0.000     0.590    -4.279    33.164    63.385  1024.130  1577.666    31.411    10.298     0.020    42.257
       212    64.653     0.811     0.000     0.603    -4.310    33.792    64.653  1024.127  1546.727    31.407    10.294     0.020    43.102
       213    65.946     0.829     0.000     0.616    -4.342    34.436    65.946  1024.125  1516.396    31.403    10.290     0.020    43.964
       214    67.265     0.848     0.000     0.629    -4.374    35.096    67.265  1024.122  1486.659    31.399    10.287     0.020    44.843
       215    68.610     0.866     0.000     0.642    -4.407    35.772    68.610  1024.120  1457.505    31.395    10.283     0.020    45.740
       216    69.983     0.886     0.000     0.656    -4.440    36.465    69.983  1024.118  1428.924    31.391    10.278     0.020    46.655
       217    71.383     0.906     0.000     0.670    -4.475    37.174    71.383  1024.116  1400.903    31.387    10.274     0.020    47.588
       218    72.810     0.926     0.000     0.684    -4.510    37.901    72.810  1024.113  1373.431    31.384    10.270     0.020    48.540
