****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth        TA       DIC        pH    OmegaC    OmegaA     R_cal     R_arg
      Step (FluxAvg)       (m)       (m)       (m)       (m) (mmol/m3) (mmol/m3)   (total)        ()        () (umol/hr) (umol/hr)
         1     1.019     0.077     0.002     0.001   -10.997  3956.958  2155.583    10.438    26.401    15.257  9680.359  2255.954
         2     1.039     0.078     0.004     0.003   -10.995  3914.664  2144.689    10.387    34.806    19.598 21987.576  4191.273
         3     1.060     0.080     0.007     0.004   -10.992  3873.200  2134.009    10.341    38.599    21.429 29835.218  5216.227
         4     1.080     0.081     0.009     0.005   -10.990  3832.549  2123.538    10.297    40.350    22.213 33998.550  5694.432
         5     1.101     0.083     0.011     0.007   -10.987  3792.695  2113.273    10.255    41.035    22.476 35725.820  5860.234
         6     1.123     0.085     0.014     0.008   -10.984  3753.623  2103.209    10.215    41.115    22.455 35930.478  5846.890
         7     1.145     0.086     0.016     0.009   -10.981  3715.317  2093.342    10.177    40.833    22.271 35210.404  5730.627
         8     1.167     0.088     0.019     0.011   -10.978  3677.761  2083.669    10.140    40.329    21.990 33946.707  5556.040
         9     1.190     0.090     0.022     0.012   -10.975  3640.943  2074.185    10.104    39.687    21.652 32381.022  5349.788
        10     1.213     0.091     0.024     0.014   -10.972  3604.846  2064.887    10.070    38.961    21.280 30666.438  5128.080
        11     1.237     0.093     0.027     0.015   -10.969  3569.456  2055.772    10.037    38.184    20.890 28899.705  4900.872
        12     1.261     0.095     0.030     0.017   -10.966  3534.761  2046.835    10.004    37.380    20.490 27141.480  4674.300
        13     1.286     0.097     0.032     0.019   -10.963  3500.746  2038.074     9.973    36.563    20.087 25429.127  4452.116
        14     1.311     0.099     0.035     0.020   -10.959  3467.398  2029.484     9.942    35.744    19.684 23784.881  4236.569
        15     1.337     0.101     0.038     0.022   -10.956  3434.704  2021.063     9.912    34.931    19.286 22221.121  4028.949
        16     1.363     0.103     0.041     0.024   -10.953  3402.651  2012.806     9.883    34.127    18.892 20743.803  3829.925
        17     1.390     0.105     0.044     0.025   -10.949  3371.227  2004.712     9.855    33.337    18.506 19354.718  3639.770
        18     1.417     0.107     0.047     0.027   -10.946  3340.418  1996.777     9.827    32.562    18.126 18052.988  3458.500
        19     1.445     0.109     0.050     0.029   -10.942  3310.214  1988.997     9.800    31.803    17.754 16836.063  3285.973
        20     1.474     0.111     0.054     0.031   -10.938  3280.602  1981.369     9.774    31.063    17.390 15700.383  3121.943
        21     1.503     0.113     0.057     0.033   -10.935  3251.571  1973.892     9.749    30.340    17.034 14641.828  2966.106
        22     1.532     0.116     0.060     0.035   -10.931  3223.108  1966.560     9.723    29.636    16.685 13656.008  2818.126
        23     1.562     0.118     0.064     0.036   -10.927  3195.204  1959.373     9.699    28.951    16.345 12738.463  2677.650
        24     1.593     0.120     0.067     0.038   -10.923  3167.847  1952.326     9.675    28.283    16.012 11884.788  2544.326
        25     1.624     0.122     0.071     0.040   -10.919  3141.027  1945.418     9.651    27.634    15.687 11090.713  2417.802
        26     1.656     0.125     0.074     0.043   -10.915  3114.732  1938.645     9.628    27.002    15.369 10352.154  2297.738
        27     1.689     0.127     0.078     0.045   -10.911  3088.953  1932.005     9.606    26.387    15.059  9665.239  2183.806
