****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.20     15.00    -45.00     90.00      1.00      0.00     20.70    207.00      2.40      0.01     45.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
       173    29.471     1.304     0.000     1.322    -6.563    30.614    29.471  1024.390  3393.135    31.678     9.980     0.020    14.736
       174    30.061     1.322     0.000     1.335    -6.618    31.138    30.061  1024.385  3326.587    31.670     9.974     0.020    15.030
       175    30.662     1.340     0.000     1.349    -6.674    31.671    30.662  1024.380  3261.345    31.662     9.967     0.020    15.331
       176    31.276     1.359     0.000     1.362    -6.730    32.214    31.276  1024.376  3197.383    31.655     9.961     0.020    15.638
       177    31.901     1.379     0.000     1.376    -6.787    32.767    31.901  1024.371  3134.676    31.649     9.954     0.020    15.951
       178    32.539     1.398     0.000     1.390    -6.845    33.331    32.539  1024.368  3073.200    31.642     9.948     0.020    16.270
       179    33.190     1.419     0.000     1.405    -6.903    33.906    33.190  1024.364  3012.930    31.636     9.942     0.020    16.595
       180    33.854     1.439     0.000     1.419    -6.962    34.493    33.854  1024.360  2953.843    31.630     9.935     0.020    16.927
       181    34.531     1.461     0.000     1.434    -7.021    35.091    34.531  1024.357  2895.916    31.625     9.929     0.020    17.266
       182    35.222     1.483     0.000     1.449    -7.081    35.702    35.222  1024.354  2839.125    31.620     9.923     0.020    17.611
       183    35.927     1.505     0.000     1.465    -7.141    36.326    35.927  1024.351  2783.448    31.615     9.917     0.020    17.963
       184    36.645     1.528     0.000     1.480    -7.202    36.963    36.645  1024.349  2728.864    31.610     9.910     0.020    18.323
       185    37.378     1.552     0.000     1.496    -7.263    37.614    37.378  1024.346  2675.350    31.606     9.904     0.020    18.689
       186    38.126     1.576     0.000     1.512    -7.326    38.278    38.126  1024.344  2622.887    31.602     9.898     0.020    19.063
       187    38.889     1.602     0.000     1.529    -7.388    38.958    38.889  1024.342  2571.453    31.598     9.892     0.020    19.444
       188    39.666     1.628     0.000     1.546    -7.451    39.653    39.666  1024.341  2521.028    31.595     9.886     0.020    19.833
       189    40.460     1.654     0.000     1.563    -7.515    40.365    40.460  1024.339  2471.593    31.591     9.880     0.020    20.230
       190    41.269     1.682     0.000     1.580    -7.580    41.093    41.269  1024.338  2423.127    31.589     9.874     0.020    20.634
       191    42.094     1.711     0.000     1.598    -7.644    41.838    42.094  1024.337  2375.612    31.586     9.868     0.020    21.047
       192    42.936     1.740     0.000     1.616    -7.710    42.601    42.936  1024.336  2329.030    31.583     9.861     0.020    21.468
       193    43.795     1.771     0.000     1.635    -7.776    43.384    43.795  1024.335  2283.361    31.581     9.855     0.020    21.898
       194    44.671     1.802     0.000     1.654    -7.842    44.186    44.671  1024.335  2238.588    31.579     9.849     0.020    22.336
       195    45.564     1.835     0.000     1.674    -7.909    45.009    45.564  1024.334  2194.694    31.578     9.843     0.020    22.782
       196    46.476     1.870     0.000     1.693    -7.976    45.853    46.476  1024.334  2151.660    31.576     9.837     0.020    23.238
---------------------------- Plume traps -----------------------------
       197    47.405     1.905     0.000     1.714    -8.044    46.720    47.405  1024.334  2109.471    31.575     9.831     0.020    23.703
       198    48.353     1.942     0.000     1.735    -8.112    47.611    48.353  1024.335  2068.109    31.574     9.825     0.020    24.177
       199    49.320     1.981     0.000     1.756    -8.181    48.526    49.320  1024.335  2027.559    31.574     9.819     0.020    24.660
       200    50.307     2.022     0.000     1.778    -8.249    49.468    50.307  1024.336  1987.804    31.573     9.813     0.020    25.153
       201    51.313     2.064     0.000     1.801    -8.318    50.436    51.313  1024.337  1948.829    31.573     9.807     0.020    25.656
       202    52.339     2.109     0.000     1.824    -8.388    51.433    52.339  1024.338  1910.619    31.573     9.801     0.020    26.170
       203    53.342     2.155     0.000     1.846    -8.454    52.417    53.342  1024.339  1874.698    31.573     9.796     0.020    26.671
       204    54.281     2.200     0.000     1.868    -8.515    53.344    54.281  1024.340  1842.269    31.574     9.790     0.020    27.140
       205    55.159     2.245     0.000     1.888    -8.571    54.215    55.159  1024.341  1812.951    31.574     9.786     0.020    27.579
       206    55.978     2.288     0.000     1.907    -8.622    55.033    55.978  1024.342  1786.408    31.575     9.781     0.020    27.989
       207    56.747     2.329     0.000     1.924    -8.669    55.804    56.747  1024.344  1762.196    31.576     9.777     0.020    28.374
       208    57.471     2.370     0.000     1.941    -8.712    56.534    57.471  1024.345  1739.994    31.576     9.773     0.020    28.736
       209    58.156     2.409     0.000     1.957    -8.753    57.227    58.156  1024.346  1719.519    31.577     9.769     0.020    29.078
       210    58.804     2.447     0.000     1.972    -8.790    57.886    58.804  1024.347  1700.553    31.578     9.766     0.020    29.402
       211    59.421     2.484     0.000     1.986    -8.825    58.515    59.421  1024.348  1682.909    31.579     9.763     0.020    29.710
       212    60.008     2.521     0.000     2.000    -8.858    59.115    60.008  1024.349  1666.434    31.580     9.760     0.020    30.004
       213    60.569     2.557     0.000     2.013    -8.888    59.690    60.569  1024.351  1650.997    31.581     9.757     0.020    30.285
       214    61.107     2.592     0.000     2.025    -8.917    60.241    61.107  1024.352  1636.487    31.581     9.754     0.020    30.553
       215    61.622     2.626     0.000     2.037    -8.944    60.769    61.622  1024.353  1622.807    31.582     9.752     0.020    30.811
       216    62.117     2.660     0.000     2.049    -8.970    61.277    62.117  1024.354  1609.875    31.583     9.749     0.020    31.058
       217    62.593     2.693     0.000     2.060    -8.994    61.766    62.593  1024.355  1597.619    31.584     9.747     0.020    31.297
       218    63.053     2.726     0.000     2.071    -9.016    62.236    63.053  1024.356  1585.974    31.585     9.745     0.020    31.526
       219    63.497     2.758     0.000     2.081    -9.038    62.690    63.497  1024.357  1574.886    31.586     9.743     0.020    31.748
       220    63.926     2.790     0.000     2.091    -9.058    63.128    63.926  1024.358  1564.306    31.586     9.741     0.020    31.963
       221    64.346     2.821     0.000     2.100    -9.077    63.555    64.346  1024.359  1554.097    31.587     9.739     0.020    32.173
       222    64.757     2.851     0.000     2.110    -9.096    63.972    64.757  1024.359  1544.237    31.588     9.737     0.020    32.378
       223    65.160     2.882     0.000     2.119    -9.114    64.381    65.160  1024.360  1534.690    31.589     9.735     0.020    32.580
------------------------- merging happened ---------------------------
       224    65.546     2.912     0.000     2.128    -9.131    64.782    65.546  1024.361  1525.636    31.589     9.733     0.020    32.773
       225    65.914     2.941     0.000     2.137    -9.148    65.178    65.914  1024.362  1517.135    31.590     9.732     0.020    32.957
       226    66.265     2.969     0.000     2.146    -9.164    65.570    66.265  1024.363  1509.099    31.590     9.730     0.020    33.132
       227    66.600     2.997     0.000     2.155    -9.180    65.958    66.600  1024.363  1501.510    31.591     9.729     0.020    33.300
       228    66.920     3.025     0.000     2.163    -9.195    66.343    66.920  1024.364  1494.328    31.592     9.727     0.020    33.460
       229    67.225     3.052     0.000     2.172    -9.210    66.725    67.225  1024.365  1487.536    31.592     9.726     0.020    33.613
       230    67.517     3.078     0.000     2.180    -9.225    67.102    67.517  1024.365  1481.108    31.593     9.725     0.020    33.759
       231    67.796     3.104     0.000     2.189    -9.239    67.475    67.796  1024.366  1475.023    31.593     9.723     0.020    33.898
       232    68.061     3.130     0.000     2.197    -9.253    67.843    68.061  1024.366  1469.262    31.594     9.722     0.020    34.031
       233    68.315     3.155     0.000     2.205    -9.266    68.208    68.315  1024.367  1463.805    31.594     9.721     0.020    34.158
       234    68.557     3.180     0.000     2.213    -9.279    68.568    68.557  1024.367  1458.635    31.594     9.720     0.020    34.279
       235    68.788     3.205     0.000     2.221    -9.292    68.923    68.788  1024.368  1453.733    31.595     9.719     0.020    34.394
       236    69.009     3.229     0.000     2.229    -9.304    69.275    69.009  1024.368  1449.085    31.595     9.718     0.020    34.505
       237    69.220     3.252     0.000     2.237    -9.316    69.621    69.220  1024.369  1444.675    31.595     9.717     0.020    34.610
       238    69.421     3.275     0.000     2.245    -9.328    69.964    69.421  1024.369  1440.490    31.596     9.717     0.020    34.710
       239    69.613     3.298     0.000     2.252    -9.339    70.301    69.613  1024.369  1436.515    31.596     9.716     0.020    34.806
       240    69.796     3.321     0.000     2.260    -9.350    70.634    69.796  1024.370  1432.740    31.596     9.715     0.020    34.898
       241    69.972     3.343     0.000     2.267    -9.361    70.963    69.972  1024.370  1429.151    31.597     9.714     0.020    34.986
       242    70.139     3.365     0.000     2.274    -9.371    71.287    70.139  1024.370  1425.737    31.597     9.714     0.020    35.070
       243    70.299     3.387     0.000     2.281    -9.381    71.607    70.299  1024.371  1422.490    31.597     9.713     0.020    35.150
       244    70.452     3.408     0.000     2.288    -9.391    71.922    70.452  1024.371  1419.398    31.597     9.712     0.020    35.226
       245    70.599     3.429     0.000     2.295    -9.401    72.233    70.599  1024.371  1416.454    31.598     9.712     0.020    35.299
       246    70.739     3.449     0.000     2.302    -9.410    72.540    70.739  1024.371  1413.648    31.598     9.711     0.020    35.369
       247    70.873     3.470     0.000     2.309    -9.419    72.842    70.873  1024.372  1410.972    31.598     9.711     0.020    35.437
       248    71.002     3.490     0.000     2.316    -9.428    73.140    71.002  1024.372  1408.419    31.598     9.710     0.020    35.501
       249    71.125     3.509     0.000     2.322    -9.436    73.434    71.125  1024.372  1405.982    31.599     9.710     0.020    35.562
       250    71.243     3.529     0.000     2.329    -9.444    73.724    71.243  1024.372  1403.655    31.599     9.709     0.020    35.621
       251    71.356     3.548     0.000     2.335    -9.452    74.010    71.356  1024.373  1401.431    31.599     9.709     0.020    35.678
       252    71.464     3.567     0.000     2.341    -9.460    74.291    71.464  1024.373  1399.305    31.599     9.708     0.020    35.732
       253    71.568     3.585     0.000     2.347    -9.468    74.569    71.568  1024.373  1397.270    31.599     9.708     0.020    35.784
       254    71.668     3.604     0.000     2.354    -9.475    74.843    71.668  1024.373  1395.323    31.599     9.707     0.020    35.834
       255    71.764     3.622     0.000     2.360    -9.482    75.113    71.764  1024.373  1393.458    31.600     9.707     0.020    35.882
       256    71.856     3.640     0.000     2.366    -9.489    75.379    71.856  1024.374  1391.671    31.600     9.707     0.020    35.928
       257    71.945     3.658     0.000     2.371    -9.496    75.642    71.945  1024.374  1389.958    31.600     9.706     0.020    35.972
       258    72.030     3.675     0.000     2.377    -9.502    75.901    72.030  1024.374  1388.315    31.600     9.706     0.020    36.015
       259    72.112     3.692     0.000     2.383    -9.509    76.157    72.112  1024.374  1386.737    31.600     9.706     0.020    36.056
       260    72.191     3.709     0.000     2.389    -9.515    76.409    72.191  1024.374  1385.223    31.600     9.705     0.020    36.095
       261    72.266     3.726     0.000     2.394    -9.521    76.658    72.266  1024.374  1383.768    31.600     9.705     0.020    36.133
       262    72.340     3.742     0.000     2.400    -9.527    76.903    72.340  1024.375  1382.369    31.601     9.705     0.020    36.170
       263    72.410     3.759     0.000     2.405    -9.532    77.146    72.410  1024.375  1381.024    31.601     9.705     0.020    36.205
       264    72.478     3.775     0.000     2.410    -9.538    77.385    72.478  1024.375  1379.730    31.601     9.704     0.020    36.239
       265    72.543     3.791     0.000     2.416    -9.543    77.621    72.543  1024.375  1378.484    31.601     9.704     0.020    36.272
       266    72.607     3.807     0.000     2.421    -9.548    77.854    72.607  1024.375  1377.284    31.601     9.704     0.020    36.303
       267    72.668     3.822     0.000     2.426    -9.554    78.084    72.668  1024.375  1376.128    31.601     9.704     0.020    36.334
       268    72.727     3.837     0.000     2.431    -9.558    78.311    72.727  1024.375  1375.014    31.601     9.703     0.020    36.363
       269    72.783     3.853     0.000     2.436    -9.563    78.535    72.783  1024.375  1373.939    31.601     9.703     0.020    36.392
       270    72.838     3.867     0.000     2.441    -9.568    78.756    72.838  1024.375  1372.902    31.601     9.703     0.020    36.419
       271    72.892     3.882     0.000     2.446    -9.573    78.975    72.892  1024.376  1371.902    31.601     9.703     0.020    36.446
       272    72.943     3.897     0.000     2.451    -9.577    79.191    72.943  1024.376  1370.936    31.602     9.702     0.020    36.471
       273    72.993     3.911     0.000     2.455    -9.581    79.405    72.993  1024.376  1370.002    31.602     9.702     0.020    36.496
       274    73.041     3.925     0.000     2.460    -9.586    79.616    73.041  1024.376  1369.100    31.602     9.702     0.020    36.520
       275    73.087     3.939     0.000     2.465    -9.590    79.824    73.087  1024.376  1368.228    31.602     9.702     0.020    36.544
       276    73.132     3.953     0.000     2.469    -9.594    80.030    73.132  1024.376  1367.385    31.602     9.702     0.020    36.566
       277    73.176     3.967     0.000     2.474    -9.598    80.234    73.176  1024.376  1366.570    31.602     9.702     0.020    36.588
       278    73.218     3.980     0.000     2.478    -9.602    80.435    73.218  1024.376  1365.780    31.602     9.701     0.020    36.609
       279    73.259     3.994     0.000     2.483    -9.605    80.634    73.259  1024.376  1365.016    31.602     9.701     0.020    36.630
       280    73.299     4.007     0.000     2.487    -9.609    80.831    73.299  1024.376  1364.276    31.602     9.701     0.020    36.649
       281    73.337     4.020     0.000     2.491    -9.612    81.026    73.337  1024.376  1363.559    31.602     9.701     0.020    36.669
       282    73.375     4.033     0.000     2.496    -9.616    81.218    73.375  1024.376  1362.864    31.602     9.701     0.020    36.687
       283    73.411     4.045     0.000     2.500    -9.619    81.409    73.411  1024.377  1362.191    31.602     9.701     0.020    36.706
       284    73.446     4.058     0.000     2.504    -9.622    81.597    73.446  1024.377  1361.538    31.602     9.701     0.020    36.723
       285    73.481     4.070     0.000     2.508    -9.626    81.784    73.481  1024.377  1360.905    31.602     9.700     0.020    36.740
       286    73.514     4.082     0.000     2.512    -9.629    81.968    73.514  1024.377  1360.291    31.602     9.700     0.020    36.757
       287    73.546     4.094     0.000     2.516    -9.632    82.151    73.546  1024.377  1359.695    31.602     9.700     0.020    36.773
       288    73.577     4.106     0.000     2.520    -9.635    82.332    73.577  1024.377  1359.116    31.603     9.700     0.020    36.789
       289    73.608     4.118     0.000     2.524    -9.638    82.511    73.608  1024.377  1358.554    31.603     9.700     0.020    36.804
       290    73.637     4.130     0.000     2.528    -9.640    82.689    73.637  1024.377  1358.009    31.603     9.700     0.020    36.819
       291    73.666     4.141     0.000     2.532    -9.643    82.864    73.666  1024.377  1357.479    31.603     9.700     0.020    36.833
       292    73.694     4.152     0.000     2.536    -9.646    83.038    73.694  1024.377  1356.964    31.603     9.700     0.020    36.847
       293    73.721     4.163     0.000     2.540    -9.649    83.210    73.721  1024.377  1356.464    31.603     9.699     0.020    36.861
       294    73.748     4.174     0.000     2.544    -9.651    83.381    73.748  1024.377  1355.978    31.603     9.699     0.020    36.874
       295    73.773     4.185     0.000     2.548    -9.654    83.550    73.773  1024.377  1355.505    31.603     9.699     0.020    36.887
       296    73.798     4.196     0.000     2.551    -9.656    83.718    73.798  1024.377  1355.045    31.603     9.699     0.020    36.899
       297    73.823     4.206     0.000     2.555    -9.658    83.884    73.823  1024.377  1354.598    31.603     9.699     0.020    36.911
       298    73.846     4.217     0.000     2.559    -9.661    84.049    73.846  1024.377  1354.164    31.603     9.699     0.020    36.923
       299    73.869     4.227     0.000     2.562    -9.663    84.212    73.869  1024.377  1353.741    31.603     9.699     0.020    36.935
       300    73.892     4.237     0.000     2.566    -9.665    84.374    73.892  1024.377  1353.330    31.603     9.699     0.020    36.946
       301    73.914     4.247     0.000     2.569    -9.667    84.534    73.914  1024.377  1352.929    31.603     9.699     0.020    36.957
       302    73.935     4.257     0.000     2.573    -9.669    84.694    73.935  1024.377  1352.540    31.603     9.699     0.020    36.967
       303    73.956     4.266     0.000     2.577    -9.671    84.851    73.956  1024.378  1352.160    31.603     9.699     0.020    36.978
       304    73.976     4.276     0.000     2.580    -9.673    85.008    73.976  1024.378  1351.791    31.603     9.699     0.020    36.988
       305    73.996     4.285     0.000     2.583    -9.675    85.163    73.996  1024.378  1351.432    31.603     9.698     0.020    36.998
       306    74.015     4.294     0.000     2.587    -9.677    85.318    74.015  1024.378  1351.082    31.603     9.698     0.020    37.007
       307    74.033     4.304     0.000     2.590    -9.679    85.471    74.033  1024.378  1350.741    31.603     9.698     0.020    37.017
       308    74.052     4.312     0.000     2.594    -9.681    85.622    74.052  1024.378  1350.410    31.603     9.698     0.020    37.026
       309    74.069     4.321     0.000     2.597    -9.683    85.773    74.069  1024.378  1350.087    31.603     9.698     0.020    37.035
       310    74.087     4.330     0.000     2.600    -9.684    85.923    74.087  1024.378  1349.772    31.603     9.698     0.020    37.043
       311    74.103     4.339     0.000     2.604    -9.686    86.071    74.103  1024.378  1349.466    31.603     9.698     0.020    37.052
       312    74.120     4.347     0.000     2.607    -9.688    86.219    74.120  1024.378  1349.167    31.603     9.698     0.020    37.060
       313    74.136     4.355     0.000     2.610    -9.689    86.365    74.136  1024.378  1348.877    31.603     9.698     0.020    37.068
       314    74.151     4.363     0.000     2.613    -9.691    86.511    74.151  1024.378  1348.594    31.603     9.698     0.020    37.076
       315    74.166     4.371     0.000     2.617    -9.693    86.655    74.166  1024.378  1348.318    31.603     9.698     0.020    37.083
       316    74.181     4.379     0.000     2.620    -9.694    86.799    74.181  1024.378  1348.049    31.603     9.698     0.020    37.091
       317    74.196     4.387     0.000     2.623    -9.695    86.941    74.196  1024.378  1347.788    31.604     9.698     0.020    37.098
       318    74.210     4.395     0.000     2.626    -9.697    87.083    74.210  1024.378  1347.533    31.604     9.698     0.020    37.105
       319    74.223     4.402     0.000     2.629    -9.698    87.224    74.223  1024.378  1347.285    31.604     9.698     0.020    37.112
       320    74.237     4.409     0.000     2.632    -9.700    87.364    74.237  1024.378  1347.043    31.604     9.698     0.020    37.118
       321    74.250     4.417     0.000     2.635    -9.701    87.503    74.250  1024.378  1346.807    31.604     9.697     0.020    37.125
       322    74.262     4.424     0.000     2.639    -9.702    87.641    74.262  1024.378  1346.578    31.604     9.697     0.020    37.131
       323    74.275     4.431     0.000     2.642    -9.703    87.779    74.275  1024.378  1346.355    31.604     9.697     0.020    37.137
       324    74.287     4.438     0.000     2.645    -9.705    87.916    74.287  1024.378  1346.138    31.604     9.697     0.020    37.143
       325    74.298     4.444     0.000     2.648    -9.706    88.052    74.298  1024.378  1345.926    31.604     9.697     0.020    37.149
       326    74.310     4.451     0.000     2.651    -9.707    88.187    74.310  1024.378  1345.720    31.604     9.697     0.020    37.155
       327    74.321     4.457     0.000     2.654    -9.708    88.321    74.321  1024.378  1345.520    31.604     9.697     0.020    37.160
       328    74.332     4.464     0.000     2.657    -9.709    88.455    74.332  1024.378  1345.325    31.604     9.697     0.020    37.166
       329    74.342     4.470     0.000     2.660    -9.710    88.588    74.342  1024.378  1345.135    31.604     9.697     0.020    37.171
       330    74.352     4.476     0.000     2.663    -9.711    88.721    74.352  1024.378  1344.950    31.604     9.697     0.020    37.176
       331    74.362     4.482     0.000     2.665    -9.712    88.852    74.362  1024.378  1344.771    31.604     9.697     0.020    37.181
       332    74.372     4.488     0.000     2.668    -9.713    88.983    74.372  1024.378  1344.596    31.604     9.697     0.020    37.186
       333    74.381     4.493     0.000     2.671    -9.714    89.114    74.381  1024.378  1344.426    31.604     9.697     0.020    37.191
       334    74.390     4.499     0.000     2.674    -9.715    89.244    74.390  1024.378  1344.261    31.604     9.697     0.020    37.195
       335    74.399     4.504     0.000     2.677    -9.716    89.373    74.399  1024.378  1344.101    31.604     9.697     0.020    37.200
       336    74.408     4.509     0.000     2.680    -9.717    89.502    74.408  1024.378  1343.945    31.604     9.697     0.020    37.204
       337    74.416     4.515     0.000     2.683    -9.718    89.630    74.416  1024.378  1343.794    31.604     9.697     0.020    37.208
       338    74.424     4.520     0.000     2.686    -9.719    89.758    74.424  1024.378  1343.647    31.604     9.697     0.020    37.212
       339    74.432     4.525     0.000     2.688    -9.719    89.885    74.432  1024.378  1343.505    31.604     9.697     0.020    37.216
       340    74.440     4.529     0.000     2.691    -9.720    90.012    74.440  1024.378  1343.367    31.604     9.697     0.020    37.220
       341    74.447     4.534     0.000     2.694    -9.721    90.138    74.447  1024.378  1343.233    31.604     9.697     0.020    37.224
       342    74.454     4.539     0.000     2.697    -9.722    90.264    74.454  1024.378  1343.103    31.604     9.697     0.020    37.227
       343    74.461     4.543     0.000     2.700    -9.722    90.389    74.461  1024.378  1342.977    31.604     9.697     0.020    37.231
       344    74.468     4.547     0.000     2.702    -9.723    90.514    74.468  1024.378  1342.855    31.604     9.697     0.020    37.234
       345    74.475     4.552     0.000     2.705    -9.724    90.638    74.475  1024.379  1342.737    31.604     9.697     0.020    37.237
       346    74.481     4.556     0.000     2.708    -9.724    90.762    74.481  1024.379  1342.623    31.604     9.697     0.020    37.241
       347    74.487     4.560     0.000     2.711    -9.725    90.886    74.487  1024.379  1342.513    31.604     9.697     0.020    37.244
       348    74.493     4.563     0.000     2.713    -9.726    91.009    74.493  1024.379  1342.407    31.604     9.697     0.020    37.247
       349    74.499     4.567     0.000     2.716    -9.726    91.132    74.499  1024.379  1342.305    31.604     9.697     0.020    37.249
       350    74.504     4.571     0.000     2.719    -9.727    91.254    74.504  1024.379  1342.206    31.604     9.697     0.020    37.252
       351    74.510     4.574     0.000     2.722    -9.727    91.376    74.510  1024.379  1342.110    31.604     9.696     0.020    37.255
       352    74.515     4.577     0.000     2.724    -9.728    91.498    74.515  1024.379  1342.019    31.604     9.696     0.020    37.257
       353    74.520     4.581     0.000     2.727    -9.728    91.619    74.520  1024.379  1341.931    31.604     9.696     0.020    37.260
       354    74.524     4.584     0.000     2.730    -9.729    91.740    74.524  1024.379  1341.846    31.604     9.696     0.020    37.262
       355    74.529     4.587     0.000     2.732    -9.729    91.861    74.529  1024.379  1341.765    31.604     9.696     0.020    37.264
       356    74.533     4.590     0.000     2.735    -9.729    91.982    74.533  1024.379  1341.687    31.604     9.696     0.020    37.267
       357    74.537     4.592     0.000     2.738    -9.730    92.102    74.537  1024.379  1341.613    31.604     9.696     0.020    37.269
       358    74.541     4.595     0.000     2.740    -9.730    92.222    74.541  1024.379  1341.542    31.604     9.696     0.020    37.271
       359    74.545     4.597     0.000     2.743    -9.731    92.342    74.545  1024.379  1341.474    31.604     9.696     0.020    37.272
       360    74.548     4.600     0.000     2.746    -9.731    92.461    74.548  1024.379  1341.410    31.604     9.696     0.020    37.274
       361    74.552     4.602     0.000     2.748    -9.731    92.581    74.552  1024.379  1341.349    31.604     9.696     0.020    37.276
       362    74.555     4.604     0.000     2.751    -9.732    92.700    74.555  1024.379  1341.291    31.604     9.696     0.020    37.278
       363    74.558     4.606     0.000     2.754    -9.732    92.819    74.558  1024.379  1341.236    31.604     9.696     0.020    37.279
       364    74.561     4.608     0.000     2.756    -9.732    92.937    74.561  1024.379  1341.185    31.604     9.696     0.020    37.280
       365    74.564     4.610     0.000     2.759    -9.732    93.056    74.564  1024.379  1341.136    31.604     9.696     0.020    37.282
       366    74.566     4.611     0.000     2.762    -9.733    93.174    74.566  1024.379  1341.091    31.604     9.696     0.020    37.283
       367    74.568     4.613     0.000     2.764    -9.733    93.292    74.568  1024.379  1341.049    31.604     9.696     0.020    37.284
       368    74.571     4.614     0.000     2.767    -9.733    93.411    74.571  1024.379  1341.010    31.604     9.696     0.020    37.285
       369    74.573     4.616     0.000     2.769    -9.733    93.529    74.573  1024.379  1340.974    31.604     9.696     0.020    37.286
       370    74.574     4.617     0.000     2.772    -9.733    93.646    74.574  1024.379  1340.941    31.604     9.696     0.020    37.287
       371    74.576     4.618     0.000     2.775    -9.733    93.764    74.576  1024.379  1340.912    31.604     9.696     0.020    37.288
       372    74.578     4.619     0.000     2.777    -9.734    93.882    74.578  1024.379  1340.885    31.604     9.696     0.020    37.289
       373    74.579     4.619     0.000     2.780    -9.734    93.999    74.579  1024.379  1340.861    31.604     9.696     0.020    37.289
       374    74.580     4.620     0.000     2.783    -9.734    94.117    74.580  1024.379  1340.840    31.604     9.696     0.020    37.290
       375    74.581     4.621     0.000     2.785    -9.734    94.234    74.581  1024.379  1340.823    31.604     9.696     0.020    37.291
       376    74.582     4.621     0.000     2.788    -9.734    94.352    74.582  1024.379  1340.808    31.604     9.696     0.020    37.291
       377    74.583     4.622     0.000     2.790    -9.734    94.469    74.583  1024.379  1340.796    31.604     9.696     0.020    37.291
       378    74.583     4.622     0.000     2.793    -9.734    94.586    74.583  1024.379  1340.786    31.604     9.696     0.020    37.292
---------------------- Local maximum rise or fall --------------------
       379    74.583     4.622     0.000     2.796    -9.734    94.704    74.583  1024.379  1340.780    31.604     9.696     0.020    37.292
       380    74.584     4.622     0.000     2.798    -9.734    94.821    74.584  1024.379  1340.775    31.604     9.696     0.020    37.292
       381    74.584     4.622     0.000     2.801    -9.734    94.938    74.584  1024.379  1340.773    31.604     9.696     0.020    37.292
       382    74.584     4.621     0.000     2.803    -9.734    95.056    74.584  1024.379  1340.770    31.604     9.696     0.020    37.292
       383    74.584     4.621     0.000     2.806    -9.734    95.173    74.584  1024.379  1340.767    31.604     9.696     0.020    37.292
       384    74.584     4.621     0.000     2.809    -9.733    95.291    74.584  1024.379  1340.763    31.604     9.696     0.020    37.292
       385    74.585     4.620     0.000     2.811    -9.733    95.408    74.585  1024.379  1340.759    31.604     9.696     0.020    37.292
       386    74.585     4.619     0.000     2.814    -9.733    95.526    74.585  1024.379  1340.754    31.604     9.696     0.020    37.292
       387    74.585     4.618     0.000     2.816    -9.733    95.643    74.585  1024.379  1340.749    31.604     9.696     0.020    37.293
       388    74.585     4.617     0.000     2.819    -9.733    95.761    74.585  1024.379  1340.744    31.604     9.696     0.020    37.293
       389    74.586     4.616     0.000     2.822    -9.733    95.879    74.586  1024.379  1340.738    31.604     9.696     0.020    37.293
       390    74.586     4.615     0.000     2.824    -9.732    95.997    74.586  1024.379  1340.731    31.604     9.696     0.020    37.293
       391    74.587     4.614     0.000     2.827    -9.732    96.115    74.587  1024.379  1340.724    31.604     9.696     0.020    37.293
       392    74.587     4.613     0.000     2.830    -9.732    96.233    74.587  1024.379  1340.716    31.604     9.696     0.020    37.293
       393    74.587     4.611     0.000     2.832    -9.732    96.352    74.587  1024.379  1340.708    31.604     9.696     0.020    37.294
       394    74.588     4.610     0.000     2.835    -9.731    96.470    74.588  1024.379  1340.699    31.604     9.696     0.020    37.294
       395    74.588     4.608     0.000     2.837    -9.731    96.589    74.588  1024.379  1340.690    31.604     9.696     0.020    37.294
       396    74.589     4.606     0.000     2.840    -9.731    96.708    74.589  1024.379  1340.680    31.604     9.696     0.020    37.294
       397    74.590     4.604     0.000     2.843    -9.730    96.827    74.590  1024.379  1340.670    31.604     9.696     0.020    37.295
       398    74.590     4.602     0.000     2.845    -9.730    96.946    74.590  1024.379  1340.659    31.604     9.696     0.020    37.295
