****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.20     15.00    -45.00     90.00      1.00      0.00     20.70    207.00      2.40      0.01     25.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
       159     2.642     0.441     0.000     0.606    -2.623     5.661     2.642  1022.124 37847.006    28.833    10.322     0.020     1.321
       160     2.649     0.442     0.000     0.610    -2.622     5.699     2.649  1022.128 37749.254    28.839    10.322     0.020     1.325
       161     2.656     0.442     0.000     0.613    -2.620     5.737     2.656  1022.133 37651.429    28.845    10.322     0.020     1.328
       162     2.663     0.443     0.000     0.616    -2.619     5.776     2.663  1022.137 37553.504    28.851    10.323     0.020     1.331
       163     2.670     0.443     0.000     0.619    -2.618     5.815     2.670  1022.142 37455.457    28.857    10.323     0.020     1.335
       164     2.677     0.444     0.000     0.622    -2.617     5.854     2.677  1022.147 37357.263    28.863    10.324     0.020     1.338
       165     2.684     0.444     0.000     0.625    -2.616     5.893     2.684  1022.151 37258.844    28.869    10.324     0.020     1.342
       166     2.691     0.445     0.000     0.629    -2.615     5.933     2.691  1022.156 37160.121    28.875    10.325     0.020     1.346
       167     2.698     0.445     0.000     0.632    -2.613     5.973     2.698  1022.161 37061.030    28.881    10.325     0.020     1.349
       168     2.706     0.446     0.000     0.635    -2.612     6.013     2.706  1022.165 36961.515    28.888    10.326     0.020     1.353
       169     2.713     0.446     0.000     0.638    -2.611     6.054     2.713  1022.170 36861.528    28.894    10.326     0.020     1.356
       170     2.720     0.446     0.000     0.642    -2.609     6.094     2.720  1022.175 36761.023    28.900    10.327     0.020     1.360
       171     2.728     0.447     0.000     0.645    -2.608     6.135     2.728  1022.180 36659.958    28.906    10.327     0.020     1.364
       172     2.735     0.447     0.000     0.648    -2.607     6.177     2.735  1022.184 36558.291    28.912    10.328     0.020     1.368
       173     2.743     0.448     0.000     0.651    -2.605     6.218     2.743  1022.189 36455.986    28.919    10.328     0.020     1.372
       174     2.751     0.448     0.000     0.655    -2.604     6.260     2.751  1022.194 36353.003    28.925    10.329     0.020     1.375
       175     2.759     0.449     0.000     0.658    -2.602     6.303     2.759  1022.199 36249.307    28.931    10.329     0.020     1.379
       176     2.767     0.449     0.000     0.662    -2.600     6.345     2.767  1022.204 36144.861    28.938    10.330     0.020     1.383
       177     2.775     0.449     0.000     0.665    -2.599     6.388     2.775  1022.209 36039.631    28.944    10.330     0.020     1.387
       178     2.783     0.450     0.000     0.668    -2.597     6.432     2.783  1022.214 35933.581    28.951    10.331     0.020     1.391
       179     2.791     0.450     0.000     0.672    -2.595     6.475     2.791  1022.219 35826.678    28.958    10.331     0.020     1.396
       180     2.800     0.451     0.000     0.675    -2.594     6.519     2.800  1022.224 35718.887    28.964    10.332     0.020     1.400
       181     2.808     0.451     0.000     0.679    -2.592     6.564     2.808  1022.229 35610.174    28.971    10.332     0.020     1.404
       182     2.817     0.452     0.000     0.682    -2.590     6.609     2.817  1022.234 35500.505    28.978    10.333     0.020     1.408
       183     2.826     0.452     0.000     0.686    -2.588     6.654     2.826  1022.239 35389.848    28.984    10.333     0.020     1.413
       184     2.835     0.452     0.000     0.689    -2.586     6.700     2.835  1022.244 35278.167    28.991    10.334     0.020     1.417
       185     2.844     0.453     0.000     0.693    -2.584     6.746     2.844  1022.250 35165.429    28.998    10.335     0.020     1.422
       186     2.853     0.453     0.000     0.697    -2.582     6.792     2.853  1022.255 35051.600    29.005    10.335     0.020     1.426
       187     2.862     0.454     0.000     0.700    -2.580     6.839     2.862  1022.261 34936.646    29.012    10.336     0.020     1.431
       188     2.872     0.454     0.000     0.704    -2.578     6.887     2.872  1022.266 34820.533    29.019    10.336     0.020     1.436
       189     2.882     0.455     0.000     0.708    -2.576     6.935     2.882  1022.271 34703.226    29.027    10.337     0.020     1.441
       190     2.891     0.455     0.000     0.711    -2.574     6.983     2.891  1022.277 34584.691    29.034    10.337     0.020     1.446
       191     2.902     0.455     0.000     0.715    -2.572     7.032     2.902  1022.283 34464.892    29.041    10.338     0.020     1.451
       192     2.912     0.456     0.000     0.719    -2.569     7.082     2.912  1022.288 34343.795    29.049    10.339     0.020     1.456
       193     2.922     0.456     0.000     0.723    -2.567     7.132     2.922  1022.294 34221.363    29.056    10.339     0.020     1.461
       194     2.933     0.457     0.000     0.726    -2.565     7.182     2.933  1022.300 34097.562    29.064    10.340     0.020     1.466
       195     2.944     0.457     0.000     0.730    -2.562     7.233     2.944  1022.306 33972.353    29.072    10.341     0.020     1.472
       196     2.955     0.458     0.000     0.734    -2.560     7.285     2.955  1022.312 33845.701    29.079    10.341     0.020     1.477
       197     2.966     0.458     0.000     0.738    -2.557     7.337     2.966  1022.318 33717.569    29.087    10.342     0.020     1.483
       198     2.977     0.459     0.000     0.742    -2.554     7.390     2.977  1022.324 33587.918    29.095    10.343     0.020     1.489
       199     2.989     0.459     0.000     0.746    -2.552     7.444     2.989  1022.330 33456.711    29.103    10.343     0.020     1.494
       200     3.001     0.460     0.000     0.750    -2.549     7.498     3.001  1022.336 33323.908    29.111    10.344     0.020     1.500
       201     3.013     0.460     0.000     0.754    -2.546     7.553     3.013  1022.342 33189.471    29.120    10.345     0.020     1.507
       202     3.025     0.461     0.000     0.758    -2.543     7.608     3.025  1022.349 33053.360    29.128    10.345     0.020     1.513
       203     3.038     0.461     0.000     0.763    -2.540     7.665     3.038  1022.355 32915.534    29.137    10.346     0.020     1.519
       204     3.051     0.462     0.000     0.767    -2.537     7.722     3.051  1022.362 32775.952    29.145    10.347     0.020     1.526
       205     3.064     0.462     0.000     0.771    -2.534     7.779     3.064  1022.368 32634.573    29.154    10.348     0.020     1.532
       206     3.078     0.463     0.000     0.775    -2.531     7.838     3.078  1022.375 32491.355    29.163    10.348     0.020     1.539
       207     3.092     0.464     0.000     0.780    -2.528     7.897     3.092  1022.382 32346.254    29.171    10.349     0.020     1.546
       208     3.106     0.464     0.000     0.784    -2.524     7.957     3.106  1022.389 32199.227    29.180    10.350     0.020     1.553
       209     3.120     0.465     0.000     0.788    -2.521     8.018     3.120  1022.396 32050.229    29.190    10.351     0.020     1.560
       210     3.135     0.465     0.000     0.793    -2.517     8.080     3.135  1022.403 31899.216    29.199    10.352     0.020     1.567
       211     3.150     0.466     0.000     0.797    -2.514     8.143     3.150  1022.410 31746.142    29.208    10.352     0.020     1.575
       212     3.165     0.467     0.000     0.802    -2.510     8.207     3.165  1022.417 31590.960    29.218    10.353     0.020     1.583
       213     3.181     0.467     0.000     0.807    -2.506     8.271     3.181  1022.425 31433.622    29.227    10.354     0.020     1.591
       214     3.198     0.468     0.000     0.811    -2.502     8.337     3.198  1022.432 31274.081    29.237    10.355     0.020     1.599
       215     3.214     0.469     0.000     0.816    -2.498     8.404     3.214  1022.439 31112.286    29.247    10.356     0.020     1.607
       216     3.231     0.470     0.000     0.821    -2.494     8.471     3.231  1022.447 30948.189    29.257    10.357     0.020     1.616
       217     3.249     0.470     0.000     0.826    -2.490     8.540     3.249  1022.455 30781.738    29.267    10.358     0.020     1.624
       218     3.267     0.471     0.000     0.831    -2.485     8.610     3.267  1022.463 30612.881    29.278    10.359     0.020     1.633
       219     3.285     0.472     0.000     0.836    -2.481     8.681     3.285  1022.471 30441.566    29.288    10.360     0.020     1.642
       220     3.304     0.473     0.000     0.841    -2.476     8.753     3.304  1022.479 30267.738    29.299    10.361     0.020     1.652
       221     3.323     0.474     0.000     0.846    -2.471     8.827     3.323  1022.487 30091.344    29.310    10.362     0.020     1.662
       222     3.343     0.475     0.000     0.851    -2.467     8.902     3.343  1022.495 29912.326    29.321    10.363     0.020     1.672
       223     3.364     0.476     0.000     0.856    -2.462     8.978     3.364  1022.504 29730.628    29.332    10.364     0.020     1.682
       224     3.385     0.477     0.000     0.861    -2.456     9.056     3.385  1022.512 29546.193    29.343    10.365     0.020     1.692
       225     3.406     0.478     0.000     0.867    -2.451     9.135     3.406  1022.521 29358.960    29.354    10.366     0.020     1.703
       226     3.428     0.479     0.000     0.872    -2.446     9.215     3.428  1022.530 29168.870    29.366    10.367     0.020     1.714
       227     3.451     0.480     0.000     0.878    -2.440     9.297     3.451  1022.539 28975.861    29.378    10.369     0.020     1.726
       228     3.475     0.481     0.000     0.883    -2.435     9.381     3.475  1022.548 28779.871    29.390    10.370     0.020     1.737
       229     3.499     0.482     0.000     0.889    -2.429     9.466     3.499  1022.557 28580.835    29.402    10.371     0.020     1.749
       230     3.524     0.483     0.000     0.895    -2.423     9.553     3.524  1022.567 28378.688    29.414    10.372     0.020     1.762
       231     3.549     0.484     0.000     0.901    -2.416     9.642     3.549  1022.576 28173.364    29.427    10.374     0.020     1.775
       232     3.576     0.486     0.000     0.907    -2.410     9.733     3.576  1022.586 27964.795    29.439    10.375     0.020     1.788
       233     3.603     0.487     0.000     0.913    -2.403     9.826     3.603  1022.596 27752.910    29.452    10.376     0.020     1.802
       234     3.631     0.488     0.000     0.919    -2.396     9.920     3.631  1022.605 27537.641    29.466    10.378     0.020     1.816
       235     3.660     0.490     0.000     0.925    -2.389    10.017     3.660  1022.616 27318.914    29.479    10.379     0.020     1.830
       236     3.690     0.491     0.000     0.932    -2.382    10.116     3.690  1022.626 27096.655    29.492    10.381     0.020     1.845
       237     3.722     0.493     0.000     0.938    -2.375    10.217     3.722  1022.636 26870.789    29.506    10.382     0.020     1.861
       238     3.754     0.494     0.000     0.945    -2.367    10.321     3.754  1022.647 26641.240    29.520    10.384     0.020     1.877
       239     3.787     0.496     0.000     0.951    -2.359    10.427     3.787  1022.658 26407.928    29.534    10.385     0.020     1.893
       240     3.821     0.498     0.000     0.958    -2.351    10.536     3.821  1022.669 26170.772    29.549    10.387     0.020     1.911
       241     3.857     0.500     0.000     0.965    -2.342    10.648     3.857  1022.680 25929.691    29.563    10.389     0.020     1.928
       242     3.893     0.501     0.000     0.972    -2.333    10.762     3.893  1022.691 25684.600    29.578    10.391     0.020     1.947
       243     3.932     0.503     0.000     0.980    -2.324    10.880     3.932  1022.702 25435.413    29.593    10.392     0.020     1.966
       244     3.971     0.506     0.000     0.987    -2.315    11.000     3.971  1022.714 25182.042    29.609    10.394     0.020     1.986
       245     4.012     0.508     0.000     0.995    -2.305    11.124     4.012  1022.726 24924.396    29.624    10.396     0.020     2.006
       246     4.055     0.510     0.000     1.002    -2.295    11.251     4.055  1022.738 24662.382    29.640    10.398     0.020     2.027
       247     4.099     0.512     0.000     1.010    -2.285    11.382     4.099  1022.750 24395.905    29.656    10.400     0.020     2.050
       248     4.145     0.515     0.000     1.018    -2.274    11.517     4.145  1022.762 24124.867    29.673    10.402     0.020     2.073
       249     4.193     0.517     0.000     1.026    -2.263    11.656     4.193  1022.775 23849.168    29.689    10.404     0.020     2.097
       250     4.243     0.520     0.000     1.035    -2.251    11.799     4.243  1022.788 23568.705    29.706    10.407     0.020     2.121
       251     4.295     0.523     0.000     1.043    -2.239    11.946     4.295  1022.801 23283.370    29.723    10.409     0.020     2.147
       252     4.349     0.526     0.000     1.052    -2.227    12.098     4.349  1022.814 22993.055    29.741    10.411     0.020     2.175
       253     4.406     0.529     0.000     1.061    -2.214    12.256     4.406  1022.827 22697.645    29.759    10.414     0.020     2.203
       254     4.465     0.532     0.000     1.070    -2.200    12.418     4.465  1022.841 22397.023    29.777    10.416     0.020     2.232
       255     4.527     0.535     0.000     1.080    -2.186    12.587     4.527  1022.855 22091.068    29.795    10.419     0.020     2.263
       256     4.591     0.539     0.000     1.089    -2.171    12.761     4.591  1022.869 21779.653    29.814    10.422     0.020     2.296
       257     4.659     0.542     0.000     1.099    -2.156    12.941     4.659  1022.883 21462.647    29.833    10.424     0.020     2.330
       258     4.730     0.546     0.000     1.110    -2.140    13.129     4.730  1022.898 21139.912    29.852    10.427     0.020     2.365
       259     4.805     0.550     0.000     1.120    -2.124    13.323     4.805  1022.912 20811.305    29.872    10.430     0.020     2.403
       260     4.884     0.555     0.000     1.131    -2.106    13.526     4.884  1022.927 20476.674    29.892    10.434     0.020     2.442
       261     4.966     0.559     0.000     1.142    -2.088    13.736     4.966  1022.943 20135.860    29.912    10.437     0.020     2.483
       262     5.053     0.564     0.000     1.154    -2.069    13.956     5.053  1022.958 19788.695    29.933    10.441     0.020     2.527
       263     5.145     0.569     0.000     1.166    -2.049    14.185     5.145  1022.974 19434.999    29.954    10.444     0.020     2.573
       264     5.243     0.574     0.000     1.178    -2.028    14.425     5.243  1022.990 19074.581    29.975    10.448     0.020     2.621
       265     5.346     0.580     0.000     1.191    -2.006    14.676     5.346  1023.006 18707.234    29.997    10.452     0.020     2.673
       266     5.452     0.586     0.000     1.203    -1.984    14.934     5.452  1023.022 18340.715    30.019    10.456     0.020     2.726
       267     5.561     0.592     0.000     1.216    -1.961    15.193     5.561  1023.038 17981.371    30.040    10.460     0.020     2.781
       268     5.672     0.598     0.000     1.229    -1.938    15.455     5.672  1023.053 17629.061    30.061    10.464     0.020     2.836
       269     5.786     0.604     0.000     1.242    -1.914    15.719     5.786  1023.068 17283.647    30.081    10.468     0.020     2.893
       270     5.901     0.611     0.000     1.255    -1.891    15.986     5.901  1023.083 16944.996    30.101    10.473     0.020     2.951
       271     6.019     0.617     0.000     1.267    -1.867    16.256     6.019  1023.097 16612.975    30.120    10.477     0.020     3.010
       272     6.140     0.624     0.000     1.280    -1.843    16.528     6.140  1023.112 16287.454    30.139    10.481     0.020     3.070
       273     6.262     0.630     0.000     1.293    -1.818    16.803     6.262  1023.125 15968.306    30.158    10.485     0.020     3.131
       274     6.388     0.637     0.000     1.305    -1.794    17.080     6.388  1023.139 15655.406    30.176    10.490     0.020     3.194
       275     6.515     0.644     0.000     1.318    -1.769    17.361     6.515  1023.152 15348.633    30.194    10.494     0.020     3.258
       276     6.645     0.651     0.000     1.331    -1.743    17.645     6.645  1023.164 15047.867    30.211    10.499     0.020     3.323
       277     6.778     0.659     0.000     1.343    -1.718    17.932     6.778  1023.177 14752.990    30.228    10.503     0.020     3.389
       278     6.914     0.666     0.000     1.356    -1.692    18.222     6.914  1023.189 14463.887    30.245    10.508     0.020     3.457
       279     7.052     0.674     0.000     1.369    -1.666    18.516     7.052  1023.201 14180.445    30.261    10.512     0.020     3.526
       280     7.193     0.681     0.000     1.382    -1.640    18.813     7.193  1023.212 13902.554    30.277    10.517     0.020     3.596
       281     7.337     0.689     0.000     1.394    -1.613    19.114     7.337  1023.224 13630.105    30.292    10.522     0.020     3.668
       282     7.483     0.697     0.000     1.407    -1.586    19.418     7.483  1023.235 13362.991    30.307    10.526     0.020     3.742
       283     7.633     0.705     0.000     1.420    -1.559    19.726     7.633  1023.245 13101.108    30.322    10.531     0.020     3.816
       284     7.786     0.713     0.000     1.433    -1.532    20.039     7.786  1023.256 12844.354    30.337    10.536     0.020     3.893
       285     7.941     0.721     0.000     1.445    -1.504    20.355     7.941  1023.266 12592.629    30.351    10.541     0.020     3.971
       286     8.100     0.730     0.000     1.458    -1.476    20.675     8.100  1023.276 12345.834    30.365    10.546     0.020     4.050
       287     8.262     0.739     0.000     1.471    -1.447    20.999     8.262  1023.285 12103.872    30.378    10.551     0.020     4.131
       288     8.427     0.747     0.000     1.484    -1.419    21.328     8.427  1023.295 11866.650    30.391    10.556     0.020     4.213
       289     8.595     0.756     0.000     1.497    -1.390    21.661     8.595  1023.304 11634.074    30.404    10.561     0.020     4.298
       290     8.767     0.765     0.000     1.510    -1.361    21.999     8.767  1023.313 11406.054    30.416    10.566     0.020     4.384
       291     8.943     0.775     0.000     1.523    -1.331    22.341     8.943  1023.321 11182.500    30.429    10.571     0.020     4.471
       292     9.121     0.784     0.000     1.537    -1.301    22.688     9.121  1023.330 10963.325    30.441    10.576     0.020     4.561
       293     9.304     0.794     0.000     1.550    -1.271    23.040     9.304  1023.338 10748.443    30.452    10.582     0.020     4.652
       294     9.490     0.803     0.000     1.563    -1.241    23.397     9.490  1023.346 10537.770    30.463    10.587     0.020     4.745
       295     9.679     0.813     0.000     1.577    -1.210    23.758     9.679  1023.353 10331.225    30.475    10.592     0.020     4.840
       296     9.873     0.823     0.000     1.590    -1.179    24.126     9.873  1023.361 10128.726    30.485    10.598     0.020     4.936
       297    10.070     0.834     0.000     1.603    -1.147    24.498    10.070  1023.368  9930.193    30.496    10.603     0.020     5.035
       298    10.272     0.844     0.000     1.617    -1.116    24.876    10.272  1023.375  9735.551    30.506    10.609     0.020     5.136
       299    10.477     0.855     0.000     1.631    -1.084    25.260    10.477  1023.382  9544.721    30.516    10.614     0.020     5.238
       300    10.686     0.866     0.000     1.644    -1.051    25.649    10.686  1023.388  9357.630    30.526    10.620     0.020     5.343
       301    10.900     0.877     0.000     1.658    -1.018    26.045    10.900  1023.395  9174.204    30.535    10.626     0.020     5.450
       302    11.118     0.888     0.000     1.672    -0.985    26.446    11.118  1023.401  8994.372    30.544    10.631     0.020     5.559
       303    11.340     0.899     0.000     1.686    -0.952    26.854    11.340  1023.407  8818.063    30.553    10.637     0.020     5.670
       304    11.567     0.911     0.000     1.700    -0.918    27.268    11.567  1023.413  8645.209    30.562    10.643     0.020     5.784
       305    11.798     0.923     0.000     1.715    -0.884    27.688    11.798  1023.418  8475.741    30.571    10.649     0.020     5.899
       306    12.034     0.935     0.000     1.729    -0.850    28.115    12.034  1023.424  8309.594    30.579    10.655     0.020     6.017
       307    12.275     0.947     0.000     1.744    -0.815    28.549    12.275  1023.429  8146.702    30.587    10.661     0.020     6.137
       308    12.520     0.960     0.000     1.758    -0.780    28.990    12.520  1023.434  7987.002    30.595    10.667     0.020     6.260
       309    12.771     0.972     0.000     1.773    -0.745    29.438    12.771  1023.439  7830.432    30.602    10.673     0.020     6.385
       310    13.026     0.985     0.000     1.788    -0.709    29.893    13.026  1023.443  7676.929    30.610    10.680     0.020     6.513
       311    13.287     0.999     0.000     1.803    -0.673    30.356    13.287  1023.448  7526.434    30.617    10.686     0.020     6.643
       312    13.552     1.012     0.000     1.818    -0.637    30.826    13.552  1023.452  7378.888    30.624    10.692     0.020     6.776
       313    13.823     1.026     0.000     1.833    -0.600    31.305    13.823  1023.456  7234.233    30.630    10.699     0.020     6.912
       314    14.100     1.040     0.000     1.848    -0.563    31.791    14.100  1023.460  7092.413    30.637    10.705     0.020     7.050
       315    14.382     1.054     0.000     1.864    -0.526    32.286    14.382  1023.464  6953.372    30.643    10.712     0.020     7.191
       316    14.669     1.069     0.000     1.880    -0.488    32.790    14.669  1023.468  6817.055    30.649    10.718     0.020     7.335
       317    14.962     1.084     0.000     1.895    -0.450    33.302    14.962  1023.471  6683.410    30.655    10.725     0.020     7.481
       318    15.262     1.099     0.000     1.911    -0.412    33.823    15.262  1023.475  6552.384    30.661    10.732     0.020     7.631
       319    15.567     1.114     0.000     1.928    -0.373    34.353    15.567  1023.478  6423.926    30.667    10.739     0.020     7.783
       320    15.878     1.130     0.000     1.944    -0.334    34.893    15.878  1023.481  6297.985    30.672    10.746     0.020     7.939
       321    16.196     1.147     0.000     1.961    -0.295    35.443    16.196  1023.484  6174.512    30.677    10.753     0.020     8.098
       322    16.519     1.163     0.000     1.977    -0.255    36.002    16.519  1023.486  6053.459    30.682    10.760     0.020     8.260
---------------------------- Plume surfaces --------------------------
       323    16.850     1.180     0.000     1.994    -0.215    36.572    16.850  1023.489  5934.779    30.687    10.767     0.020     8.425
-------------------- Starting Farfield Calculations --------------------
Farfield dispersion based on wastefield width of :       1.18 (m)
4/3 Power Law based Eddy Diffusivity is used:
  Dilution     Width  Distance      Time     Conc.    Bckgrd
        ()       (m)       (m)    (hrs.)    (mg/L)    (mg/L)
    16.850     1.184     1.994     0.000  5934.779     0.000
    16.850     1.185     2.000     0.000  5909.906     0.000
    16.923     1.381     3.000     0.014  5909.906     0.000
    17.805     1.586     4.000     0.028  5821.027     0.000
    19.427     1.800     5.000     0.042  5280.943     0.000
    21.429     2.024     6.000     0.056  5280.943     0.000
    23.651     2.255     7.000     0.070  4636.645     0.000
    26.026     2.496     8.000     0.084  4064.526     0.000
    28.522     2.744     9.000     0.098  3585.309     0.000
    31.119     2.999    10.000     0.111  3585.309     0.000
    33.808     3.263    11.000     0.125  3187.425     0.000
    36.581     3.533    12.000     0.139  2855.530     0.000
    39.433     3.811    13.000     0.153  2576.319     0.000
    42.361     4.096    14.000     0.167  2576.319     0.000
    45.362     4.387    15.000     0.181  2339.240     0.000
    48.433     4.685    16.000     0.195  2136.111     0.000
    51.572     4.989    17.000     0.209  1960.599     0.000
    54.778     5.300    18.000     0.223  1960.599     0.000
    58.049     5.617    19.000     0.236  1807.775     0.000
    61.383     5.940    20.000     0.250  1673.763     0.000
    64.779     6.269    21.000     0.264  1555.492     0.000
    68.236     6.604    22.000     0.278  1555.492     0.000
    71.753     6.944    23.000     0.292  1450.498     0.000
    75.329     7.290    24.000     0.306  1356.792     0.000
    78.962     7.642    25.000     0.320  1272.748     0.000
    82.653     8.000    26.000     0.334  1272.748     0.000
    86.399     8.362    27.000     0.348  1197.029     0.000
    90.200     8.730    28.000     0.361  1128.526     0.000
    94.056     9.103    29.000     0.375  1066.312     0.000
    97.965     9.482    30.000     0.389  1066.312     0.000
   101.927     9.865    31.000     0.403  1009.610     0.000
   105.941    10.254    32.000     0.417   957.758     0.000
   110.006    10.648    33.000     0.431   910.197     0.000
   114.122    11.046    34.000     0.445   910.197     0.000
   118.289    11.449    35.000     0.459   866.444     0.000
   122.505    11.857    36.000     0.473   826.087     0.000
   126.769    12.270    37.000     0.486   788.768     0.000
   131.083    12.688    38.000     0.500   788.768     0.000
   135.444    13.110    39.000     0.514   754.175     0.000
   139.852    13.536    40.000     0.528   722.039     0.000
   144.307    13.968    41.000     0.542   722.039     0.000
   148.809    14.403    42.000     0.556   692.122     0.000
   153.356    14.844    43.000     0.570   664.214     0.000
   157.949    15.288    44.000     0.584   638.133     0.000
   162.587    15.737    45.000     0.598   638.133     0.000
   167.269    16.190    46.000     0.611   613.715     0.000
   171.996    16.648    47.000     0.625   590.815     0.000
   176.766    17.110    48.000     0.639   569.305     0.000
   181.579    17.575    49.000     0.653   569.305     0.000
   186.436    18.045    50.000     0.667   549.069     0.000
   191.335    18.520    51.000     0.681   530.003     0.000
   196.276    18.998    52.000     0.695   512.016     0.000
   201.259    19.480    53.000     0.709   512.016     0.000
   206.283    19.967    54.000     0.723   495.024     0.000
   211.349    20.457    55.000     0.736   478.951     0.000
   216.455    20.951    56.000     0.750   463.729     0.000
   221.602    21.449    57.000     0.764   463.729     0.000
   226.789    21.951    58.000     0.778   449.297     0.000
   232.015    22.457    59.000     0.792   435.598     0.000
   237.282    22.967    60.000     0.806   422.582     0.000
   242.587    23.481    61.000     0.820   422.582     0.000
   247.932    23.998    62.000     0.834   410.201     0.000
   253.315    24.519    63.000     0.848   398.413     0.000
   258.737    25.044    64.000     0.861   387.178     0.000
   264.197    25.572    65.000     0.875   387.178     0.000
   269.695    26.104    66.000     0.889   376.463     0.000
   275.230    26.640    67.000     0.903   366.232     0.000
   280.803    27.180    68.000     0.917   356.456     0.000
   286.412    27.723    69.000     0.931   356.456     0.000
   292.059    28.269    70.000     0.945   347.108     0.000
   297.742    28.819    71.000     0.959   338.161     0.000
   303.462    29.373    72.000     0.973   329.592     0.000
   309.218    29.930    73.000     0.986   329.592     0.000
   315.010    30.491    74.000     1.000   321.379     0.000
   320.837    31.055    75.000     1.014   313.502     0.000
   326.700    31.622    76.000     1.028   313.502     0.000
   332.598    32.193    77.000     1.042   305.941     0.000
   338.532    32.767    78.000     1.056   298.679     0.000
   344.500    33.345    79.000     1.070   291.700     0.000
   350.503    33.926    80.000     1.084   291.700     0.000
   356.540    34.510    81.000     1.098   284.988     0.000
   362.612    35.098    82.000     1.111   278.530     0.000
   368.717    35.689    83.000     1.125   272.313     0.000
   374.857    36.283    84.000     1.139   272.313     0.000
   381.030    36.881    85.000     1.153   266.323     0.000
   387.237    37.482    86.000     1.167   260.550     0.000
   393.477    38.086    87.000     1.181   254.982     0.000
   399.751    38.693    88.000     1.195   254.982     0.000
   406.057    39.303    89.000     1.209   249.610     0.000
   412.396    39.917    90.000     1.223   244.423     0.000
   418.768    40.534    91.000     1.236   239.414     0.000
   425.172    41.153    92.000     1.250   239.414     0.000
   431.609    41.776    93.000     1.264   234.574     0.000
   438.077    42.403    94.000     1.278   229.895     0.000
   444.578    43.032    95.000     1.292   225.369     0.000
   451.111    43.664    96.000     1.306   225.369     0.000
   457.675    44.299    97.000     1.320   220.989     0.000
   464.271    44.938    98.000     1.334   216.750     0.000
   470.898    45.579    99.000     1.348   212.645     0.000
   477.556    46.224   100.000     1.361   212.645     0.000
   484.246    46.871   101.000     1.375   208.667     0.000
   490.966    47.522   102.000     1.389   204.812     0.000
   497.718    48.175   103.000     1.403   201.074     0.000
   504.500    48.832   104.000     1.417   201.074     0.000
   511.312    49.491   105.000     1.431   197.449     0.000
   518.155    50.153   106.000     1.445   193.931     0.000
   525.028    50.819   107.000     1.459   190.516     0.000
   531.931    51.487   108.000     1.473   190.516     0.000
   538.864    52.158   109.000     1.486   187.201     0.000
   545.828    52.832   110.000     1.500   183.980     0.000
   552.820    53.509   111.000     1.514   183.980     0.000
   559.843    54.189   112.000     1.528   180.851     0.000
   566.895    54.871   113.000     1.542   177.810     0.000
   573.976    55.557   114.000     1.556   174.853     0.000
   581.087    56.245   115.000     1.570   174.853     0.000
   588.226    56.936   116.000     1.584   171.976     0.000
   595.395    57.630   117.000     1.598   169.178     0.000
   602.592    58.326   118.000     1.611   166.455     0.000
   609.819    59.026   119.000     1.625   166.455     0.000
   617.074    59.728   120.000     1.639   163.804     0.000
   624.357    60.433   121.000     1.653   161.223     0.000
   631.669    61.141   122.000     1.667   158.709     0.000
   639.009    61.851   123.000     1.681   158.709     0.000
   646.378    62.565   124.000     1.695   156.260     0.000
   653.774    63.280   125.000     1.709   153.873     0.000
   661.199    63.999   126.000     1.723   151.546     0.000
   668.651    64.720   127.000     1.736   151.546     0.000
   676.132    65.444   128.000     1.750   149.277     0.000
   683.640    66.171   129.000     1.764   147.064     0.000
   691.175    66.901   130.000     1.778   144.906     0.000
   698.738    67.633   131.000     1.792   144.906     0.000
   706.329    68.367   132.000     1.806   142.799     0.000
   713.946    69.105   133.000     1.820   140.743     0.000
   721.591    69.845   134.000     1.834   138.736     0.000
   729.263    70.587   135.000     1.848   138.736     0.000
   736.962    71.332   136.000     1.861   136.777     0.000
   744.688    72.080   137.000     1.875   134.863     0.000
   752.441    72.831   138.000     1.889   132.993     0.000
