****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.60     15.00    -45.00     90.00      1.00      0.00     20.70    207.00      2.40      0.01     35.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
         1     1.001     0.469     0.000     0.009    -2.415     0.456     1.001  1026.970 99873.004    34.995    10.001     0.020     1.000
         2     1.001     0.401     0.000     0.010    -2.416     0.469     1.001  1026.970 99856.223    34.994    10.001     0.020     1.000
         3     1.002     0.399     0.000     0.010    -2.417     0.487     1.002  1026.969 99822.324    34.993    10.001     0.020     1.000
         4     1.002     0.397     0.000     0.010    -2.417     0.507     1.002  1026.968 99785.444    34.992    10.001     0.020     1.000
         5     1.003     0.395     0.000     0.011    -2.418     0.526     1.003  1026.966 99745.468    34.990    10.001     0.020     1.000
         6     1.003     0.393     0.000     0.011    -2.419     0.546     1.003  1026.965 99702.078    34.989    10.002     0.020     1.000
         7     1.003     0.390     0.000     0.012    -2.419     0.567     1.003  1026.964 99654.916    34.987    10.002     0.020     1.000
         8     1.004     0.388     0.000     0.012    -2.420     0.588     1.004  1026.962 99603.577    34.985    10.002     0.020     1.000
         9     1.005     0.386     0.000     0.013    -2.421     0.610     1.005  1026.960 99547.607    34.983    10.003     0.020     1.000
        10     1.005     0.384     0.000     0.013    -2.422     0.632     1.005  1026.958 99486.486    34.980    10.003     0.020     1.000
        11     1.006     0.381     0.000     0.013    -2.423     0.655     1.006  1026.956 99419.628    34.978    10.003     0.020     1.000
        12     1.007     0.379     0.000     0.014    -2.424     0.679     1.007  1026.954 99346.362    34.975    10.004     0.020     1.000
        13     1.007     0.377     0.000     0.014    -2.425     0.704     1.007  1026.952 99265.923    34.972    10.004     0.020     1.000
        14     1.008     0.374     0.000     0.015    -2.426     0.729     1.008  1026.949 99177.431    34.968    10.005     0.020     1.000
        15     1.009     0.372     0.000     0.015    -2.427     0.755     1.009  1026.946 99079.873    34.965    10.005     0.020     1.000
