****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.40     15.00    -45.00     90.00      1.00      0.00     20.70    207.00      2.40      0.00     35.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
         1     1.006     0.313     0.000     0.009    -2.411     0.244     1.006  1026.955 99391.073    34.977    10.003     0.020     1.000
         2     1.007     0.299     0.000     0.010    -2.412     0.264     1.007  1026.952 99288.817    34.973    10.004     0.020     1.000
         3     1.008     0.298     0.000     0.011    -2.413     0.286     1.008  1026.948 99157.430    34.968    10.005     0.020     1.000
         4     1.010     0.298     0.000     0.011    -2.414     0.309     1.010  1026.944 99016.902    34.962    10.005     0.020     1.000
         5     1.011     0.297     0.000     0.012    -2.415     0.332     1.011  1026.939 98867.338    34.956    10.006     0.020     1.000
         6     1.013     0.296     0.000     0.013    -2.416     0.356     1.013  1026.934 98708.043    34.950    10.007     0.020     1.000
         7     1.015     0.295     0.000     0.014    -2.417     0.381     1.015  1026.929 98538.219    34.944    10.008     0.020     1.000
         8     1.017     0.294     0.000     0.015    -2.418     0.405     1.017  1026.923 98356.981    34.937    10.009     0.020     1.000
         9     1.019     0.293     0.000     0.016    -2.419     0.431     1.019  1026.917 98163.356    34.929    10.010     0.020     1.000
        10     1.021     0.292     0.000     0.017    -2.421     0.457     1.021  1026.911 97956.263    34.921    10.011     0.020     1.000
        11     1.023     0.291     0.000     0.018    -2.422     0.484     1.023  1026.904 97734.503    34.913    10.013     0.020     1.000
        12     1.026     0.290     0.000     0.019    -2.423     0.511     1.026  1026.897 97496.741    34.904    10.014     0.020     1.000
        13     1.028     0.290     0.000     0.020    -2.425     0.539     1.028  1026.889 97241.488    34.894    10.015     0.020     1.000
        14     1.031     0.289     0.000     0.021    -2.426     0.568     1.031  1026.880 96967.073    34.883    10.017     0.020     1.000
        15     1.034     0.288     0.000     0.022    -2.428     0.598     1.034  1026.871 96671.621    34.872    10.018     0.020     1.000
        16     1.038     0.287     0.000     0.023    -2.430     0.628     1.038  1026.861 96353.014    34.860    10.020     0.020     1.000
