****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
        50     2.137     0.348     0.000     0.281    -2.835     4.514     2.137  1025.340 46802.137    32.961    10.267     0.020     1.068
        51     2.179     0.352     0.000     0.288    -2.849     4.657     2.179  1025.312 45883.206    32.926    10.271     0.020     1.090
        52     2.223     0.356     0.000     0.295    -2.864     4.802     2.223  1025.285 44982.344    32.892    10.274     0.020     1.112
        53     2.268     0.360     0.000     0.302    -2.878     4.948     2.268  1025.259 44099.194    32.858    10.278     0.020     1.134
        54     2.313     0.365     0.000     0.309    -2.893     5.096     2.313  1025.233 43233.406    32.825    10.281     0.020     1.157
        55     2.359     0.369     0.000     0.316    -2.908     5.246     2.359  1025.207 42384.638    32.793    10.284     0.020     1.180
        56     2.407     0.373     0.000     0.323    -2.923     5.398     2.407  1025.182 41552.556    32.762    10.287     0.020     1.203
        57     2.455     0.377     0.000     0.330    -2.939     5.552     2.455  1025.158 40736.829    32.731    10.289     0.020     1.227
        58     2.504     0.382     0.000     0.337    -2.954     5.708     2.504  1025.134 39937.137    32.701    10.292     0.020     1.252
        59     2.554     0.386     0.000     0.344    -2.970     5.866     2.554  1025.110 39153.162    32.671    10.294     0.020     1.277
        60     2.605     0.391     0.000     0.351    -2.986     6.026     2.605  1025.088 38384.595    32.642    10.297     0.020     1.303
        61     2.657     0.395     0.000     0.358    -3.002     6.188     2.657  1025.065 37631.133    32.614    10.299     0.020     1.329
        62     2.711     0.400     0.000     0.365    -3.018     6.352     2.711  1025.043 36892.478    32.586    10.301     0.020     1.355
        63     2.765     0.405     0.000     0.372    -3.034     6.519     2.765  1025.022 36168.339    32.559    10.303     0.020     1.382
        64     2.820     0.409     0.000     0.379    -3.051     6.687     2.820  1025.001 35458.428    32.532    10.305     0.020     1.410
        65     2.877     0.414     0.000     0.386    -3.067     6.858     2.877  1024.980 34762.466    32.506    10.306     0.020     1.438
        66     2.934     0.419     0.000     0.393    -3.084     7.031     2.934  1024.960 34080.177    32.481    10.308     0.020     1.467
        67     2.993     0.424     0.000     0.400    -3.101     7.207     2.993  1024.940 33411.293    32.456    10.309     0.020     1.496
        68     3.053     0.429     0.000     0.407    -3.119     7.384     3.053  1024.921 32755.551    32.431    10.311     0.020     1.526
        69     3.114     0.434     0.000     0.415    -3.136     7.565     3.114  1024.902 32112.690    32.407    10.312     0.020     1.557
        70     3.176     0.439     0.000     0.422    -3.154     7.747     3.176  1024.883 31482.458    32.383    10.313     0.020     1.588
        71     3.240     0.445     0.000     0.429    -3.172     7.933     3.240  1024.865 30864.606    32.360    10.314     0.020     1.620
        72     3.305     0.450     0.000     0.436    -3.190     8.121     3.305  1024.847 30258.891    32.337    10.315     0.020     1.652
        73     3.371     0.455     0.000     0.444    -3.208     8.311     3.371  1024.830 29665.073    32.315    10.316     0.020     1.685
        74     3.438     0.461     0.000     0.451    -3.226     8.504     3.438  1024.812 29082.919    32.293    10.317     0.020     1.719
        75     3.507     0.466     0.000     0.458    -3.245     8.700     3.507  1024.796 28512.199    32.272    10.318     0.020     1.754
        76     3.577     0.472     0.000     0.466    -3.264     8.898     3.577  1024.779 27952.688    32.251    10.318     0.020     1.789
        77     3.649     0.477     0.000     0.473    -3.283     9.099     3.649  1024.763 27404.165    32.230    10.319     0.020     1.825
        78     3.722     0.483     0.000     0.481    -3.302     9.303     3.722  1024.747 26866.415    32.210    10.319     0.020     1.861
        79     3.797     0.489     0.000     0.488    -3.322     9.510     3.797  1024.732 26339.226    32.190    10.319     0.020     1.898
        80     3.873     0.495     0.000     0.496    -3.341     9.720     3.873  1024.717 25822.389    32.171    10.319     0.020     1.936
        81     3.950     0.501     0.000     0.503    -3.361     9.933     3.950  1024.702 25315.702    32.152    10.320     0.020     1.975
        82     4.029     0.507     0.000     0.511    -3.381    10.148     4.029  1024.687 24818.964    32.133    10.320     0.020     2.015
        83     4.110     0.513     0.000     0.519    -3.401    10.367     4.110  1024.673 24331.980    32.115    10.319     0.020     2.055
        84     4.192     0.519     0.000     0.527    -3.422    10.589     4.192  1024.659 23854.559    32.097    10.319     0.020     2.096
        85     4.276     0.525     0.000     0.534    -3.442    10.814     4.276  1024.646 23386.512    32.079    10.319     0.020     2.138
        86     4.362     0.532     0.000     0.542    -3.463    11.042     4.362  1024.632 22927.654    32.062    10.319     0.020     2.181
        87     4.449     0.538     0.000     0.550    -3.484    11.274     4.449  1024.619 22477.806    32.045    10.318     0.020     2.224
        88     4.538     0.545     0.000     0.558    -3.506    11.509     4.538  1024.607 22036.789    32.028    10.318     0.020     2.269
        89     4.629     0.551     0.000     0.566    -3.527    11.747     4.629  1024.594 21604.431    32.012    10.317     0.020     2.314
        90     4.721     0.558     0.000     0.574    -3.549    11.989     4.721  1024.582 21180.561    31.996    10.316     0.020     2.361
        91     4.816     0.565     0.000     0.582    -3.571    12.234     4.816  1024.570 20765.013    31.981    10.315     0.020     2.408
        92     4.912     0.572     0.000     0.590    -3.593    12.482     4.912  1024.558 20357.622    31.965    10.315     0.020     2.456
        93     5.010     0.579     0.000     0.598    -3.616    12.734     5.010  1024.546 19958.229    31.950    10.314     0.020     2.505
        94     5.111     0.586     0.000     0.606    -3.639    12.990     5.111  1024.535 19566.676    31.936    10.313     0.020     2.555
        95     5.213     0.593     0.000     0.615    -3.661    13.250     5.213  1024.524 19182.810    31.921    10.311     0.020     2.607
        96     5.317     0.600     0.000     0.623    -3.685    13.513     5.317  1024.513 18806.478    31.907    10.310     0.020     2.659
        97     5.424     0.608     0.000     0.631    -3.708    13.780     5.424  1024.503 18437.534    31.893    10.309     0.020     2.712
        98     5.532     0.615     0.000     0.640    -3.732    14.052     5.532  1024.493 18075.831    31.880    10.307     0.020     2.766
        99     5.643     0.623     0.000     0.648    -3.756    14.327     5.643  1024.482 17721.228    31.866    10.306     0.020     2.821
       100     5.756     0.630     0.000     0.657    -3.780    14.606     5.756  1024.473 17373.585    31.853    10.304     0.020     2.878
       101     5.871     0.638     0.000     0.666    -3.804    14.889     5.871  1024.463 17032.766    31.840    10.303     0.020     2.936
       102     5.989     0.646     0.000     0.674    -3.829    15.176     5.989  1024.453 16698.635    31.828    10.301     0.020     2.994
       103     6.108     0.654     0.000     0.683    -3.853    15.467     6.108  1024.444 16371.063    31.816    10.299     0.020     3.054
       104     6.231     0.662     0.000     0.692    -3.879    15.763     6.231  1024.435 16049.920    31.803    10.297     0.020     3.115
       105     6.355     0.670     0.000     0.701    -3.904    16.063     6.355  1024.426 15735.079    31.792    10.295     0.020     3.178
       106     6.482     0.679     0.000     0.710    -3.930    16.368     6.482  1024.417 15426.417    31.780    10.293     0.020     3.241
       107     6.612     0.687     0.000     0.719    -3.955    16.677     6.612  1024.409 15123.813    31.769    10.291     0.020     3.306
       108     6.744     0.696     0.000     0.728    -3.982    16.991     6.744  1024.401 14827.148    31.757    10.289     0.020     3.372
       109     6.879     0.704     0.000     0.738    -4.008    17.309     6.879  1024.393 14536.304    31.747    10.287     0.020     3.440
       110     7.017     0.713     0.000     0.747    -4.035    17.632     7.017  1024.385 14251.168    31.736    10.285     0.020     3.508
       111     7.157     0.722     0.000     0.756    -4.062    17.960     7.157  1024.377 13971.628    31.725    10.282     0.020     3.579
       112     7.301     0.731     0.000     0.766    -4.089    18.292     7.301  1024.369 13697.573    31.715    10.280     0.020     3.650
       113     7.447     0.740     0.000     0.775    -4.116    18.630     7.447  1024.362 13428.895    31.705    10.277     0.020     3.723
       114     7.596     0.749     0.000     0.785    -4.144    18.973     7.596  1024.355 13165.491    31.695    10.274     0.020     3.798
       115     7.748     0.759     0.000     0.795    -4.172    19.321     7.748  1024.347 12907.254    31.685    10.272     0.020     3.874
       116     7.903     0.768     0.000     0.805    -4.200    19.674     7.903  1024.341 12654.085    31.676    10.269     0.020     3.951
       117     8.061     0.778     0.000     0.815    -4.229    20.032     8.061  1024.334 12405.884    31.666    10.266     0.020     4.030
       118     8.222     0.788     0.000     0.825    -4.258    20.396     8.222  1024.327 12162.553    31.657    10.263     0.020     4.111
       119     8.386     0.797     0.000     0.835    -4.287    20.765     8.386  1024.321 11923.996    31.648    10.260     0.020     4.193
       120     8.554     0.808     0.000     0.845    -4.316    21.140     8.554  1024.314 11690.120    31.640    10.257     0.020     4.277
       121     8.725     0.818     0.000     0.855    -4.346    21.520     8.725  1024.308 11460.833    31.631    10.254     0.020     4.363
       122     8.900     0.828     0.000     0.866    -4.376    21.906     8.900  1024.302 11236.045    31.623    10.251     0.020     4.450
       123     9.078     0.838     0.000     0.876    -4.406    22.298     9.078  1024.296 11015.667    31.614    10.247     0.020     4.539
       124     9.260     0.849     0.000     0.887    -4.437    22.696     9.260  1024.291 10799.613    31.606    10.244     0.020     4.630
       125     9.445     0.860     0.000     0.898    -4.468    23.100     9.445  1024.285 10587.797    31.598    10.240     0.020     4.722
       126     9.634     0.871     0.000     0.908    -4.499    23.510     9.634  1024.279 10380.138    31.590    10.237     0.020     4.817
       127     9.827     0.882     0.000     0.919    -4.530    23.926     9.827  1024.274 10176.553    31.583    10.233     0.020     4.913
       128    10.023     0.893     0.000     0.930    -4.562    24.349    10.023  1024.269  9976.962    31.575    10.230     0.020     5.012
       129    10.224     0.904     0.000     0.942    -4.594    24.778    10.224  1024.264  9781.286    31.568    10.226     0.020     5.112
       130    10.428     0.916     0.000     0.953    -4.626    25.214    10.428  1024.259  9589.450    31.561    10.222     0.020     5.214
       131    10.637     0.928     0.000     0.964    -4.659    25.656    10.637  1024.254  9401.377    31.554    10.218     0.020     5.318
       132    10.850     0.940     0.000     0.976    -4.692    26.106    10.850  1024.249  9216.994    31.547    10.214     0.020     5.425
       133    11.067     0.952     0.000     0.988    -4.725    26.562    11.067  1024.245  9036.228    31.540    10.210     0.020     5.533
       134    11.288     0.964     0.000     0.999    -4.759    27.025    11.288  1024.240  8859.008    31.533    10.206     0.020     5.644
       135    11.514     0.976     0.000     1.011    -4.793    27.495    11.514  1024.236  8685.265    31.527    10.202     0.020     5.757
       136    11.744     0.989     0.000     1.023    -4.827    27.973    11.744  1024.231  8514.930    31.520    10.197     0.020     5.872
       137    11.979     1.002     0.000     1.036    -4.862    28.458    11.979  1024.227  8347.936    31.514    10.193     0.020     5.990
       138    12.219     1.015     0.000     1.048    -4.896    28.950    12.219  1024.223  8184.219    31.508    10.189     0.020     6.109
       139    12.463     1.028     0.000     1.060    -4.932    29.450    12.463  1024.219  8023.713    31.502    10.184     0.020     6.232
       140    12.712     1.041     0.000     1.073    -4.967    29.958    12.712  1024.215  7866.356    31.496    10.180     0.020     6.356
       141    12.967     1.055     0.000     1.086    -5.003    30.474    12.967  1024.212  7712.086    31.490    10.175     0.020     6.483
       142    13.226     1.068     0.000     1.099    -5.039    30.998    13.226  1024.208  7560.841    31.484    10.170     0.020     6.613
       143    13.491     1.082     0.000     1.112    -5.076    31.531    13.491  1024.205  7412.564    31.479    10.165     0.020     6.745
       144    13.760     1.097     0.000     1.125    -5.113    32.071    13.760  1024.201  7267.195    31.473    10.161     0.020     6.880
       145    14.036     1.111     0.000     1.139    -5.150    32.620    14.036  1024.198  7124.678    31.468    10.156     0.020     7.018
       146    14.316     1.125     0.000     1.152    -5.187    33.178    14.316  1024.194  6984.956    31.463    10.151     0.020     7.158
       147    14.603     1.140     0.000     1.166    -5.225    33.745    14.603  1024.191  6847.975    31.458    10.146     0.020     7.301
       148    14.895     1.155     0.000     1.180    -5.263    34.320    14.895  1024.188  6713.681    31.452    10.140     0.020     7.447
       149    15.193     1.171     0.000     1.194    -5.302    34.905    15.193  1024.185  6582.021    31.448    10.135     0.020     7.596
       150    15.497     1.186     0.000     1.208    -5.341    35.499    15.497  1024.182  6452.943    31.443    10.130     0.020     7.748
       151    15.807     1.202     0.000     1.223    -5.380    36.103    15.807  1024.180  6326.398    31.438    10.124     0.020     7.903
       152    16.123     1.218     0.000     1.237    -5.419    36.716    16.123  1024.177  6202.334    31.433    10.119     0.020     8.061
       153    16.445     1.234     0.000     1.252    -5.459    37.339    16.445  1024.174  6080.704    31.429    10.113     0.020     8.223
       154    16.774     1.251     0.000     1.267    -5.499    37.973    16.774  1024.172  5961.460    31.424    10.108     0.020     8.387
       155    17.110     1.268     0.000     1.282    -5.540    38.616    17.110  1024.169  5844.554    31.420    10.102     0.020     8.555
       156    17.452     1.285     0.000     1.298    -5.581    39.270    17.452  1024.167  5729.941    31.415    10.096     0.020     8.726
       157    17.801     1.302     0.000     1.313    -5.622    39.935    17.801  1024.164  5617.577    31.411    10.091     0.020     8.901
       158    18.157     1.320     0.000     1.329    -5.664    40.610    18.157  1024.162  5507.416    31.407    10.085     0.020     9.079
       159    18.521     1.338     0.000     1.345    -5.706    41.296    18.521  1024.160  5399.416    31.403    10.079     0.020     9.260
       160    18.891     1.356     0.000     1.361    -5.748    41.994    18.891  1024.158  5293.534    31.399    10.073     0.020     9.445
       161    19.269     1.375     0.000     1.378    -5.790    42.703    19.269  1024.156  5189.729    31.395    10.067     0.020     9.634
       162    19.654     1.394     0.000     1.395    -5.833    43.424    19.654  1024.154  5087.960    31.391    10.060     0.020     9.827
       163    20.047     1.413     0.000     1.412    -5.877    44.157    20.047  1024.152  4988.187    31.388    10.054     0.020    10.024
       164    20.448     1.432     0.000     1.429    -5.920    44.902    20.448  1024.150  4890.371    31.384    10.048     0.020    10.224
       165    20.857     1.452     0.000     1.446    -5.964    45.659    20.857  1024.148  4794.473    31.380    10.041     0.020    10.429
       166    21.275     1.473     0.000     1.464    -6.009    46.429    21.275  1024.147  4700.456    31.377    10.035     0.020    10.637
       167    21.700     1.493     0.000     1.482    -6.053    47.213    21.700  1024.145  4608.283    31.373    10.028     0.020    10.850
       168    22.134     1.514     0.000     1.500    -6.098    48.009    22.134  1024.144  4517.918    31.370    10.021     0.020    11.067
       169    22.577     1.536     0.000     1.518    -6.144    48.819    22.577  1024.142  4429.325    31.367    10.015     0.020    11.288
       170    23.028     1.558     0.000     1.537    -6.189    49.642    23.028  1024.141  4342.471    31.364    10.008     0.020    11.514
       171    23.489     1.581     0.000     1.556    -6.235    50.480    23.489  1024.140  4257.320    31.361    10.002     0.020    11.744
       172    23.959     1.605     0.000     1.575    -6.281    51.332    23.959  1024.139  4173.839    31.359     9.995     0.020    11.979
       173    24.438     1.630     0.000     1.595    -6.327    52.199    24.438  1024.138  4091.996    31.356     9.989     0.020    12.219
       174    24.927     1.656     0.000     1.615    -6.374    53.080    24.927  1024.138  4011.758    31.354     9.983     0.020    12.463
       175    25.425     1.683     0.000     1.635    -6.420    53.978    25.425  1024.137  3933.094    31.352     9.976     0.020    12.713
       176    25.934     1.712     0.000     1.655    -6.466    54.893    25.934  1024.137  3855.973    31.350     9.970     0.020    12.967
       177    26.452     1.741     0.000     1.676    -6.513    55.825    26.452  1024.137  3780.365    31.349     9.964     0.020    13.226
       178    26.982     1.772     0.000     1.697    -6.560    56.775    26.982  1024.136  3706.240    31.347     9.958     0.020    13.491
---------------------------- Plume traps -----------------------------
       179    27.521     1.804     0.000     1.719    -6.606    57.743    27.521  1024.137  3633.569    31.346     9.952     0.020    13.761
       180    28.070     1.837     0.000     1.741    -6.652    58.727    28.070  1024.137  3562.493    31.345     9.946     0.020    14.035
       181    28.585     1.871     0.000     1.761    -6.695    59.650    28.585  1024.137  3498.319    31.344     9.940     0.020    14.293
       182    29.072     1.903     0.000     1.780    -6.734    60.516    29.072  1024.137  3439.785    31.344     9.935     0.020    14.536
       183    29.526     1.935     0.000     1.798    -6.769    61.322    29.526  1024.138  3386.806    31.343     9.931     0.020    14.763
       184    29.956     1.965     0.000     1.815    -6.802    62.082    29.956  1024.138  3338.208    31.343     9.926     0.020    14.978
       185    30.363     1.994     0.000     1.831    -6.833    62.800    30.363  1024.139  3293.442    31.343     9.922     0.020    15.182
       186    30.751     2.022     0.000     1.846    -6.861    63.482    30.751  1024.139  3251.874    31.343     9.918     0.020    15.376
       187    31.123     2.050     0.000     1.860    -6.888    64.132    31.123  1024.140  3213.109    31.343     9.915     0.020    15.561
       188    31.478     2.077     0.000     1.874    -6.913    64.754    31.478  1024.140  3176.780    31.343     9.911     0.020    15.739
       189    31.821     2.103     0.000     1.887    -6.936    65.350    31.821  1024.141  3142.614    31.343     9.908     0.020    15.910
       190    32.151     2.129     0.000     1.899    -6.959    65.923    32.151  1024.141  3110.368    31.343     9.905     0.020    16.075
       191    32.469     2.155     0.000     1.911    -6.980    66.474    32.469  1024.142  3079.847    31.343     9.902     0.020    16.235
       192    32.777     2.180     0.000     1.923    -6.999    67.006    32.777  1024.143  3050.878    31.343     9.900     0.020    16.389
       193    33.076     2.204     0.000     1.934    -7.018    67.519    33.076  1024.143  3023.314    31.343     9.897     0.020    16.538
       194    33.366     2.228     0.000     1.945    -7.036    68.014    33.366  1024.144  2997.027    31.343     9.894     0.020    16.683
       195    33.648     2.252     0.000     1.956    -7.053    68.494    33.648  1024.144  2971.905    31.344     9.892     0.020    16.824
       196    33.923     2.276     0.000     1.966    -7.069    68.958    33.923  1024.145  2947.849    31.344     9.890     0.020    16.962
       197    34.191     2.299     0.000     1.976    -7.085    69.409    34.191  1024.145  2924.773    31.344     9.887     0.020    17.095
       198    34.452     2.321     0.000     1.985    -7.100    69.846    34.452  1024.146  2902.597    31.344     9.885     0.020    17.226
       199    34.707     2.344     0.000     1.994    -7.114    70.271    34.707  1024.147  2881.254    31.345     9.883     0.020    17.354
       200    34.957     2.366     0.000     2.003    -7.127    70.684    34.957  1024.147  2860.680    31.345     9.881     0.020    17.478
       201    35.190     2.388     0.000     2.012    -7.140    71.086    35.190  1024.148  2841.739    31.345     9.879     0.020    17.595
       202    35.415     2.409     0.000     2.021    -7.153    71.485    35.415  1024.148  2823.683    31.346     9.877     0.020    17.707
       203    35.628     2.429     0.000     2.029    -7.165    71.879    35.628  1024.149  2806.787    31.346     9.876     0.020    17.814
       204    35.833     2.449     0.000     2.038    -7.177    72.269    35.833  1024.149  2790.717    31.346     9.874     0.020    17.917
       205    36.028     2.469     0.000     2.046    -7.189    72.654    36.028  1024.150  2775.596    31.346     9.873     0.020    18.014
       206    36.215     2.488     0.000     2.054    -7.200    73.035    36.215  1024.150  2761.263    31.347     9.871     0.020    18.108
       207    36.393     2.507     0.000     2.063    -7.211    73.411    36.393  1024.150  2747.745    31.347     9.870     0.020    18.197
       208    36.564     2.525     0.000     2.071    -7.222    73.782    36.564  1024.151  2734.951    31.347     9.869     0.020    18.282
       209    36.726     2.544     0.000     2.079    -7.232    74.147    36.726  1024.151  2722.866    31.347     9.867     0.020    18.363
       210    36.881     2.561     0.000     2.086    -7.242    74.508    36.881  1024.152  2711.432    31.348     9.866     0.020    18.440
       211    37.029     2.579     0.000     2.094    -7.252    74.863    37.029  1024.152  2700.621    31.348     9.865     0.020    18.514
       212    37.169     2.596     0.000     2.102    -7.262    75.214    37.169  1024.152  2690.390    31.348     9.864     0.020    18.585
       213    37.304     2.613     0.000     2.109    -7.271    75.559    37.304  1024.153  2680.708    31.348     9.863     0.020    18.652
       214    37.432     2.629     0.000     2.117    -7.280    75.899    37.432  1024.153  2671.539    31.348     9.862     0.020    18.716
       215    37.554     2.645     0.000     2.124    -7.289    76.234    37.554  1024.153  2662.854    31.349     9.861     0.020    18.777
       216    37.670     2.661     0.000     2.131    -7.297    76.563    37.670  1024.153  2654.623    31.349     9.860     0.020    18.835
       217    37.781     2.677     0.000     2.138    -7.305    76.888    37.781  1024.154  2646.818    31.349     9.859     0.020    18.891
       218    37.887     2.692     0.000     2.145    -7.313    77.207    37.887  1024.154  2639.415    31.349     9.859     0.020    18.944
