****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.20     15.00    -45.00     90.00      1.00      0.00     20.70    207.00      2.40      0.01     35.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
       189    36.634     2.366     0.000     2.610    -6.973    69.059    36.634  1024.130  2729.740    31.330     9.911     0.020    18.317
       190    36.903     2.388     0.000     2.620    -6.987    69.494    36.903  1024.131  2709.834    31.330     9.908     0.020    18.451
       191    37.166     2.410     0.000     2.631    -7.000    69.916    37.166  1024.131  2690.656    31.330     9.906     0.020    18.583
------------------------- merging happened ---------------------------
       192    37.419     2.431     0.000     2.641    -7.013    70.327    37.419  1024.132  2672.468    31.330     9.904     0.020    18.709
       193    37.658     2.452     0.000     2.651    -7.026    70.731    37.658  1024.132  2655.494    31.331     9.902     0.020    18.829
       194    37.887     2.472     0.000     2.660    -7.038    71.129    37.887  1024.133  2639.451    31.331     9.901     0.020    18.943
       195    38.105     2.491     0.000     2.670    -7.050    71.523    38.105  1024.133  2624.351    31.331     9.899     0.020    19.052
       196    38.313     2.510     0.000     2.679    -7.061    71.913    38.313  1024.134  2610.066    31.331     9.897     0.020    19.157
       197    38.512     2.529     0.000     2.689    -7.073    72.298    38.512  1024.134  2596.589    31.331     9.896     0.020    19.256
       198    38.702     2.547     0.000     2.698    -7.083    72.678    38.702  1024.135  2583.848    31.332     9.894     0.020    19.351
       199    38.883     2.565     0.000     2.707    -7.094    73.053    38.883  1024.135  2571.815    31.332     9.893     0.020    19.442
       200    39.056     2.583     0.000     2.716    -7.104    73.423    39.056  1024.135  2560.438    31.332     9.892     0.020    19.528
       201    39.221     2.600     0.000     2.725    -7.114    73.787    39.221  1024.136  2549.685    31.332     9.890     0.020    19.610
       202    39.378     2.617     0.000     2.733    -7.124    74.147    39.378  1024.136  2539.513    31.333     9.889     0.020    19.689
       203    39.527     2.633     0.000     2.742    -7.134    74.501    39.527  1024.136  2529.888    31.333     9.888     0.020    19.764
       204    39.670     2.649     0.000     2.750    -7.143    74.850    39.670  1024.137  2520.778    31.333     9.887     0.020    19.835
       205    39.807     2.665     0.000     2.759    -7.152    75.195    39.807  1024.137  2512.150    31.333     9.886     0.020    19.903
       206    39.937     2.680     0.000     2.767    -7.160    75.534    39.937  1024.137  2503.974    31.333     9.885     0.020    19.968
       207    40.061     2.695     0.000     2.775    -7.169    75.867    40.061  1024.138  2496.224    31.334     9.884     0.020    20.030
       208    40.179     2.710     0.000     2.783    -7.177    76.196    40.179  1024.138  2488.873    31.334     9.883     0.020    20.089
       209    40.292     2.724     0.000     2.791    -7.185    76.520    40.292  1024.138  2481.896    31.334     9.883     0.020    20.146
       210    40.400     2.739     0.000     2.798    -7.192    76.839    40.400  1024.138  2475.270    31.334     9.882     0.020    20.200
       211    40.503     2.753     0.000     2.806    -7.200    77.154    40.503  1024.139  2468.975    31.334     9.881     0.020    20.251
       212    40.601     2.766     0.000     2.813    -7.207    77.463    40.601  1024.139  2462.990    31.334     9.880     0.020    20.301
       213    40.695     2.780     0.000     2.821    -7.214    77.768    40.695  1024.139  2457.296    31.335     9.880     0.020    20.348
       214    40.785     2.793     0.000     2.828    -7.221    78.068    40.785  1024.139  2451.876    31.335     9.879     0.020    20.393
       215    40.871     2.806     0.000     2.835    -7.228    78.364    40.871  1024.140  2446.713    31.335     9.878     0.020    20.436
       216    40.954     2.818     0.000     2.842    -7.234    78.655    40.954  1024.140  2441.793    31.335     9.878     0.020    20.477
       217    41.032     2.831     0.000     2.849    -7.240    78.942    41.032  1024.140  2437.100    31.335     9.877     0.020    20.516
       218    41.108     2.843     0.000     2.856    -7.246    79.225    41.108  1024.140  2432.622    31.335     9.877     0.020    20.554
       219    41.180     2.855     0.000     2.862    -7.252    79.504    41.180  1024.140  2428.346    31.335     9.876     0.020    20.590
       220    41.250     2.867     0.000     2.869    -7.258    79.779    41.250  1024.141  2424.261    31.335     9.876     0.020    20.625
       221    41.316     2.879     0.000     2.876    -7.263    80.049    41.316  1024.141  2420.355    31.336     9.875     0.020    20.658
       222    41.380     2.890     0.000     2.882    -7.269    80.316    41.380  1024.141  2416.619    31.336     9.875     0.020    20.690
       223    41.441     2.901     0.000     2.888    -7.274    80.579    41.441  1024.141  2413.043    31.336     9.874     0.020    20.721
       224    41.500     2.912     0.000     2.895    -7.279    80.839    41.500  1024.141  2409.618    31.336     9.874     0.020    20.750
       225    41.557     2.923     0.000     2.901    -7.284    81.095    41.557  1024.141  2406.336    31.336     9.874     0.020    20.778
       226    41.611     2.934     0.000     2.907    -7.289    81.347    41.611  1024.141  2403.190    31.336     9.873     0.020    20.806
       227    41.664     2.944     0.000     2.913    -7.293    81.596    41.664  1024.142  2400.171    31.336     9.873     0.020    20.832
       228    41.714     2.955     0.000     2.919    -7.298    81.842    41.714  1024.142  2397.274    31.336     9.873     0.020    20.857
       229    41.763     2.965     0.000     2.924    -7.302    82.084    41.763  1024.142  2394.492    31.336     9.872     0.020    20.881
       230    41.809     2.975     0.000     2.930    -7.307    82.324    41.809  1024.142  2391.818    31.336     9.872     0.020    20.905
       231    41.854     2.985     0.000     2.936    -7.311    82.560    41.854  1024.142  2389.248    31.337     9.872     0.020    20.927
       232    41.898     2.994     0.000     2.941    -7.315    82.793    41.898  1024.142  2386.777    31.337     9.871     0.020    20.949
       233    41.939     3.004     0.000     2.947    -7.319    83.024    41.939  1024.142  2384.399    31.337     9.871     0.020    20.970
       234    41.980     3.013     0.000     2.952    -7.323    83.251    41.980  1024.142  2382.109    31.337     9.871     0.020    20.990
       235    42.018     3.022     0.000     2.958    -7.326    83.476    42.018  1024.143  2379.904    31.337     9.870     0.020    21.009
       236    42.056     3.032     0.000     2.963    -7.330    83.698    42.056  1024.143  2377.780    31.337     9.870     0.020    21.028
       237    42.092     3.041     0.000     2.968    -7.334    83.918    42.092  1024.143  2375.732    31.337     9.870     0.020    21.046
       238    42.127     3.049     0.000     2.973    -7.337    84.135    42.127  1024.143  2373.758    31.337     9.870     0.020    21.064
       239    42.161     3.058     0.000     2.979    -7.340    84.350    42.161  1024.143  2371.853    31.337     9.869     0.020    21.081
       240    42.194     3.066     0.000     2.984    -7.344    84.562    42.194  1024.143  2370.014    31.337     9.869     0.020    21.097
       241    42.225     3.075     0.000     2.989    -7.347    84.771    42.225  1024.143  2368.239    31.337     9.869     0.020    21.113
       242    42.256     3.083     0.000     2.994    -7.350    84.979    42.256  1024.143  2366.525    31.337     9.869     0.020    21.128
       243    42.286     3.091     0.000     2.998    -7.353    85.184    42.286  1024.143  2364.870    31.337     9.869     0.020    21.143
       244    42.314     3.099     0.000     3.003    -7.356    85.387    42.314  1024.143  2363.269    31.337     9.868     0.020    21.157
       245    42.342     3.107     0.000     3.008    -7.359    85.588    42.342  1024.143  2361.723    31.338     9.868     0.020    21.171
       246    42.369     3.115     0.000     3.013    -7.362    85.787    42.369  1024.143  2360.227    31.338     9.868     0.020    21.184
       247    42.395     3.123     0.000     3.018    -7.364    85.984    42.395  1024.144  2358.780    31.338     9.868     0.020    21.197
       248    42.420     3.130     0.000     3.022    -7.367    86.179    42.420  1024.144  2357.380    31.338     9.868     0.020    21.210
       249    42.444     3.137     0.000     3.027    -7.369    86.372    42.444  1024.144  2356.025    31.338     9.867     0.020    21.222
       250    42.468     3.145     0.000     3.031    -7.372    86.563    42.468  1024.144  2354.714    31.338     9.867     0.020    21.234
       251    42.491     3.152     0.000     3.036    -7.374    86.753    42.491  1024.144  2353.444    31.338     9.867     0.020    21.245
       252    42.513     3.159     0.000     3.040    -7.377    86.941    42.513  1024.144  2352.214    31.338     9.867     0.020    21.257
       253    42.535     3.166     0.000     3.045    -7.379    87.127    42.535  1024.144  2351.023    31.338     9.867     0.020    21.267
       254    42.556     3.172     0.000     3.049    -7.381    87.311    42.556  1024.144  2349.869    31.338     9.867     0.020    21.278
       255    42.576     3.179     0.000     3.054    -7.384    87.494    42.576  1024.144  2348.750    31.338     9.867     0.020    21.288
       256    42.595     3.186     0.000     3.058    -7.386    87.675    42.595  1024.144  2347.666    31.338     9.866     0.020    21.298
       257    42.615     3.192     0.000     3.062    -7.388    87.854    42.615  1024.144  2346.616    31.338     9.866     0.020    21.307
       258    42.633     3.198     0.000     3.067    -7.390    88.032    42.633  1024.144  2345.597    31.338     9.866     0.020    21.317
       259    42.651     3.205     0.000     3.071    -7.392    88.209    42.651  1024.144  2344.609    31.338     9.866     0.020    21.326
       260    42.668     3.211     0.000     3.075    -7.394    88.384    42.668  1024.144  2343.651    31.338     9.866     0.020    21.334
       261    42.685     3.217     0.000     3.079    -7.396    88.558    42.685  1024.144  2342.722    31.338     9.866     0.020    21.343
       262    42.702     3.223     0.000     3.083    -7.397    88.731    42.702  1024.144  2341.821    31.338     9.866     0.020    21.351
       263    42.718     3.228     0.000     3.087    -7.399    88.902    42.718  1024.144  2340.947    31.338     9.866     0.020    21.359
       264    42.733     3.234     0.000     3.091    -7.401    89.072    42.733  1024.144  2340.099    31.338     9.866     0.020    21.367
       265    42.748     3.240     0.000     3.095    -7.403    89.241    42.748  1024.145  2339.277    31.338     9.865     0.020    21.374
       266    42.763     3.245     0.000     3.099    -7.404    89.408    42.763  1024.145  2338.479    31.338     9.865     0.020    21.381
       267    42.777     3.251     0.000     3.103    -7.406    89.575    42.777  1024.145  2337.705    31.338     9.865     0.020    21.389
       268    42.791     3.256     0.000     3.107    -7.407    89.740    42.791  1024.145  2336.954    31.339     9.865     0.020    21.395
       269    42.804     3.261     0.000     3.111    -7.409    89.904    42.804  1024.145  2336.225    31.339     9.865     0.020    21.402
       270    42.817     3.266     0.000     3.115    -7.410    90.067    42.817  1024.145  2335.518    31.339     9.865     0.020    21.409
       271    42.830     3.271     0.000     3.119    -7.412    90.229    42.830  1024.145  2334.832    31.339     9.865     0.020    21.415
       272    42.842     3.276     0.000     3.123    -7.413    90.390    42.842  1024.145  2334.167    31.339     9.865     0.020    21.421
       273    42.854     3.280     0.000     3.127    -7.414    90.550    42.854  1024.145  2333.522    31.339     9.865     0.020    21.427
       274    42.865     3.285     0.000     3.130    -7.416    90.709    42.865  1024.145  2332.896    31.339     9.865     0.020    21.433
       275    42.876     3.290     0.000     3.134    -7.417    90.868    42.876  1024.145  2332.289    31.339     9.865     0.020    21.438
       276    42.887     3.294     0.000     3.138    -7.418    91.025    42.887  1024.145  2331.701    31.339     9.864     0.020    21.444
       277    42.898     3.298     0.000     3.142    -7.419    91.181    42.898  1024.145  2331.131    31.339     9.864     0.020    21.449
       278    42.908     3.303     0.000     3.145    -7.421    91.337    42.908  1024.145  2330.578    31.339     9.864     0.020    21.454
       279    42.918     3.307     0.000     3.149    -7.422    91.491    42.918  1024.145  2330.042    31.339     9.864     0.020    21.459
       280    42.927     3.311     0.000     3.153    -7.423    91.645    42.927  1024.145  2329.523    31.339     9.864     0.020    21.464
       281    42.937     3.315     0.000     3.156    -7.424    91.798    42.937  1024.145  2329.020    31.339     9.864     0.020    21.468
       282    42.945     3.319     0.000     3.160    -7.425    91.951    42.945  1024.145  2328.533    31.339     9.864     0.020    21.473
       283    42.954     3.322     0.000     3.164    -7.426    92.102    42.954  1024.145  2328.062    31.339     9.864     0.020    21.477
       284    42.963     3.326     0.000     3.167    -7.427    92.253    42.963  1024.145  2327.606    31.339     9.864     0.020    21.481
       285    42.971     3.329     0.000     3.171    -7.428    92.404    42.971  1024.145  2327.165    31.339     9.864     0.020    21.485
       286    42.979     3.333     0.000     3.174    -7.429    92.553    42.979  1024.145  2326.738    31.339     9.864     0.020    21.489
       287    42.986     3.336     0.000     3.178    -7.430    92.702    42.986  1024.145  2326.326    31.339     9.864     0.020    21.493
       288    42.994     3.340     0.000     3.181    -7.430    92.850    42.994  1024.145  2325.928    31.339     9.864     0.020    21.497
       289    43.001     3.343     0.000     3.185    -7.431    92.998    43.001  1024.145  2325.543    31.339     9.864     0.020    21.500
       290    43.008     3.346     0.000     3.188    -7.432    93.145    43.008  1024.145  2325.172    31.339     9.864     0.020    21.504
       291    43.014     3.349     0.000     3.192    -7.433    93.292    43.014  1024.145  2324.814    31.339     9.864     0.020    21.507
       292    43.021     3.352     0.000     3.195    -7.433    93.438    43.021  1024.145  2324.469    31.339     9.864     0.020    21.510
       293    43.027     3.354     0.000     3.199    -7.434    93.583    43.027  1024.145  2324.136    31.339     9.864     0.020    21.513
       294    43.033     3.357     0.000     3.202    -7.435    93.728    43.033  1024.145  2323.816    31.339     9.863     0.020    21.516
       295    43.038     3.360     0.000     3.206    -7.435    93.873    43.038  1024.145  2323.509    31.339     9.863     0.020    21.519
       296    43.044     3.362     0.000     3.209    -7.436    94.017    43.044  1024.145  2323.213    31.339     9.863     0.020    21.522
       297    43.049     3.364     0.000     3.213    -7.437    94.161    43.049  1024.145  2322.930    31.339     9.863     0.020    21.525
       298    43.054     3.367     0.000     3.216    -7.437    94.304    43.054  1024.145  2322.658    31.339     9.863     0.020    21.527
       299    43.059     3.369     0.000     3.219    -7.438    94.447    43.059  1024.145  2322.398    31.339     9.863     0.020    21.529
       300    43.064     3.371     0.000     3.223    -7.438    94.589    43.064  1024.145  2322.149    31.339     9.863     0.020    21.532
       301    43.068     3.373     0.000     3.226    -7.439    94.731    43.068  1024.145  2321.911    31.339     9.863     0.020    21.534
       302    43.072     3.375     0.000     3.230    -7.439    94.873    43.072  1024.145  2321.685    31.339     9.863     0.020    21.536
       303    43.076     3.377     0.000     3.233    -7.440    95.015    43.076  1024.145  2321.469    31.339     9.863     0.020    21.538
       304    43.080     3.379     0.000     3.236    -7.440    95.156    43.080  1024.145  2321.264    31.339     9.863     0.020    21.540
       305    43.084     3.380     0.000     3.240    -7.440    95.296    43.084  1024.145  2321.070    31.339     9.863     0.020    21.542
       306    43.087     3.382     0.000     3.243    -7.441    95.437    43.087  1024.145  2320.887    31.339     9.863     0.020    21.543
       307    43.090     3.383     0.000     3.246    -7.441    95.577    43.090  1024.145  2320.713    31.339     9.863     0.020    21.545
       308    43.093     3.385     0.000     3.250    -7.441    95.717    43.093  1024.146  2320.551    31.339     9.863     0.020    21.547
       309    43.096     3.386     0.000     3.253    -7.442    95.857    43.096  1024.146  2320.398    31.339     9.863     0.020    21.548
       310    43.099     3.387     0.000     3.256    -7.442    95.996    43.099  1024.146  2320.256    31.339     9.863     0.020    21.549
       311    43.101     3.388     0.000     3.260    -7.442    96.136    43.101  1024.146  2320.123    31.339     9.863     0.020    21.551
       312    43.103     3.389     0.000     3.263    -7.442    96.275    43.103  1024.146  2320.001    31.339     9.863     0.020    21.552
       313    43.106     3.390     0.000     3.266    -7.443    96.414    43.106  1024.146  2319.888    31.339     9.863     0.020    21.553
       314    43.107     3.391     0.000     3.270    -7.443    96.553    43.107  1024.146  2319.785    31.339     9.863     0.020    21.554
       315    43.109     3.392     0.000     3.273    -7.443    96.692    43.109  1024.146  2319.692    31.339     9.863     0.020    21.555
       316    43.111     3.392     0.000     3.276    -7.443    96.830    43.111  1024.146  2319.608    31.339     9.863     0.020    21.555
       317    43.112     3.393     0.000     3.280    -7.443    96.969    43.112  1024.146  2319.533    31.339     9.863     0.020    21.556
       318    43.113     3.393     0.000     3.283    -7.443    97.107    43.113  1024.146  2319.468    31.339     9.863     0.020    21.557
       319    43.114     3.394     0.000     3.286    -7.443    97.246    43.114  1024.146  2319.411    31.339     9.863     0.020    21.557
       320    43.115     3.394     0.000     3.289    -7.443    97.384    43.115  1024.146  2319.362    31.339     9.863     0.020    21.558
       321    43.116     3.394     0.000     3.293    -7.443    97.522    43.116  1024.146  2319.321    31.339     9.863     0.020    21.558
---------------------- Local maximum rise or fall --------------------
       322    43.117     3.394     0.000     3.296    -7.443    97.660    43.117  1024.146  2319.286    31.339     9.863     0.020    21.558
       323    43.117     3.394     0.000     3.299    -7.443    97.799    43.117  1024.146  2319.259    31.339     9.863     0.020    21.559
       324    43.118     3.394     0.000     3.303    -7.443    97.937    43.118  1024.146  2319.238    31.339     9.863     0.020    21.559
       325    43.118     3.394     0.000     3.306    -7.443    98.075    43.118  1024.146  2319.218    31.339     9.863     0.020    21.559
       326    43.118     3.394     0.000     3.309    -7.443    98.214    43.118  1024.146  2319.197    31.339     9.863     0.020    21.559
       327    43.119     3.393     0.000     3.313    -7.443    98.352    43.119  1024.146  2319.174    31.339     9.863     0.020    21.559
       328    43.119     3.393     0.000     3.316    -7.443    98.490    43.119  1024.146  2319.149    31.339     9.863     0.020    21.560
       329    43.120     3.392     0.000     3.319    -7.443    98.629    43.120  1024.146  2319.122    31.339     9.863     0.020    21.560
       330    43.120     3.392     0.000     3.322    -7.442    98.768    43.120  1024.146  2319.093    31.339     9.863     0.020    21.560
       331    43.121     3.391     0.000     3.326    -7.442    98.907    43.121  1024.146  2319.062    31.339     9.863     0.020    21.560
       332    43.122     3.391     0.000     3.329    -7.442    99.046    43.122  1024.146  2319.028    31.339     9.863     0.020    21.561
       333    43.122     3.390     0.000     3.332    -7.442    99.185    43.122  1024.146  2318.992    31.339     9.863     0.020    21.561
       334    43.123     3.389     0.000     3.336    -7.441    99.324    43.123  1024.146  2318.954    31.339     9.863     0.020    21.561
       335    43.124     3.388     0.000     3.339    -7.441    99.464    43.124  1024.146  2318.913    31.339     9.863     0.020    21.562
       336    43.124     3.387     0.000     3.342    -7.441    99.603    43.124  1024.146  2318.869    31.339     9.863     0.020    21.562
       337    43.125     3.386     0.000     3.346    -7.440    99.743    43.125  1024.146  2318.823    31.339     9.863     0.020    21.563
       338    43.126     3.384     0.000     3.349    -7.440    99.884    43.126  1024.146  2318.774    31.339     9.863     0.020    21.563
       339    43.127     3.383     0.000     3.352    -7.439   100.024    43.127  1024.146  2318.723    31.339     9.863     0.020    21.564
       340    43.128     3.382     0.000     3.356    -7.439   100.165    43.128  1024.146  2318.669    31.339     9.863     0.020    21.564
       341    43.129     3.380     0.000     3.359    -7.439   100.306    43.129  1024.146  2318.612    31.339     9.863     0.020    21.565
       342    43.130     3.379     0.000     3.362    -7.438   100.448    43.130  1024.146  2318.552    31.339     9.863     0.020    21.565
       343    43.132     3.377     0.000     3.366    -7.438   100.590    43.132  1024.146  2318.489    31.339     9.863     0.020    21.566
       344    43.133     3.375     0.000     3.369    -7.437   100.732    43.133  1024.146  2318.423    31.339     9.863     0.020    21.566
       345    43.134     3.374     0.000     3.373    -7.436   100.874    43.134  1024.146  2318.354    31.339     9.863     0.020    21.567
       346    43.135     3.372     0.000     3.376    -7.436   101.017    43.135  1024.146  2318.282    31.339     9.863     0.020    21.568
       347    43.137     3.370     0.000     3.379    -7.435   101.161    43.137  1024.146  2318.206    31.339     9.863     0.020    21.568
       348    43.138     3.368     0.000     3.383    -7.435   101.305    43.138  1024.146  2318.128    31.339     9.863     0.020    21.569
       349    43.140     3.366     0.000     3.386    -7.434   101.449    43.140  1024.146  2318.046    31.339     9.863     0.020    21.570
       350    43.141     3.363     0.000     3.390    -7.433   101.594    43.141  1024.146  2317.960    31.339     9.863     0.020    21.571
       351    43.143     3.361     0.000     3.393    -7.432   101.740    43.143  1024.146  2317.871    31.339     9.863     0.020    21.572
       352    43.145     3.359     0.000     3.397    -7.432   101.885    43.145  1024.146  2317.778    31.339     9.863     0.020    21.572
       353    43.147     3.356     0.000     3.400    -7.431   102.032    43.147  1024.146  2317.681    31.339     9.863     0.020    21.573
       354    43.148     3.354     0.000     3.404    -7.430   102.179    43.148  1024.146  2317.580    31.339     9.863     0.020    21.574
       355    43.150     3.351     0.000     3.407    -7.429   102.327    43.150  1024.146  2317.475    31.339     9.863     0.020    21.575
       356    43.152     3.349     0.000     3.411    -7.428   102.475    43.152  1024.146  2317.367    31.339     9.863     0.020    21.576
       357    43.155     3.346     0.000     3.414    -7.428   102.624    43.155  1024.146  2317.253    31.339     9.863     0.020    21.577
       358    43.157     3.343     0.000     3.418    -7.427   102.774    43.157  1024.146  2317.136    31.339     9.863     0.020    21.578
       359    43.159     3.340     0.000     3.421    -7.426   102.924    43.159  1024.146  2317.013    31.339     9.863     0.020    21.580
       360    43.161     3.337     0.000     3.425    -7.425   103.075    43.161  1024.146  2316.887    31.339     9.863     0.020    21.581
       361    43.164     3.334     0.000     3.429    -7.424   103.227    43.164  1024.146  2316.755    31.339     9.863     0.020    21.582
       362    43.166     3.331     0.000     3.432    -7.423   103.380    43.166  1024.146  2316.618    31.339     9.863     0.020    21.583
       363    43.169     3.328     0.000     3.436    -7.421   103.533    43.169  1024.146  2316.476    31.339     9.863     0.020    21.585
       364    43.172     3.324     0.000     3.440    -7.420   103.688    43.172  1024.146  2316.328    31.339     9.863     0.020    21.586
       365    43.175     3.321     0.000     3.443    -7.419   103.843    43.175  1024.146  2316.175    31.339     9.863     0.020    21.587
       366    43.178     3.318     0.000     3.447    -7.418   103.999    43.178  1024.146  2316.016    31.339     9.862     0.020    21.589
       367    43.181     3.314     0.000     3.451    -7.417   104.156    43.181  1024.146  2315.851    31.339     9.862     0.020    21.590
       368    43.184     3.310     0.000     3.455    -7.415   104.314    43.184  1024.146  2315.680    31.339     9.862     0.020    21.592
       369    43.187     3.307     0.000     3.458    -7.414   104.473    43.187  1024.146  2315.503    31.339     9.862     0.020    21.594
       370    43.191     3.303     0.000     3.462    -7.413   104.633    43.191  1024.146  2315.318    31.339     9.862     0.020    21.595
       371    43.194     3.299     0.000     3.466    -7.411   104.794    43.194  1024.146  2315.127    31.339     9.862     0.020    21.597
       372    43.198     3.295     0.000     3.470    -7.410   104.956    43.198  1024.146  2314.928    31.339     9.862     0.020    21.599
       373    43.202     3.291     0.000     3.474    -7.408   105.119    43.202  1024.146  2314.722    31.339     9.862     0.020    21.601
       374    43.206     3.287     0.000     3.478    -7.407   105.283    43.206  1024.146  2314.508    31.339     9.862     0.020    21.603
       375    43.210     3.283     0.000     3.482    -7.405   105.449    43.210  1024.146  2314.286    31.339     9.862     0.020    21.605
       376    43.214     3.279     0.000     3.486    -7.404   105.616    43.214  1024.146  2314.055    31.339     9.862     0.020    21.607
       377    43.219     3.274     0.000     3.490    -7.402   105.784    43.219  1024.146  2313.815    31.339     9.862     0.020    21.609
       378    43.223     3.270     0.000     3.494    -7.400   105.953    43.223  1024.146  2313.566    31.339     9.862     0.020    21.612
       379    43.228     3.265     0.000     3.498    -7.399   106.124    43.228  1024.146  2313.307    31.340     9.862     0.020    21.614
       380    43.233     3.261     0.000     3.502    -7.397   106.296    43.233  1024.146  2313.039    31.340     9.862     0.020    21.617
       381    43.238     3.256     0.000     3.506    -7.395   106.469    43.238  1024.146  2312.759    31.340     9.862     0.020    21.619
       382    43.244     3.251     0.000     3.510    -7.393   106.644    43.244  1024.146  2312.469    31.340     9.862     0.020    21.622
       383    43.249     3.247     0.000     3.514    -7.391   106.821    43.249  1024.146  2312.167    31.340     9.862     0.020    21.625
       384    43.255     3.242     0.000     3.518    -7.389   106.999    43.255  1024.146  2311.853    31.340     9.862     0.020    21.628
       385    43.261     3.237     0.000     3.523    -7.387   107.178    43.261  1024.146  2311.526    31.340     9.862     0.020    21.631
       386    43.268     3.232     0.000     3.527    -7.385   107.360    43.268  1024.146  2311.186    31.340     9.862     0.020    21.634
       387    43.274     3.227     0.000     3.531    -7.383   107.543    43.274  1024.146  2310.832    31.340     9.862     0.020    21.637
       388    43.281     3.222     0.000     3.536    -7.381   107.728    43.281  1024.146  2310.464    31.340     9.862     0.020    21.641
       389    43.289     3.216     0.000     3.540    -7.379   107.914    43.289  1024.146  2310.080    31.340     9.862     0.020    21.644
       390    43.296     3.211     0.000     3.545    -7.376   108.103    43.296  1024.146  2309.680    31.340     9.862     0.020    21.648
       391    43.304     3.206     0.000     3.549    -7.374   108.293    43.304  1024.146  2309.263    31.340     9.862     0.020    21.652
       392    43.312     3.200     0.000     3.554    -7.371   108.486    43.312  1024.146  2308.828    31.340     9.862     0.020    21.656
       393    43.321     3.195     0.000     3.559    -7.369   108.681    43.321  1024.146  2308.375    31.340     9.862     0.020    21.660
       394    43.329     3.189     0.000     3.563    -7.366   108.877    43.329  1024.146  2307.902    31.340     9.861     0.020    21.665
       395    43.339     3.183     0.000     3.568    -7.364   109.077    43.339  1024.146  2307.408    31.340     9.861     0.020    21.669
       396    43.348     3.178     0.000     3.573    -7.361   109.278    43.348  1024.146  2306.892    31.340     9.861     0.020    21.674
       397    43.358     3.172     0.000     3.578    -7.358   109.482    43.358  1024.146  2306.353    31.340     9.861     0.020    21.679
       398    43.369     3.166     0.000     3.583    -7.355   109.688    43.369  1024.146  2305.790    31.340     9.861     0.020    21.685
       399    43.380     3.160     0.000     3.588    -7.352   109.897    43.380  1024.146  2305.200    31.340     9.861     0.020    21.690
       400    43.392     3.154     0.000     3.593    -7.349   110.108    43.392  1024.146  2304.584    31.340     9.861     0.020    21.696
       401    43.404     3.148     0.000     3.598    -7.346   110.323    43.404  1024.146  2303.938    31.340     9.861     0.020    21.702
       402    43.417     3.142     0.000     3.603    -7.343   110.540    43.417  1024.146  2303.262    31.340     9.861     0.020    21.708
       403    43.430     3.135     0.000     3.608    -7.339   110.760    43.430  1024.146  2302.553    31.340     9.861     0.020    21.715
       404    43.444     3.129     0.000     3.613    -7.336   110.983    43.444  1024.146  2301.810    31.340     9.861     0.020    21.722
       405    43.459     3.123     0.000     3.619    -7.332   111.209    43.459  1024.147  2301.030    31.340     9.861     0.020    21.729
       406    43.474     3.116     0.000     3.624    -7.329   111.439    43.474  1024.147  2300.211    31.340     9.861     0.020    21.737
       407    43.491     3.110     0.000     3.630    -7.325   111.672    43.491  1024.147  2299.350    31.340     9.860     0.020    21.745
       408    43.508     3.103     0.000     3.635    -7.321   111.909    43.508  1024.147  2298.445    31.340     9.860     0.020    21.754
       409    43.526     3.097     0.000     3.641    -7.317   112.149    43.526  1024.147  2297.492    31.340     9.860     0.020    21.763
       410    43.545     3.090     0.000     3.647    -7.313   112.394    43.545  1024.147  2296.489    31.340     9.860     0.020    21.772
       411    43.565     3.084     0.000     3.653    -7.309   112.642    43.565  1024.147  2295.432    31.340     9.860     0.020    21.782
       412    43.586     3.077     0.000     3.659    -7.304   112.895    43.586  1024.147  2294.316    31.340     9.860     0.020    21.793
       413    43.608     3.070     0.000     3.665    -7.300   113.152    43.608  1024.147  2293.139    31.340     9.860     0.020    21.804
       414    43.632     3.063     0.000     3.671    -7.295   113.414    43.632  1024.147  2291.894    31.340     9.860     0.020    21.816
       415    43.657     3.057     0.000     3.678    -7.290   113.680    43.657  1024.147  2290.578    31.340     9.859     0.020    21.829
