****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.020    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.01     15.00     45.00     90.00     25.00      2.00     20.70    207.00      2.00      0.01     35.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil        TA       DIC        pH    OmegaC    OmegaA     R_cal     R_arg
       140     4.105     0.041     0.000     0.071    -1.982     2.307     4.105  1024.592 24359.509    32.051    10.507     0.020     2.053  3195.964  2516.465     8.638    12.136     7.686   908.017     0.000
       141     4.135     0.041     0.000     0.072    -1.982     2.338     4.135  1024.587 24183.827    32.044    10.508     0.020     2.067  3193.845  2516.347     8.636    12.100     7.663   899.504     0.000
       142     4.166     0.041     0.000     0.073    -1.982     2.368     4.166  1024.581 24002.549    32.037    10.509     0.020     2.083  3191.657  2516.224     8.635    12.062     7.639   890.776     0.000
       143     4.199     0.041     0.000     0.074    -1.982     2.399     4.199  1024.575 23815.542    32.030    10.510     0.020     2.099  3189.401  2516.098     8.633    12.023     7.615   881.830     0.000
       144     4.233     0.041     0.000     0.075    -1.982     2.431     4.233  1024.569 23622.665    32.022    10.512     0.020     2.117  3187.073  2515.968     8.631    11.983     7.589   872.667     0.000
       145     4.269     0.042     0.000     0.076    -1.983     2.463     4.269  1024.563 23423.772    32.015    10.513     0.020     2.135  3184.673  2515.833     8.629    11.942     7.563   863.285     0.000
       146     4.307     0.042     0.000     0.076    -1.983     2.496     4.307  1024.556 23218.707    32.007    10.514     0.020     2.153  3182.198  2515.695     8.628    11.899     7.536   853.682     0.000
       147     4.346     0.042     0.000     0.077    -1.983     2.530     4.346  1024.550 23007.304    31.998    10.516     0.020     2.173  3179.647  2515.552     8.626    11.855     7.508   843.857     0.000
       148     4.388     0.042     0.000     0.078    -1.983     2.564     4.388  1024.543 22789.387    31.990    10.517     0.020     2.194  3177.016  2515.405     8.624    11.810     7.479   833.808     0.000
       149     4.432     0.042     0.000     0.079    -1.983     2.600     4.432  1024.536 22564.770    31.981    10.519     0.020     2.216  3174.305  2515.253     8.622    11.764     7.449   823.533     0.000
       150     4.478     0.043     0.000     0.080    -1.984     2.636     4.478  1024.528 22333.251    31.972    10.520     0.020     2.239  3171.509  2515.097     8.619    11.716     7.419   813.032     0.000
       151     4.526     0.043     0.000     0.081    -1.984     2.673     4.526  1024.521 22094.614    31.963    10.522     0.020     2.263  3168.628  2514.935     8.617    11.666     7.387   802.300     0.000
       152     4.577     0.043     0.000     0.082    -1.984     2.711     4.577  1024.513 21848.628    31.953    10.524     0.020     2.288  3165.657  2514.769     8.615    11.615     7.355   791.338     0.000
       153     4.631     0.044     0.000     0.083    -1.984     2.750     4.631  1024.505 21595.042    31.943    10.525     0.020     2.315  3162.595  2514.598     8.613    11.562     7.321   780.141     0.000
       154     4.687     0.044     0.000     0.084    -1.985     2.790     4.687  1024.497 21333.585    31.933    10.527     0.020     2.344  3159.437  2514.421     8.610    11.508     7.287   768.707     0.000
       155     4.747     0.044     0.000     0.085    -1.985     2.832     4.747  1024.488 21063.962    31.922    10.529     0.020     2.374  3156.180  2514.239     8.608    11.452     7.251   757.033     0.000
       156     4.811     0.044     0.000     0.086    -1.985     2.875     4.811  1024.480 20785.851    31.911    10.531     0.020     2.405  3152.820  2514.051     8.605    11.395     7.215   745.116     0.000
       157     4.878     0.045     0.000     0.088    -1.986     2.919     4.878  1024.470 20498.900    31.900    10.533     0.020     2.439  3149.352  2513.857     8.602    11.335     7.177   732.951     0.000
       158     4.950     0.045     0.000     0.089    -1.986     2.965     4.950  1024.461 20202.723    31.889    10.535     0.020     2.475  3145.773  2513.657     8.599    11.274     7.138   720.534     0.000
       159     5.026     0.045     0.000     0.090    -1.987     3.013     5.026  1024.452 19896.892    31.877    10.537     0.020     2.513  3142.076  2513.451     8.597    11.211     7.098   707.859     0.000
       160     5.107     0.046     0.000     0.091    -1.987     3.063     5.107  1024.442 19580.935    31.864    10.539     0.020     2.554  3138.256  2513.237     8.593    11.145     7.056   694.921     0.000
       161     5.194     0.046     0.000     0.093    -1.987     3.115     5.194  1024.431 19254.324    31.852    10.541     0.020     2.597  3134.307  2513.017     8.590    11.078     7.013   681.712     0.000
       162     5.286     0.047     0.000     0.094    -1.988     3.169     5.286  1024.421 18916.469    31.838    10.543     0.020     2.643  3130.221  2512.788     8.587    11.008     6.968   668.224     0.000
       163     5.386     0.047     0.000     0.095    -1.988     3.225     5.386  1024.410 18566.702    31.825    10.546     0.020     2.693  3125.990  2512.552     8.584    10.935     6.922   654.449     0.000
       164     5.493     0.048     0.000     0.097    -1.989     3.285     5.493  1024.398 18204.268    31.811    10.548     0.020     2.747  3121.604  2512.307     8.580    10.860     6.875   640.374     0.000
       165     5.603     0.048     0.000     0.098    -1.989     3.345     5.603  1024.387 17847.126    31.797    10.550     0.020     2.802  3117.282  2512.066     8.577    10.786     6.828   626.702     0.000
       166     5.715     0.049     0.000     0.100    -1.990     3.404     5.715  1024.376 17496.994    31.783    10.553     0.020     2.858  3113.043  2511.829     8.573    10.714     6.782   613.487     0.000
       167     5.830     0.049     0.000     0.101    -1.991     3.463     5.830  1024.365 17153.734    31.770    10.555     0.020     2.915  3108.886  2511.597     8.570    10.643     6.737   600.711     0.000
       168     5.946     0.050     0.000     0.103    -1.991     3.522     5.946  1024.355 16817.213    31.756    10.557     0.020     2.973  3104.810  2511.370     8.566    10.574     6.692   588.357     0.000
       169     6.065     0.050     0.000     0.104    -1.992     3.581     6.065  1024.344 16487.296    31.744    10.560     0.020     3.033  3100.813  2511.147     8.563    10.505     6.649   576.409     0.000
       170     6.187     0.051     0.000     0.106    -1.992     3.639     6.187  1024.334 16163.855    31.731    10.562     0.020     3.093  3096.893  2510.928     8.560    10.438     6.607   564.852     0.000
       171     6.310     0.051     0.000     0.107    -1.993     3.698     6.310  1024.324 15846.763    31.718    10.564     0.020     3.155  3093.048  2510.714     8.557    10.373     6.565   553.671     0.000
       172     6.437     0.052     0.000     0.109    -1.993     3.757     6.437  1024.314 15535.893    31.706    10.566     0.020     3.218  3089.278  2510.504     8.554    10.309     6.524   542.852     0.000
       173     6.566     0.053     0.000     0.110    -1.994     3.815     6.566  1024.305 15231.125    31.694    10.568     0.020     3.283  3085.580  2510.298     8.550    10.246     6.484   532.380     0.000
       174     6.697     0.053     0.000     0.111    -1.995     3.874     6.697  1024.295 14932.339    31.683    10.570     0.020     3.348  3081.954  2510.096     8.547    10.184     6.445   522.244     0.000
       175     6.831     0.054     0.000     0.113    -1.995     3.933     6.831  1024.286 14639.416    31.671    10.572     0.020     3.415  3078.398  2509.898     8.544    10.124     6.406   512.430     0.000
       176     6.968     0.054     0.000     0.114    -1.996     3.993     6.968  1024.277 14352.242    31.660    10.574     0.020     3.484  3074.911  2509.704     8.541    10.064     6.369   502.927     0.000
       177     7.107     0.055     0.000     0.116    -1.997     4.052     7.107  1024.268 14070.704    31.649    10.575     0.020     3.553  3071.490  2509.514     8.538    10.006     6.332   493.722     0.000
       178     7.249     0.056     0.000     0.117    -1.997     4.112     7.249  1024.259 13794.691    31.638    10.577     0.020     3.625  3068.136  2509.327     8.536     9.949     6.295   484.806     0.000
       179     7.394     0.056     0.000     0.119    -1.998     4.172     7.394  1024.251 13524.095    31.628    10.579     0.020     3.697  3064.846  2509.144     8.533     9.893     6.260   476.168     0.000
       180     7.542     0.057     0.000     0.120    -1.998     4.232     7.542  1024.243 13258.808    31.617    10.581     0.020     3.771  3061.619  2508.965     8.530     9.838     6.225   467.797     0.000
       181     7.693     0.057     0.000     0.121    -1.999     4.293     7.693  1024.234 12998.728    31.607    10.583     0.020     3.847  3058.455  2508.789     8.527     9.785     6.191   459.684     0.000
       182     7.847     0.058     0.000     0.123    -2.000     4.354     7.847  1024.226 12743.751    31.597    10.584     0.020     3.923  3055.351  2508.617     8.524     9.732     6.158   451.819     0.000
       183     8.004     0.059     0.000     0.124    -2.000     4.415     8.004  1024.219 12493.778    31.588    10.586     0.020     4.002  3052.307  2508.448     8.522     9.680     6.125   444.194     0.000
       184     8.164     0.059     0.000     0.126    -2.001     4.477     8.164  1024.211 12248.710    31.578    10.587     0.020     4.082  3049.321  2508.282     8.519     9.630     6.093   436.801     0.000
       185     8.327     0.060     0.000     0.127    -2.002     4.539     8.327  1024.203 12008.451    31.569    10.589     0.020     4.164  3046.393  2508.120     8.517     9.580     6.061   429.631     0.000
       186     8.494     0.061     0.000     0.129    -2.002     4.602     8.494  1024.196 11772.906    31.559    10.590     0.020     4.247  3043.523  2507.961     8.514     9.532     6.030   422.680     0.000
       187     8.664     0.061     0.000     0.130    -2.003     4.665     8.664  1024.189 11541.983    31.550    10.592     0.020     4.332  3040.709  2507.805     8.511     9.484     6.000   415.939     0.000
       188     8.837     0.062     0.000     0.132    -2.004     4.728     8.837  1024.182 11315.591    31.542    10.593     0.020     4.419  3037.950  2507.652     8.509     9.437     5.970   409.401     0.000
       189     9.014     0.063     0.000     0.133    -2.004     4.792     9.014  1024.175 11093.641    31.533    10.595     0.020     4.507  3035.245  2507.502     8.507     9.391     5.941   403.059     0.000
       190     9.195     0.063     0.000     0.135    -2.005     4.857     9.195  1024.168 10876.047    31.524    10.596     0.020     4.597  3032.593  2507.354     8.504     9.347     5.913   396.907     0.000
       191     9.378     0.064     0.000     0.136    -2.006     4.922     9.378  1024.161 10662.721    31.516    10.598     0.020     4.689  3029.993  2507.210     8.502     9.303     5.885   390.937     0.000
       192     9.566     0.065     0.000     0.138    -2.006     4.987     9.566  1024.155 10453.581    31.508    10.599     0.020     4.783  3027.444  2507.069     8.499     9.259     5.857   385.143     0.000
       193     9.757     0.066     0.000     0.139    -2.007     5.054     9.757  1024.148 10248.545    31.500    10.600     0.020     4.879  3024.945  2506.930     8.497     9.217     5.831   379.519     0.000
       194     9.953     0.066     0.000     0.141    -2.008     5.120     9.953  1024.142 10047.531    31.492    10.601     0.020     4.976  3022.495  2506.794     8.495     9.176     5.804   374.060     0.000
       195    10.152     0.067     0.000     0.142    -2.008     5.188    10.152  1024.136  9850.461    31.485    10.603     0.020     5.076  3020.093  2506.661     8.493     9.135     5.779   368.760     0.000
       196    10.355     0.068     0.000     0.144    -2.009     5.256    10.355  1024.130  9657.258    31.477    10.604     0.020     5.177  3017.739  2506.531     8.491     9.096     5.753   363.613     0.000
       197    10.562     0.068     0.000     0.145    -2.010     5.324    10.562  1024.124  9467.845    31.470    10.605     0.020     5.281  3015.430  2506.403     8.488     9.057     5.729   358.615     0.000
       198    10.773     0.069     0.000     0.147    -2.011     5.394    10.773  1024.118  9282.148    31.462    10.606     0.020     5.387  3013.167  2506.277     8.486     9.018     5.704   353.760     0.000
       199    10.989     0.070     0.000     0.149    -2.011     5.464    10.989  1024.112  9100.095    31.455    10.607     0.020     5.494  3010.948  2506.154     8.484     8.981     5.681   349.044     0.000
       200    11.209     0.071     0.000     0.150    -2.012     5.534    11.209  1024.107  8921.613    31.448    10.608     0.020     5.604  3008.772  2506.033     8.482     8.944     5.657   344.461     0.000
       201    11.433     0.072     0.000     0.152    -2.013     5.606    11.433  1024.101  8746.633    31.442    10.610     0.020     5.716  3006.640  2505.915     8.480     8.908     5.634   340.008     0.000
       202    11.662     0.072     0.000     0.153    -2.014     5.678    11.662  1024.096  8575.085    31.435    10.611     0.020     5.831  3004.549  2505.799     8.478     8.873     5.612   335.680     0.000
       203    11.895     0.073     0.000     0.155    -2.014     5.751    11.895  1024.090  8406.903    31.428    10.612     0.020     5.947  3002.499  2505.685     8.476     8.839     5.590   331.474     0.000
       204    12.133     0.074     0.000     0.157    -2.015     5.824    12.133  1024.085  8242.020    31.422    10.613     0.020     6.066  3000.489  2505.574     8.474     8.805     5.569   327.385     0.000
       205    12.376     0.075     0.000     0.158    -2.016     5.899    12.376  1024.080  8080.372    31.416    10.614     0.020     6.188  2998.518  2505.464     8.473     8.772     5.548   323.409     0.000
       206    12.623     0.076     0.000     0.160    -2.017     5.974    12.623  1024.075  7921.895    31.409    10.615     0.020     6.312  2996.587  2505.357     8.471     8.739     5.527   319.543     0.000
       207    12.876     0.076     0.000     0.162    -2.017     6.050    12.876  1024.070  7766.527    31.403    10.616     0.020     6.438  2994.693  2505.252     8.469     8.707     5.507   315.784     0.000
       208    13.133     0.077     0.000     0.163    -2.018     6.127    13.133  1024.066  7614.207    31.398    10.616     0.020     6.567  2992.836  2505.149     8.467     8.676     5.487   312.127     0.000
       209    13.396     0.078     0.000     0.165    -2.019     6.205    13.396  1024.061  7464.875    31.392    10.617     0.020     6.698  2991.016  2505.048     8.465     8.646     5.468   308.570     0.000
       210    13.664     0.079     0.000     0.167    -2.020     6.283    13.664  1024.057  7318.472    31.386    10.618     0.020     6.832  2989.231  2504.949     8.464     8.616     5.448   305.109     0.000
       211    13.937     0.080     0.000     0.169    -2.021     6.363    13.937  1024.052  7174.942    31.380    10.619     0.020     6.969  2987.482  2504.852     8.462     8.586     5.430   301.742     0.000
       212    14.216     0.081     0.000     0.170    -2.022     6.443    14.216  1024.048  7034.226    31.375    10.620     0.020     7.108  2985.766  2504.757     8.460     8.557     5.412   298.466     0.000
       213    14.501     0.082     0.000     0.172    -2.022     6.524    14.501  1024.043  6896.271    31.370    10.621     0.020     7.250  2984.085  2504.664     8.459     8.529     5.394   295.277     0.000
       214    14.791     0.083     0.000     0.174    -2.023     6.607    14.791  1024.039  6761.023    31.364    10.622     0.020     7.395  2982.436  2504.572     8.457     8.502     5.376   292.173     0.000
       215    15.087     0.083     0.000     0.176    -2.024     6.690    15.087  1024.035  6628.427    31.359    10.622     0.020     7.543  2980.819  2504.483     8.456     8.474     5.359   289.151     0.000
       216    15.388     0.084     0.000     0.178    -2.025     6.774    15.388  1024.031  6498.432    31.354    10.623     0.020     7.694  2979.235  2504.395     8.454     8.448     5.342   286.210     0.000
       217    15.696     0.085     0.000     0.180    -2.026     6.859    15.696  1024.027  6370.987    31.349    10.624     0.020     7.848  2977.681  2504.309     8.453     8.422     5.325   283.346     0.000
       218    16.010     0.086     0.000     0.181    -2.027     6.945    16.010  1024.023  6246.042    31.344    10.624     0.020     8.005  2976.158  2504.224     8.451     8.396     5.309   280.557     0.000
       219    16.330     0.087     0.000     0.183    -2.027     7.032    16.330  1024.019  6123.548    31.340    10.625     0.020     8.165  2974.665  2504.141     8.450     8.371     5.293   277.840     0.000
       220    16.657     0.088     0.000     0.185    -2.028     7.121    16.657  1024.016  6003.457    31.335    10.626     0.020     8.329  2973.201  2504.060     8.448     8.347     5.278   275.195     0.000
       221    16.990     0.089     0.000     0.187    -2.029     7.210    16.990  1024.012  5885.721    31.331    10.626     0.020     8.495  2971.765  2503.981     8.447     8.323     5.262   272.617     0.000
       222    17.330     0.090     0.000     0.189    -2.030     7.300    17.330  1024.008  5770.295    31.326    10.627     0.020     8.665  2970.358  2503.903     8.445     8.299     5.248   270.107     0.000
       223    17.677     0.091     0.000     0.191    -2.031     7.392    17.677  1024.005  5657.132    31.322    10.628     0.020     8.838  2968.979  2503.826     8.444     8.276     5.233   267.660     0.000
       224    18.030     0.092     0.000     0.193    -2.032     7.485    18.030  1024.001  5546.189    31.317    10.628     0.020     9.015  2967.626  2503.751     8.443     8.253     5.218   265.277     0.000
       225    18.391     0.093     0.000     0.195    -2.033     7.578    18.391  1023.998  5437.423    31.313    10.629     0.020     9.196  2966.300  2503.677     8.441     8.231     5.204   262.954     0.000
       226    18.759     0.094     0.000     0.197    -2.034     7.673    18.759  1023.995  5330.789    31.309    10.630     0.020     9.379  2965.000  2503.605     8.440     8.209     5.191   260.690     0.000
       227    19.134     0.095     0.000     0.199    -2.035     7.770    19.134  1023.992  5226.248    31.305    10.630     0.020     9.567  2963.726  2503.535     8.439     8.188     5.177   258.483     0.000
       228    19.517     0.096     0.000     0.201    -2.036     7.867    19.517  1023.988  5123.756    31.301    10.631     0.020     9.758  2962.476  2503.465     8.438     8.167     5.164   256.332     0.000
       229    19.907     0.097     0.000     0.203    -2.037     7.966    19.907  1023.985  5023.275    31.297    10.631     0.020     9.954  2961.251  2503.397     8.436     8.147     5.151   254.235     0.000
       230    20.306     0.098     0.000     0.206    -2.037     8.066    20.306  1023.982  4924.765    31.293    10.632     0.020    10.153  2960.050  2503.331     8.435     8.127     5.138   252.190     0.000
       231    20.712     0.099     0.000     0.208    -2.038     8.167    20.712  1023.979  4828.187    31.290    10.632     0.020    10.356  2958.873  2503.265     8.434     8.107     5.126   250.196     0.000
       232    21.126     0.100     0.000     0.210    -2.039     8.269    21.126  1023.976  4733.503    31.286    10.633     0.020    10.563  2957.718  2503.201     8.433     8.088     5.113   248.252     0.000
       233    21.549     0.101     0.000     0.212    -2.040     8.373    21.549  1023.974  4640.677    31.282    10.633     0.020    10.774  2956.586  2503.139     8.432     8.069     5.101   246.355     0.000
       234    21.980     0.103     0.000     0.214    -2.041     8.478    21.980  1023.971  4549.671    31.279    10.634     0.020    10.990  2955.477  2503.077     8.431     8.050     5.090   244.506     0.000
       235    22.419     0.104     0.000     0.217    -2.042     8.585    22.419  1023.968  4460.449    31.276    10.634     0.020    11.210  2954.389  2503.017     8.429     8.032     5.078   242.702     0.000
       236    22.868     0.105     0.000     0.219    -2.043     8.693    22.868  1023.965  4372.978    31.272    10.634     0.020    11.434  2953.323  2502.958     8.428     8.014     5.067   240.942     0.000
       237    23.325     0.106     0.000     0.221    -2.044     8.802    23.325  1023.963  4287.222    31.269    10.635     0.020    11.663  2952.277  2502.900     8.427     7.997     5.056   239.225     0.000
       238    23.792     0.107     0.000     0.224    -2.045     8.913    23.792  1023.960  4203.149    31.266    10.635     0.020    11.896  2951.252  2502.843     8.426     7.980     5.045   237.550     0.000
       239    24.268     0.108     0.000     0.226    -2.046     9.025    24.268  1023.958  4120.724    31.262    10.636     0.020    12.134  2950.247  2502.787     8.425     7.963     5.034   235.915     0.000
       240    24.753     0.109     0.000     0.228    -2.047     9.139    24.753  1023.955  4039.916    31.259    10.636     0.020    12.376  2949.262  2502.732     8.424     7.946     5.024   234.319     0.000
       241    25.248     0.111     0.000     0.231    -2.048     9.254    25.248  1023.953  3960.692    31.256    10.636     0.020    12.624  2948.296  2502.679     8.423     7.930     5.013   232.763     0.000
       242    25.753     0.112     0.000     0.233    -2.050     9.371    25.753  1023.950  3883.023    31.253    10.637     0.020    12.877  2947.349  2502.626     8.422     7.914     5.003   231.243     0.000
       243    26.268     0.113     0.000     0.236    -2.051     9.489    26.268  1023.948  3806.876    31.250    10.637     0.020    13.134  2946.421  2502.575     8.421     7.899     4.994   229.760     0.000
       244    26.794     0.114     0.000     0.238    -2.052     9.609    26.794  1023.946  3732.223    31.248    10.637     0.020    13.397  2945.510  2502.524     8.420     7.884     4.984   228.312     0.000
       245    27.330     0.115     0.000     0.241    -2.053     9.731    27.330  1023.944  3659.035    31.245    10.638     0.020    13.665  2944.618  2502.475     8.419     7.869     4.975   226.898     0.000
       246    27.876     0.117     0.000     0.244    -2.054     9.854    27.876  1023.941  3587.281    31.242    10.638     0.020    13.938  2943.743  2502.426     8.419     7.854     4.965   225.518     0.000
       247    28.434     0.118     0.000     0.246    -2.055     9.979    28.434  1023.939  3516.935    31.239    10.638     0.020    14.217  2942.885  2502.379     8.418     7.840     4.956   224.171     0.000
       248    29.003     0.119     0.000     0.249    -2.056    10.105    29.003  1023.937  3447.969    31.237    10.639     0.020    14.501  2942.045  2502.332     8.417     7.826     4.947   222.855     0.000
       249    29.583     0.120     0.000     0.251    -2.057    10.234    29.583  1023.935  3380.355    31.234    10.639     0.020    14.791  2941.220  2502.286     8.416     7.812     4.939   221.570     0.000
       250    30.174     0.122     0.000     0.254    -2.058    10.364    30.174  1023.933  3314.067    31.232    10.639     0.020    15.087  2940.412  2502.242     8.415     7.799     4.930   220.315     0.000
       251    30.778     0.123     0.000     0.257    -2.059    10.496    30.778  1023.931  3249.079    31.229    10.639     0.020    15.389  2939.620  2502.198     8.414     7.786     4.922   219.090     0.000
       252    31.394     0.124     0.000     0.260    -2.061    10.629    31.394  1023.929  3185.365    31.227    10.640     0.020    15.697  2938.843  2502.154     8.413     7.773     4.913   217.893     0.000
       253    32.022     0.126     0.000     0.263    -2.062    10.765    32.022  1023.927  3122.901    31.224    10.640     0.020    16.011  2938.081  2502.112     8.413     7.760     4.905   216.724     0.000
       254    32.662     0.127     0.000     0.265    -2.063    10.903    32.662  1023.926  3061.663    31.222    10.640     0.020    16.331  2937.334  2502.071     8.412     7.748     4.898   215.581     0.000
       255    33.315     0.128     0.000     0.268    -2.064    11.042    33.315  1023.924  3001.625    31.220    10.640     0.020    16.658  2936.602  2502.030     8.411     7.735     4.890   214.466     0.000
       256    33.982     0.130     0.000     0.271    -2.065    11.183    33.982  1023.922  2942.764    31.218    10.640     0.020    16.991  2935.885  2501.990     8.410     7.723     4.882   213.375     0.000
       257    34.661     0.131     0.000     0.274    -2.066    11.327    34.661  1023.920  2885.058    31.215    10.641     0.020    17.331  2935.181  2501.951     8.410     7.712     4.875   212.310     0.000
       258    35.355     0.133     0.000     0.277    -2.068    11.472    35.355  1023.919  2828.484    31.213    10.641     0.020    17.677  2934.491  2501.913     8.409     7.700     4.868   211.269     0.000
       259    36.062     0.134     0.000     0.280    -2.069    11.619    36.062  1023.917  2773.019    31.211    10.641     0.020    18.031  2933.815  2501.876     8.408     7.689     4.860   210.252     0.000
       260    36.783     0.135     0.000     0.284    -2.070    11.769    36.783  1023.915  2718.642    31.209    10.641     0.020    18.392  2933.152  2501.839     8.408     7.678     4.853   209.258     0.000
       261    37.519     0.137     0.000     0.287    -2.071    11.920    37.519  1023.914  2665.331    31.207    10.641     0.020    18.759  2932.502  2501.803     8.407     7.667     4.847   208.287     0.000
       262    38.269     0.138     0.000     0.290    -2.072    12.074    38.269  1023.912  2613.065    31.205    10.641     0.020    19.135  2931.865  2501.767     8.406     7.656     4.840   207.338     0.000
       263    39.035     0.140     0.000     0.293    -2.074    12.230    39.035  1023.911  2561.825    31.203    10.641     0.020    19.517  2931.240  2501.733     8.406     7.646     4.833   206.410     0.000
       264    39.815     0.141     0.000     0.296    -2.075    12.388    39.815  1023.909  2511.590    31.201    10.642     0.020    19.908  2930.627  2501.699     8.405     7.636     4.827   205.503     0.000
       265    40.612     0.143     0.000     0.300    -2.076    12.549    40.612  1023.908  2462.339    31.200    10.642     0.020    20.306  2930.027  2501.665     8.404     7.626     4.820   204.616     0.000
       266    41.424     0.144     0.000     0.303    -2.078    12.712    41.424  1023.906  2414.055    31.198    10.642     0.020    20.712  2929.438  2501.633     8.404     7.616     4.814   203.749     0.000
       267    42.253     0.146     0.000     0.306    -2.079    12.877    42.253  1023.905  2366.717    31.196    10.642     0.020    21.126  2928.861  2501.601     8.403     7.607     4.808   202.902     0.000
       268    43.098     0.147     0.000     0.310    -2.080    13.044    43.098  1023.904  2320.308    31.194    10.642     0.020    21.549  2928.295  2501.569     8.402     7.597     4.802   202.073     0.000
       269    43.960     0.149     0.000     0.313    -2.081    13.214    43.960  1023.902  2274.809    31.193    10.642     0.020    21.980  2927.740  2501.539     8.402     7.588     4.796   201.263     0.000
       270    44.839     0.151     0.000     0.317    -2.083    13.386    44.839  1023.901  2230.202    31.191    10.642     0.020    22.419  2927.196  2501.508     8.401     7.579     4.791   200.471     0.000
       271    45.736     0.152     0.000     0.321    -2.084    13.561    45.736  1023.900  2186.470    31.189    10.642     0.020    22.868  2926.663  2501.479     8.401     7.570     4.785   199.697     0.000
       272    46.651     0.154     0.000     0.324    -2.085    13.739    46.651  1023.898  2143.595    31.188    10.642     0.020    23.325  2926.140  2501.450     8.400     7.561     4.779   198.940     0.000
       273    47.584     0.155     0.000     0.328    -2.087    13.919    47.584  1023.897  2101.561    31.186    10.642     0.020    23.792  2925.627  2501.421     8.400     7.553     4.774   198.199     0.000
       274    48.535     0.157     0.000     0.332    -2.088    14.101    48.535  1023.896  2060.352    31.185    10.642     0.020    24.268  2925.125  2501.394     8.399     7.544     4.769   197.475     0.000
       275    49.506     0.159     0.000     0.336    -2.090    14.287    49.506  1023.895  2019.950    31.183    10.642     0.020    24.753  2924.632  2501.366     8.399     7.536     4.763   196.766     0.000
       276    50.496     0.160     0.000     0.339    -2.091    14.475    50.496  1023.894  1980.341    31.182    10.642     0.020    25.248  2924.149  2501.339     8.398     7.528     4.758   196.074     0.000
       277    51.506     0.162     0.000     0.343    -2.092    14.666    51.506  1023.893  1941.509    31.180    10.642     0.020    25.753  2923.676  2501.313     8.398     7.520     4.753   195.396     0.000
       278    52.537     0.164     0.000     0.347    -2.094    14.859    52.537  1023.892  1903.438    31.179    10.642     0.020    26.268  2923.212  2501.287     8.397     7.513     4.748   194.733     0.000
       279    53.587     0.165     0.000     0.351    -2.095    15.056    53.587  1023.890  1866.114    31.177    10.642     0.020    26.794  2922.756  2501.262     8.397     7.505     4.744   194.085     0.000
       280    54.659     0.167     0.000     0.355    -2.097    15.255    54.659  1023.889  1829.522    31.176    10.642     0.020    27.330  2922.310  2501.237     8.396     7.498     4.739   193.450     0.000
       281    55.752     0.169     0.000     0.360    -2.098    15.458    55.752  1023.888  1793.647    31.175    10.642     0.020    27.876  2921.873  2501.213     8.396     7.490     4.734   192.830     0.000
       282    56.867     0.171     0.000     0.364    -2.100    15.663    56.867  1023.887  1758.476    31.174    10.642     0.020    28.434  2921.444  2501.189     8.395     7.483     4.730   192.223     0.000
       283    58.005     0.173     0.000     0.368    -2.101    15.872    58.005  1023.886  1723.994    31.172    10.642     0.020    29.002  2921.023  2501.166     8.395     7.476     4.725   191.629     0.000
       284    59.165     0.174     0.000     0.372    -2.103    16.084    59.165  1023.886  1690.189    31.171    10.642     0.020    29.582  2920.611  2501.143     8.394     7.469     4.721   191.047     0.000
       285    60.348     0.176     0.000     0.377    -2.104    16.299    60.348  1023.885  1657.046    31.170    10.642     0.020    30.174  2920.207  2501.121     8.394     7.463     4.717   190.479     0.000
       286    61.555     0.178     0.000     0.381    -2.106    16.517    61.555  1023.884  1624.554    31.169    10.642     0.020    30.778  2919.811  2501.099     8.393     7.456     4.713   189.922     0.000
       287    62.787     0.180     0.000     0.386    -2.107    16.738    62.787  1023.883  1592.698    31.168    10.642     0.020    31.393  2919.422  2501.077     8.393     7.450     4.709   189.378     0.000
       288    64.042     0.182     0.000     0.390    -2.109    16.963    64.042  1023.882  1561.468    31.166    10.642     0.020    32.021  2919.042  2501.056     8.393     7.443     4.705   188.845     0.000
       289    65.323     0.184     0.000     0.395    -2.110    17.191    65.323  1023.881  1530.849    31.165    10.642     0.020    32.662  2918.668  2501.035     8.392     7.437     4.701   188.324     0.000
