****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
        25     1.643     0.278     0.000     0.191    -2.226     1.000     0.020    10.250    33.481 60880.310  1025.748     1.643     2.010
        26     1.675     0.281     0.000     0.199    -2.237     1.000     0.020    10.257    33.435 59684.412  1025.711     1.675     2.113
        27     1.709     0.285     0.000     0.207    -2.248     1.000     0.020    10.264    33.389 58512.050  1025.674     1.709     2.218
        28     1.743     0.289     0.000     0.215    -2.260     1.000     0.020    10.270    33.345 57362.757  1025.639     1.743     2.325
        29     1.778     0.293     0.000     0.223    -2.271     1.000     0.020    10.277    33.302 56236.079  1025.604     1.778     2.433
        30     1.814     0.297     0.000     0.232    -2.283     1.000     0.020    10.283    33.259 55131.568  1025.569     1.814     2.543
        31     1.850     0.301     0.000     0.240    -2.295     1.000     0.020    10.289    33.217 54048.788  1025.536     1.850     2.656
        32     1.887     0.305     0.000     0.248    -2.307     1.000     0.020    10.295    33.176 52987.309  1025.503     1.887     2.770
        33     1.925     0.309     0.000     0.256    -2.320     1.000     0.020    10.301    33.136 51946.711  1025.471     1.925     2.886
        34     1.964     0.313     0.000     0.265    -2.332     1.000     0.020    10.306    33.097 50926.581  1025.439     1.964     3.004
        35     2.003     0.317     0.000     0.273    -2.345     1.001     0.020    10.312    33.058 49926.516  1025.408     2.003     3.125
        36     2.043     0.321     0.000     0.281    -2.358     1.022     0.020    10.317    33.020 48946.121  1025.378     2.043     3.247
        37     2.084     0.325     0.000     0.290    -2.371     1.042     0.020    10.322    32.983 47985.006  1025.349     2.084     3.371
        38     2.126     0.330     0.000     0.298    -2.384     1.063     0.020    10.327    32.947 47042.792  1025.319     2.126     3.497
        39     2.168     0.334     0.000     0.306    -2.398     1.084     0.020    10.332    32.912 46119.107  1025.291     2.168     3.626
        40     2.212     0.338     0.000     0.315    -2.411     1.106     0.020    10.336    32.877 45213.583  1025.263     2.212     3.756
        41     2.256     0.343     0.000     0.323    -2.425     1.128     0.020    10.341    32.843 44325.864  1025.236     2.256     3.889
        42     2.301     0.347     0.000     0.332    -2.439     1.151     0.020    10.345    32.810 43455.599  1025.209     2.301     4.023
        43     2.347     0.351     0.000     0.340    -2.453     1.174     0.020    10.349    32.777 42602.443  1025.183     2.347     4.160
        44     2.394     0.356     0.000     0.349    -2.467     1.197     0.020    10.353    32.745 41766.059  1025.158     2.394     4.299
        45     2.442     0.361     0.000     0.357    -2.482     1.221     0.020    10.357    32.713 40946.117  1025.133     2.442     4.441
        46     2.491     0.365     0.000     0.366    -2.496     1.246     0.020    10.360    32.683 40142.292  1025.108     2.491     4.584
        47     2.541     0.370     0.000     0.374    -2.511     1.271     0.020    10.364    32.653 39354.267  1025.084     2.541     4.730
        48     2.592     0.375     0.000     0.383    -2.526     1.296     0.020    10.367    32.623 38581.730  1025.061     2.592     4.879
        49     2.644     0.380     0.000     0.391    -2.542     1.322     0.020    10.370    32.594 37824.378  1025.038     2.644     5.029
        50     2.697     0.384     0.000     0.400    -2.557     1.348     0.020    10.373    32.566 37081.909  1025.015     2.697     5.182
        51     2.751     0.389     0.000     0.409    -2.573     1.375     0.020    10.376    32.538 36354.032  1024.993     2.751     5.338
        52     2.806     0.394     0.000     0.417    -2.588     1.403     0.020    10.379    32.511 35640.458  1024.972     2.806     5.495
        53     2.862     0.399     0.000     0.426    -2.604     1.431     0.020    10.382    32.485 34940.906  1024.950     2.862     5.656
        54     2.919     0.404     0.000     0.435    -2.621     1.460     0.020    10.384    32.459 34255.101  1024.930     2.919     5.819
        55     2.978     0.410     0.000     0.444    -2.637     1.489     0.020    10.387    32.433 33582.770  1024.910     2.978     5.984
        56     3.037     0.415     0.000     0.452    -2.654     1.519     0.020    10.389    32.408 32923.650  1024.890     3.037     6.152
        57     3.098     0.420     0.000     0.461    -2.670     1.549     0.020    10.391    32.384 32277.479  1024.870     3.098     6.322
        58     3.160     0.425     0.000     0.470    -2.687     1.580     0.020    10.393    32.360 31644.003  1024.852     3.160     6.496
        59     3.223     0.431     0.000     0.479    -2.704     1.612     0.020    10.395    32.337 31022.972  1024.833     3.223     6.672
        60     3.288     0.436     0.000     0.488    -2.722     1.644     0.020    10.397    32.314 30414.142  1024.815     3.288     6.850
        61     3.354     0.442     0.000     0.497    -2.739     1.677     0.020    10.398    32.291 29817.271  1024.797     3.354     7.032
        62     3.421     0.448     0.000     0.506    -2.757     1.710     0.020    10.400    32.269 29232.125  1024.780     3.421     7.216
        63     3.489     0.453     0.000     0.515    -2.775     1.745     0.020    10.401    32.248 28658.472  1024.763     3.489     7.403
        64     3.559     0.459     0.000     0.524    -2.793     1.780     0.020    10.402    32.227 28096.088  1024.746     3.559     7.593
        65     3.630     0.465     0.000     0.533    -2.812     1.815     0.020    10.403    32.206 27544.749  1024.730     3.630     7.786
        66     3.703     0.471     0.000     0.542    -2.830     1.852     0.020    10.404    32.186 27004.239  1024.714     3.703     7.982
        67     3.777     0.477     0.000     0.551    -2.849     1.889     0.020    10.405    32.166 26474.344  1024.699     3.777     8.181
        68     3.853     0.483     0.000     0.560    -2.868     1.926     0.020    10.406    32.147 25954.856  1024.684     3.853     8.383
        69     3.930     0.489     0.000     0.570    -2.888     1.965     0.020    10.407    32.128 25445.570  1024.669     3.930     8.588
        70     4.009     0.495     0.000     0.579    -2.907     2.004     0.020    10.407    32.110 24946.286  1024.655     4.009     8.797
        71     4.089     0.502     0.000     0.588    -2.927     2.044     0.020    10.408    32.092 24456.806  1024.641     4.089     9.008
        72     4.171     0.508     0.000     0.598    -2.947     2.085     0.020    10.408    32.074 23976.938  1024.627     4.171     9.223
        73     4.254     0.514     0.000     0.607    -2.967     2.127     0.020    10.408    32.057 23506.493  1024.613     4.254     9.441
        74     4.339     0.521     0.000     0.616    -2.987     2.170     0.020    10.408    32.040 23045.286  1024.600     4.339     9.663
        75     4.426     0.528     0.000     0.626    -3.008     2.213     0.020    10.409    32.023 22593.134  1024.587     4.426     9.888
        76     4.515     0.534     0.000     0.635    -3.028     2.257     0.020    10.408    32.007 22149.860  1024.575     4.515    10.117
        77     4.605     0.541     0.000     0.645    -3.049     2.303     0.020    10.408    31.991 21715.289  1024.562     4.605    10.349
        78     4.697     0.548     0.000     0.655    -3.071     2.349     0.020    10.408    31.976 21289.249  1024.550     4.697    10.585
        79     4.791     0.555     0.000     0.664    -3.092     2.396     0.020    10.408    31.961 20871.573  1024.539     4.791    10.824
        80     4.887     0.562     0.000     0.674    -3.114     2.444     0.020    10.407    31.946 20462.097  1024.527     4.887    11.067
        81     4.985     0.569     0.000     0.684    -3.136     2.492     0.020    10.406    31.931 20060.659  1024.516     4.985    11.314
        82     5.085     0.577     0.000     0.694    -3.158     2.542     0.020    10.406    31.917 19667.101  1024.505     5.085    11.565
        83     5.186     0.584     0.000     0.704    -3.180     2.593     0.020    10.405    31.903 19281.268  1024.494     5.186    11.820
        84     5.290     0.592     0.000     0.714    -3.203     2.645     0.020    10.404    31.889 18903.009  1024.483     5.290    12.078
        85     5.396     0.599     0.000     0.724    -3.226     2.698     0.020    10.403    31.875 18532.175  1024.473     5.396    12.341
        86     5.504     0.607     0.000     0.734    -3.249     2.752     0.020    10.402    31.862 18168.619  1024.463     5.504    12.608
        87     5.614     0.614     0.000     0.744    -3.273     2.807     0.020    10.401    31.849 17812.199  1024.453     5.614    12.879
        88     5.726     0.622     0.000     0.754    -3.296     2.863     0.020    10.400    31.836 17462.775  1024.443     5.726    13.154
        89     5.841     0.630     0.000     0.765    -3.320     2.921     0.020    10.399    31.824 17120.209  1024.434     5.841    13.433
        90     5.958     0.638     0.000     0.775    -3.344     2.979     0.020    10.397    31.812 16784.367  1024.425     5.958    13.717
        91     6.077     0.646     0.000     0.785    -3.369     3.039     0.020    10.396    31.800 16455.116  1024.416     6.077    14.005
        92     6.199     0.655     0.000     0.796    -3.393     3.099     0.020    10.394    31.788 16132.327  1024.407     6.199    14.297
        93     6.323     0.663     0.000     0.806    -3.418     3.161     0.020    10.393    31.776 15815.872  1024.398     6.323    14.594
        94     6.449     0.671     0.000     0.817    -3.443     3.225     0.020    10.391    31.765 15505.628  1024.389     6.449    14.896
        95     6.578     0.680     0.000     0.828    -3.469     3.289     0.020    10.389    31.754 15201.473  1024.381     6.578    15.202
        96     6.710     0.689     0.000     0.838    -3.494     3.355     0.020    10.388    31.743 14903.287  1024.373     6.710    15.513
        97     6.844     0.697     0.000     0.849    -3.520     3.422     0.020    10.386    31.733 14610.952  1024.365     6.844    15.828
        98     6.981     0.706     0.000     0.860    -3.547     3.491     0.020    10.384    31.722 14324.354  1024.357     6.981    16.149
        99     7.121     0.715     0.000     0.871    -3.573     3.560     0.020    10.382    31.712 14043.380  1024.350     7.121    16.474
       100     7.263     0.724     0.000     0.882    -3.600     3.632     0.020    10.379    31.702 13767.920  1024.342     7.263    16.805
       101     7.409     0.734     0.000     0.893    -3.627     3.704     0.020    10.377    31.692 13497.865  1024.335     7.409    17.140
       102     7.557     0.743     0.000     0.905    -3.654     3.778     0.020    10.375    31.682 13233.109  1024.328     7.557    17.481
       103     7.708     0.753     0.000     0.916    -3.682     3.854     0.020    10.372    31.673 12973.548  1024.321     7.708    17.827
       104     7.862     0.762     0.000     0.927    -3.710     3.931     0.020    10.370    31.664 12719.081  1024.314     7.862    18.179
       105     8.019     0.772     0.000     0.939    -3.738     4.010     0.020    10.367    31.655 12469.606  1024.308     8.019    18.535
       106     8.180     0.782     0.000     0.951    -3.766     4.090     0.020    10.365    31.646 12225.027  1024.301     8.180    18.898
       107     8.344     0.792     0.000     0.962    -3.795     4.172     0.020    10.362    31.637 11985.246  1024.295     8.344    19.266
       108     8.511     0.802     0.000     0.974    -3.824     4.255     0.020    10.359    31.628 11750.170  1024.289     8.511    19.639
       109     8.681     0.812     0.000     0.986    -3.853     4.340     0.020    10.356    31.620 11519.707  1024.282     8.681    20.019
       110     8.854     0.823     0.000     0.998    -3.883     4.427     0.020    10.353    31.612 11293.765  1024.277     8.854    20.404
       111     9.032     0.833     0.000     1.010    -3.912     4.516     0.020    10.350    31.604 11072.257  1024.271     9.032    20.795
       112     9.212     0.844     0.000     1.022    -3.943     4.606     0.020    10.347    31.596 10855.094  1024.265     9.212    21.192
       113     9.397     0.855     0.000     1.035    -3.973     4.698     0.020    10.344    31.588 10642.192  1024.260     9.397    21.596
       114     9.585     0.866     0.000     1.047    -4.004     4.792     0.020    10.341    31.580 10433.467  1024.254     9.585    22.005
       115     9.776     0.877     0.000     1.059    -4.035     4.888     0.020    10.337    31.573 10228.837  1024.249     9.776    22.421
       116     9.972     0.888     0.000     1.072    -4.066     4.986     0.020    10.334    31.566 10028.221  1024.244     9.972    22.844
       117    10.171     0.900     0.000     1.085    -4.098     5.086     0.020    10.330    31.558  9831.542  1024.239    10.171    23.273
       118    10.375     0.912     0.000     1.098    -4.130     5.187     0.020    10.327    31.551  9638.720  1024.234    10.375    23.709
       119    10.582     0.923     0.000     1.111    -4.162     5.291     0.020    10.323    31.544  9449.682  1024.229    10.582    24.151
       120    10.794     0.935     0.000     1.124    -4.194     5.397     0.020    10.319    31.538  9264.352  1024.225    10.794    24.600
       121    11.010     0.948     0.000     1.137    -4.227     5.505     0.020    10.316    31.531  9082.659  1024.220    11.010    25.057
       122    11.230     0.960     0.000     1.150    -4.260     5.615     0.020    10.312    31.525  8904.529  1024.216    11.230    25.520
       123    11.455     0.972     0.000     1.164    -4.294     5.727     0.020    10.308    31.518  8729.894  1024.212    11.455    25.991
       124    11.684     0.985     0.000     1.177    -4.328     5.842     0.020    10.304    31.512  8558.685  1024.207    11.684    26.469
       125    11.918     0.998     0.000     1.191    -4.362     5.959     0.020    10.300    31.506  8390.834  1024.203    11.918    26.955
       126    12.156     1.011     0.000     1.205    -4.396     6.078     0.020    10.295    31.500  8226.276  1024.199    12.156    27.449
       127    12.399     1.024     0.000     1.219    -4.431     6.200     0.020    10.291    31.494  8064.946  1024.196    12.399    27.950
       128    12.647     1.038     0.000     1.233    -4.466     6.324     0.020    10.287    31.488  7906.781  1024.192    12.647    28.459
       129    12.900     1.051     0.000     1.247    -4.502     6.450     0.020    10.282    31.483  7751.718  1024.188    12.900    28.976
       130    13.158     1.065     0.000     1.262    -4.537     6.579     0.020    10.278    31.477  7599.697  1024.185    13.158    29.501
       131    13.422     1.079     0.000     1.276    -4.573     6.711     0.020    10.273    31.472  7450.658  1024.181    13.422    30.035
       132    13.690     1.093     0.000     1.291    -4.610     6.845     0.020    10.269    31.466  7304.543  1024.178    13.690    30.577
       133    13.964     1.108     0.000     1.306    -4.647     6.982     0.020    10.264    31.461  7161.294  1024.174    13.964    31.127
       134    14.243     1.122     0.000     1.321    -4.684     7.122     0.020    10.259    31.456  7020.855  1024.171    14.243    31.687
       135    14.528     1.137     0.000     1.336    -4.721     7.264     0.020    10.254    31.451  6883.170  1024.168    14.528    32.255
       136    14.819     1.153     0.000     1.352    -4.759     7.409     0.020    10.249    31.446  6748.186  1024.165    14.819    32.833
       137    15.115     1.168     0.000     1.367    -4.797     7.558     0.020    10.244    31.441  6615.850  1024.162    15.115    33.419
       138    15.418     1.183     0.000     1.383    -4.835     7.709     0.020    10.239    31.436  6486.109  1024.159    15.418    34.015
       139    15.726     1.199     0.000     1.399    -4.874     7.863     0.020    10.234    31.432  6358.914  1024.157    15.726    34.621
       140    16.041     1.215     0.000     1.415    -4.913     8.020     0.020    10.229    31.427  6234.213  1024.154    16.041    35.237
       141    16.361     1.232     0.000     1.431    -4.952     8.181     0.020    10.223    31.423  6111.958  1024.151    16.361    35.862
       142    16.689     1.248     0.000     1.448    -4.992     8.344     0.020    10.218    31.418  5992.101  1024.149    16.689    36.498
       143    17.022     1.265     0.000     1.464    -5.032     8.511     0.020    10.212    31.414  5874.595  1024.147    17.022    37.144
       144    17.363     1.283     0.000     1.481    -5.073     8.681     0.020    10.207    31.410  5759.394  1024.144    17.363    37.801
       145    17.710     1.300     0.000     1.498    -5.113     8.855     0.020    10.201    31.406  5646.452  1024.142    17.710    38.468
       146    18.064     1.318     0.000     1.515    -5.155     9.032     0.020    10.195    31.402  5535.726  1024.140    18.064    39.146
       147    18.426     1.336     0.000     1.533    -5.196     9.213     0.020    10.190    31.398  5427.171  1024.138    18.426    39.835
       148    18.794     1.354     0.000     1.550    -5.238     9.397     0.020    10.184    31.394  5320.745  1024.136    18.794    40.536
       149    19.170     1.373     0.000     1.568    -5.280     9.585     0.020    10.178    31.390  5216.407  1024.134    19.170    41.248
       150    19.554     1.392     0.000     1.586    -5.322     9.777     0.020    10.172    31.386  5114.115  1024.132    19.554    41.973
       151    19.945     1.411     0.000     1.605    -5.365     9.972     0.020    10.166    31.383  5013.829  1024.130    19.945    42.709
       152    20.344     1.431     0.000     1.623    -5.408    10.172     0.020    10.160    31.379  4915.510  1024.128    20.344    43.457
       153    20.751     1.451     0.000     1.642    -5.452    10.375     0.020    10.153    31.376  4819.119  1024.126    20.751    44.218
       154    21.166     1.471     0.000     1.661    -5.496    10.583     0.020    10.147    31.372  4724.619  1024.125    21.166    44.992
       155    21.589     1.492     0.000     1.681    -5.540    10.795     0.020    10.141    31.369  4631.973  1024.123    21.589    45.779
       156    22.021     1.513     0.000     1.700    -5.584    11.010     0.020    10.134    31.366  4541.143  1024.122    22.021    46.579
       157    22.461     1.534     0.000     1.720    -5.629    11.231     0.020    10.127    31.362  4452.095  1024.120    22.461    47.392
       158    22.911     1.556     0.000     1.740    -5.674    11.455     0.020    10.121    31.359  4364.793  1024.119    22.911    48.220
       159    23.369     1.578     0.000     1.761    -5.720    11.684     0.020    10.114    31.356  4279.203  1024.118    23.369    49.062
       160    23.836     1.601     0.000     1.781    -5.766    11.918     0.020    10.107    31.353  4195.292  1024.116    23.836    49.918
       161    24.313     1.624     0.000     1.802    -5.812    12.156     0.020    10.100    31.350  4113.027  1024.115    24.313    50.788
       162    24.799     1.648     0.000     1.823    -5.858    12.400     0.020    10.093    31.347  4032.375  1024.114    24.799    51.674
       163    25.295     1.672     0.000     1.845    -5.905    12.648     0.020    10.086    31.344  3953.304  1024.113    25.295    52.575
       164    25.801     1.696     0.000     1.867    -5.952    12.901     0.020    10.079    31.341  3875.785  1024.112    25.801    53.492
       165    26.317     1.721     0.000     1.889    -5.999    13.159     0.020    10.072    31.339  3799.785  1024.111    26.317    54.425
       166    26.844     1.747     0.000     1.911    -6.047    13.422     0.020    10.065    31.336  3725.276  1024.110    26.844    55.374
       167    27.381     1.773     0.000     1.934    -6.095    13.690     0.020    10.057    31.333  3652.229  1024.109    27.381    56.340
       168    27.928     1.800     0.000     1.957    -6.143    13.964     0.020    10.050    31.331  3580.614  1024.108    27.928    57.323
       169    28.487     1.827     0.000     1.981    -6.191    14.243     0.020    10.043    31.328  3510.404  1024.108    28.487    58.324
       170    29.056     1.857     0.000     2.005    -6.239    14.528     0.020    10.036    31.326  3441.571  1024.107    29.056    59.342
       171    29.638     1.887     0.000     2.029    -6.288    14.819     0.020    10.029    31.325  3374.088  1024.107    29.638    60.376
       172    30.230     1.919     0.000     2.053    -6.336    15.115     0.020    10.022    31.323  3307.929  1024.107    30.230    61.428
       173    30.835     1.953     0.000     2.078    -6.384    15.418     0.020    10.015    31.321  3243.068  1024.107    30.835    62.498
---------------------------- Plume traps -----------------------------
       174    31.452     1.989     0.000     2.103    -6.432    15.726     0.020    10.008    31.320  3179.479  1024.107    31.452    63.586
       175    32.023     2.024     0.000     2.126    -6.475    16.011     0.020    10.002    31.319  3122.790  1024.107    32.023    64.591
       176    32.554     2.058     0.000     2.148    -6.515    16.277     0.020     9.996    31.318  3071.794  1024.108    32.554    65.516
       177    33.044     2.090     0.000     2.167    -6.550    16.522     0.020     9.991    31.318  3026.278  1024.108    33.044    66.362
       178    33.502     2.121     0.000     2.185    -6.582    16.751     0.020     9.986    31.317  2984.902  1024.108    33.502    67.149
       179    33.932     2.151     0.000     2.202    -6.611    16.966     0.020     9.982    31.317  2947.040  1024.109    33.932    67.885
       180    34.341     2.180     0.000     2.218    -6.638    17.170     0.020     9.978    31.317  2912.009  1024.109    34.341    68.579
       181    34.729     2.208     0.000     2.233    -6.664    17.365     0.020     9.974    31.317  2879.412  1024.110    34.729    69.238
       182    35.101     2.235     0.000     2.247    -6.687    17.551     0.020     9.970    31.316  2848.891  1024.110    35.101    69.865
       183    35.459     2.262     0.000     2.261    -6.709    17.729     0.020     9.967    31.316  2820.192  1024.111    35.459    70.465
       184    35.803     2.288     0.000     2.274    -6.730    17.901     0.020     9.964    31.316  2793.098  1024.111    35.803    71.040
       185    36.135     2.313     0.000     2.286    -6.750    18.067     0.020     9.961    31.316  2767.433  1024.112    36.135    71.592
       186    36.456     2.338     0.000     2.298    -6.769    18.228     0.020     9.958    31.316  2743.049  1024.112    36.456    72.123
       187    36.767     2.363     0.000     2.310    -6.787    18.384     0.020     9.955    31.317  2719.819  1024.113    36.767    72.635
       188    37.070     2.387     0.000     2.321    -6.804    18.535     0.020     9.952    31.317  2697.634  1024.113    37.070    73.130
       189    37.364     2.411     0.000     2.332    -6.820    18.682     0.020     9.950    31.317  2676.402  1024.114    37.364    73.608
       190    37.650     2.434     0.000     2.343    -6.835    18.825     0.020     9.947    31.317  2656.038  1024.114    37.650    74.071
       191    37.929     2.457     0.000     2.353    -6.849    18.965     0.020     9.945    31.317  2636.471  1024.115    37.929    74.520
       192    38.202     2.480     0.000     2.363    -6.863    19.101     0.020     9.943    31.317  2617.637  1024.115    38.202    74.956
------------------------- merging happened ---------------------------
       193    38.457     2.502     0.000     2.372    -6.877    19.228     0.020     9.940    31.317  2600.327  1024.116    38.457    75.379
       194    38.702     2.524     0.000     2.382    -6.890    19.351     0.020     9.938    31.318  2583.869  1024.116    38.702    75.798
       195    38.933     2.545     0.000     2.391    -6.902    19.467     0.020     9.936    31.318  2568.495  1024.117    38.933    76.212
       196    39.156     2.565     0.000     2.400    -6.914    19.578     0.020     9.935    31.318  2553.903  1024.117    39.156    76.621
       197    39.367     2.585     0.000     2.409    -6.926    19.684     0.020     9.933    31.318  2540.195  1024.118    39.367    77.025
       198    39.569     2.605     0.000     2.418    -6.938    19.785     0.020     9.931    31.318  2527.225  1024.118    39.569    77.424
       199    39.761     2.624     0.000     2.427    -6.949    19.881     0.020     9.930    31.318  2515.011  1024.118    39.761    77.816
       200    39.945     2.643     0.000     2.436    -6.960    19.972     0.020     9.928    31.319  2503.469  1024.119    39.945    78.204
       201    40.119     2.661     0.000     2.444    -6.971    20.060     0.020     9.927    31.319  2492.583  1024.119    40.119    78.586
       202    40.285     2.679     0.000     2.453    -6.981    20.143     0.020     9.926    31.319  2482.298  1024.120    40.285    78.962
       203    40.444     2.697     0.000     2.461    -6.991    20.222     0.020     9.924    31.319  2472.585  1024.120    40.444    79.332
       204    40.594     2.714     0.000     2.469    -7.001    20.297     0.020     9.923    31.319  2463.404  1024.120    40.594    79.697
       205    40.738     2.731     0.000     2.477    -7.010    20.369     0.020     9.922    31.319  2454.725  1024.121    40.738    80.056
       206    40.874     2.747     0.000     2.485    -7.019    20.437     0.020     9.921    31.320  2446.516  1024.121    40.874    80.409
       207    41.005     2.764     0.000     2.493    -7.028    20.502     0.020     9.920    31.320  2438.746  1024.121    41.005    80.757
       208    41.129     2.780     0.000     2.501    -7.037    20.564     0.020     9.919    31.320  2431.389  1024.121    41.129    81.099
       209    41.247     2.795     0.000     2.508    -7.045    20.623     0.020     9.918    31.320  2424.419  1024.122    41.247    81.436
       210    41.360     2.810     0.000     2.516    -7.053    20.680     0.020     9.917    31.320  2417.812  1024.122    41.360    81.767
       211    41.467     2.826     0.000     2.523    -7.061    20.734     0.020     9.916    31.320  2411.544  1024.122    41.467    82.093
       212    41.570     2.840     0.000     2.530    -7.069    20.785     0.020     9.916    31.320  2405.595  1024.122    41.570    82.414
       213    41.668     2.855     0.000     2.537    -7.076    20.834     0.020     9.915    31.321  2399.946  1024.123    41.668    82.730
       214    41.761     2.869     0.000     2.544    -7.083    20.881     0.020     9.914    31.321  2394.576  1024.123    41.761    83.040
       215    41.850     2.883     0.000     2.551    -7.090    20.925     0.020     9.914    31.321  2389.470  1024.123    41.850    83.345
       216    41.936     2.897     0.000     2.558    -7.097    20.968     0.020     9.913    31.321  2384.611  1024.123    41.936    83.646
       217    42.017     2.910     0.000     2.564    -7.103    21.009     0.020     9.912    31.321  2379.985  1024.123    42.017    83.942
       218    42.095     2.924     0.000     2.571    -7.109    21.048     0.020     9.912    31.321  2375.576  1024.124    42.095    84.233
