****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
        17     1.401     0.226     0.000     0.116    -2.123     1.000     0.020    10.187    33.887 71353.698  1026.075     1.401     0.897
        18     1.430     0.230     0.000     0.124    -2.132     1.000     0.020    10.195    33.832 69951.614  1026.031     1.430     0.965
        19     1.458     0.234     0.000     0.132    -2.141     1.000     0.020    10.204    33.779 68577.140  1025.988     1.458     1.035
        20     1.487     0.238     0.000     0.140    -2.150     1.000     0.020    10.212    33.727 67229.729  1025.946     1.487     1.106
        21     1.517     0.241     0.000     0.148    -2.159     1.000     0.020    10.221    33.675 65908.847  1025.904     1.517     1.180
        22     1.548     0.245     0.000     0.156    -2.168     1.000     0.020    10.229    33.625 64613.969  1025.864     1.548     1.256
        23     1.579     0.249     0.000     0.164    -2.178     1.000     0.020    10.236    33.576 63344.581  1025.824     1.579     1.334
        24     1.610     0.253     0.000     0.172    -2.188     1.000     0.020    10.244    33.528 62100.179  1025.786     1.610     1.414
        25     1.643     0.257     0.000     0.180    -2.197     1.000     0.020    10.251    33.481 60880.271  1025.747     1.643     1.496
        26     1.675     0.261     0.000     0.189    -2.207     1.000     0.020    10.258    33.434 59684.371  1025.710     1.675     1.581
        27     1.709     0.265     0.000     0.197    -2.218     1.000     0.020    10.265    33.389 58512.006  1025.674     1.709     1.667
        28     1.743     0.269     0.000     0.206    -2.228     1.000     0.020    10.272    33.344 57362.711  1025.638     1.743     1.755
        29     1.778     0.273     0.000     0.214    -2.239     1.000     0.020    10.279    33.301 56236.031  1025.603     1.778     1.846
        30     1.814     0.277     0.000     0.223    -2.249     1.000     0.020    10.285    33.258 55131.518  1025.569     1.814     1.939
        31     1.850     0.281     0.000     0.231    -2.260     1.000     0.020    10.291    33.216 54048.735  1025.535     1.850     2.034
        32     1.887     0.285     0.000     0.240    -2.272     1.000     0.020    10.297    33.175 52987.254  1025.502     1.887     2.131
        33     1.925     0.290     0.000     0.249    -2.283     1.000     0.020    10.303    33.135 51946.654  1025.470     1.925     2.230
        34     1.964     0.294     0.000     0.258    -2.294     1.000     0.020    10.309    33.096 50926.522  1025.438     1.964     2.332
        35     2.003     0.298     0.000     0.267    -2.306     1.001     0.020    10.315    33.057 49926.456  1025.407     2.003     2.436
        36     2.043     0.303     0.000     0.276    -2.318     1.022     0.020    10.320    33.019 48946.058  1025.377     2.043     2.542
        37     2.084     0.307     0.000     0.285    -2.330     1.042     0.020    10.325    32.982 47984.941  1025.347     2.084     2.651
        38     2.126     0.312     0.000     0.294    -2.342     1.063     0.020    10.330    32.946 47042.726  1025.318     2.126     2.761
        39     2.168     0.316     0.000     0.303    -2.355     1.084     0.020    10.335    32.910 46119.038  1025.290     2.168     2.875
        40     2.212     0.321     0.000     0.313    -2.367     1.106     0.020    10.340    32.876 45213.513  1025.262     2.212     2.990
        41     2.256     0.326     0.000     0.322    -2.380     1.128     0.020    10.344    32.842 44325.792  1025.234     2.256     3.108
        42     2.301     0.330     0.000     0.331    -2.393     1.151     0.020    10.349    32.808 43455.525  1025.208     2.301     3.229
        43     2.347     0.335     0.000     0.341    -2.407     1.174     0.020    10.353    32.775 42602.368  1025.181     2.347     3.352
        44     2.394     0.340     0.000     0.350    -2.420     1.197     0.020    10.357    32.743 41765.982  1025.156     2.394     3.477
        45     2.442     0.345     0.000     0.360    -2.434     1.221     0.020    10.361    32.712 40946.038  1025.131     2.442     3.605
        46     2.491     0.349     0.000     0.369    -2.447     1.246     0.020    10.365    32.681 40142.212  1025.106     2.491     3.736
        47     2.541     0.354     0.000     0.379    -2.461     1.271     0.020    10.368    32.651 39354.186  1025.082     2.541     3.869
        48     2.592     0.359     0.000     0.388    -2.476     1.296     0.020    10.372    32.621 38581.648  1025.058     2.592     4.004
        49     2.644     0.364     0.000     0.398    -2.490     1.322     0.020    10.375    32.592 37824.294  1025.035     2.644     4.143
        50     2.697     0.370     0.000     0.408    -2.505     1.348     0.020    10.379    32.564 37081.824  1025.013     2.697     4.283
        51     2.751     0.375     0.000     0.418    -2.520     1.375     0.020    10.382    32.536 36353.946  1024.991     2.751     4.427
        52     2.806     0.380     0.000     0.428    -2.535     1.403     0.020    10.385    32.509 35640.371  1024.969     2.806     4.573
        53     2.862     0.385     0.000     0.437    -2.550     1.431     0.020    10.387    32.483 34940.818  1024.948     2.862     4.722
        54     2.919     0.390     0.000     0.447    -2.565     1.460     0.020    10.390    32.457 34255.012  1024.927     2.919     4.874
        55     2.978     0.396     0.000     0.457    -2.581     1.489     0.020    10.393    32.431 33582.680  1024.907     2.978     5.029
        56     3.037     0.401     0.000     0.467    -2.597     1.519     0.020    10.395    32.406 32923.559  1024.887     3.037     5.186
        57     3.098     0.407     0.000     0.477    -2.613     1.549     0.020    10.397    32.382 32277.388  1024.868     3.098     5.346
        58     3.160     0.412     0.000     0.488    -2.629     1.580     0.020    10.399    32.358 31643.911  1024.849     3.160     5.509
        59     3.223     0.418     0.000     0.498    -2.646     1.612     0.020    10.402    32.334 31022.880  1024.830     3.223     5.675
        60     3.288     0.424     0.000     0.508    -2.662     1.644     0.020    10.403    32.311 30414.049  1024.812     3.288     5.844
        61     3.354     0.429     0.000     0.518    -2.679     1.677     0.020    10.405    32.289 29817.177  1024.794     3.354     6.016
        62     3.421     0.435     0.000     0.528    -2.696     1.710     0.020    10.407    32.267 29232.031  1024.777     3.421     6.191
        63     3.489     0.441     0.000     0.539    -2.714     1.745     0.020    10.408    32.245 28658.378  1024.760     3.489     6.369
        64     3.559     0.447     0.000     0.549    -2.731     1.780     0.020    10.410    32.224 28095.993  1024.743     3.559     6.550
        65     3.630     0.453     0.000     0.560    -2.749     1.815     0.020    10.411    32.203 27544.654  1024.727     3.630     6.735
        66     3.703     0.459     0.000     0.570    -2.767     1.852     0.020    10.412    32.183 27004.143  1024.711     3.703     6.922
        67     3.777     0.465     0.000     0.581    -2.785     1.889     0.020    10.413    32.163 26474.248  1024.695     3.777     7.113
        68     3.853     0.472     0.000     0.591    -2.804     1.926     0.020    10.414    32.144 25954.760  1024.680     3.853     7.307
        69     3.930     0.478     0.000     0.602    -2.822     1.965     0.020    10.415    32.125 25445.474  1024.665     3.930     7.504
        70     4.009     0.484     0.000     0.612    -2.841     2.004     0.020    10.416    32.107 24946.190  1024.651     4.009     7.705
        71     4.089     0.491     0.000     0.623    -2.860     2.044     0.020    10.417    32.088 24456.710  1024.637     4.089     7.909
        72     4.171     0.497     0.000     0.634    -2.880     2.085     0.020    10.417    32.071 23976.842  1024.623     4.171     8.116
        73     4.254     0.504     0.000     0.645    -2.899     2.127     0.020    10.417    32.053 23506.397  1024.609     4.254     8.327
        74     4.339     0.511     0.000     0.656    -2.919     2.170     0.020    10.418    32.036 23045.190  1024.596     4.339     8.542
        75     4.426     0.517     0.000     0.666    -2.939     2.213     0.020    10.418    32.020 22593.038  1024.583     4.426     8.760
        76     4.515     0.524     0.000     0.677    -2.959     2.257     0.020    10.418    32.004 22149.764  1024.570     4.515     8.982
        77     4.605     0.531     0.000     0.688    -2.980     2.303     0.020    10.418    31.988 21715.194  1024.558     4.605     9.207
        78     4.697     0.538     0.000     0.699    -3.000     2.349     0.020    10.418    31.972 21289.155  1024.546     4.697     9.436
        79     4.791     0.545     0.000     0.711    -3.021     2.396     0.020    10.418    31.957 20871.481  1024.534     4.791     9.669
        80     4.887     0.553     0.000     0.722    -3.043     2.444     0.020    10.417    31.942 20462.007  1024.523     4.887     9.906
        81     4.985     0.560     0.000     0.733    -3.064     2.492     0.020    10.417    31.928 20060.572  1024.511     4.985    10.147
        82     5.085     0.567     0.000     0.744    -3.086     2.542     0.020    10.416    31.913 19667.016  1024.500     5.085    10.392
        83     5.186     0.575     0.000     0.756    -3.108     2.593     0.020    10.416    31.899 19281.185  1024.490     5.186    10.641
        84     5.290     0.583     0.000     0.767    -3.130     2.645     0.020    10.415    31.886 18902.929  1024.479     5.290    10.894
        85     5.396     0.590     0.000     0.779    -3.152     2.698     0.020    10.414    31.872 18532.096  1024.469     5.396    11.151
        86     5.504     0.598     0.000     0.790    -3.175     2.752     0.020    10.413    31.859 18168.543  1024.459     5.504    11.412
        87     5.614     0.606     0.000     0.802    -3.198     2.807     0.020    10.412    31.846 17812.125  1024.449     5.614    11.678
        88     5.726     0.614     0.000     0.813    -3.221     2.863     0.020    10.411    31.833 17462.703  1024.439     5.726    11.948
        89     5.841     0.622     0.000     0.825    -3.245     2.921     0.020    10.410    31.821 17120.139  1024.430     5.841    12.222
        90     5.958     0.630     0.000     0.837    -3.268     2.979     0.020    10.409    31.809 16784.298  1024.420     5.958    12.501
        91     6.077     0.638     0.000     0.849    -3.292     3.039     0.020    10.408    31.797 16455.049  1024.411     6.077    12.784
        92     6.199     0.647     0.000     0.861    -3.317     3.099     0.020    10.406    31.785 16132.261  1024.403     6.199    13.072
        93     6.323     0.655     0.000     0.873    -3.341     3.161     0.020    10.405    31.774 15815.809  1024.394     6.323    13.364
        94     6.449     0.664     0.000     0.885    -3.366     3.225     0.020    10.403    31.762 15505.566  1024.385     6.449    13.661
        95     6.578     0.672     0.000     0.897    -3.391     3.289     0.020    10.402    31.751 15201.413  1024.377     6.578    13.963
        96     6.710     0.681     0.000     0.909    -3.416     3.355     0.020    10.400    31.741 14903.228  1024.369     6.710    14.270
        97     6.844     0.690     0.000     0.921    -3.442     3.422     0.020    10.398    31.730 14610.894  1024.361     6.844    14.582
        98     6.981     0.699     0.000     0.934    -3.467     3.491     0.020    10.396    31.720 14324.298  1024.353     6.981    14.898
        99     7.121     0.708     0.000     0.946    -3.494     3.560     0.020    10.394    31.709 14043.325  1024.346     7.121    15.220
       100     7.263     0.717     0.000     0.959    -3.520     3.632     0.020    10.392    31.699 13767.866  1024.338     7.263    15.547
       101     7.409     0.727     0.000     0.971    -3.547     3.704     0.020    10.390    31.690 13497.812  1024.331     7.409    15.879
       102     7.557     0.736     0.000     0.984    -3.573     3.778     0.020    10.388    31.680 13233.058  1024.324     7.557    16.216
       103     7.708     0.746     0.000     0.997    -3.601     3.854     0.020    10.385    31.671 12973.498  1024.317     7.708    16.558
       104     7.862     0.755     0.000     1.009    -3.628     3.931     0.020    10.383    31.661 12719.032  1024.310     7.862    16.906
       105     8.020     0.765     0.000     1.022    -3.656     4.010     0.020    10.381    31.652 12469.558  1024.304     8.020    17.260
       106     8.180     0.775     0.000     1.035    -3.684     4.090     0.020    10.378    31.644 12224.980  1024.297     8.180    17.619
       107     8.344     0.785     0.000     1.048    -3.712     4.172     0.020    10.375    31.635 11985.201  1024.291     8.344    17.984
       108     8.511     0.796     0.000     1.062    -3.741     4.255     0.020    10.373    31.626 11750.126  1024.285     8.511    18.354
       109     8.681     0.806     0.000     1.075    -3.770     4.340     0.020    10.370    31.618 11519.663  1024.279     8.681    18.731
       110     8.854     0.816     0.000     1.088    -3.799     4.427     0.020    10.367    31.610 11293.723  1024.273     8.854    19.113
       111     9.032     0.827     0.000     1.102    -3.829     4.516     0.020    10.364    31.602 11072.215  1024.267     9.032    19.502
       112     9.212     0.838     0.000     1.115    -3.858     4.606     0.020    10.361    31.594 10855.053  1024.261     9.212    19.896
       113     9.397     0.849     0.000     1.129    -3.888     4.698     0.020    10.358    31.586 10642.152  1024.256     9.397    20.297
       114     9.585     0.860     0.000     1.143    -3.919     4.792     0.020    10.355    31.579 10433.428  1024.251     9.585    20.704
       115     9.776     0.871     0.000     1.157    -3.950     4.888     0.020    10.352    31.571 10228.799  1024.245     9.776    21.117
       116     9.972     0.883     0.000     1.171    -3.981     4.986     0.020    10.348    31.564 10028.184  1024.240     9.972    21.537
       117    10.171     0.894     0.000     1.185    -4.012     5.086     0.020    10.345    31.557  9831.505  1024.235    10.171    21.964
       118    10.375     0.906     0.000     1.199    -4.044     5.187     0.020    10.342    31.550  9638.685  1024.230    10.375    22.397
       119    10.582     0.918     0.000     1.213    -4.075     5.291     0.020    10.338    31.543  9449.647  1024.226    10.582    22.838
       120    10.794     0.930     0.000     1.228    -4.108     5.397     0.020    10.334    31.536  9264.319  1024.221    10.794    23.285
       121    11.010     0.942     0.000     1.242    -4.140     5.505     0.020    10.331    31.530  9082.625  1024.217    11.010    23.739
       122    11.230     0.954     0.000     1.257    -4.173     5.615     0.020    10.327    31.523  8904.496  1024.212    11.230    24.200
       123    11.455     0.967     0.000     1.272    -4.206     5.727     0.020    10.323    31.517  8729.862  1024.208    11.455    24.669
       124    11.684     0.979     0.000     1.287    -4.240     5.842     0.020    10.319    31.511  8558.653  1024.204    11.684    25.145
       125    11.918     0.992     0.000     1.302    -4.274     5.959     0.020    10.315    31.504  8390.803  1024.200    11.918    25.629
       126    12.156     1.005     0.000     1.317    -4.308     6.078     0.020    10.311    31.498  8226.246  1024.196    12.156    26.121
       127    12.399     1.019     0.000     1.332    -4.342     6.200     0.020    10.307    31.493  8064.917  1024.192    12.399    26.620
       128    12.647     1.032     0.000     1.348    -4.377     6.324     0.020    10.303    31.487  7906.752  1024.188    12.647    27.127
       129    12.900     1.046     0.000     1.364    -4.412     6.450     0.020    10.298    31.481  7751.690  1024.184    12.900    27.642
       130    13.158     1.060     0.000     1.379    -4.448     6.579     0.020    10.294    31.476  7599.670  1024.181    13.158    28.166
       131    13.422     1.074     0.000     1.395    -4.484     6.711     0.020    10.289    31.470  7450.632  1024.177    13.422    28.698
       132    13.690     1.088     0.000     1.411    -4.520     6.845     0.020    10.285    31.465  7304.517  1024.174    13.690    29.238
       133    13.964     1.102     0.000     1.427    -4.556     6.982     0.020    10.280    31.460  7161.268  1024.171    13.964    29.787
       134    14.243     1.117     0.000     1.444    -4.593     7.122     0.020    10.275    31.455  7020.829  1024.168    14.243    30.345
       135    14.528     1.132     0.000     1.460    -4.630     7.264     0.020    10.271    31.450  6883.145  1024.164    14.528    30.912
       136    14.819     1.147     0.000     1.477    -4.667     7.409     0.020    10.266    31.445  6748.162  1024.162    14.819    31.488
       137    15.115     1.163     0.000     1.494    -4.705     7.558     0.020    10.261    31.440  6615.826  1024.159    15.115    32.073
       138    15.418     1.178     0.000     1.511    -4.743     7.709     0.020    10.256    31.435  6486.086  1024.156    15.418    32.667
       139    15.726     1.194     0.000     1.528    -4.782     7.863     0.020    10.251    31.431  6358.891  1024.153    15.726    33.272
       140    16.041     1.210     0.000     1.545    -4.821     8.020     0.020    10.246    31.426  6234.191  1024.150    16.041    33.886
       141    16.361     1.227     0.000     1.563    -4.860     8.181     0.020    10.240    31.422  6111.936  1024.148    16.361    34.510
       142    16.689     1.243     0.000     1.581    -4.899     8.344     0.020    10.235    31.417  5992.080  1024.145    16.689    35.144
       143    17.023     1.260     0.000     1.599    -4.939     8.511     0.020    10.230    31.413  5874.574  1024.143    17.023    35.789
       144    17.363     1.277     0.000     1.617    -4.979     8.682     0.020    10.224    31.409  5759.373  1024.141    17.363    36.444
       145    17.710     1.295     0.000     1.635    -5.020     8.855     0.020    10.219    31.405  5646.432  1024.138    17.710    37.110
       146    18.065     1.313     0.000     1.654    -5.061     9.032     0.020    10.213    31.401  5535.706  1024.136    18.065    37.787
       147    18.426     1.331     0.000     1.672    -5.102     9.213     0.020    10.207    31.397  5427.151  1024.134    18.426    38.475
       148    18.794     1.349     0.000     1.691    -5.143     9.397     0.020    10.202    31.393  5320.726  1024.132    18.794    39.174
       149    19.170     1.368     0.000     1.710    -5.185     9.585     0.020    10.196    31.389  5216.388  1024.130    19.170    39.885
       150    19.554     1.386     0.000     1.730    -5.227     9.777     0.020    10.190    31.386  5114.096  1024.128    19.554    40.608
       151    19.945     1.406     0.000     1.749    -5.270     9.972     0.020    10.184    31.382  5013.811  1024.126    19.945    41.343
       152    20.344     1.425     0.000     1.769    -5.313    10.172     0.020    10.178    31.378  4915.492  1024.124    20.344    42.090
       153    20.751     1.445     0.000     1.789    -5.356    10.375     0.020    10.171    31.375  4819.102  1024.123    20.751    42.850
       154    21.166     1.466     0.000     1.809    -5.400    10.583     0.020    10.165    31.371  4724.603  1024.121    21.166    43.623
       155    21.589     1.486     0.000     1.830    -5.444    10.795     0.020    10.159    31.368  4631.956  1024.120    21.589    44.408
       156    22.021     1.507     0.000     1.851    -5.488    11.010     0.020    10.152    31.365  4541.127  1024.118    22.021    45.207
       157    22.461     1.529     0.000     1.872    -5.532    11.231     0.020    10.146    31.362  4452.079  1024.117    22.461    46.020
       158    22.911     1.551     0.000     1.893    -5.577    11.455     0.020    10.139    31.358  4364.777  1024.115    22.911    46.846
       159    23.369     1.573     0.000     1.915    -5.622    11.684     0.020    10.133    31.355  4279.188  1024.114    23.369    47.686
       160    23.836     1.595     0.000     1.937    -5.668    11.918     0.020    10.126    31.352  4195.277  1024.113    23.836    48.541
       161    24.313     1.619     0.000     1.959    -5.714    12.157     0.020    10.119    31.349  4113.012  1024.111    24.313    49.411
       162    24.799     1.642     0.000     1.981    -5.760    12.400     0.020    10.112    31.346  4032.360  1024.110    24.799    50.295
       163    25.295     1.666     0.000     2.004    -5.806    12.648     0.020    10.105    31.343  3953.290  1024.109    25.295    51.195
       164    25.801     1.691     0.000     2.027    -5.853    12.901     0.020    10.098    31.341  3875.771  1024.108    25.801    52.111
       165    26.317     1.715     0.000     2.050    -5.900    13.159     0.020    10.091    31.338  3799.772  1024.107    26.317    53.042
       166    26.844     1.741     0.000     2.074    -5.948    13.422     0.020    10.084    31.335  3725.263  1024.106    26.844    53.990
       167    27.381     1.767     0.000     2.098    -5.995    13.690     0.020    10.077    31.333  3652.215  1024.105    27.381    54.955
       168    27.928     1.793     0.000     2.122    -6.043    13.964     0.020    10.069    31.330  3580.601  1024.105    27.928    55.937
       169    28.487     1.820     0.000     2.147    -6.091    14.243     0.020    10.062    31.327  3510.390  1024.104    28.487    56.935
       170    29.057     1.848     0.000     2.172    -6.140    14.528     0.020    10.055    31.325  3441.557  1024.103    29.057    57.952
       171    29.638     1.877     0.000     2.197    -6.188    14.819     0.020    10.047    31.323  3374.074  1024.103    29.638    58.988
       172    30.231     1.907     0.000     2.223    -6.237    15.115     0.020    10.040    31.321  3307.914  1024.102    30.231    60.041
       173    30.835     1.939     0.000     2.249    -6.285    15.418     0.020    10.033    31.319  3243.053  1024.102    30.835    61.111
       174    31.452     1.973     0.000     2.275    -6.334    15.726     0.020    10.026    31.318  3179.463  1024.102    31.452    62.198
---------------------------- Plume traps -----------------------------
------------------------- merging happened ---------------------------
       175    32.081     2.008     0.000     2.302    -6.382    16.040     0.020    10.019    31.316  3117.121  1024.102    32.081    63.304
       176    32.688     2.044     0.000     2.328    -6.427    16.344     0.020    10.012    31.315  3059.250  1024.102    32.688    64.367
       177    33.246     2.079     0.000     2.351    -6.468    16.623     0.020    10.006    31.314  3007.853  1024.103    33.246    65.338
       178    33.761     2.112     0.000     2.372    -6.504    16.881     0.020    10.001    31.314  2961.986  1024.103    33.761    66.223
       179    34.237     2.143     0.000     2.391    -6.537    17.119     0.020     9.996    31.313  2920.799  1024.104    34.237    67.036
       180    34.683     2.174     0.000     2.409    -6.567    17.341     0.020     9.992    31.313  2883.272  1024.104    34.683    67.792
       181    35.103     2.203     0.000     2.426    -6.594    17.552     0.020     9.987    31.312  2848.759  1024.104    35.103    68.502
       182    35.502     2.231     0.000     2.442    -6.620    17.751     0.020     9.984    31.312  2816.729  1024.105    35.502    69.172
       183    35.883     2.258     0.000     2.457    -6.643    17.942     0.020     9.980    31.312  2786.821  1024.105    35.883    69.809
       184    36.248     2.285     0.000     2.472    -6.666    18.124     0.020     9.976    31.312  2758.742  1024.106    36.248    70.417
       185    36.600     2.311     0.000     2.485    -6.687    18.300     0.020     9.973    31.312  2732.270  1024.106    36.600    70.999
       186    36.938     2.336     0.000     2.499    -6.706    18.469     0.020     9.970    31.312  2707.217  1024.107    36.938    71.557
       187    37.266     2.361     0.000     2.511    -6.725    18.633     0.020     9.967    31.312  2683.433  1024.107    37.266    72.094
       188    37.583     2.386     0.000     2.523    -6.743    18.791     0.020     9.964    31.312  2660.787  1024.108    37.583    72.611
       189    37.891     2.410     0.000     2.535    -6.760    18.945     0.020     9.962    31.312  2639.170  1024.108    37.891    73.110
       190    38.190     2.433     0.000     2.547    -6.776    19.095     0.020     9.959    31.312  2618.487  1024.109    38.190    73.593
       191    38.481     2.457     0.000     2.557    -6.791    19.241     0.020     9.956    31.312  2598.656  1024.109    38.481    74.059
       192    38.766     2.480     0.000     2.568    -6.805    19.383     0.020     9.954    31.312  2579.604  1024.110    38.766    74.512
       193    39.043     2.502     0.000     2.578    -6.819    19.522     0.020     9.952    31.313  2561.268  1024.110    39.043    74.951
       194    39.303     2.524     0.000     2.588    -6.832    19.651     0.020     9.950    31.313  2544.357  1024.111    39.303    75.378
       195    39.552     2.545     0.000     2.598    -6.845    19.776     0.020     9.947    31.313  2528.328  1024.111    39.552    75.800
       196    39.788     2.566     0.000     2.608    -6.858    19.894     0.020     9.945    31.313  2513.339  1024.112    39.788    76.216
       197    40.014     2.586     0.000     2.617    -6.870    20.007     0.020     9.944    31.313  2499.138  1024.112    40.014    76.628
       198    40.229     2.606     0.000     2.627    -6.882    20.114     0.020     9.942    31.313  2485.789  1024.113    40.229    77.034
       199    40.434     2.625     0.000     2.636    -6.893    20.217     0.020     9.940    31.313  2473.171  1024.113    40.434    77.435
       200    40.629     2.644     0.000     2.645    -6.905    20.315     0.020     9.939    31.314  2461.285  1024.113    40.629    77.830
       201    40.815     2.663     0.000     2.655    -6.915    20.408     0.020     9.937    31.314  2450.060  1024.114    40.815    78.219
       202    40.992     2.681     0.000     2.663    -6.926    20.496     0.020     9.936    31.314  2439.471  1024.114    40.992    78.603
       203    41.161     2.699     0.000     2.672    -6.936    20.581     0.020     9.935    31.314  2429.469  1024.114    41.161    78.981
       204    41.322     2.716     0.000     2.681    -6.946    20.661     0.020     9.933    31.314  2420.024  1024.115    41.322    79.353
       205    41.475     2.733     0.000     2.689    -6.956    20.737     0.020     9.932    31.314  2411.097  1024.115    41.475    79.720
       206    41.621     2.750     0.000     2.698    -6.965    20.810     0.020     9.931    31.315  2402.657  1024.115    41.621    80.081
       207    41.759     2.766     0.000     2.706    -6.974    20.880     0.020     9.930    31.315  2394.673  1024.116    41.759    80.436
       208    41.892     2.782     0.000     2.714    -6.983    20.946     0.020     9.929    31.315  2387.117  1024.116    41.892    80.786
       209    42.017     2.797     0.000     2.722    -6.991    21.009     0.020     9.928    31.315  2379.961  1024.116    42.017    81.130
       210    42.138     2.813     0.000     2.730    -7.000    21.069     0.020     9.927    31.315  2373.181  1024.116    42.138    81.469
       211    42.252     2.828     0.000     2.738    -7.008    21.126     0.020     9.926    31.315  2366.752  1024.117    42.252    81.802
       212    42.361     2.843     0.000     2.745    -7.015    21.181     0.020     9.925    31.315  2360.653  1024.117    42.361    82.129
       213    42.465     2.857     0.000     2.753    -7.023    21.233     0.020     9.925    31.316  2354.863  1024.117    42.465    82.452
       214    42.565     2.871     0.000     2.760    -7.030    21.282     0.020     9.924    31.316  2349.363  1024.117    42.565    82.770
       215    42.660     2.885     0.000     2.767    -7.037    21.330     0.020     9.923    31.316  2344.134  1024.118    42.660    83.082
       216    42.750     2.899     0.000     2.774    -7.044    21.375     0.020     9.922    31.316  2339.161  1024.118    42.750    83.389
       217    42.837     2.912     0.000     2.781    -7.051    21.419     0.020     9.922    31.316  2334.427  1024.118    42.837    83.692
       218    42.920     2.925     0.000     2.788    -7.057    21.460     0.020     9.921    31.316  2329.919  1024.118    42.920    83.990
