****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
        18     1.430     0.213     0.000     0.115    -2.519     1.000     0.020    10.164    33.844 69952.610  1026.045     1.430     0.742
        19     1.458     0.217     0.000     0.122    -2.527     1.000     0.020    10.171    33.791 68578.159  1026.003     1.458     0.797
        20     1.487     0.220     0.000     0.130    -2.535     1.000     0.020    10.178    33.740 67230.770  1025.962     1.487     0.854
        21     1.517     0.224     0.000     0.137    -2.543     1.000     0.020    10.185    33.689 65909.907  1025.921     1.517     0.913
        22     1.548     0.228     0.000     0.145    -2.551     1.000     0.020    10.192    33.639 64615.046  1025.881     1.548     0.974
        23     1.579     0.232     0.000     0.153    -2.560     1.000     0.020    10.198    33.590 63345.674  1025.842     1.579     1.036
        24     1.610     0.236     0.000     0.160    -2.568     1.000     0.020    10.204    33.543 62101.286  1025.804     1.610     1.101
        25     1.643     0.240     0.000     0.168    -2.577     1.000     0.020    10.211    33.496 60881.389  1025.766     1.643     1.167
        26     1.675     0.244     0.000     0.177    -2.586     1.000     0.020    10.216    33.450 59685.500  1025.730     1.675     1.236
        27     1.709     0.248     0.000     0.185    -2.596     1.000     0.020    10.222    33.405 58513.143  1025.694     1.709     1.307
        28     1.743     0.252     0.000     0.193    -2.605     1.000     0.020    10.228    33.361 57363.855  1025.658     1.743     1.380
        29     1.778     0.256     0.000     0.202    -2.615     1.000     0.020    10.233    33.318 56237.180  1025.624     1.778     1.455
        30     1.814     0.260     0.000     0.210    -2.624     1.000     0.020    10.239    33.276 55132.672  1025.590     1.814     1.532
        31     1.850     0.265     0.000     0.219    -2.634     1.000     0.020    10.244    33.234 54049.892  1025.557     1.850     1.611
        32     1.887     0.269     0.000     0.228    -2.645     1.000     0.020    10.249    33.193 52988.413  1025.524     1.887     1.693
        33     1.925     0.273     0.000     0.237    -2.655     1.000     0.020    10.254    33.154 51947.813  1025.493     1.925     1.778
        34     1.964     0.278     0.000     0.246    -2.666     1.000     0.020    10.259    33.115 50927.681  1025.461     1.964     1.864
        35     2.003     0.282     0.000     0.255    -2.676     1.001     0.020    10.263    33.076 49927.613  1025.431     2.003     1.954
        36     2.043     0.287     0.000     0.264    -2.687     1.022     0.020    10.268    33.039 48947.213  1025.401     2.043     2.045
        37     2.084     0.291     0.000     0.273    -2.699     1.042     0.020    10.272    33.002 47986.094  1025.372     2.084     2.139
        38     2.126     0.296     0.000     0.283    -2.710     1.063     0.020    10.276    32.966 47043.874  1025.343     2.126     2.236
        39     2.168     0.300     0.000     0.292    -2.721     1.084     0.020    10.280    32.931 46120.182  1025.315     2.168     2.335
        40     2.212     0.305     0.000     0.302    -2.733     1.106     0.020    10.284    32.897 45214.651  1025.287     2.212     2.436
        41     2.256     0.310     0.000     0.311    -2.745     1.128     0.020    10.288    32.863 44326.925  1025.261     2.256     2.540
        42     2.301     0.315     0.000     0.321    -2.757     1.151     0.020    10.291    32.830 43456.651  1025.234     2.301     2.647
        43     2.347     0.320     0.000     0.331    -2.770     1.174     0.020    10.295    32.797 42603.486  1025.208     2.347     2.756
        44     2.394     0.325     0.000     0.341    -2.782     1.197     0.020    10.298    32.765 41767.093  1025.183     2.394     2.868
        45     2.442     0.330     0.000     0.351    -2.795     1.221     0.020    10.301    32.734 40947.141  1025.158     2.442     2.983
        46     2.491     0.335     0.000     0.361    -2.808     1.246     0.020    10.304    32.704 40143.306  1025.134     2.491     3.100
        47     2.541     0.340     0.000     0.371    -2.821     1.270     0.020    10.307    32.674 39355.271  1025.110     2.541     3.221
        48     2.592     0.345     0.000     0.382    -2.835     1.296     0.020    10.310    32.645 38582.723  1025.087     2.592     3.343
        49     2.644     0.350     0.000     0.392    -2.848     1.322     0.020    10.313    32.616 37825.359  1025.064     2.644     3.469
        50     2.697     0.355     0.000     0.402    -2.862     1.348     0.020    10.315    32.588 37082.880  1025.042     2.697     3.598
        51     2.751     0.361     0.000     0.413    -2.876     1.375     0.020    10.318    32.560 36354.991  1025.020     2.751     3.729
        52     2.806     0.366     0.000     0.423    -2.890     1.403     0.020    10.320    32.533 35641.405  1024.999     2.806     3.863
        53     2.862     0.371     0.000     0.434    -2.905     1.431     0.020    10.322    32.507 34941.842  1024.978     2.862     4.001
        54     2.919     0.377     0.000     0.445    -2.920     1.460     0.020    10.324    32.481 34256.024  1024.957     2.919     4.141
        55     2.978     0.382     0.000     0.456    -2.934     1.489     0.020    10.326    32.456 33583.681  1024.937     2.978     4.284
        56     3.037     0.388     0.000     0.466    -2.950     1.519     0.020    10.328    32.431 32924.549  1024.918     3.037     4.430
        57     3.098     0.394     0.000     0.477    -2.965     1.549     0.020    10.330    32.407 32278.366  1024.899     3.098     4.580
        58     3.160     0.399     0.000     0.488    -2.980     1.580     0.020    10.332    32.383 31644.877  1024.880     3.160     4.732
        59     3.223     0.405     0.000     0.499    -2.996     1.612     0.020    10.333    32.360 31023.834  1024.862     3.223     4.888
        60     3.288     0.411     0.000     0.511    -3.012     1.644     0.020    10.335    32.337 30414.991  1024.844     3.288     5.046
        61     3.354     0.417     0.000     0.522    -3.028     1.677     0.020    10.336    32.315 29818.107  1024.826     3.354     5.208
        62     3.421     0.423     0.000     0.533    -3.045     1.710     0.020    10.337    32.293 29232.948  1024.809     3.421     5.373
        63     3.489     0.429     0.000     0.544    -3.062     1.745     0.020    10.338    32.271 28659.282  1024.792     3.489     5.542
        64     3.559     0.435     0.000     0.556    -3.078     1.780     0.020    10.339    32.250 28096.883  1024.775     3.559     5.714
        65     3.630     0.441     0.000     0.567    -3.096     1.815     0.020    10.340    32.230 27545.529  1024.759     3.630     5.889
        66     3.703     0.448     0.000     0.579    -3.113     1.852     0.020    10.341    32.210 27005.003  1024.743     3.703     6.067
        67     3.777     0.454     0.000     0.590    -3.130     1.889     0.020    10.342    32.190 26475.092  1024.728     3.777     6.249
        68     3.853     0.460     0.000     0.602    -3.148     1.926     0.020    10.342    32.170 25955.588  1024.713     3.853     6.434
        69     3.930     0.467     0.000     0.614    -3.166     1.965     0.020    10.343    32.151 25446.285  1024.698     3.930     6.623
        70     4.009     0.473     0.000     0.625    -3.185     2.004     0.020    10.343    32.133 24946.984  1024.683     4.009     6.816
        71     4.089     0.480     0.000     0.637    -3.203     2.044     0.020    10.344    32.114 24457.486  1024.669     4.089     7.012
        72     4.171     0.487     0.000     0.649    -3.222     2.085     0.020    10.344    32.096 23977.600  1024.655     4.171     7.211
        73     4.254     0.493     0.000     0.661    -3.241     2.127     0.020    10.344    32.079 23507.137  1024.641     4.254     7.414
        74     4.339     0.500     0.000     0.673    -3.260     2.170     0.020    10.344    32.062 23045.911  1024.628     4.339     7.621
        75     4.426     0.507     0.000     0.685    -3.280     2.213     0.020    10.344    32.045 22593.741  1024.615     4.426     7.832
        76     4.515     0.514     0.000     0.697    -3.299     2.257     0.020    10.344    32.028 22150.449  1024.602     4.515     8.046
        77     4.605     0.521     0.000     0.709    -3.319     2.302     0.020    10.344    32.012 21715.859  1024.589     4.605     8.265
        78     4.697     0.528     0.000     0.722    -3.339     2.349     0.020    10.343    31.996 21289.802  1024.577     4.697     8.487
        79     4.791     0.535     0.000     0.734    -3.360     2.396     0.020    10.343    31.980 20872.109  1024.565     4.791     8.713
        80     4.887     0.543     0.000     0.746    -3.381     2.443     0.020    10.343    31.965 20462.616  1024.553     4.887     8.943
        81     4.985     0.550     0.000     0.759    -3.402     2.492     0.020    10.342    31.950 20061.161  1024.542     4.985     9.177
        82     5.085     0.558     0.000     0.771    -3.423     2.542     0.020    10.341    31.935 19667.588  1024.530     5.085     9.415
        83     5.186     0.565     0.000     0.784    -3.444     2.593     0.020    10.341    31.921 19281.740  1024.519     5.186     9.657
        84     5.290     0.573     0.000     0.796    -3.466     2.645     0.020    10.340    31.907 18903.466  1024.508     5.290     9.903
        85     5.396     0.580     0.000     0.809    -3.488     2.698     0.020    10.339    31.893 18532.618  1024.498     5.396    10.154
        86     5.504     0.588     0.000     0.822    -3.510     2.752     0.020    10.338    31.879 18169.049  1024.487     5.504    10.408
        87     5.614     0.596     0.000     0.834    -3.533     2.807     0.020    10.337    31.866 17812.616  1024.477     5.614    10.667
        88     5.726     0.604     0.000     0.847    -3.555     2.863     0.020    10.336    31.853 17463.179  1024.467     5.726    10.931
        89     5.841     0.612     0.000     0.860    -3.579     2.920     0.020    10.335    31.840 17120.601  1024.457     5.841    11.199
        90     5.958     0.620     0.000     0.873    -3.602     2.979     0.020    10.333    31.828 16784.747  1024.448     5.958    11.471
        91     6.077     0.629     0.000     0.886    -3.625     3.039     0.020    10.332    31.815 16455.484  1024.438     6.077    11.748
        92     6.199     0.637     0.000     0.899    -3.649     3.099     0.020    10.331    31.803 16132.684  1024.429     6.199    12.029
        93     6.323     0.645     0.000     0.913    -3.673     3.161     0.020    10.329    31.791 15816.218  1024.420     6.323    12.315
        94     6.449     0.654     0.000     0.926    -3.698     3.225     0.020    10.327    31.780 15505.964  1024.412     6.449    12.606
        95     6.578     0.663     0.000     0.939    -3.722     3.289     0.020    10.326    31.769 15201.799  1024.403     6.578    12.901
        96     6.710     0.671     0.000     0.953    -3.747     3.355     0.020    10.324    31.757 14903.602  1024.395     6.710    13.202
        97     6.844     0.680     0.000     0.966    -3.772     3.422     0.020    10.322    31.746 14611.258  1024.387     6.844    13.507
        98     6.981     0.689     0.000     0.980    -3.798     3.490     0.020    10.320    31.736 14324.651  1024.379     6.981    13.817
        99     7.121     0.698     0.000     0.993    -3.823     3.560     0.020    10.318    31.725 14043.668  1024.371     7.121    14.133
       100     7.263     0.708     0.000     1.007    -3.850     3.632     0.020    10.316    31.715 13768.199  1024.363     7.263    14.453
       101     7.408     0.717     0.000     1.021    -3.876     3.704     0.020    10.314    31.705 13498.136  1024.356     7.408    14.779
       102     7.557     0.726     0.000     1.034    -3.902     3.778     0.020    10.312    31.695 13233.372  1024.348     7.557    15.110
       103     7.708     0.736     0.000     1.048    -3.929     3.854     0.020    10.309    31.685 12973.804  1024.341     7.708    15.446
       104     7.862     0.746     0.000     1.062    -3.956     3.931     0.020    10.307    31.676 12719.329  1024.334     7.862    15.788
       105     8.019     0.756     0.000     1.076    -3.984     4.010     0.020    10.304    31.666 12469.847  1024.327     8.019    16.135
       106     8.180     0.765     0.000     1.091    -4.012     4.090     0.020    10.302    31.657 12225.260  1024.321     8.180    16.487
       107     8.343     0.776     0.000     1.105    -4.040     4.172     0.020    10.299    31.648 11985.473  1024.314     8.343    16.846
       108     8.510     0.786     0.000     1.119    -4.068     4.255     0.020    10.296    31.639 11750.390  1024.308     8.510    17.210
       109     8.681     0.796     0.000     1.134    -4.097     4.340     0.020    10.294    31.631 11519.920  1024.301     8.681    17.580
       110     8.854     0.807     0.000     1.148    -4.126     4.427     0.020    10.291    31.622 11293.973  1024.295     8.854    17.956
       111     9.031     0.817     0.000     1.163    -4.155     4.516     0.020    10.288    31.614 11072.458  1024.289     9.031    18.337
       112     9.212     0.828     0.000     1.177    -4.184     4.606     0.020    10.285    31.606 10855.289  1024.284     9.212    18.725
       113     9.396     0.839     0.000     1.192    -4.214     4.698     0.020    10.282    31.598 10642.382  1024.278     9.396    19.119
       114     9.584     0.850     0.000     1.207    -4.244     4.792     0.020    10.278    31.590 10433.651  1024.272     9.584    19.520
       115     9.776     0.861     0.000     1.222    -4.275     4.888     0.020    10.275    31.583 10229.016  1024.267     9.776    19.926
       116     9.972     0.872     0.000     1.237    -4.305     4.986     0.020    10.272    31.575 10028.395  1024.262     9.972    20.340
       117    10.171     0.884     0.000     1.252    -4.337     5.086     0.020    10.269    31.568  9831.710  1024.257    10.171    20.759
       118    10.375     0.895     0.000     1.268    -4.368     5.187     0.020    10.265    31.561  9638.884  1024.252    10.375    21.186
       119    10.582     0.907     0.000     1.283    -4.400     5.291     0.020    10.261    31.553  9449.841  1024.247    10.582    21.619
       120    10.794     0.919     0.000     1.299    -4.432     5.397     0.020    10.258    31.547  9264.507  1024.242    10.794    22.059
       121    11.010     0.931     0.000     1.314    -4.464     5.505     0.020    10.254    31.540  9082.809  1024.237    11.010    22.506
       122    11.230     0.943     0.000     1.330    -4.497     5.615     0.020    10.250    31.533  8904.675  1024.233    11.230    22.961
       123    11.455     0.956     0.000     1.346    -4.530     5.727     0.020    10.246    31.527  8730.036  1024.228    11.455    23.422
       124    11.684     0.968     0.000     1.362    -4.563     5.842     0.020    10.243    31.520  8558.822  1024.224    11.684    23.891
       125    11.918     0.981     0.000     1.378    -4.596     5.959     0.020    10.239    31.514  8390.968  1024.220    11.918    24.367
       126    12.156     0.994     0.000     1.394    -4.630     6.078     0.020    10.234    31.508  8226.406  1024.216    12.156    24.851
       127    12.399     1.007     0.000     1.411    -4.665     6.200     0.020    10.230    31.502  8065.073  1024.212    12.399    25.343
       128    12.647     1.021     0.000     1.427    -4.699     6.324     0.020    10.226    31.496  7906.904  1024.208    12.647    25.842
       129    12.900     1.034     0.000     1.444    -4.734     6.450     0.020    10.222    31.490  7751.838  1024.204    12.900    26.349
       130    13.158     1.048     0.000     1.461    -4.770     6.579     0.020    10.217    31.484  7599.814  1024.200    13.158    26.865
       131    13.421     1.062     0.000     1.478    -4.805     6.711     0.020    10.213    31.479  7450.772  1024.197    13.421    27.389
       132    13.690     1.076     0.000     1.495    -4.841     6.845     0.020    10.208    31.473  7304.653  1024.193    13.690    27.921
       133    13.964     1.090     0.000     1.512    -4.877     6.982     0.020    10.204    31.468  7161.401  1024.190    13.964    28.462
       134    14.243     1.105     0.000     1.529    -4.914     7.122     0.020    10.199    31.463  7020.958  1024.186    14.243    29.011
       135    14.528     1.120     0.000     1.547    -4.951     7.264     0.020    10.194    31.457  6883.271  1024.183    14.528    29.569
       136    14.819     1.135     0.000     1.564    -4.988     7.409     0.020    10.189    31.452  6748.284  1024.180    14.819    30.137
       137    15.115     1.150     0.000     1.582    -5.026     7.557     0.020    10.184    31.447  6615.945  1024.177    15.115    30.713
       138    15.417     1.165     0.000     1.600    -5.064     7.709     0.020    10.179    31.443  6486.202  1024.174    15.417    31.299
       139    15.726     1.181     0.000     1.618    -5.102     7.863     0.020    10.174    31.438  6359.004  1024.171    15.726    31.894
       140    16.040     1.197     0.000     1.637    -5.141     8.020     0.020    10.169    31.433  6234.301  1024.168    16.040    32.499
       141    16.361     1.213     0.000     1.655    -5.180     8.181     0.020    10.164    31.429  6112.044  1024.166    16.361    33.114
       142    16.688     1.230     0.000     1.674    -5.219     8.344     0.020    10.159    31.424  5992.184  1024.163    16.688    33.738
       143    17.022     1.246     0.000     1.693    -5.259     8.511     0.020    10.153    31.420  5874.676  1024.161    17.022    34.373
       144    17.363     1.263     0.000     1.712    -5.299     8.681     0.020    10.148    31.415  5759.473  1024.158    17.363    35.019
       145    17.710     1.281     0.000     1.731    -5.339     8.855     0.020    10.142    31.411  5646.529  1024.156    17.710    35.675
       146    18.064     1.298     0.000     1.750    -5.380     9.032     0.020    10.137    31.407  5535.800  1024.154    18.064    36.341
       147    18.426     1.316     0.000     1.770    -5.421     9.213     0.020    10.131    31.403  5427.243  1024.151    18.426    37.019
       148    18.794     1.334     0.000     1.790    -5.463     9.397     0.020    10.125    31.399  5320.816  1024.149    18.794    37.708
       149    19.170     1.352     0.000     1.810    -5.505     9.585     0.020    10.119    31.395  5216.475  1024.147    19.170    38.408
       150    19.553     1.371     0.000     1.830    -5.547     9.777     0.020    10.113    31.391  5114.182  1024.145    19.553    39.120
       151    19.945     1.390     0.000     1.850    -5.589     9.972     0.020    10.107    31.388  5013.894  1024.143    19.945    39.844
       152    20.344     1.410     0.000     1.871    -5.632    10.172     0.020    10.101    31.384  4915.573  1024.141    20.344    40.579
       153    20.750     1.429     0.000     1.892    -5.675    10.375     0.020    10.095    31.380  4819.181  1024.140    20.750    41.328
       154    21.165     1.449     0.000     1.913    -5.719    10.583     0.020    10.089    31.377  4724.680  1024.138    21.165    42.088
       155    21.589     1.470     0.000     1.935    -5.763    10.794     0.020    10.083    31.373  4632.031  1024.136    21.589    42.862
       156    22.021     1.490     0.000     1.956    -5.807    11.010     0.020    10.076    31.370  4541.200  1024.135    22.021    43.648
       157    22.461     1.511     0.000     1.978    -5.852    11.231     0.020    10.070    31.367  4452.150  1024.133    22.461    44.448
       158    22.910     1.533     0.000     2.000    -5.897    11.455     0.020    10.063    31.363  4364.847  1024.132    22.910    45.262
       159    23.369     1.555     0.000     2.023    -5.942    11.684     0.020    10.057    31.360  4279.256  1024.130    23.369    46.089
       160    23.836     1.577     0.000     2.045    -5.987    11.918     0.020    10.050    31.357  4195.343  1024.129    23.836    46.931
       161    24.313     1.600     0.000     2.068    -6.033    12.156     0.020    10.043    31.354  4113.077  1024.128    24.313    47.787
       162    24.799     1.623     0.000     2.091    -6.080    12.399     0.020    10.036    31.351  4032.423  1024.126    24.799    48.657
       163    25.295     1.646     0.000     2.115    -6.126    12.647     0.020    10.029    31.348  3953.352  1024.125    25.295    49.543
       164    25.801     1.671     0.000     2.139    -6.173    12.900     0.020    10.023    31.345  3875.832  1024.124    25.801    50.445
       165    26.317     1.696     0.000     2.163    -6.220    13.158     0.020    10.016    31.343  3799.832  1024.124    26.317    51.362
       166    26.843     1.723     0.000     2.187    -6.267    13.422     0.020    10.009    31.341  3725.323  1024.123    26.843    52.294
       167    27.380     1.750     0.000     2.212    -6.314    13.690     0.020    10.003    31.339  3652.276  1024.122    27.380    53.242
       168    27.928     1.779     0.000     2.237    -6.361    13.964     0.020     9.996    31.337  3580.661  1024.122    27.928    54.207
       169    28.486     1.809     0.000     2.262    -6.409    14.243     0.020     9.990    31.335  3510.451  1024.122    28.486    55.189
       170    29.056     1.841     0.000     2.288    -6.456    14.528     0.020     9.983    31.334  3441.619  1024.122    29.056    56.188
---------------------------- Plume traps -----------------------------
       171    29.637     1.873     0.000     2.314    -6.503    14.819     0.020     9.977    31.332  3374.136  1024.122    29.637    57.206
       172    30.230     1.908     0.000     2.340    -6.550    15.115     0.020     9.970    31.331  3307.977  1024.122    30.230    58.242
       173    30.793     1.942     0.000     2.365    -6.593    15.397     0.020     9.964    31.330  3247.482  1024.122    30.793    59.226
       174    31.317     1.976     0.000     2.388    -6.633    15.659     0.020     9.959    31.330  3193.117  1024.123    31.317    60.134
       175    31.803     2.008     0.000     2.409    -6.668    15.902     0.020     9.954    31.329  3144.354  1024.123    31.803    60.970
       176    32.257     2.038     0.000     2.429    -6.701    16.128     0.020     9.950    31.329  3100.149  1024.123    32.257    61.747
       177    32.683     2.068     0.000     2.447    -6.731    16.341     0.020     9.946    31.329  3059.696  1024.124    32.683    62.474
       178    33.087     2.096     0.000     2.464    -6.758    16.544     0.020     9.942    31.329  3022.334  1024.124    33.087    63.161
       179    33.472     2.123     0.000     2.480    -6.784    16.736     0.020     9.938    31.329  2987.591  1024.125    33.472    63.812
       180    33.840     2.150     0.000     2.496    -6.808    16.920     0.020     9.935    31.328  2955.096  1024.126    33.840    64.434
       181    34.193     2.176     0.000     2.510    -6.830    17.097     0.020     9.932    31.329  2924.565  1024.126    34.193    65.028
       182    34.533     2.201     0.000     2.525    -6.852    17.267     0.020     9.929    31.329  2895.765  1024.127    34.533    65.598
       183    34.861     2.226     0.000     2.538    -6.872    17.431     0.020     9.926    31.329  2868.505  1024.127    34.861    66.145
       184    35.179     2.250     0.000     2.551    -6.891    17.589     0.020     9.923    31.329  2842.624  1024.128    35.179    66.673
       185    35.486     2.274     0.000     2.564    -6.909    17.743     0.020     9.920    31.329  2817.986  1024.128    35.486    67.182
       186    35.785     2.298     0.000     2.576    -6.926    17.892     0.020     9.918    31.329  2794.474  1024.129    35.785    67.674
       187    36.075     2.321     0.000     2.587    -6.942    18.038     0.020     9.915    31.329  2771.986  1024.129    36.075    68.150
       188    36.358     2.344     0.000     2.599    -6.958    18.179     0.020     9.913    31.329  2750.434  1024.130    36.358    68.611
       189    36.634     2.366     0.000     2.610    -6.973    18.317     0.020     9.911    31.330  2729.740  1024.130    36.634    69.059
       190    36.903     2.388     0.000     2.620    -6.987    18.451     0.020     9.908    31.330  2709.834  1024.131    36.903    69.494
       191    37.166     2.410     0.000     2.631    -7.000    18.583     0.020     9.906    31.330  2690.656  1024.131    37.166    69.916
------------------------- merging happened ---------------------------
       192    37.419     2.431     0.000     2.641    -7.013    18.709     0.020     9.904    31.330  2672.468  1024.132    37.419    70.327
       193    37.658     2.452     0.000     2.651    -7.026    18.829     0.020     9.902    31.331  2655.494  1024.132    37.658    70.731
       194    37.887     2.472     0.000     2.660    -7.038    18.943     0.020     9.901    31.331  2639.451  1024.133    37.887    71.129
       195    38.105     2.491     0.000     2.670    -7.050    19.052     0.020     9.899    31.331  2624.351  1024.133    38.105    71.523
       196    38.313     2.510     0.000     2.679    -7.061    19.157     0.020     9.897    31.331  2610.066  1024.134    38.313    71.913
       197    38.512     2.529     0.000     2.689    -7.073    19.256     0.020     9.896    31.331  2596.589  1024.134    38.512    72.298
       198    38.702     2.547     0.000     2.698    -7.083    19.351     0.020     9.894    31.332  2583.848  1024.135    38.702    72.678
       199    38.883     2.565     0.000     2.707    -7.094    19.442     0.020     9.893    31.332  2571.815  1024.135    38.883    73.053
       200    39.056     2.583     0.000     2.716    -7.104    19.528     0.020     9.892    31.332  2560.438  1024.135    39.056    73.423
       201    39.221     2.600     0.000     2.725    -7.114    19.610     0.020     9.890    31.332  2549.685  1024.136    39.221    73.787
       202    39.378     2.617     0.000     2.733    -7.124    19.689     0.020     9.889    31.333  2539.513  1024.136    39.378    74.147
       203    39.527     2.633     0.000     2.742    -7.134    19.764     0.020     9.888    31.333  2529.888  1024.136    39.527    74.501
       204    39.670     2.649     0.000     2.750    -7.143    19.835     0.020     9.887    31.333  2520.778  1024.137    39.670    74.850
       205    39.807     2.665     0.000     2.759    -7.152    19.903     0.020     9.886    31.333  2512.150  1024.137    39.807    75.195
       206    39.937     2.680     0.000     2.767    -7.160    19.968     0.020     9.885    31.333  2503.974  1024.137    39.937    75.534
       207    40.061     2.695     0.000     2.775    -7.169    20.030     0.020     9.884    31.334  2496.224  1024.138    40.061    75.867
       208    40.179     2.710     0.000     2.783    -7.177    20.089     0.020     9.883    31.334  2488.873  1024.138    40.179    76.196
       209    40.292     2.724     0.000     2.791    -7.185    20.146     0.020     9.883    31.334  2481.896  1024.138    40.292    76.520
       210    40.400     2.739     0.000     2.798    -7.192    20.200     0.020     9.882    31.334  2475.270  1024.138    40.400    76.839
       211    40.503     2.753     0.000     2.806    -7.200    20.251     0.020     9.881    31.334  2468.975  1024.139    40.503    77.154
       212    40.601     2.766     0.000     2.813    -7.207    20.301     0.020     9.880    31.334  2462.990  1024.139    40.601    77.463
       213    40.695     2.780     0.000     2.821    -7.214    20.348     0.020     9.880    31.335  2457.296  1024.139    40.695    77.768
       214    40.785     2.793     0.000     2.828    -7.221    20.393     0.020     9.879    31.335  2451.876  1024.139    40.785    78.068
       215    40.871     2.806     0.000     2.835    -7.228    20.436     0.020     9.878    31.335  2446.713  1024.140    40.871    78.364
       216    40.954     2.818     0.000     2.842    -7.234    20.477     0.020     9.878    31.335  2441.793  1024.140    40.954    78.655
       217    41.032     2.831     0.000     2.849    -7.240    20.516     0.020     9.877    31.335  2437.100  1024.140    41.032    78.942
       218    41.108     2.843     0.000     2.856    -7.246    20.554     0.020     9.877    31.335  2432.622  1024.140    41.108    79.225
