****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.30     15.00    -45.00     90.00      1.00      0.00     20.70    207.00      2.40      0.01     35.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth    CL-Dil  Amb-Curr    P-Temp     P-Sal    P-Con.     P-Den   Net-Dil      Time
      Step (FluxAvg)       (m)       (m)       (m)       (m)        ()     (m/s)       (C)     (psu)    (mg/L)   (kg/m3)        ()       (s)
         1     1.020     0.237     0.000     0.009    -2.409     1.000     0.020    10.011    34.924 98033.401  1026.913     1.020     0.109
         2     1.029     0.237     0.000     0.012    -2.413     1.000     0.020    10.016    34.891 97177.907  1026.887     1.029     0.154
         3     1.038     0.238     0.000     0.016    -2.417     1.000     0.020    10.021    34.858 96305.154  1026.860     1.038     0.202
         4     1.048     0.239     0.000     0.020    -2.421     1.000     0.020    10.026    34.824 95415.655  1026.832     1.048     0.250
         5     1.058     0.241     0.000     0.024    -2.425     1.000     0.020    10.031    34.789 94516.287  1026.805     1.058     0.299
         6     1.068     0.242     0.000     0.028    -2.430     1.000     0.020    10.036    34.754 93608.082  1026.776     1.068     0.349
         7     1.079     0.243     0.000     0.032    -2.434     1.000     0.020    10.041    34.719 92691.306  1026.748     1.079     0.401
         8     1.090     0.244     0.000     0.036    -2.439     1.000     0.020    10.046    34.683 91765.901  1026.719     1.090     0.453
         9     1.101     0.245     0.000     0.040    -2.443     1.000     0.020    10.051    34.647 90831.751  1026.691     1.101     0.507
        10     1.112     0.246     0.000     0.044    -2.448     1.000     0.020    10.056    34.611 89888.720  1026.661     1.112     0.562
        11     1.124     0.248     0.000     0.048    -2.453     1.000     0.020    10.061    34.574 88936.667  1026.632     1.124     0.618
        12     1.137     0.249     0.000     0.053    -2.458     1.000     0.020    10.066    34.537 87975.451  1026.602     1.137     0.675
        13     1.149     0.250     0.000     0.057    -2.464     1.000     0.020    10.072    34.500 87004.928  1026.572     1.149     0.734
        14     1.162     0.252     0.000     0.061    -2.469     1.000     0.020    10.077    34.462 86024.956  1026.542     1.162     0.794
        15     1.176     0.253     0.000     0.066    -2.475     1.000     0.020    10.082    34.424 85035.392  1026.511     1.176     0.856
        16     1.190     0.255     0.000     0.070    -2.481     1.000     0.020    10.088    34.386 84036.093  1026.481     1.190     0.919
        17     1.204     0.256     0.000     0.075    -2.487     1.000     0.020    10.093    34.347 83026.915  1026.449     1.204     0.985
        18     1.219     0.258     0.000     0.080    -2.493     1.000     0.020    10.099    34.308 82007.715  1026.418     1.219     1.051
        19     1.235     0.260     0.000     0.085    -2.499     1.000     0.020    10.104    34.268 80978.349  1026.386     1.235     1.120
        20     1.251     0.261     0.000     0.090    -2.506     1.000     0.020    10.110    34.228 79938.672  1026.354     1.251     1.190
        21     1.268     0.263     0.000     0.095    -2.513     1.000     0.020    10.115    34.188 78888.540  1026.322     1.268     1.263
        22     1.285     0.265     0.000     0.100    -2.520     1.000     0.020    10.121    34.147 77827.809  1026.289     1.285     1.337
        23     1.303     0.267     0.000     0.105    -2.527     1.000     0.020    10.126    34.106 76756.334  1026.256     1.303     1.414
        24     1.321     0.269     0.000     0.110    -2.535     1.000     0.020    10.132    34.065 75673.969  1026.223     1.321     1.493
        25     1.341     0.271     0.000     0.115    -2.542     1.000     0.020    10.138    34.023 74580.568  1026.189     1.341     1.574
        26     1.361     0.273     0.000     0.121    -2.550     1.000     0.020    10.143    33.980 73475.984  1026.155     1.361     1.658
        27     1.382     0.275     0.000     0.127    -2.559     1.000     0.020    10.149    33.937 72360.071  1026.121     1.382     1.745
        28     1.404     0.277     0.000     0.132    -2.568     1.000     0.020    10.155    33.894 71232.678  1026.086     1.404     1.835
        29     1.427     0.279     0.000     0.138    -2.577     1.000     0.020    10.161    33.850 70093.657  1026.051     1.427     1.927
        30     1.450     0.282     0.000     0.144    -2.586     1.000     0.020    10.167    33.806 68942.856  1026.016     1.450     2.023
        31     1.475     0.284     0.000     0.150    -2.596     1.000     0.020    10.172    33.762 67780.121  1025.980     1.475     2.122
        32     1.501     0.287     0.000     0.157    -2.606     1.000     0.020    10.178    33.717 66605.297  1025.944     1.501     2.225
        33     1.529     0.290     0.000     0.163    -2.616     1.000     0.020    10.184    33.671 65418.226  1025.907     1.529     2.332
        34     1.557     0.293     0.000     0.170    -2.627     1.000     0.020    10.190    33.625 64218.744  1025.871     1.557     2.442
        35     1.587     0.296     0.000     0.177    -2.639     1.000     0.020    10.196    33.579 63006.686  1025.833     1.587     2.557
        36     1.619     0.299     0.000     0.184    -2.651     1.000     0.020    10.202    33.532 61781.880  1025.796     1.619     2.677
        37     1.651     0.302     0.000     0.191    -2.663     1.000     0.020    10.207    33.486 60568.278  1025.759     1.651     2.799
        38     1.684     0.305     0.000     0.198    -2.675     1.000     0.020    10.213    33.440 59378.559  1025.722     1.684     2.923
        39     1.718     0.308     0.000     0.205    -2.688     1.000     0.020    10.219    33.395 58212.251  1025.687     1.718     3.047
        40     1.752     0.312     0.000     0.212    -2.700     1.000     0.020    10.224    33.352 57068.893  1025.652     1.752     3.174
        41     1.787     0.315     0.000     0.219    -2.713     1.000     0.020    10.229    33.309 55948.030  1025.618     1.787     3.301
        42     1.823     0.319     0.000     0.226    -2.726     1.000     0.020    10.234    33.267 54849.219  1025.584     1.823     3.430
        43     1.860     0.322     0.000     0.233    -2.739     1.000     0.020    10.239    33.226 53772.025  1025.551     1.860     3.560
        44     1.897     0.326     0.000     0.239    -2.752     1.000     0.020    10.243    33.186 52716.020  1025.519     1.897     3.692
        45     1.935     0.329     0.000     0.246    -2.766     1.000     0.020    10.248    33.146 51680.788  1025.488     1.935     3.825
        46     1.974     0.333     0.000     0.253    -2.779     1.000     0.020    10.252    33.108 50665.917  1025.457     1.974     3.959
        47     2.013     0.337     0.000     0.260    -2.793     1.007     0.020    10.256    33.070 49671.006  1025.427     2.013     4.096
        48     2.054     0.341     0.000     0.267    -2.807     1.027     0.020    10.260    33.033 48695.662  1025.397     2.054     4.233
        49     2.095     0.344     0.000     0.274    -2.821     1.047     0.020    10.264    32.996 47739.498  1025.368     2.095     4.373
