****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.30     15.00    -45.00     90.00      1.00      0.00     20.70    207.00      2.00      0.01     35.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth    CL-Dil  Amb-Curr    P-Temp     P-Sal    P-Con.     P-Den   Net-Dil      Time
      Step (FluxAvg)       (m)       (m)       (m)       (m)        ()     (m/s)       (C)     (psu)    (mg/L)   (kg/m3)        ()       (s)
         1     1.020     0.237     0.000     0.009    -2.009     1.000     0.020    10.013    34.924 98033.309  1026.912     1.020     0.109
         2     1.029     0.237     0.000     0.012    -2.013     1.000     0.020    10.019    34.891 97192.113  1026.886     1.029     0.154
         3     1.038     0.238     0.000     0.016    -2.017     1.000     0.020    10.024    34.858 96335.607  1026.859     1.038     0.200
         4     1.048     0.239     0.000     0.020    -2.021     1.000     0.020    10.030    34.824 95461.381  1026.832     1.048     0.247
         5     1.057     0.240     0.000     0.024    -2.025     1.000     0.020    10.036    34.789 94577.036  1026.804     1.057     0.296
         6     1.067     0.241     0.000     0.027    -2.029     1.000     0.020    10.042    34.754 93683.644  1026.776     1.067     0.345
         7     1.078     0.243     0.000     0.031    -2.034     1.000     0.020    10.048    34.719 92781.506  1026.747     1.078     0.396
         8     1.088     0.244     0.000     0.035    -2.038     1.000     0.020    10.054    34.684 91870.568  1026.719     1.088     0.447
         9     1.099     0.245     0.000     0.039    -2.043     1.000     0.020    10.060    34.648 90950.712  1026.690     1.099     0.500
        10     1.111     0.246     0.000     0.043    -2.048     1.000     0.020    10.066    34.612 90021.798  1026.661     1.111     0.554
        11     1.123     0.247     0.000     0.048    -2.053     1.000     0.020    10.072    34.576 89083.683  1026.631     1.123     0.609
        12     1.135     0.249     0.000     0.052    -2.058     1.000     0.020    10.078    34.539 88136.222  1026.601     1.135     0.665
        13     1.147     0.250     0.000     0.056    -2.063     1.000     0.020    10.084    34.502 87179.267  1026.571     1.147     0.723
        14     1.160     0.251     0.000     0.060    -2.068     1.000     0.020    10.091    34.464 86212.674  1026.541     1.160     0.782
        15     1.173     0.253     0.000     0.065    -2.074     1.000     0.020    10.097    34.426 85236.295  1026.510     1.173     0.843
        16     1.187     0.254     0.000     0.069    -2.079     1.000     0.020    10.103    34.388 84249.983  1026.479     1.187     0.905
        17     1.201     0.256     0.000     0.074    -2.085     1.000     0.020    10.110    34.349 83253.590  1026.448     1.201     0.969
        18     1.216     0.257     0.000     0.079    -2.091     1.000     0.020    10.116    34.310 82246.970  1026.417     1.216     1.034
        19     1.231     0.259     0.000     0.083    -2.098     1.000     0.020    10.123    34.271 81229.975  1026.385     1.231     1.101
        20     1.247     0.260     0.000     0.088    -2.104     1.000     0.020    10.129    34.231 80202.456  1026.353     1.247     1.170
        21     1.263     0.262     0.000     0.093    -2.111     1.000     0.020    10.136    34.190 79164.266  1026.320     1.263     1.242
        22     1.280     0.264     0.000     0.098    -2.118     1.000     0.020    10.143    34.150 78115.255  1026.287     1.280     1.315
        23     1.298     0.266     0.000     0.103    -2.125     1.000     0.020    10.149    34.109 77055.274  1026.254     1.298     1.390
        24     1.316     0.268     0.000     0.108    -2.133     1.000     0.020    10.156    34.067 75984.174  1026.220     1.316     1.467
        25     1.335     0.270     0.000     0.114    -2.140     1.000     0.020    10.163    34.025 74901.806  1026.187     1.335     1.547
        26     1.355     0.272     0.000     0.119    -2.148     1.000     0.020    10.170    33.983 73808.018  1026.152     1.355     1.629
        27     1.375     0.274     0.000     0.125    -2.156     1.000     0.020    10.176    33.940 72702.659  1026.118     1.375     1.714
        28     1.397     0.276     0.000     0.130    -2.165     1.000     0.020    10.183    33.896 71585.577  1026.083     1.397     1.802
        29     1.419     0.278     0.000     0.136    -2.174     1.000     0.020    10.190    33.853 70456.619  1026.048     1.419     1.893
        30     1.443     0.280     0.000     0.142    -2.183     1.000     0.020    10.197    33.808 69315.630  1026.012     1.443     1.987
        31     1.467     0.283     0.000     0.148    -2.193     1.000     0.020    10.204    33.764 68162.454  1025.976     1.467     2.084
        32     1.493     0.286     0.000     0.154    -2.203     1.000     0.020    10.211    33.719 66996.932  1025.940     1.493     2.184
        33     1.519     0.288     0.000     0.161    -2.213     1.000     0.020    10.218    33.673 65818.903  1025.903     1.519     2.289
        34     1.547     0.291     0.000     0.167    -2.224     1.000     0.020    10.226    33.627 64628.203  1025.866     1.547     2.397
        35     1.577     0.294     0.000     0.174    -2.235     1.000     0.020    10.233    33.580 63424.664  1025.828     1.577     2.509
        36     1.608     0.297     0.000     0.181    -2.247     1.000     0.020    10.240    33.533 62208.113  1025.790     1.608     2.626
        37     1.640     0.300     0.000     0.188    -2.259     1.000     0.020    10.247    33.486 60986.087  1025.752     1.640     2.748
        38     1.673     0.303     0.000     0.195    -2.271     1.000     0.020    10.254    33.440 59788.112  1025.715     1.673     2.870
        39     1.706     0.307     0.000     0.202    -2.283     1.000     0.020    10.261    33.394 58613.712  1025.679     1.706     2.993
        40     1.740     0.310     0.000     0.208    -2.296     1.000     0.020    10.267    33.350 57462.422  1025.643     1.740     3.118
        41     1.775     0.313     0.000     0.215    -2.309     1.000     0.020    10.274    33.306 56333.786  1025.608     1.775     3.244
        42     1.811     0.317     0.000     0.222    -2.322     1.000     0.020    10.280    33.264 55227.357  1025.574     1.811     3.372
        43     1.847     0.320     0.000     0.229    -2.335     1.000     0.020    10.286    33.222 54142.696  1025.540     1.847     3.501
        44     1.884     0.324     0.000     0.236    -2.348     1.000     0.020    10.292    33.181 53079.373  1025.507     1.884     3.631
        45     1.922     0.327     0.000     0.243    -2.361     1.000     0.020    10.297    33.141 52036.967  1025.475     1.922     3.763
        46     1.960     0.331     0.000     0.250    -2.375     1.000     0.020    10.303    33.101 51015.066  1025.444     1.960     3.896
        47     1.999     0.335     0.000     0.257    -2.388     1.000     0.020    10.308    33.063 50013.264  1025.413     1.999     4.031
        48     2.040     0.338     0.000     0.264    -2.402     1.020     0.020    10.313    33.025 49031.166  1025.383     2.040     4.167
        49     2.080     0.342     0.000     0.271    -2.416     1.040     0.020    10.318    32.988 48068.382  1025.353     2.080     4.305
        50     2.122     0.346     0.000     0.277    -2.430     1.061     0.020    10.323    32.952 47124.532  1025.324     2.122     4.445
        51     2.165     0.350     0.000     0.284    -2.444     1.082     0.020    10.327    32.916 46199.243  1025.295     2.165     4.586
        52     2.208     0.354     0.000     0.291    -2.459     1.104     0.020    10.332    32.882 45292.147  1025.268     2.208     4.729
        53     2.252     0.358     0.000     0.298    -2.474     1.126     0.020    10.336    32.848 44402.887  1025.240     2.252     4.874
        54     2.297     0.362     0.000     0.305    -2.488     1.149     0.020    10.340    32.814 43531.110  1025.214     2.297     5.020
        55     2.343     0.366     0.000     0.312    -2.503     1.172     0.020    10.344    32.781 42676.473  1025.188     2.343     5.169
        56     2.390     0.370     0.000     0.319    -2.518     1.195     0.020    10.348    32.749 41838.637  1025.162     2.390     5.319
        57     2.438     0.375     0.000     0.326    -2.534     1.219     0.020    10.351    32.718 41017.271  1025.137     2.438     5.471
        58     2.487     0.379     0.000     0.333    -2.549     1.243     0.020    10.355    32.687 40212.051  1025.113     2.487     5.625
        59     2.537     0.383     0.000     0.340    -2.565     1.268     0.020    10.358    32.657 39422.657  1025.089     2.537     5.781
        60     2.587     0.388     0.000     0.347    -2.580     1.294     0.020    10.361    32.628 38648.780  1025.065     2.587     5.939
        61     2.639     0.392     0.000     0.354    -2.596     1.320     0.020    10.364    32.599 37890.112  1025.042     2.639     6.100
        62     2.692     0.397     0.000     0.361    -2.613     1.346     0.020    10.367    32.571 37146.355  1025.020     2.692     6.262
        63     2.746     0.402     0.000     0.368    -2.629     1.373     0.020    10.370    32.543 36417.214  1024.998     2.746     6.426
        64     2.801     0.406     0.000     0.375    -2.645     1.400     0.020    10.372    32.516 35702.401  1024.976     2.801     6.593
