****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       115     5.253     0.601     0.000     0.466    -3.342     2.626     0.020    10.381    31.900 19037.001  1024.496     5.253    14.623
       116     5.358     0.609     0.000     0.473    -3.366     2.679     0.020    10.380    31.886 18663.536  1024.485     5.358    14.891
       117     5.465     0.616     0.000     0.480    -3.390     2.733     0.020    10.379    31.873 18297.401  1024.475     5.465    15.162
       118     5.575     0.624     0.000     0.486    -3.414     2.787     0.020    10.378    31.860 17938.452  1024.465     5.575    15.436
       119     5.686     0.631     0.000     0.493    -3.438     2.843     0.020    10.376    31.847 17586.549  1024.455     5.686    15.715
       120     5.800     0.639     0.000     0.500    -3.463     2.900     0.020    10.375    31.834 17241.553  1024.446     5.800    15.998
       121     5.916     0.647     0.000     0.507    -3.487     2.958     0.020    10.373    31.822 16903.329  1024.436     5.916    16.286
       122     6.034     0.655     0.000     0.514    -3.512     3.017     0.020    10.372    31.809 16571.742  1024.427     6.034    16.577
       123     6.155     0.663     0.000     0.522    -3.538     3.078     0.020    10.370    31.797 16246.663  1024.418     6.155    16.873
       124     6.278     0.671     0.000     0.529    -3.563     3.139     0.020    10.368    31.786 15927.964  1024.409     6.278    17.173
       125     6.404     0.679     0.000     0.536    -3.589     3.202     0.020    10.366    31.774 15615.520  1024.401     6.404    17.477
       126     6.532     0.688     0.000     0.544    -3.615     3.266     0.020    10.365    31.763 15309.207  1024.392     6.532    17.786
       127     6.663     0.696     0.000     0.551    -3.641     3.331     0.020    10.362    31.752 15008.906  1024.384     6.663    18.099
       128     6.796     0.705     0.000     0.559    -3.668     3.398     0.020    10.360    31.741 14714.498  1024.376     6.796    18.418
       129     6.932     0.713     0.000     0.566    -3.694     3.466     0.020    10.358    31.731 14425.867  1024.368     6.932    18.740
       130     7.071     0.722     0.000     0.574    -3.721     3.535     0.020    10.356    31.720 14142.901  1024.360     7.071    19.068
       131     7.212     0.731     0.000     0.582    -3.749     3.606     0.020    10.354    31.710 13865.487  1024.353     7.212    19.401
       132     7.356     0.740     0.000     0.590    -3.776     3.678     0.020    10.351    31.700 13593.517  1024.346     7.356    19.738
       133     7.504     0.750     0.000     0.598    -3.804     3.752     0.020    10.349    31.690 13326.884  1024.338     7.504    20.081
       134     7.654     0.759     0.000     0.606    -3.832     3.827     0.020    10.346    31.681 13065.483  1024.331     7.654    20.428
       135     7.807     0.768     0.000     0.614    -3.861     3.903     0.020    10.343    31.671 12809.211  1024.324     7.807    20.781
       136     7.963     0.778     0.000     0.623    -3.889     3.982     0.020    10.341    31.662 12557.968  1024.318     7.963    21.139
       137     8.122     0.788     0.000     0.631    -3.918     4.061     0.020    10.338    31.653 12311.654  1024.311     8.122    21.503
       138     8.285     0.798     0.000     0.640    -3.947     4.142     0.020    10.335    31.644 12070.173  1024.305     8.285    21.872
       139     8.451     0.808     0.000     0.648    -3.977     4.225     0.020    10.332    31.635 11833.431  1024.298     8.451    22.247
       140     8.620     0.818     0.000     0.657    -4.007     4.310     0.020    10.329    31.627 11601.334  1024.292     8.620    22.627
       141     8.792     0.828     0.000     0.666    -4.037     4.396     0.020    10.326    31.618 11373.790  1024.286     8.792    23.013
       142     8.968     0.839     0.000     0.675    -4.067     4.484     0.020    10.322    31.610 11150.711  1024.281     8.968    23.405
       143     9.147     0.849     0.000     0.684    -4.098     4.574     0.020    10.319    31.602 10932.009  1024.275     9.147    23.803
       144     9.330     0.860     0.000     0.693    -4.129     4.665     0.020    10.316    31.594 10717.597  1024.269     9.330    24.207
       145     9.517     0.871     0.000     0.703    -4.160     4.759     0.020    10.312    31.586 10507.393  1024.264     9.517    24.617
       146     9.708     0.882     0.000     0.712    -4.191     4.854     0.020    10.309    31.579 10301.312  1024.259     9.708    25.033
       147     9.902     0.893     0.000     0.722    -4.223     4.951     0.020    10.305    31.571 10099.275  1024.253     9.902    25.455
       148    10.100     0.905     0.000     0.731    -4.255     5.050     0.020    10.302    31.564  9901.201  1024.248    10.100    25.885
       149    10.302     0.916     0.000     0.741    -4.288     5.151     0.020    10.298    31.557  9707.013  1024.243    10.302    26.320
       150    10.508     0.928     0.000     0.751    -4.320     5.254     0.020    10.294    31.550  9516.635  1024.239    10.508    26.763
       151    10.718     0.940     0.000     0.761    -4.353     5.359     0.020    10.290    31.543  9329.991  1024.234    10.718    27.212
       152    10.933     0.952     0.000     0.771    -4.387     5.466     0.020    10.286    31.536  9147.010  1024.229    10.933    27.668
       153    11.151     0.964     0.000     0.782    -4.420     5.576     0.020    10.282    31.530  8967.617  1024.225    11.151    28.131
       154    11.374     0.976     0.000     0.792    -4.454     5.687     0.020    10.278    31.523  8791.745  1024.221    11.374    28.601
       155    11.602     0.989     0.000     0.803    -4.489     5.801     0.020    10.274    31.517  8619.322  1024.216    11.602    29.079
       156    11.834     1.002     0.000     0.814    -4.523     5.917     0.020    10.269    31.511  8450.282  1024.212    11.834    29.564
       157    12.071     1.015     0.000     0.824    -4.558     6.035     0.020    10.265    31.505  8284.557  1024.208    12.071    30.056
       158    12.312     1.028     0.000     0.836    -4.593     6.156     0.020    10.261    31.499  8122.084  1024.204    12.312    30.557
       159    12.558     1.041     0.000     0.847    -4.629     6.279     0.020    10.256    31.493  7962.798  1024.200    12.558    31.065
       160    12.810     1.055     0.000     0.858    -4.665     6.405     0.020    10.252    31.487  7806.636  1024.197    12.810    31.581
       161    13.066     1.068     0.000     0.870    -4.701     6.533     0.020    10.247    31.482  7653.538  1024.193    13.066    32.105
       162    13.327     1.082     0.000     0.881    -4.737     6.664     0.020    10.242    31.476  7503.443  1024.190    13.327    32.637
       163    13.594     1.096     0.000     0.893    -4.774     6.797     0.020    10.237    31.471  7356.292  1024.186    13.594    33.178
       164    13.866     1.111     0.000     0.905    -4.811     6.933     0.020    10.233    31.465  7212.028  1024.183    13.866    33.727
       165    14.143     1.125     0.000     0.917    -4.849     7.072     0.020    10.228    31.460  7070.593  1024.180    14.143    34.285
       166    14.426     1.140     0.000     0.930    -4.887     7.213     0.020    10.223    31.455  6931.933  1024.177    14.426    34.852
       167    14.715     1.155     0.000     0.942    -4.925     7.357     0.020    10.217    31.450  6795.993  1024.174    14.715    35.428
       168    15.009     1.171     0.000     0.955    -4.963     7.504     0.020    10.212    31.445  6662.719  1024.171    15.009    36.013
       169    15.309     1.186     0.000     0.968    -5.002     7.655     0.020    10.207    31.440  6532.059  1024.168    15.309    36.607
       170    15.615     1.202     0.000     0.981    -5.041     7.808     0.020    10.202    31.436  6403.962  1024.165    15.615    37.211
       171    15.928     1.218     0.000     0.994    -5.081     7.964     0.020    10.196    31.431  6278.377  1024.162    15.928    37.825
       172    16.246     1.234     0.000     1.008    -5.120     8.123     0.020    10.191    31.426  6155.256  1024.160    16.246    38.448
       173    16.571     1.251     0.000     1.022    -5.161     8.286     0.020    10.185    31.422  6034.550  1024.157    16.571    39.082
       174    16.903     1.268     0.000     1.035    -5.201     8.451     0.020    10.180    31.418  5916.211  1024.155    16.903    39.725
       175    17.241     1.285     0.000     1.049    -5.242     8.620     0.020    10.174    31.413  5800.194  1024.152    17.241    40.380
       176    17.586     1.302     0.000     1.064    -5.283     8.793     0.020    10.168    31.409  5686.452  1024.150    17.586    41.045
       177    17.937     1.320     0.000     1.078    -5.325     8.969     0.020    10.162    31.405  5574.941  1024.148    17.937    41.720
       178    18.296     1.338     0.000     1.093    -5.366     9.148     0.020    10.156    31.401  5465.617  1024.146    18.296    42.407
       179    18.662     1.356     0.000     1.108    -5.409     9.331     0.020    10.150    31.397  5358.437  1024.144    18.662    43.105
       180    19.035     1.375     0.000     1.123    -5.451     9.518     0.020    10.144    31.393  5253.359  1024.142    19.035    43.815
       181    19.416     1.394     0.000     1.138    -5.494     9.708     0.020    10.138    31.389  5150.342  1024.140    19.416    44.536
       182    19.805     1.413     0.000     1.154    -5.537     9.902     0.020    10.132    31.386  5049.346  1024.138    19.805    45.270
       183    20.201     1.433     0.000     1.170    -5.581    10.100     0.020    10.126    31.382  4950.331  1024.136    20.201    46.015
       184    20.605     1.452     0.000     1.186    -5.625    10.302     0.020    10.119    31.379  4853.257  1024.134    20.605    46.773
       185    21.017     1.473     0.000     1.203    -5.669    10.508     0.020    10.113    31.375  4758.088  1024.133    21.017    47.544
       186    21.437     1.493     0.000     1.219    -5.714    10.719     0.020    10.106    31.372  4664.785  1024.131    21.437    48.328
       187    21.866     1.514     0.000     1.236    -5.758    10.933     0.020    10.100    31.368  4573.311  1024.129    21.866    49.125
       188    22.303     1.536     0.000     1.253    -5.804    11.152     0.020    10.093    31.365  4483.632  1024.128    22.303    49.935
       189    22.749     1.558     0.000     1.271    -5.849    11.375     0.020    10.086    31.362  4395.712  1024.127    22.749    50.759
       190    23.204     1.580     0.000     1.288    -5.895    11.602     0.020    10.079    31.359  4309.516  1024.125    23.204    51.597
       191    23.669     1.603     0.000     1.306    -5.941    11.834     0.020    10.072    31.355  4225.010  1024.124    23.669    52.450
       192    24.142     1.626     0.000     1.325    -5.988    12.071     0.020    10.065    31.352  4142.162  1024.123    24.142    53.317
       193    24.625     1.649     0.000     1.343    -6.035    12.312     0.020    10.058    31.349  4060.939  1024.122    24.625    54.199
       194    25.117     1.673     0.000     1.362    -6.082    12.559     0.020    10.051    31.346  3981.308  1024.121    25.117    55.097
       195    25.620     1.698     0.000     1.381    -6.129    12.810     0.020    10.044    31.344  3903.239  1024.120    25.620    56.010
       196    26.132     1.723     0.000     1.401    -6.177    13.066     0.020    10.037    31.341  3826.702  1024.119    26.132    56.940
       197    26.655     1.750     0.000     1.421    -6.225    13.327     0.020    10.030    31.339  3751.666  1024.118    26.655    57.885
       198    27.188     1.778     0.000     1.441    -6.273    13.594     0.020    10.023    31.337  3678.102  1024.118    27.188    58.847
       199    27.732     1.807     0.000     1.461    -6.320    13.866     0.020    10.016    31.335  3605.981  1024.117    27.732    59.824
       200    28.286     1.837     0.000     1.482    -6.368    14.143     0.020    10.009    31.333  3535.275  1024.117    28.286    60.820
       201    28.852     1.869     0.000     1.503    -6.416    14.426     0.020    10.002    31.331  3465.956  1024.117    28.852    61.833
---------------------------- Plume traps -----------------------------
       202    29.429     1.903     0.000     1.525    -6.464    14.715     0.020     9.996    31.330  3397.996  1024.117    29.429    62.864
       203    29.997     1.937     0.000     1.546    -6.510    14.998     0.020     9.989    31.329  3333.682  1024.117    29.997    63.878
       204    30.528     1.972     0.000     1.566    -6.552    15.264     0.020     9.983    31.328  3275.664  1024.117    30.528    64.822
       205    31.026     2.004     0.000     1.584    -6.591    15.513     0.020     9.978    31.327  3223.117  1024.118    31.026    65.700
       206    31.491     2.036     0.000     1.601    -6.626    15.746     0.020     9.973    31.327  3175.485  1024.118    31.491    66.517
       207    31.930     2.067     0.000     1.617    -6.658    15.965     0.020     9.968    31.326  3131.830  1024.118    31.930    67.285
       208    32.346     2.097     0.000     1.632    -6.688    16.173     0.020     9.964    31.326  3091.568  1024.119    32.346    68.010
       209    32.742     2.126     0.000     1.646    -6.715    16.371     0.020     9.960    31.326  3054.166  1024.119    32.742    68.697
       210    33.121     2.154     0.000     1.660    -6.741    16.560     0.020     9.956    31.326  3019.251  1024.120    33.121    69.352
       211    33.484     2.181     0.000     1.673    -6.766    16.742     0.020     9.953    31.326  2986.504  1024.120    33.484    69.978
       212    33.833     2.208     0.000     1.685    -6.789    16.917     0.020     9.950    31.326  2955.676  1024.121    33.833    70.577
       213    34.170     2.235     0.000     1.697    -6.810    17.085     0.020     9.946    31.326  2926.555  1024.121    34.170    71.152
       214    34.495     2.261     0.000     1.709    -6.831    17.248     0.020     9.943    31.326  2898.963  1024.122    34.495    71.705
       215    34.810     2.286     0.000     1.720    -6.850    17.405     0.020     9.940    31.326  2872.750  1024.123    34.810    72.237
       216    35.115     2.312     0.000     1.731    -6.868    17.558     0.020     9.938    31.326  2847.784  1024.123    35.115    72.751
       217    35.411     2.336     0.000     1.741    -6.886    17.706     0.020     9.935    31.326  2823.951  1024.124    35.411    73.247
       218    35.700     2.361     0.000     1.751    -6.902    17.850     0.020     9.932    31.326  2801.152  1024.124    35.700    73.727
