****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.28     15.00    -45.00     90.00      1.00      0.00     20.70    207.00      2.00      0.01     35.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth    CL-Dil  Amb-Curr    P-Temp     P-Sal    P-Con.     P-Den   Net-Dil      Time
      Step (FluxAvg)       (m)       (m)       (m)       (m)        ()     (m/s)       (C)     (psu)    (mg/L)   (kg/m3)        ()       (s)
        57     2.725     0.396     0.000     0.383    -2.603     1.362     0.020    10.371    32.553 36698.388  1025.005     2.725     5.977
        58     2.779     0.401     0.000     0.390    -2.619     1.390     0.020    10.374    32.526 35978.049  1024.984     2.779     6.140
        59     2.835     0.406     0.000     0.398    -2.636     1.418     0.020    10.376    32.499 35271.866  1024.962     2.835     6.305
        60     2.892     0.410     0.000     0.406    -2.652     1.446     0.020    10.379    32.473 34579.559  1024.942     2.892     6.473
        61     2.950     0.415     0.000     0.413    -2.669     1.475     0.020    10.381    32.447 33900.855  1024.921     2.950     6.643
        62     3.009     0.420     0.000     0.421    -2.686     1.504     0.020    10.383    32.422 33235.487  1024.901     3.009     6.816
        63     3.069     0.426     0.000     0.429    -2.703     1.535     0.020    10.385    32.397 32583.191  1024.882     3.069     6.991
        64     3.131     0.431     0.000     0.436    -2.721     1.565     0.020    10.387    32.373 31943.711  1024.863     3.131     7.168
        65     3.193     0.436     0.000     0.444    -2.738     1.597     0.020    10.389    32.350 31316.794  1024.844     3.193     7.348
        66     3.257     0.441     0.000     0.452    -2.756     1.629     0.020    10.391    32.326 30702.193  1024.826     3.257     7.531
        67     3.322     0.447     0.000     0.460    -2.774     1.661     0.020    10.392    32.304 30099.665  1024.808     3.322     7.716
        68     3.389     0.452     0.000     0.468    -2.792     1.694     0.020    10.394    32.282 29508.973  1024.791     3.389     7.904
        69     3.457     0.458     0.000     0.476    -2.810     1.728     0.020    10.395    32.260 28929.884  1024.774     3.457     8.094
        70     3.526     0.463     0.000     0.484    -2.829     1.763     0.020    10.396    32.239 28362.170  1024.757     3.526     8.288
        71     3.596     0.469     0.000     0.492    -2.847     1.798     0.020    10.397    32.218 27805.607  1024.741     3.596     8.484
        72     3.668     0.475     0.000     0.500    -2.866     1.834     0.020    10.398    32.198 27259.975  1024.725     3.668     8.683
        73     3.742     0.481     0.000     0.508    -2.885     1.871     0.020    10.399    32.178 26725.059  1024.709     3.742     8.884
        74     3.817     0.487     0.000     0.516    -2.904     1.908     0.020    10.400    32.159 26200.649  1024.694     3.817     9.089
        75     3.893     0.493     0.000     0.524    -2.924     1.947     0.020    10.400    32.140 25686.537  1024.679     3.893     9.297
        76     3.971     0.499     0.000     0.532    -2.944     1.986     0.020    10.401    32.121 25182.522  1024.664     3.971     9.508
        77     4.050     0.505     0.000     0.540    -2.964     2.025     0.020    10.401    32.103 24688.404  1024.650     4.050     9.722
        78     4.132     0.511     0.000     0.548    -2.984     2.066     0.020    10.401    32.085 24203.990  1024.636     4.132     9.939
        79     4.214     0.517     0.000     0.557    -3.004     2.107     0.020    10.402    32.067 23729.088  1024.623     4.214    10.160
        80     4.299     0.524     0.000     0.565    -3.025     2.149     0.020    10.402    32.050 23263.510  1024.609     4.299    10.383
        81     4.385     0.530     0.000     0.574    -3.046     2.192     0.020    10.402    32.034 22807.075  1024.596     4.385    10.610
        82     4.472     0.537     0.000     0.582    -3.067     2.236     0.020    10.402    32.017 22359.601  1024.584     4.472    10.841
        83     4.562     0.544     0.000     0.590    -3.088     2.281     0.020    10.401    32.001 21920.911  1024.571     4.562    11.075
        84     4.653     0.550     0.000     0.599    -3.109     2.327     0.020    10.401    31.986 21490.834  1024.559     4.653    11.312
        85     4.746     0.557     0.000     0.608    -3.131     2.373     0.020    10.401    31.970 21069.201  1024.547     4.746    11.553
        86     4.841     0.564     0.000     0.616    -3.153     2.421     0.020    10.400    31.955 20655.844  1024.536     4.841    11.798
        87     4.938     0.571     0.000     0.625    -3.175     2.469     0.020    10.399    31.940 20250.602  1024.524     4.938    12.046
        88     5.037     0.579     0.000     0.634    -3.197     2.518     0.020    10.399    31.926 19853.315  1024.513     5.037    12.298
        89     5.138     0.586     0.000     0.642    -3.220     2.569     0.020    10.398    31.912 19463.827  1024.502     5.138    12.554
        90     5.241     0.593     0.000     0.651    -3.243     2.620     0.020    10.397    31.898 19081.984  1024.491     5.241    12.813
        91     5.345     0.601     0.000     0.660    -3.266     2.673     0.020    10.396    31.884 18707.636  1024.481     5.345    13.077
        92     5.452     0.608     0.000     0.669    -3.289     2.726     0.020    10.395    31.871 18340.636  1024.471     5.452    13.344
        93     5.561     0.616     0.000     0.678    -3.313     2.781     0.020    10.394    31.857 17980.840  1024.461     5.561    13.616
        94     5.673     0.623     0.000     0.687    -3.336     2.836     0.020    10.393    31.845 17628.106  1024.451     5.673    13.892
        95     5.786     0.631     0.000     0.697    -3.360     2.893     0.020    10.391    31.832 17282.295  1024.441     5.786    14.171
        96     5.902     0.639     0.000     0.706    -3.385     2.951     0.020    10.390    31.819 16943.271  1024.432     5.902    14.455
        97     6.020     0.647     0.000     0.715    -3.409     3.010     0.020    10.388    31.807 16610.901  1024.423     6.020    14.744
        98     6.141     0.655     0.000     0.725    -3.434     3.070     0.020    10.387    31.795 16285.054  1024.414     6.141    15.036
        99     6.263     0.663     0.000     0.734    -3.459     3.132     0.020    10.385    31.784 15965.602  1024.405     6.263    15.333
       100     6.389     0.672     0.000     0.744    -3.484     3.194     0.020    10.384    31.772 15652.419  1024.396     6.389    15.635
       101     6.517     0.680     0.000     0.753    -3.510     3.258     0.020    10.382    31.761 15345.383  1024.388     6.517    15.941
       102     6.647     0.689     0.000     0.763    -3.536     3.324     0.020    10.380    31.750 15044.372  1024.380     6.647    16.251
       103     6.780     0.697     0.000     0.773    -3.562     3.390     0.020    10.378    31.739 14749.269  1024.372     6.780    16.567
       104     6.916     0.706     0.000     0.783    -3.588     3.458     0.020    10.376    31.729 14459.956  1024.364     6.916    16.887
       105     7.054     0.715     0.000     0.792    -3.615     3.527     0.020    10.374    31.718 14176.321  1024.356     7.054    17.212
       106     7.195     0.724     0.000     0.802    -3.642     3.598     0.020    10.371    31.708 13898.252  1024.349     7.195    17.542
       107     7.339     0.733     0.000     0.813    -3.669     3.670     0.020    10.369    31.698 13625.639  1024.341     7.339    17.877
       108     7.486     0.743     0.000     0.823    -3.696     3.743     0.020    10.367    31.688 13358.376  1024.334     7.486    18.217
       109     7.636     0.752     0.000     0.833    -3.724     3.818     0.020    10.364    31.679 13096.357  1024.327     7.636    18.562
       110     7.788     0.762     0.000     0.843    -3.752     3.894     0.020    10.362    31.670 12839.480  1024.320     7.788    18.913
       111     7.944     0.771     0.000     0.854    -3.780     3.972     0.020    10.359    31.660 12587.643  1024.313     7.944    19.268
       112     8.103     0.781     0.000     0.864    -3.808     4.052     0.020    10.357    31.651 12340.747  1024.307     8.103    19.630
       113     8.265     0.791     0.000     0.875    -3.837     4.133     0.020    10.354    31.642 12098.696  1024.300     8.265    19.996
       114     8.431     0.801     0.000     0.886    -3.866     4.215     0.020    10.351    31.634 11861.394  1024.294     8.431    20.369
       115     8.599     0.811     0.000     0.897    -3.896     4.300     0.020    10.348    31.625 11628.748  1024.288     8.599    20.747
       116     8.771     0.821     0.000     0.907    -3.925     4.386     0.020    10.345    31.617 11400.667  1024.282     8.771    21.131
       117     8.947     0.832     0.000     0.918    -3.955     4.473     0.020    10.342    31.609 11177.061  1024.276     8.947    21.520
       118     9.126     0.843     0.000     0.930    -3.985     4.563     0.020    10.339    31.601 10957.842  1024.270     9.126    21.916
       119     9.308     0.853     0.000     0.941    -4.016     4.654     0.020    10.336    31.593 10742.924  1024.265     9.308    22.318
       120     9.495     0.864     0.000     0.952    -4.047     4.747     0.020    10.332    31.585 10532.222  1024.259     9.495    22.726
       121     9.685     0.875     0.000     0.964    -4.078     4.842     0.020    10.329    31.578 10325.655  1024.254     9.685    23.140
       122     9.878     0.887     0.000     0.975    -4.109     4.939     0.020    10.325    31.570 10123.140  1024.249     9.878    23.560
       123    10.076     0.898     0.000     0.987    -4.141     5.038     0.020    10.322    31.563  9924.598  1024.244    10.076    23.987
       124    10.278     0.909     0.000     0.999    -4.173     5.139     0.020    10.318    31.556  9729.951  1024.239    10.278    24.421
       125    10.483     0.921     0.000     1.011    -4.205     5.242     0.020    10.315    31.549  9539.123  1024.234    10.483    24.861
       126    10.693     0.933     0.000     1.023    -4.238     5.346     0.020    10.311    31.542  9352.039  1024.230    10.693    25.309
       127    10.907     0.945     0.000     1.035    -4.271     5.453     0.020    10.307    31.535  9168.624  1024.225    10.907    25.763
       128    11.125     0.957     0.000     1.047    -4.304     5.562     0.020    10.303    31.529  8988.808  1024.221    11.125    26.224
       129    11.347     0.970     0.000     1.060    -4.338     5.674     0.020    10.299    31.522  8812.520  1024.216    11.347    26.692
       130    11.574     0.982     0.000     1.072    -4.371     5.787     0.020    10.295    31.516  8639.690  1024.212    11.574    27.168
       131    11.806     0.995     0.000     1.085    -4.406     5.903     0.020    10.291    31.510  8470.250  1024.208    11.806    27.651
       132    12.042     1.008     0.000     1.098    -4.440     6.021     0.020    10.287    31.504  8304.134  1024.204    12.042    28.142
       133    12.283     1.021     0.000     1.111    -4.475     6.142     0.020    10.282    31.498  8141.277  1024.200    12.283    28.640
       134    12.529     1.034     0.000     1.124    -4.510     6.264     0.020    10.278    31.492  7981.614  1024.196    12.529    29.146
       135    12.779     1.048     0.000     1.137    -4.545     6.390     0.020    10.273    31.486  7825.084  1024.192    12.779    29.660
       136    13.035     1.062     0.000     1.151    -4.581     6.518     0.020    10.269    31.481  7671.623  1024.189    13.035    30.182
       137    13.296     1.076     0.000     1.164    -4.617     6.648     0.020    10.264    31.475  7521.174  1024.185    13.296    30.713
       138    13.562     1.090     0.000     1.178    -4.654     6.781     0.020    10.260    31.470  7373.675  1024.182    13.562    31.251
       139    13.833     1.104     0.000     1.192    -4.691     6.917     0.020    10.255    31.464  7229.070  1024.179    13.833    31.799
       140    14.110     1.119     0.000     1.206    -4.728     7.055     0.020    10.250    31.459  7087.301  1024.175    14.110    32.355
       141    14.392     1.133     0.000     1.220    -4.765     7.196     0.020    10.245    31.454  6948.313  1024.172    14.392    32.920
       142    14.680     1.148     0.000     1.234    -4.803     7.340     0.020    10.240    31.449  6812.051  1024.169    14.680    33.494
       143    14.974     1.164     0.000     1.249    -4.841     7.487     0.020    10.235    31.444  6678.463  1024.166    14.974    34.077
       144    15.273     1.179     0.000     1.264    -4.879     7.637     0.020    10.230    31.439  6547.494  1024.163    15.273    34.669
       145    15.579     1.195     0.000     1.279    -4.918     7.789     0.020    10.225    31.435  6419.094  1024.160    15.579    35.271
       146    15.890     1.211     0.000     1.294    -4.957     7.945     0.020    10.219    31.430  6293.213  1024.158    15.890    35.882
       147    16.208     1.227     0.000     1.309    -4.997     8.104     0.020    10.214    31.426  6169.801  1024.155    16.208    36.504
       148    16.532     1.244     0.000     1.324    -5.036     8.266     0.020    10.209    31.421  6048.809  1024.153    16.532    37.135
       149    16.863     1.260     0.000     1.340    -5.076     8.431     0.020    10.203    31.417  5930.191  1024.150    16.863    37.777
       150    17.200     1.277     0.000     1.356    -5.117     8.600     0.020    10.198    31.413  5813.899  1024.148    17.200    38.429
       151    17.544     1.295     0.000     1.372    -5.158     8.772     0.020    10.192    31.408  5699.889  1024.145    17.544    39.092
       152    17.895     1.312     0.000     1.388    -5.199     8.948     0.020    10.186    31.404  5588.114  1024.143    17.895    39.766
       153    18.253     1.330     0.000     1.405    -5.240     9.127     0.020    10.180    31.400  5478.531  1024.141    18.253    40.450
       154    18.618     1.349     0.000     1.421    -5.282     9.309     0.020    10.174    31.396  5371.098  1024.139    18.618    41.146
       155    18.991     1.367     0.000     1.438    -5.324     9.495     0.020    10.168    31.393  5265.772  1024.137    18.991    41.854
       156    19.370     1.386     0.000     1.456    -5.367     9.685     0.020    10.162    31.389  5162.512  1024.135    19.370    42.573
       157    19.758     1.405     0.000     1.473    -5.410     9.879     0.020    10.156    31.385  5061.277  1024.133    19.758    43.304
       158    20.153     1.425     0.000     1.491    -5.453    10.077     0.020    10.150    31.381  4962.028  1024.131    20.153    44.047
       159    20.556     1.444     0.000     1.508    -5.496    10.278     0.020    10.144    31.378  4864.725  1024.130    20.556    44.803
       160    20.967     1.465     0.000     1.526    -5.540    10.484     0.020    10.137    31.374  4769.330  1024.128    20.967    45.571
       161    21.387     1.485     0.000     1.545    -5.584    10.693     0.020    10.131    31.371  4675.807  1024.126    21.387    46.352
