****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth
      Step (FluxAvg)       (m)       (m)       (m)       (m)
   219.023   117.184    63.000     0.318
   219.177   117.535    64.000     0.324
   219.337   117.888    65.000     0.329
   219.504   118.240    66.000     0.335
   219.677   118.593    67.000     0.340
   219.856   118.946    68.000     0.346
   220.042   119.300    69.000     0.351
   220.234   119.653    70.000     0.357
   220.432   120.007    71.000     0.362
   220.636   120.362    72.000     0.368
   220.847   120.716    73.000     0.373
   221.063   121.071    74.000     0.379
   221.285   121.426    75.000     0.385
   221.514   121.782    76.000     0.390
   221.748   122.138    77.000     0.396
   221.988   122.494    78.000     0.401
   222.234   122.851    79.000     0.407
   222.485   123.207    80.000     0.412
   222.742   123.564    81.000     0.418
   223.004   123.922    82.000     0.423
   223.272   124.280    83.000     0.429
   223.546   124.638    84.000     0.434
   223.825   124.996    85.000     0.440
   224.108   125.355    86.000     0.445
   224.397   125.714    87.000     0.451
   224.692   126.073    88.000     0.457
   224.991   126.433    89.000     0.462
   225.295   126.793    90.000     0.468
   225.604   127.153    91.000     0.473
   225.918   127.514    92.000     0.479
   226.237   127.874    93.000     0.484
   226.560   128.235    94.000     0.490
   226.888   128.597    95.000     0.495
   227.220   128.959    96.000     0.501
   227.557   129.321    97.000     0.506
   227.899   129.683    98.000     0.512
   228.244   130.046    99.000     0.517
   228.594   130.409   100.000     0.523
   228.948   130.773   101.000     0.528
............................. Reached Chronic Mixing Zone ..........................
   229.306   131.136   102.000     0.534
   229.669   131.500   103.000     0.539
   230.035   131.864   104.000     0.545
   230.405   132.229   105.000     0.550
   230.780   132.594   106.000     0.556
   231.158   132.959   107.000     0.562
   231.539   133.325   108.000     0.567
   231.925   133.691   109.000     0.573
   232.314   134.057   110.000     0.578
   232.706   134.424   111.000     0.584
   233.103   134.790   112.000     0.589
   233.502   135.158   113.000     0.595
   233.906   135.525   114.000     0.600
   234.312   135.893   115.000     0.606
   234.722   136.261   116.000     0.611
   235.135   136.629   117.000     0.617
   235.551   136.998   118.000     0.622
   235.971   137.367   119.000     0.628
   236.393   137.736   120.000     0.633
   236.819   138.106   121.000     0.639
   237.248   138.476   122.000     0.644
   237.680   138.846   123.000     0.650
   238.114   139.217   124.000     0.655
   238.552   139.588   125.000     0.661
   238.992   139.959   126.000     0.666
   239.436   140.331   127.000     0.672
   239.882   140.703   128.000     0.677
   240.331   141.075   129.000     0.683
   240.782   141.447   130.000     0.689
   241.236   141.820   131.000     0.694
   241.693   142.193   132.000     0.700
   242.152   142.567   133.000     0.705
   242.614   142.941   134.000     0.711
   243.079   143.315   135.000     0.716
   243.546   143.689   136.000     0.722
   244.015   144.064   137.000     0.727
   244.487   144.439   138.000     0.733
   244.961   144.814   139.000     0.738
   245.437   145.190   140.000     0.744
   245.916   145.566   141.000     0.749
   246.397   145.942   142.000     0.755
   246.880   146.319   143.000     0.760
   247.366   146.696   144.000     0.766
   247.853   147.073   145.000     0.771
   248.343   147.451   146.000     0.777
   248.835   147.829   147.000     0.782
   249.329   148.207   148.000     0.788
   249.825   148.585   149.000     0.793
   250.324   148.964   150.000     0.799
   250.824   149.343   151.000     0.804
   251.326   149.723   152.000     0.810
   251.830   150.103   153.000     0.815
   252.336   150.483   154.000     0.821
   252.844   150.863   155.000     0.826
   253.354   151.244   156.000     0.832
   253.866   151.625   157.000     0.837
   254.380   152.006   158.000     0.843
   254.895   152.388   159.000     0.849
   255.413   152.770   160.000     0.854
   255.932   153.152   161.000     0.860
   256.453   153.535   162.000     0.865
   256.975   153.918   163.000     0.871
   257.499   154.301   164.000     0.876
   258.026   154.684   165.000     0.882
   258.553   155.068   166.000     0.887
   259.083   155.452   167.000     0.893
   259.614   155.837   168.000     0.898
   260.146   156.222   169.000     0.904
   260.681   156.607   170.000     0.909
   261.216   156.992   171.000     0.915
   261.754   157.378   172.000     0.920
   262.293   157.764   173.000     0.926
   262.833   158.150   174.000     0.931
   263.375   158.537   175.000     0.937
   263.919   158.924   176.000     0.942
   264.464   159.311   177.000     0.948
   265.011   159.699   178.000     0.953
   265.559   160.087   179.000     0.959
   266.108   160.475   180.000     0.964
   266.659   160.864   181.000     0.970
   267.211   161.253   182.000     0.975
   267.765   161.642   183.000     0.981
   268.320   162.031   184.000     0.986
   268.876   162.421   185.000     0.992
   269.434   162.811   186.000     0.997
   269.993   163.202   187.000     1.003
   270.554   163.592   188.000     1.008
   271.115   163.983   189.000     1.014
   271.678   164.375   190.000     1.019
   272.243   164.766   191.000     1.025
   272.809   165.158   192.000     1.031
   273.375   165.551   193.000     1.036
   273.944   165.943   194.000     1.042
   274.513   166.336   195.000     1.047
   275.084   166.729   196.000     1.053
   275.656   167.123   197.000     1.058
   276.229   167.517   198.000     1.064
   276.803   167.911   199.000     1.069
   277.379   168.305   200.000     1.075
   277.955   168.700   201.000     1.080
   278.533   169.095   202.000     1.086
   279.112   169.490   203.000     1.091
   279.692   169.886   204.000     1.097
   280.274   170.282   205.000     1.102
   280.856   170.678   206.000     1.108
   281.440   171.075   207.000     1.113
   282.025   171.472   208.000     1.119
   282.610   171.869   209.000     1.124
   283.197   172.266   210.000     1.130
   283.785   172.664   211.000     1.135
   284.374   173.062   212.000     1.141
   284.964   173.461   213.000     1.146
   285.556   173.859   214.000     1.152
   286.148   174.258   215.000     1.157
   286.741   174.658   216.000     1.163
   287.335   175.057   217.000     1.168
   287.931   175.457   218.000     1.174
   288.527   175.858   219.000     1.179
   289.125   176.258   220.000     1.185
   289.723   176.659   221.000     1.190
   290.322   177.060   222.000     1.196
   290.923   177.462   223.000     1.201
   291.524   177.863   224.000     1.207
   292.126   178.265   225.000     1.212
   292.730   178.668   226.000     1.218
   293.334   179.071   227.000     1.224
   293.939   179.474   228.000     1.229
   294.545   179.877   229.000     1.235
   295.153   180.280   230.000     1.240
   295.761   180.684   231.000     1.246
   296.370   181.089   232.000     1.251
   296.980   181.493   233.000     1.257
   297.590   181.898   234.000     1.262
   298.202   182.303   235.000     1.268
   298.815   182.708   236.000     1.273
   299.428   183.114   237.000     1.279
   300.043   183.520   238.000     1.284
   300.658   183.926   239.000     1.290
   301.274   184.333   240.000     1.295
   301.892   184.740   241.000     1.301
   302.510   185.147   242.000     1.306
   303.128   185.555   243.000     1.312
   303.748   185.962   244.000     1.317
   304.369   186.371   245.000     1.323
   304.990   186.779   246.000     1.328
   305.612   187.188   247.000     1.334
   306.236   187.597   248.000     1.339
   306.859   188.006   249.000     1.345
   307.484   188.416   250.000     1.350
   308.110   188.826   251.000     1.356
   308.736   189.236   252.000     1.361
   309.364   189.646   253.000     1.367
   309.992   190.057   254.000     1.372
   310.620   190.468   255.000     1.378
   311.250   190.880   256.000     1.383
   311.881   191.291   257.000     1.389
   312.512   191.703   258.000     1.394
   313.144   192.116   259.000     1.400
   313.777   192.528   260.000     1.406
   314.411   192.941   261.000     1.411
   315.045   193.354   262.000     1.417
   315.680   193.768   263.000     1.422
   316.316   194.181   264.000     1.428
   316.953   194.596   265.000     1.433
   317.590   195.010   266.000     1.439
   318.229   195.425   267.000     1.444
   318.868   195.840   268.000     1.450
   319.507   196.255   269.000     1.455
   320.148   196.670   270.000     1.461
   320.789   197.086   271.000     1.466
   321.431   197.502   272.000     1.472
   322.074   197.919   273.000     1.477
   322.717   198.336   274.000     1.483
   323.362   198.753   275.000     1.488
   324.007   199.170   276.000     1.494
   324.652   199.588   277.000     1.499
   325.299   200.005   278.000     1.505
   325.946   200.424   279.000     1.510
   326.594   200.842   280.000     1.516
   327.242   201.261   281.000     1.521
   327.891   201.680   282.000     1.527
   328.541   202.099   283.000     1.532
   329.192   202.519   284.000     1.538
   329.843   202.939   285.000     1.543
   330.495   203.359   286.000     1.549
   331.148   203.780   287.000     1.554
   331.802   204.201   288.000     1.560
   332.456   204.622   289.000     1.565
   333.111   205.043   290.000     1.571
   333.766   205.465   291.000     1.577
   334.422   205.887   292.000     1.582
   335.079   206.309   293.000     1.588
   335.737   206.732   294.000     1.593
   336.395   207.155   295.000     1.599
   337.054   207.578   296.000     1.604
   337.713   208.001   297.000     1.610
   338.373   208.425   298.000     1.615
   339.034   208.849   299.000     1.621
   339.696   209.273   300.000     1.626
   340.358   209.698   301.000     1.632
   341.021   210.123   302.000     1.637
   341.684   210.548   303.000     1.643
   342.348   210.974   304.000     1.648
   343.013   211.399   305.000     1.654
   343.679   211.825   306.000     1.659
   344.345   212.252   307.000     1.665
   345.011   212.678   308.000     1.670
   345.679   213.105   309.000     1.676
   346.347   213.533   310.000     1.681
   347.015   213.960   311.000     1.687
   347.685   214.388   312.000     1.692
   348.355   214.816   313.000     1.698
   349.025   215.244   314.000     1.703
   349.696   215.673   315.000     1.709
   350.368   216.102   316.000     1.714
   351.040   216.531   317.000     1.720
   351.713   216.961   318.000     1.725
   352.387   217.391   319.000     1.731
   353.061   217.821   320.000     1.736
   353.736   218.251   321.000     1.742
   354.412   218.682   322.000     1.748
   355.088   219.113   323.000     1.753
   355.764   219.544   324.000     1.759
   356.442   219.975   325.000     1.764
   357.119   220.407   326.000     1.770
   357.798   220.839   327.000     1.775
   358.477   221.272   328.000     1.781
   359.157   221.704   329.000     1.786
   359.837   222.137   330.000     1.792
   360.518   222.570   331.000     1.797
   361.199   223.004   332.000     1.803
   361.881   223.438   333.000     1.808
   362.564   223.872   334.000     1.814
   363.247   224.306   335.000     1.819
   363.931   224.741   336.000     1.825
   364.616   225.176   337.000     1.830
   365.301   225.611   338.000     1.836
   365.986   226.046   339.000     1.841
   366.672   226.482   340.000     1.847
   367.359   226.918   341.000     1.852
   368.046   227.355   342.000     1.858
   368.734   227.791   343.000     1.863
   369.423   228.228   344.000     1.869
   370.112   228.665   345.000     1.874
   370.801   229.103   346.000     1.880
   371.492   229.541   347.000     1.885
   372.182   229.979   348.000     1.891
   372.874   230.417   349.000     1.897
   373.566   230.855   350.000     1.902
   374.258   231.294   351.000     1.908
   374.951   231.734   352.000     1.913
   375.645   232.173   353.000     1.919
   376.339   232.613   354.000     1.924
   377.033   233.053   355.000     1.930
   377.729   233.493   356.000     1.935
   378.425   233.933   357.000     1.941
   379.121   234.374   358.000     1.946
   379.818   234.815   359.000     1.952
   380.515   235.257   360.000     1.957
   381.213   235.699   361.000     1.963
   381.912   236.140   362.000     1.968
   382.611   236.583   363.000     1.974
   383.311   237.025   364.000     1.979
   384.011   237.468   365.000     1.985
   384.712   237.911   366.000     1.990
   385.413   238.354   367.000     1.996
   386.115   238.798   368.000     2.001
   386.817   239.242   369.000     2.007
   387.520   239.686   370.000     2.012
   388.224   240.131   371.000     2.018
   388.927   240.575   372.000     2.023
   389.632   241.020   373.000     2.029
   390.337   241.466   374.000     2.034
   391.043   241.911   375.000     2.040
   391.749   242.357   376.000     2.046
   392.456   242.803   377.000     2.051
   393.163   243.250   378.000     2.057
   393.870   243.696   379.000     2.062
   394.579   244.143   380.000     2.068
   395.287   244.590   381.000     2.073
   395.997   245.038   382.000     2.079
   396.707   245.486   383.000     2.084
   397.417   245.934   384.000     2.090
   398.128   246.382   385.000     2.095
   398.839   246.831   386.000     2.101
   399.551   247.279   387.000     2.106
   400.264   247.729   388.000     2.112
   400.977   248.178   389.000     2.117
   401.690   248.628   390.000     2.123
   402.404   249.078   391.000     2.128
   403.119   249.528   392.000     2.134
   403.834   249.978   393.000     2.139
   404.549   250.429   394.000     2.145
   405.265   250.880   395.000     2.150
   405.982   251.332   396.000     2.156
   406.699   251.783   397.000     2.161
   407.417   252.235   398.000     2.167
   408.135   252.687   399.000     2.172
   408.853   253.140   400.000     2.178
   409.572   253.592   401.000     2.184
   410.292   254.045   402.000     2.189
   411.012   254.499   403.000     2.195
   411.733   254.952   404.000     2.200
   412.454   255.406   405.000     2.206
   413.176   255.860   406.000     2.211
   413.898   256.314   407.000     2.217
   414.620   256.769   408.000     2.222
   415.344   257.224   409.000     2.228
   416.067   257.679   410.000     2.233
   416.791   258.134   411.000     2.239
   417.516   258.590   412.000     2.244
   418.241   259.046   413.000     2.250
   418.967   259.502   414.000     2.255
   419.693   259.959   415.000     2.261
   420.420   260.416   416.000     2.266
   421.147   260.873   417.000     2.272
   421.874   261.330   418.000     2.277
   422.602   261.788   419.000     2.283
   423.331   262.245   420.000     2.288
   424.060   262.704   421.000     2.294
   424.790   263.162   422.000     2.299
   425.520   263.621   423.000     2.305
   426.250   264.080   424.000     2.310
   426.982   264.539   425.000     2.316
   427.713   264.998   426.000     2.322
   428.445   265.458   427.000     2.327
   429.178   265.918   428.000     2.333
   429.911   266.378   429.000     2.338
   430.644   266.839   430.000     2.344
   431.378   267.300   431.000     2.349
   432.113   267.761   432.000     2.355
   432.848   268.222   433.000     2.360
   433.583   268.684   434.000     2.366
   434.319   269.146   435.000     2.371
   435.055   269.608   436.000     2.377
   435.792   270.070   437.000     2.382
   436.530   270.533   438.000     2.388
   437.267   270.996   439.000     2.393
   438.006   271.459   440.000     2.399
   438.745   271.922   441.000     2.404
   439.484   272.386   442.000     2.410
   440.224   272.850   443.000     2.415
   440.964   273.314   444.000     2.421
   441.704   273.779   445.000     2.426
   442.446   274.244   446.000     2.432
   443.187   274.709   447.000     2.437
   443.929   275.174   448.000     2.443
   444.672   275.640   449.000     2.449
   445.415   276.106   450.000     2.454
   446.159   276.572   451.000     2.460
   446.903   277.038   452.000     2.465
   447.647   277.505   453.000     2.471
   448.392   277.972   454.000     2.476
   449.137   278.439   455.000     2.482
   449.883   278.907   456.000     2.487
   450.630   279.374   457.000     2.493
   451.376   279.842   458.000     2.498
   452.124   280.311   459.000     2.504
   452.871   280.779   460.000     2.509
   453.620   281.248   461.000     2.515
   454.368   281.717   462.000     2.520
   455.117   282.186   463.000     2.526
   455.867   282.656   464.000     2.531
   456.617   283.126   465.000     2.537
   457.368   283.596   466.000     2.542
   458.119   284.066   467.000     2.548
   458.870   284.537   468.000     2.553
   459.622   285.008   469.000     2.559
   460.374   285.479   470.000     2.565
   461.127   285.950   471.000     2.570
   461.880   286.422   472.000     2.576
   462.634   286.894   473.000     2.581
   463.388   287.366   474.000     2.587
   464.143   287.838   475.000     2.592
   464.898   288.311   476.000     2.598
   465.654   288.784   477.000     2.603
   466.410   289.257   478.000     2.609
   467.166   289.731   479.000     2.614
   467.923   290.205   480.000     2.620
   468.681   290.679   481.000     2.625
   469.438   291.153   482.000     2.631
   470.197   291.627   483.000     2.636
   470.956   292.102   484.000     2.642
   471.715   292.577   485.000     2.647
   472.474   293.053   486.000     2.653
   473.235   293.528   487.000     2.658
   473.995   294.004   488.000     2.664
   474.756   294.480   489.000     2.669
   475.518   294.956   490.000     2.675
   476.280   295.433   491.000     2.680
   477.042   295.910   492.000     2.686
   477.805   296.387   493.000     2.692
   478.568   296.865   494.000     2.697
   479.332   297.342   495.000     2.703
   480.096   297.820   496.000     2.708
   480.860   298.298   497.000     2.714
   481.625   298.777   498.000     2.719
   482.391   299.255   499.000     2.725
   483.157   299.734   500.000     2.730
   483.923   300.214   501.000     2.736
   484.690   300.693   502.000     2.741
   485.457   301.173   503.000     2.747
   486.225   301.653   504.000     2.752
   486.993   302.133   505.000     2.758
   487.088   302.192   505.123     2.758
