****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.50     15.00    -45.00     90.00      1.00      0.00     20.70    207.00      3.00      0.01     35.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
         1     1.003     0.391     0.000     0.010    -3.013     0.336     1.003  1026.965 99686.478    34.988    10.001     0.020     1.000
         2     1.004     0.361     0.000     0.010    -3.014     0.353     1.004  1026.964 99643.705    34.987    10.001     0.020     1.000
         3     1.004     0.360     0.000     0.011    -3.015     0.374     1.004  1026.962 99580.936    34.984    10.002     0.020     1.000
         4     1.005     0.358     0.000     0.012    -3.015     0.395     1.005  1026.960 99513.546    34.982    10.002     0.020     1.000
         5     1.006     0.357     0.000     0.012    -3.016     0.416     1.006  1026.957 99441.475    34.979    10.002     0.020     1.000
         6     1.006     0.355     0.000     0.013    -3.017     0.438     1.006  1026.955 99364.327    34.976    10.003     0.020     1.000
         7     1.007     0.354     0.000     0.014    -3.018     0.460     1.007  1026.953 99281.658    34.973    10.003     0.020     1.000
         8     1.008     0.352     0.000     0.014    -3.019     0.483     1.008  1026.950 99192.975    34.969    10.003     0.020     1.000
         9     1.009     0.351     0.000     0.015    -3.020     0.506     1.009  1026.947 99097.735    34.966    10.004     0.020     1.000
        10     1.010     0.349     0.000     0.016    -3.021     0.530     1.010  1026.944 98995.331    34.962    10.004     0.020     1.000
        11     1.011     0.348     0.000     0.016    -3.022     0.554     1.011  1026.941 98885.089    34.958    10.004     0.020     1.000
        12     1.012     0.346     0.000     0.017    -3.024     0.580     1.012  1026.937 98766.256    34.953    10.005     0.020     1.000
        13     1.014     0.345     0.000     0.018    -3.025     0.605     1.014  1026.933 98637.990    34.948    10.005     0.020     1.000
        14     1.015     0.343     0.000     0.019    -3.026     0.632     1.015  1026.929 98499.347    34.943    10.006     0.020     1.000
        15     1.017     0.342     0.000     0.019    -3.027     0.659     1.017  1026.924 98349.262    34.937    10.007     0.020     1.000
        16     1.018     0.340     0.000     0.020    -3.029     0.687     1.018  1026.920 98186.535    34.931    10.007     0.020     1.000
        17     1.020     0.339     0.000     0.021    -3.030     0.715     1.020  1026.914 98009.808    34.925    10.008     0.020     1.000
        18     1.022     0.337     0.000     0.022    -3.032     0.745     1.022  1026.908 97817.532    34.917    10.009     0.020     1.000
        19     1.025     0.336     0.000     0.023    -3.033     0.775     1.025  1026.902 97607.945    34.909    10.009     0.020     1.000
        20     1.027     0.334     0.000     0.024    -3.035     0.806     1.027  1026.895 97379.021    34.901    10.010     0.020     1.000
        21     1.030     0.333     0.000     0.025    -3.036     0.839     1.030  1026.888 97128.427    34.891    10.011     0.020     1.000
        22     1.032     0.331     0.000     0.026    -3.038     0.872     1.032  1026.879 96853.457    34.881    10.012     0.020     1.000
        23     1.036     0.330     0.000     0.027    -3.040     0.907     1.036  1026.870 96550.954    34.869    10.014     0.020     1.000
        24     1.039     0.329     0.000     0.028    -3.042     0.943     1.039  1026.860 96217.207    34.857    10.015     0.020     1.000
        25     1.043     0.328     0.000     0.029    -3.044     0.981     1.043  1026.849 95850.655    34.843    10.016     0.020     1.000
        26     1.047     0.326     0.000     0.030    -3.046     1.020     1.047  1026.837 95466.141    34.828    10.018     0.020     1.000
        27     1.052     0.325     0.000     0.031    -3.049     1.060     1.052  1026.825 95065.225    34.813    10.019     0.020     1.000
        28     1.057     0.324     0.000     0.032    -3.051     1.102     1.057  1026.813 94646.905    34.797    10.021     0.020     1.000
        29     1.061     0.323     0.000     0.034    -3.054     1.145     1.061  1026.799 94210.142    34.781    10.023     0.020     1.000
        30     1.067     0.321     0.000     0.035    -3.056     1.190     1.067  1026.786 93753.814    34.763    10.024     0.020     1.000
        31     1.072     0.320     0.000     0.036    -3.059     1.236     1.072  1026.771 93276.710    34.745    10.026     0.020     1.000
        32     1.078     0.319     0.000     0.038    -3.062     1.285     1.078  1026.756 92777.522    34.726    10.028     0.020     1.000
        33     1.084     0.318     0.000     0.039    -3.065     1.335     1.084  1026.740 92254.834    34.706    10.030     0.020     1.000
        34     1.090     0.317     0.000     0.041    -3.069     1.387     1.090  1026.724 91707.114    34.686    10.032     0.020     1.000
        35     1.097     0.316     0.000     0.042    -3.072     1.442     1.097  1026.706 91132.698    34.664    10.034     0.020     1.000
        36     1.105     0.315     0.000     0.044    -3.076     1.499     1.105  1026.688 90529.781    34.641    10.037     0.020     1.000
        37     1.112     0.314     0.000     0.045    -3.080     1.558     1.112  1026.669 89896.395    34.617    10.039     0.020     1.000
        38     1.121     0.313     0.000     0.047    -3.084     1.621     1.121  1026.649 89230.398    34.592    10.042     0.020     1.000
        39     1.130     0.312     0.000     0.049    -3.089     1.686     1.130  1026.628 88529.449    34.565    10.044     0.020     1.000
        40     1.139     0.311     0.000     0.051    -3.093     1.754     1.139  1026.605 87790.986    34.537    10.047     0.020     1.000
        41     1.149     0.310     0.000     0.053    -3.099     1.826     1.149  1026.582 87012.203    34.508    10.050     0.020     1.000
        42     1.160     0.310     0.000     0.055    -3.104     1.902     1.160  1026.557 86190.015    34.477    10.053     0.020     1.000
        43     1.172     0.309     0.000     0.057    -3.110     1.982     1.172  1026.531 85321.025    34.444    10.056     0.020     1.000
        44     1.185     0.309     0.000     0.060    -3.116     2.067     1.185  1026.503 84401.484    34.409    10.060     0.020     1.000
        45     1.199     0.308     0.000     0.062    -3.123     2.157     1.199  1026.474 83427.242    34.372    10.064     0.020     1.000
        46     1.214     0.308     0.000     0.065    -3.131     2.252     1.214  1026.443 82393.694    34.333    10.067     0.020     1.000
        47     1.230     0.308     0.000     0.068    -3.139     2.353     1.230  1026.409 81295.710    34.291    10.071     0.020     1.000
        48     1.248     0.308     0.000     0.071    -3.147     2.462     1.248  1026.374 80127.561    34.247    10.076     0.020     1.000
        49     1.268     0.308     0.000     0.074    -3.157     2.578     1.268  1026.337 78882.819    34.199    10.080     0.020     1.000
        50     1.289     0.308     0.000     0.077    -3.167     2.702     1.289  1026.296 77551.803    34.149    10.085     0.020     1.000
        51     1.314     0.309     0.000     0.081    -3.179     2.837     1.314  1026.253 76123.757    34.095    10.090     0.020     1.000
