****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (cms)     (psu)       (C)    (mg/L)
      0.50     15.00    -45.00     90.00      1.00      0.00     20.70    207.00      2.00      0.01     35.00     10.00 100000.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
       113     4.484     0.548     0.000     0.330    -3.193    13.241     4.484  1024.590 22299.798    32.022    10.382     0.020     2.242
       114     4.574     0.554     0.000     0.335    -3.215    13.480     4.574  1024.578 21862.282    32.005    10.382     0.020     2.287
       115     4.666     0.561     0.000     0.340    -3.237    13.722     4.666  1024.566 21433.355    31.990    10.381     0.020     2.333
       116     4.759     0.568     0.000     0.346    -3.259    13.968     4.759  1024.554 21012.848    31.974    10.380     0.020     2.379
       117     4.854     0.575     0.000     0.351    -3.282    14.217     4.854  1024.542 20600.597    31.959    10.380     0.020     2.427
       118     4.951     0.582     0.000     0.357    -3.305    14.470     4.951  1024.531 20196.438    31.944    10.379     0.020     2.476
       119     5.050     0.589     0.000     0.362    -3.328    14.726     5.050  1024.519 19800.213    31.929    10.378     0.020     2.525
       120     5.152     0.596     0.000     0.368    -3.351    14.986     5.152  1024.508 19411.766    31.915    10.377     0.020     2.576
       121     5.255     0.603     0.000     0.374    -3.374    15.250     5.255  1024.498 19030.944    31.901    10.376     0.020     2.627
       122     5.360     0.610     0.000     0.379    -3.398    15.517     5.360  1024.487 18657.597    31.887    10.375     0.020     2.680
       123     5.467     0.618     0.000     0.385    -3.422    15.789     5.467  1024.477 18291.579    31.874    10.374     0.020     2.733
       124     5.576     0.625     0.000     0.391    -3.446    16.064     5.576  1024.467 17932.744    31.861    10.372     0.020     2.788
       125     5.688     0.633     0.000     0.397    -3.471    16.344     5.688  1024.457 17580.953    31.848    10.371     0.020     2.844
       126     5.802     0.641     0.000     0.404    -3.495    16.627     5.802  1024.447 17236.067    31.835    10.369     0.020     2.901
