****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
        41     2.256     0.309     0.000     0.310    -1.846     2.530     2.256  1025.199 44324.258    32.813    10.421     0.020     1.128
        42     2.301     0.314     0.000     0.320    -1.858     2.636     2.301  1025.172 43453.996    32.779    10.427     0.020     1.151
        43     2.347     0.319     0.000     0.330    -1.870     2.744     2.347  1025.145 42600.844    32.746    10.432     0.020     1.174
        44     2.394     0.324     0.000     0.340    -1.883     2.855     2.394  1025.119 41764.465    32.713    10.438     0.020     1.197
        45     2.442     0.329     0.000     0.350    -1.896     2.969     2.442  1025.093 40944.529    32.681    10.443     0.020     1.221
        46     2.491     0.334     0.000     0.360    -1.909     3.085     2.491  1025.068 40140.710    32.650    10.448     0.020     1.246
        47     2.541     0.339     0.000     0.370    -1.922     3.204     2.541  1025.043 39352.692    32.619    10.453     0.020     1.271
        48     2.592     0.344     0.000     0.380    -1.935     3.326     2.592  1025.019 38580.164    32.589    10.457     0.020     1.296
        49     2.644     0.349     0.000     0.390    -1.949     3.451     2.644  1024.995 37822.819    32.560    10.462     0.020     1.322
        50     2.697     0.354     0.000     0.400    -1.963     3.578     2.697  1024.972 37080.360    32.531    10.466     0.020     1.348
        51     2.751     0.359     0.000     0.411    -1.977     3.708     2.751  1024.950 36352.492    32.503    10.470     0.020     1.375
        52     2.806     0.365     0.000     0.421    -1.991     3.841     2.806  1024.928 35638.928    32.476    10.474     0.020     1.403
        53     2.862     0.370     0.000     0.432    -2.006     3.977     2.862  1024.906 34939.387    32.449    10.478     0.020     1.431
        54     2.919     0.375     0.000     0.442    -2.020     4.116     2.919  1024.885 34253.592    32.422    10.482     0.020     1.460
        55     2.978     0.381     0.000     0.453    -2.035     4.258     2.978  1024.864 33581.273    32.396    10.486     0.020     1.489
        56     3.037     0.387     0.000     0.464    -2.050     4.403     3.037  1024.844 32922.164    32.371    10.489     0.020     1.519
        57     3.098     0.392     0.000     0.475    -2.066     4.550     3.098  1024.824 32276.005    32.346    10.492     0.020     1.549
        58     3.160     0.398     0.000     0.486    -2.081     4.701     3.160  1024.804 31642.542    32.322    10.495     0.020     1.580
        59     3.224     0.404     0.000     0.497    -2.097     4.855     3.224  1024.785 31021.524    32.298    10.498     0.020     1.612
        60     3.288     0.409     0.000     0.508    -2.113     5.012     3.288  1024.767 30412.706    32.274    10.501     0.020     1.644
        61     3.354     0.415     0.000     0.519    -2.129     5.172     3.354  1024.748 29815.848    32.252    10.504     0.020     1.677
        62     3.421     0.421     0.000     0.530    -2.146     5.335     3.421  1024.731 29230.716    32.229    10.507     0.020     1.711
        63     3.490     0.427     0.000     0.541    -2.162     5.502     3.490  1024.713 28657.077    32.207    10.509     0.020     1.745
        64     3.559     0.433     0.000     0.552    -2.179     5.671     3.559  1024.696 28094.706    32.186    10.511     0.020     1.780
        65     3.631     0.439     0.000     0.563    -2.197     5.844     3.631  1024.679 27543.381    32.165    10.514     0.020     1.815
        66     3.703     0.446     0.000     0.575    -2.214     6.021     3.703  1024.663 27002.885    32.144    10.516     0.020     1.852
        67     3.777     0.452     0.000     0.586    -2.232     6.200     3.777  1024.647 26473.005    32.124    10.518     0.020     1.889
        68     3.853     0.458     0.000     0.598    -2.249     6.384     3.853  1024.632 25953.531    32.105    10.519     0.020     1.927
        69     3.930     0.465     0.000     0.609    -2.267     6.570     3.930  1024.616 25444.260    32.085    10.521     0.020     1.965
        70     4.009     0.471     0.000     0.621    -2.286     6.760     4.009  1024.601 24944.990    32.067    10.523     0.020     2.004
        71     4.089     0.478     0.000     0.633    -2.304     6.954     4.089  1024.587 24455.525    32.048    10.524     0.020     2.045
        72     4.171     0.484     0.000     0.644    -2.323     7.151     4.171  1024.573 23975.672    32.030    10.525     0.020     2.085
        73     4.254     0.491     0.000     0.656    -2.342     7.352     4.254  1024.559 23505.242    32.012    10.527     0.020     2.127
        74     4.340     0.498     0.000     0.668    -2.361     7.556     4.340  1024.545 23044.049    31.995    10.528     0.020     2.170
        75     4.426     0.505     0.000     0.680    -2.381     7.764     4.426  1024.532 22591.912    31.978    10.529     0.020     2.213
        76     4.515     0.512     0.000     0.692    -2.401     7.976     4.515  1024.519 22148.653    31.962    10.529     0.020     2.257
        77     4.605     0.519     0.000     0.704    -2.421     8.192     4.605  1024.506 21714.097    31.946    10.530     0.020     2.303
        78     4.697     0.526     0.000     0.716    -2.441     8.411     4.697  1024.494 21288.074    31.930    10.531     0.020     2.349
        79     4.791     0.533     0.000     0.728    -2.461     8.635     4.791  1024.482 20870.414    31.914    10.531     0.020     2.396
        80     4.887     0.540     0.000     0.740    -2.482     8.862     4.887  1024.470 20460.955    31.899    10.532     0.020     2.444
        81     4.985     0.548     0.000     0.753    -2.503     9.094     4.985  1024.458 20059.534    31.885    10.532     0.020     2.493
        82     5.085     0.555     0.000     0.765    -2.524     9.329     5.085  1024.447 19665.994    31.870    10.532     0.020     2.542
        83     5.187     0.563     0.000     0.778    -2.546     9.569     5.187  1024.436 19280.180    31.856    10.532     0.020     2.593
        84     5.290     0.571     0.000     0.790    -2.567     9.813     5.290  1024.426 18901.940    31.842    10.532     0.020     2.645
        85     5.396     0.578     0.000     0.803    -2.589    10.061     5.396  1024.415 18531.125    31.829    10.532     0.020     2.698
        86     5.504     0.586     0.000     0.815    -2.611    10.313     5.504  1024.405 18167.589    31.816    10.531     0.020     2.752
        87     5.614     0.594     0.000     0.828    -2.634    10.570     5.614  1024.395 17811.189    31.803    10.531     0.020     2.807
        88     5.727     0.602     0.000     0.841    -2.657    10.832     5.727  1024.385 17461.785    31.790    10.530     0.020     2.863
        89     5.841     0.611     0.000     0.853    -2.680    11.097     5.841  1024.376 17119.239    31.778    10.530     0.020     2.921
        90     5.958     0.619     0.000     0.866    -2.703    11.368     5.958  1024.367 16783.417    31.766    10.529     0.020     2.979
        91     6.077     0.627     0.000     0.879    -2.726    11.643     6.077  1024.358 16454.186    31.754    10.528     0.020     3.039
        92     6.199     0.636     0.000     0.892    -2.750    11.923     6.199  1024.349 16131.418    31.743    10.527     0.020     3.100
        93     6.323     0.644     0.000     0.905    -2.774    12.207     6.323  1024.340 15814.984    31.731    10.526     0.020     3.162
        94     6.450     0.653     0.000     0.919    -2.799    12.497     6.450  1024.332 15504.761    31.721    10.525     0.020     3.225
        95     6.579     0.662     0.000     0.932    -2.823    12.791     6.579  1024.324 15200.627    31.710    10.524     0.020     3.289
        96     6.710     0.671     0.000     0.945    -2.848    13.091     6.710  1024.316 14902.461    31.700    10.522     0.020     3.355
        97     6.845     0.680     0.000     0.959    -2.873    13.395     6.845  1024.309 14610.147    31.689    10.521     0.020     3.422
        98     6.981     0.689     0.000     0.972    -2.899    13.705     6.981  1024.301 14323.570    31.679    10.519     0.020     3.491
        99     7.121     0.699     0.000     0.986    -2.924    14.020     7.121  1024.294 14042.617    31.670    10.518     0.020     3.561
       100     7.264     0.708     0.000     0.999    -2.950    14.341     7.264  1024.287 13767.177    31.660    10.516     0.020     3.632
       101     7.409     0.718     0.000     1.013    -2.976    14.667     7.409  1024.280 13497.143    31.651    10.514     0.020     3.704
       102     7.557     0.728     0.000     1.027    -3.003    14.999     7.557  1024.274 13232.407    31.642    10.512     0.020     3.779
       103     7.708     0.738     0.000     1.041    -3.030    15.336     7.708  1024.267 12972.867    31.634    10.510     0.020     3.854
       104     7.863     0.748     0.000     1.055    -3.057    15.679     7.863  1024.261 12718.420    31.625    10.508     0.020     3.931
       105     8.020     0.758     0.000     1.069    -3.084    16.028     8.020  1024.255 12468.965    31.617    10.505     0.020     4.010
       106     8.180     0.769     0.000     1.084    -3.112    16.383     8.180  1024.249 12224.404    31.609    10.503     0.020     4.090
       107     8.344     0.779     0.000     1.098    -3.139    16.745     8.344  1024.243 11984.642    31.601    10.501     0.020     4.172
       108     8.511     0.790     0.000     1.112    -3.168    17.112     8.511  1024.237 11749.584    31.593    10.498     0.020     4.255
       109     8.681     0.801     0.000     1.127    -3.196    17.486     8.681  1024.232 11519.137    31.585    10.496     0.020     4.341
       110     8.855     0.812     0.000     1.142    -3.225    17.866     8.855  1024.226 11293.212    31.577    10.493     0.020     4.427
       111     9.032     0.823     0.000     1.156    -3.254    18.252     9.032  1024.221 11071.720    31.570    10.490     0.020     4.516
       112     9.213     0.834     0.000     1.171    -3.283    18.645     9.213  1024.216 10854.572    31.563    10.487     0.020     4.606
       113     9.397     0.845     0.000     1.186    -3.313    19.045     9.397  1024.211 10641.685    31.556    10.485     0.020     4.699
       114     9.585     0.857     0.000     1.201    -3.343    19.452     9.585  1024.206 10432.975    31.549    10.482     0.020     4.792
       115     9.777     0.868     0.000     1.217    -3.373    19.865     9.777  1024.201 10228.359    31.542    10.479     0.020     4.888
       116     9.972     0.880     0.000     1.232    -3.404    20.286     9.972  1024.197 10027.757    31.535    10.475     0.020     4.986
       117    10.172     0.892     0.000     1.248    -3.435    20.713    10.172  1024.192  9831.090    31.529    10.472     0.020     5.086
       118    10.375     0.904     0.000     1.263    -3.466    21.148    10.375  1024.188  9638.282    31.522    10.469     0.020     5.188
       119    10.583     0.917     0.000     1.279    -3.497    21.590    10.583  1024.183  9449.256    31.516    10.466     0.020     5.291
       120    10.795     0.929     0.000     1.295    -3.529    22.039    10.795  1024.179  9263.938    31.510    10.462     0.020     5.397
       121    11.010     0.942     0.000     1.311    -3.561    22.496    11.010  1024.175  9082.256    31.504    10.459     0.020     5.505
       122    11.231     0.954     0.000     1.327    -3.594    22.961    11.231  1024.171  8904.137    31.498    10.455     0.020     5.615
       123    11.455     0.967     0.000     1.343    -3.626    23.433    11.455  1024.167  8729.513    31.492    10.451     0.020     5.728
       124    11.685     0.981     0.000     1.359    -3.659    23.913    11.685  1024.163  8558.314    31.486    10.447     0.020     5.842
       125    11.918     0.994     0.000     1.376    -3.693    24.401    11.918  1024.159  8390.474    31.480    10.444     0.020     5.959
       126    12.157     1.007     0.000     1.393    -3.726    24.898    12.157  1024.156  8225.926    31.475    10.440     0.020     6.078
       127    12.400     1.021     0.000     1.409    -3.760    25.402    12.400  1024.152  8064.605    31.470    10.436     0.020     6.200
       128    12.648     1.035     0.000     1.426    -3.795    25.915    12.648  1024.149  7906.449    31.464    10.432     0.020     6.324
       129    12.901     1.049     0.000     1.444    -3.829    26.437    12.901  1024.146  7751.396    31.459    10.428     0.020     6.450
       130    13.159     1.063     0.000     1.461    -3.864    26.967    13.159  1024.142  7599.384    31.454    10.423     0.020     6.579
       131    13.422     1.078     0.000     1.478    -3.900    27.506    13.422  1024.139  7450.353    31.449    10.419     0.020     6.711
       132    13.691     1.093     0.000     1.496    -3.935    28.054    13.691  1024.136  7304.246    31.444    10.415     0.020     6.845
       133    13.965     1.108     0.000     1.513    -3.971    28.612    13.965  1024.133  7161.005    31.439    10.410     0.020     6.982
       134    14.244     1.123     0.000     1.531    -4.007    29.178    14.244  1024.130  7020.573    31.435    10.406     0.020     7.122
       135    14.529     1.138     0.000     1.549    -4.044    29.754    14.529  1024.127  6882.896    31.430    10.401     0.020     7.264
       136    14.819     1.154     0.000     1.568    -4.081    30.340    14.819  1024.125  6747.919    31.426    10.396     0.020     7.410
       137    15.116     1.170     0.000     1.586    -4.118    30.935    15.116  1024.122  6615.590    31.421    10.392     0.020     7.558
       138    15.418     1.186     0.000     1.605    -4.156    31.540    15.418  1024.120  6485.857    31.417    10.387     0.020     7.709
       139    15.727     1.202     0.000     1.623    -4.194    32.156    15.727  1024.117  6358.668    31.413    10.382     0.020     7.863
       140    16.041     1.219     0.000     1.642    -4.232    32.782    16.041  1024.115  6233.973    31.408    10.377     0.020     8.021
       141    16.362     1.236     0.000     1.661    -4.270    33.418    16.362  1024.112  6111.725    31.404    10.372     0.020     8.181
       142    16.689     1.253     0.000     1.681    -4.309    34.065    16.689  1024.110  5991.874    31.400    10.367     0.020     8.345
       143    17.023     1.270     0.000     1.700    -4.349    34.722    17.023  1024.108  5874.373    31.396    10.361     0.020     8.512
       144    17.364     1.288     0.000     1.720    -4.388    35.391    17.364  1024.106  5759.178    31.393    10.356     0.020     8.682
       145    17.711     1.306     0.000     1.740    -4.428    36.071    17.711  1024.104  5646.242    31.389    10.351     0.020     8.855
       146    18.065     1.324     0.000     1.760    -4.468    36.763    18.065  1024.102  5535.520    31.385    10.345     0.020     9.033
       147    18.426     1.343     0.000     1.781    -4.509    37.466    18.426  1024.100  5426.971    31.381    10.340     0.020     9.213
       148    18.795     1.362     0.000     1.801    -4.550    38.182    18.795  1024.098  5320.550    31.378    10.334     0.020     9.398
       149    19.171     1.381     0.000     1.822    -4.591    38.909    19.171  1024.096  5216.217    31.374    10.328     0.020     9.585
       150    19.554     1.401     0.000     1.843    -4.633    39.649    19.554  1024.095  5113.929    31.371    10.322     0.020     9.777
       151    19.946     1.420     0.000     1.864    -4.674    40.401    19.946  1024.093  5013.648    31.368    10.317     0.020     9.973
       152    20.344     1.441     0.000     1.886    -4.717    41.166    20.344  1024.091  4915.334    31.364    10.311     0.020    10.172
       153    20.751     1.461     0.000     1.907    -4.759    41.945    20.751  1024.090  4818.948    31.361    10.305     0.020    10.376
       154    21.166     1.482     0.000     1.929    -4.802    42.737    21.166  1024.088  4724.452    31.358    10.298     0.020    10.583
       155    21.590     1.503     0.000     1.952    -4.845    43.542    21.590  1024.087  4631.809    31.355    10.292     0.020    10.795
       156    22.022     1.525     0.000     1.974    -4.888    44.361    22.022  1024.086  4540.984    31.352    10.286     0.020    11.011
       157    22.462     1.547     0.000     1.997    -4.932    45.195    22.462  1024.085  4451.939    31.349    10.280     0.020    11.231
       158    22.911     1.570     0.000     2.020    -4.976    46.043    22.911  1024.083  4364.641    31.346    10.273     0.020    11.456
       159    23.370     1.593     0.000     2.043    -5.021    46.905    23.370  1024.082  4279.055    31.343    10.267     0.020    11.685
       160    23.837     1.616     0.000     2.067    -5.065    47.783    23.837  1024.081  4195.148    31.340    10.260     0.020    11.919
       161    24.314     1.640     0.000     2.091    -5.110    48.676    24.314  1024.080  4112.886    31.337    10.254     0.020    12.157
       162    24.800     1.664     0.000     2.115    -5.155    49.585    24.800  1024.079  4032.237    31.335    10.247     0.020    12.400
       163    25.296     1.689     0.000     2.140    -5.201    50.510    25.296  1024.078  3953.170    31.332    10.240     0.020    12.648
       164    25.802     1.714     0.000     2.165    -5.247    51.451    25.802  1024.077  3875.654    31.330    10.233     0.020    12.901
       165    26.318     1.740     0.000     2.190    -5.293    52.408    26.318  1024.076  3799.657    31.327    10.226     0.020    13.159
       166    26.845     1.766     0.000     2.215    -5.339    53.383    26.845  1024.076  3725.152    31.325    10.219     0.020    13.422
       167    27.381     1.793     0.000     2.241    -5.386    54.375    27.381  1024.075  3652.107    31.322    10.212     0.020    13.691
       168    27.929     1.820     0.000     2.267    -5.432    55.385    27.929  1024.074  3580.495    31.320    10.205     0.020    13.965
       169    28.488     1.848     0.000     2.294    -5.480    56.413    28.488  1024.074  3510.287    31.317    10.198     0.020    14.244
       170    29.057     1.877     0.000     2.321    -5.527    57.459    29.057  1024.073  3441.456    31.315    10.190     0.020    14.529
       171    29.639     1.906     0.000     2.348    -5.574    58.524    29.639  1024.073  3373.974    31.313    10.183     0.020    14.819
       172    30.231     1.936     0.000     2.375    -5.622    59.609    30.231  1024.072  3307.816    31.311    10.176     0.020    15.116
       173    30.836     1.966     0.000     2.403    -5.670    60.713    30.836  1024.072  3242.956    31.308    10.168     0.020    15.418
       174    31.453     1.998     0.000     2.432    -5.718    61.837    31.453  1024.071  3179.367    31.306    10.160     0.020    15.726
       175    32.082     2.030     0.000     2.461    -5.766    62.981    32.082  1024.071  3117.026    31.304    10.153     0.020    16.041
       176    32.724     2.062     0.000     2.490    -5.814    64.146    32.724  1024.071  3055.907    31.302    10.145     0.020    16.362
       177    33.378     2.096     0.000     2.519    -5.862    65.333    33.378  1024.070  2995.986    31.300    10.137     0.020    16.689
       178    34.046     2.130     0.000     2.549    -5.911    66.541    34.046  1024.070  2937.241    31.298    10.129     0.020    17.023
       179    34.726     2.165     0.000     2.580    -5.959    67.771    34.726  1024.070  2879.647    31.296    10.121     0.020    17.363
       180    35.421     2.201     0.000     2.611    -6.008    69.023    35.421  1024.070  2823.183    31.294    10.113     0.020    17.711
       181    36.129     2.238     0.000     2.642    -6.056    70.298    36.129  1024.070  2767.826    31.293    10.105     0.020    18.065
       182    36.852     2.276     0.000     2.674    -6.105    71.596    36.852  1024.070  2713.555    31.291    10.097     0.020    18.426
---------------------------- Plume traps -----------------------------
------------------------- merging happened ---------------------------
       183    37.589     2.315     0.000     2.706    -6.153    72.918    37.589  1024.070  2660.348    31.289    10.089     0.020    18.795
       184    38.236     2.353     0.000     2.734    -6.195    74.076    38.236  1024.070  2615.364    31.288    10.082     0.020    19.118
       185    38.821     2.388     0.000     2.759    -6.231    75.098    38.821  1024.070  2575.956    31.287    10.076     0.020    19.410
       186    39.339     2.422     0.000     2.781    -6.261    75.992    39.339  1024.070  2541.996    31.286    10.071     0.020    19.670
       187    39.816     2.453     0.000     2.800    -6.289    76.801    39.816  1024.071  2511.524    31.286    10.066     0.020    19.908
       188    40.258     2.482     0.000     2.818    -6.314    77.544    40.258  1024.071  2483.957    31.285    10.061     0.020    20.129
       189    40.675     2.511     0.000     2.835    -6.336    78.238    40.675  1024.072  2458.490    31.285    10.057     0.020    20.338
       190    41.071     2.538     0.000     2.850    -6.357    78.891    41.071  1024.072  2434.807    31.285    10.054     0.020    20.536
       191    41.450     2.564     0.000     2.865    -6.377    79.511    41.450  1024.072  2412.570    31.284    10.050     0.020    20.725
       192    41.813     2.590     0.000     2.879    -6.395    80.102    41.813  1024.073  2391.599    31.284    10.047     0.020    20.907
       193    42.164     2.615     0.000     2.893    -6.413    80.668    42.164  1024.073  2371.718    31.284    10.043     0.020    21.082
       194    42.502     2.640     0.000     2.906    -6.429    81.210    42.502  1024.073  2352.807    31.284    10.040     0.020    21.251
       195    42.831     2.664     0.000     2.918    -6.444    81.732    42.831  1024.074  2334.757    31.284    10.037     0.020    21.416
       196    43.150     2.688     0.000     2.930    -6.459    82.236    43.150  1024.074  2317.482    31.284    10.035     0.020    21.575
       197    43.452     2.711     0.000     2.942    -6.473    82.722    43.452  1024.075  2301.365    31.283    10.032     0.020    21.726
       198    43.738     2.733     0.000     2.953    -6.486    83.197    43.738  1024.075  2286.364    31.283    10.029     0.020    21.869
       199    44.008     2.755     0.000     2.964    -6.499    83.666    44.008  1024.075  2272.312    31.283    10.027     0.020    22.004
       200    44.265     2.776     0.000     2.975    -6.512    84.128    44.265  1024.076  2259.131    31.283    10.025     0.020    22.132
       201    44.509     2.796     0.000     2.986    -6.524    84.583    44.509  1024.076  2246.746    31.283    10.023     0.020    22.254
       202    44.740     2.816     0.000     2.997    -6.536    85.032    44.740  1024.076  2235.112    31.283    10.021     0.020    22.370
       203    44.960     2.836     0.000     3.007    -6.548    85.473    44.960  1024.077  2224.177    31.283    10.019     0.020    22.480
       204    45.169     2.854     0.000     3.017    -6.559    85.907    45.169  1024.077  2213.897    31.283    10.017     0.020    22.585
       205    45.367     2.873     0.000     3.028    -6.570    86.334    45.367  1024.077  2204.227    31.283    10.016     0.020    22.684
       206    45.555     2.891     0.000     3.037    -6.580    86.753    45.555  1024.078  2195.127    31.284    10.014     0.020    22.778
       207    45.734     2.909     0.000     3.047    -6.591    87.166    45.734  1024.078  2186.559    31.284    10.013     0.020    22.867
       208    45.903     2.926     0.000     3.057    -6.600    87.572    45.903  1024.078  2178.485    31.284    10.011     0.020    22.952
       209    46.064     2.943     0.000     3.066    -6.610    87.970    46.064  1024.078  2170.873    31.284    10.010     0.020    23.032
       210    46.217     2.959     0.000     3.075    -6.619    88.362    46.217  1024.079  2163.692    31.284    10.009     0.020    23.109
       211    46.363     2.975     0.000     3.084    -6.628    88.747    46.363  1024.079  2156.912    31.284    10.008     0.020    23.181
       212    46.501     2.991     0.000     3.093    -6.637    89.125    46.501  1024.079  2150.505    31.284    10.007     0.020    23.250
       213    46.632     3.006     0.000     3.102    -6.645    89.497    46.632  1024.079  2144.448    31.284    10.006     0.020    23.316
       214    46.757     3.021     0.000     3.111    -6.653    89.863    46.757  1024.079  2138.717    31.284    10.005     0.020    23.379
       215    46.876     3.036     0.000     3.119    -6.661    90.222    46.876  1024.080  2133.289    31.284    10.004     0.020    23.438
       216    46.989     3.050     0.000     3.127    -6.669    90.575    46.989  1024.080  2128.145    31.284    10.003     0.020    23.495
       217    47.097     3.064     0.000     3.136    -6.676    90.922    47.097  1024.080  2123.265    31.284    10.002     0.020    23.549
       218    47.200     3.078     0.000     3.144    -6.683    91.263    47.200  1024.080  2118.634    31.284    10.001     0.020    23.600
