****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.020    90.000    30.900    11.200     0.000     0.000     0.020    90.000   0.00030
     3.000     0.020    90.000    31.200    10.400     0.000     0.000     0.020    90.000   0.00030
     6.000     0.020    90.000    31.200     9.690     0.000     0.000     0.020    90.000   0.00030
     9.000     0.020    90.000    31.700     9.440     0.000     0.000     0.020    90.000   0.00030
    12.000     0.020    90.000    31.800     9.340     0.000     0.000     0.020    90.000   0.00030
    15.000     0.050    90.000    31.900     9.220     0.000     0.000     0.020    90.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
         7     1.149     0.176     0.000     0.041    -2.041     0.239     1.149  1026.566 87021.419    34.495    10.086     0.020     1.000
         8     1.172     0.179     0.000     0.047    -2.048     0.277     1.172  1026.512 85310.650    34.429    10.097     0.020     1.000
         9     1.196     0.182     0.000     0.053    -2.054     0.317     1.196  1026.460 83633.600    34.364    10.108     0.020     1.000
        10     1.220     0.185     0.000     0.060    -2.061     0.358     1.220  1026.408 81989.602    34.300    10.119     0.020     1.000
        11     1.244     0.189     0.000     0.066    -2.068     0.401     1.244  1026.358 80378.000    34.237    10.129     0.020     1.000
        12     1.269     0.192     0.000     0.073    -2.075     0.445     1.269  1026.308 78798.154    34.176    10.139     0.020     1.000
        13     1.295     0.195     0.000     0.080    -2.082     0.490     1.295  1026.259 77249.435    34.116    10.149     0.020     1.000
        14     1.320     0.199     0.000     0.086    -2.089     0.538     1.320  1026.212 75731.226    34.057    10.159     0.020     1.000
        15     1.347     0.202     0.000     0.093    -2.096     0.586     1.347  1026.165 74242.924    33.999    10.169     0.020     1.000
        16     1.374     0.206     0.000     0.100    -2.103     0.636     1.374  1026.119 72783.937    33.942    10.178     0.020     1.000
        17     1.401     0.209     0.000     0.107    -2.111     0.688     1.401  1026.075 71353.685    33.887    10.187     0.020     1.000
        18     1.430     0.213     0.000     0.115    -2.119     0.741     1.430  1026.031 69951.600    33.832    10.196     0.020     1.000
        19     1.458     0.217     0.000     0.122    -2.127     0.797     1.458  1025.988 68577.124    33.779    10.205     0.020     1.000
        20     1.487     0.220     0.000     0.129    -2.135     0.854     1.487  1025.945 67229.712    33.726    10.213     0.020     1.000
        21     1.517     0.224     0.000     0.137    -2.143     0.912     1.517  1025.904 65908.828    33.675    10.221     0.020     1.000
        22     1.548     0.228     0.000     0.145    -2.151     0.973     1.548  1025.864 64613.948    33.625    10.229     0.020     1.000
        23     1.579     0.232     0.000     0.152    -2.160     1.035     1.579  1025.824 63344.559    33.576    10.237     0.020     1.000
        24     1.610     0.236     0.000     0.160    -2.169     1.100     1.610  1025.785 62100.156    33.528    10.245     0.020     1.000
        25     1.643     0.240     0.000     0.168    -2.177     1.166     1.643  1025.747 60880.246    33.480    10.252     0.020     1.000
        26     1.675     0.244     0.000     0.176    -2.186     1.235     1.675  1025.710 59684.344    33.434    10.259     0.020     1.000
        27     1.709     0.248     0.000     0.185    -2.196     1.305     1.709  1025.673 58511.978    33.388    10.266     0.020     1.000
        28     1.743     0.252     0.000     0.193    -2.205     1.378     1.743  1025.637 57362.681    33.344    10.273     0.020     1.000
        29     1.778     0.256     0.000     0.201    -2.215     1.453     1.778  1025.602 56235.999    33.300    10.280     0.020     1.000
        30     1.814     0.260     0.000     0.210    -2.225     1.530     1.814  1025.568 55131.484    33.258    10.287     0.020     1.000
        31     1.850     0.264     0.000     0.219    -2.235     1.610     1.850  1025.534 54048.700    33.216    10.293     0.020     1.000
        32     1.887     0.269     0.000     0.227    -2.245     1.691     1.887  1025.501 52987.217    33.175    10.299     0.020     1.000
        33     1.925     0.273     0.000     0.236    -2.255     1.775     1.925  1025.469 51946.615    33.134    10.305     0.020     1.000
        34     1.964     0.277     0.000     0.245    -2.266     1.862     1.964  1025.437 50926.482    33.095    10.311     0.020     1.000
        35     2.003     0.282     0.000     0.254    -2.277     1.951     2.003  1025.406 49926.413    33.056    10.316     0.020     1.001
        36     2.043     0.286     0.000     0.264    -2.288     2.042     2.043  1025.376 48946.014    33.019    10.322     0.020     1.022
        37     2.084     0.291     0.000     0.273    -2.299     2.136     2.084  1025.346 47984.896    32.982    10.327     0.020     1.042
        38     2.126     0.295     0.000     0.282    -2.310     2.232     2.126  1025.317 47042.678    32.945    10.332     0.020     1.063
        39     2.168     0.300     0.000     0.292    -2.322     2.331     2.168  1025.288 46118.989    32.910    10.337     0.020     1.084
        40     2.212     0.305     0.000     0.301    -2.333     2.432     2.212  1025.261 45213.463    32.875    10.342     0.020     1.106
        41     2.256     0.310     0.000     0.311    -2.345     2.536     2.256  1025.233 44325.740    32.841    10.347     0.020     1.128
        42     2.301     0.314     0.000     0.321    -2.358     2.642     2.301  1025.206 43455.472    32.807    10.351     0.020     1.151
        43     2.347     0.319     0.000     0.330    -2.370     2.751     2.347  1025.180 42602.313    32.774    10.356     0.020     1.174
        44     2.394     0.324     0.000     0.340    -2.383     2.863     2.394  1025.154 41765.926    32.742    10.360     0.020     1.197
        45     2.442     0.329     0.000     0.350    -2.395     2.977     2.442  1025.129 40945.981    32.711    10.364     0.020     1.221
        46     2.491     0.334     0.000     0.360    -2.408     3.094     2.491  1025.105 40142.153    32.680    10.368     0.020     1.246
        47     2.541     0.339     0.000     0.371    -2.422     3.213     2.541  1025.080 39354.126    32.650    10.372     0.020     1.271
        48     2.592     0.344     0.000     0.381    -2.435     3.336     2.592  1025.057 38581.587    32.620    10.375     0.020     1.296
        49     2.644     0.349     0.000     0.391    -2.449     3.461     2.644  1025.034 37824.231    32.591    10.379     0.020     1.322
        50     2.697     0.355     0.000     0.401    -2.462     3.589     2.697  1025.011 37081.761    32.563    10.382     0.020     1.348
        51     2.751     0.360     0.000     0.412    -2.476     3.720     2.751  1024.989 36353.881    32.535    10.386     0.020     1.375
        52     2.806     0.365     0.000     0.422    -2.491     3.854     2.806  1024.967 35640.305    32.508    10.389     0.020     1.403
        53     2.862     0.371     0.000     0.433    -2.505     3.990     2.862  1024.946 34940.752    32.481    10.392     0.020     1.431
        54     2.919     0.376     0.000     0.444    -2.520     4.130     2.919  1024.925 34254.944    32.455    10.394     0.020     1.460
        55     2.978     0.382     0.000     0.454    -2.535     4.272     2.978  1024.905 33582.612    32.429    10.397     0.020     1.489
        56     3.037     0.387     0.000     0.465    -2.550     4.418     3.037  1024.885 32923.490    32.404    10.400     0.020     1.519
        57     3.098     0.393     0.000     0.476    -2.565     4.567     3.098  1024.865 32277.317    32.380    10.402     0.020     1.549
        58     3.160     0.399     0.000     0.487    -2.581     4.718     3.160  1024.846 31643.840    32.356    10.404     0.020     1.580
        59     3.223     0.404     0.000     0.498    -2.597     4.873     3.223  1024.828 31022.808    32.332    10.407     0.020     1.612
        60     3.288     0.410     0.000     0.509    -2.613     5.031     3.288  1024.809 30413.976    32.309    10.409     0.020     1.644
        61     3.354     0.416     0.000     0.520    -2.629     5.192     3.354  1024.792 29817.104    32.287    10.411     0.020     1.677
        62     3.421     0.422     0.000     0.532    -2.645     5.356     3.421  1024.774 29231.957    32.265    10.412     0.020     1.710
        63     3.489     0.428     0.000     0.543    -2.662     5.524     3.489  1024.757 28658.304    32.243    10.414     0.020     1.745
        64     3.559     0.434     0.000     0.554    -2.679     5.695     3.559  1024.740 28095.918    32.222    10.416     0.020     1.780
        65     3.630     0.441     0.000     0.566    -2.696     5.869     3.630  1024.724 27544.579    32.201    10.417     0.020     1.815
        66     3.703     0.447     0.000     0.577    -2.713     6.046     3.703  1024.708 27004.068    32.181    10.419     0.020     1.852
        67     3.777     0.453     0.000     0.589    -2.731     6.227     3.777  1024.692 26474.173    32.161    10.420     0.020     1.889
        68     3.853     0.459     0.000     0.600    -2.749     6.412     3.853  1024.677 25954.684    32.142    10.421     0.020     1.926
        69     3.930     0.466     0.000     0.612    -2.767     6.600     3.930  1024.662 25445.398    32.123    10.422     0.020     1.965
        70     4.009     0.472     0.000     0.623    -2.785     6.791     4.009  1024.648 24946.113    32.104    10.423     0.020     2.004
        71     4.089     0.479     0.000     0.635    -2.804     6.986     4.089  1024.633 24456.633    32.086    10.424     0.020     2.044
        72     4.171     0.486     0.000     0.647    -2.822     7.184     4.171  1024.619 23976.765    32.068    10.424     0.020     2.085
        73     4.254     0.492     0.000     0.659    -2.841     7.387     4.254  1024.606 23506.320    32.051    10.425     0.020     2.127
        74     4.339     0.499     0.000     0.671    -2.861     7.593     4.339  1024.592 23045.113    32.034    10.425     0.020     2.170
        75     4.426     0.506     0.000     0.683    -2.880     7.802     4.426  1024.579 22592.961    32.017    10.426     0.020     2.213
        76     4.515     0.513     0.000     0.695    -2.900     8.016     4.515  1024.567 22149.687    32.001    10.426     0.020     2.257
        77     4.605     0.520     0.000     0.707    -2.920     8.233     4.605  1024.554 21715.116    31.985    10.426     0.020     2.303
        78     4.697     0.528     0.000     0.719    -2.940     8.454     4.697  1024.542 21289.078    31.969    10.426     0.020     2.349
        79     4.791     0.535     0.000     0.731    -2.960     8.680     4.791  1024.530 20871.404    31.954    10.426     0.020     2.396
        80     4.887     0.542     0.000     0.744    -2.981     8.909     4.887  1024.519 20461.930    31.939    10.426     0.020     2.444
        81     4.985     0.550     0.000     0.756    -3.002     9.142     4.985  1024.508 20060.495    31.924    10.425     0.020     2.492
        82     5.085     0.557     0.000     0.769    -3.023     9.380     5.085  1024.497 19666.941    31.910    10.425     0.020     2.542
        83     5.186     0.565     0.000     0.781    -3.045     9.621     5.186  1024.486 19281.113    31.896    10.424     0.020     2.593
        84     5.290     0.572     0.000     0.794    -3.066     9.867     5.290  1024.475 18902.858    31.883    10.424     0.020     2.645
        85     5.396     0.580     0.000     0.806    -3.088    10.117     5.396  1024.465 18532.027    31.869    10.423     0.020     2.698
        86     5.504     0.588     0.000     0.819    -3.111    10.372     5.504  1024.455 18168.476    31.856    10.422     0.020     2.752
        87     5.614     0.596     0.000     0.832    -3.133    10.630     5.614  1024.445 17812.060    31.843    10.422     0.020     2.807
        88     5.727     0.604     0.000     0.845    -3.156    10.894     5.727  1024.435 17462.639    31.831    10.421     0.020     2.863
        89     5.841     0.612     0.000     0.858    -3.179    11.162     5.841  1024.426 17120.077    31.818    10.420     0.020     2.921
        90     5.958     0.621     0.000     0.871    -3.202    11.434     5.958  1024.417 16784.238    31.806    10.418     0.020     2.979
        91     6.077     0.629     0.000     0.884    -3.225    11.711     6.077  1024.408 16454.990    31.794    10.417     0.020     3.039
        92     6.199     0.638     0.000     0.897    -3.249    11.993     6.199  1024.399 16132.204    31.783    10.416     0.020     3.099
        93     6.323     0.646     0.000     0.910    -3.273    12.280     6.323  1024.390 15815.752    31.771    10.415     0.020     3.161
        94     6.449     0.655     0.000     0.923    -3.298    12.571     6.449  1024.382 15505.512    31.760    10.413     0.020     3.225
        95     6.578     0.664     0.000     0.937    -3.322    12.868     6.578  1024.373 15201.359    31.749    10.412     0.020     3.289
        96     6.710     0.673     0.000     0.950    -3.347    13.169     6.710  1024.365 14903.175    31.738    10.410     0.020     3.355
        97     6.844     0.682     0.000     0.964    -3.372    13.475     6.844  1024.357 14610.843    31.728    10.408     0.020     3.422
        98     6.981     0.691     0.000     0.977    -3.398    13.787     6.981  1024.350 14324.248    31.717    10.407     0.020     3.491
        99     7.121     0.700     0.000     0.991    -3.423    14.103     7.121  1024.342 14043.277    31.707    10.405     0.020     3.560
       100     7.263     0.709     0.000     1.005    -3.449    14.425     7.263  1024.335 13767.819    31.697    10.403     0.020     3.632
       101     7.409     0.719     0.000     1.018    -3.476    14.752     7.409  1024.328 13497.766    31.688    10.401     0.020     3.704
       102     7.557     0.728     0.000     1.032    -3.502    15.085     7.557  1024.320 13233.013    31.678    10.399     0.020     3.778
       103     7.708     0.738     0.000     1.046    -3.529    15.423     7.708  1024.314 12973.454    31.669    10.397     0.020     3.854
       104     7.862     0.748     0.000     1.060    -3.556    15.766     7.862  1024.307 12718.989    31.659    10.394     0.020     3.931
       105     8.020     0.758     0.000     1.075    -3.583    16.115     8.020  1024.300 12469.516    31.650    10.392     0.020     4.010
       106     8.180     0.768     0.000     1.089    -3.611    16.470     8.180  1024.294 12224.939    31.642    10.389     0.020     4.090
       107     8.344     0.778     0.000     1.103    -3.639    16.831     8.344  1024.287 11985.161    31.633    10.387     0.020     4.172
       108     8.511     0.788     0.000     1.118    -3.667    17.197     8.511  1024.281 11750.087    31.624    10.384     0.020     4.255
       109     8.681     0.799     0.000     1.132    -3.696    17.570     8.681  1024.275 11519.625    31.616    10.382     0.020     4.340
       110     8.855     0.809     0.000     1.147    -3.725    17.948     8.855  1024.269 11293.685    31.608    10.379     0.020     4.427
       111     9.032     0.820     0.000     1.161    -3.754    18.333     9.032  1024.264 11072.178    31.600    10.376     0.020     4.516
       112     9.212     0.831     0.000     1.176    -3.784    18.724     9.212  1024.258 10855.017    31.592    10.373     0.020     4.606
       113     9.397     0.842     0.000     1.191    -3.813    19.121     9.397  1024.253 10642.117    31.584    10.370     0.020     4.698
       114     9.585     0.853     0.000     1.206    -3.843    19.524     9.585  1024.247 10433.394    31.577    10.367     0.020     4.792
       115     9.776     0.864     0.000     1.221    -3.874    19.934     9.776  1024.242 10228.765    31.569    10.364     0.020     4.888
       116     9.972     0.876     0.000     1.237    -3.904    20.351     9.972  1024.237 10028.151    31.562    10.361     0.020     4.986
       117    10.171     0.887     0.000     1.252    -3.935    20.774    10.171  1024.232  9831.473    31.555    10.358     0.020     5.086
       118    10.375     0.899     0.000     1.267    -3.967    21.205    10.375  1024.227  9638.654    31.548    10.354     0.020     5.187
       119    10.582     0.911     0.000     1.283    -3.998    21.642    10.582  1024.222  9449.617    31.541    10.351     0.020     5.291
       120    10.794     0.923     0.000     1.299    -4.030    22.086    10.794  1024.218  9264.288    31.535    10.347     0.020     5.397
       121    11.010     0.935     0.000     1.314    -4.063    22.537    11.010  1024.213  9082.596    31.528    10.344     0.020     5.505
       122    11.230     0.948     0.000     1.330    -4.095    22.996    11.230  1024.209  8904.468    31.522    10.340     0.020     5.615
       123    11.455     0.960     0.000     1.346    -4.128    23.462    11.455  1024.205  8729.834    31.515    10.336     0.020     5.727
       124    11.684     0.973     0.000     1.362    -4.161    23.935    11.684  1024.200  8558.626    31.509    10.332     0.020     5.842
       125    11.918     0.986     0.000     1.379    -4.195    24.416    11.918  1024.196  8390.776    31.503    10.329     0.020     5.959
       126    12.156     0.999     0.000     1.395    -4.229    24.905    12.156  1024.192  8226.220    31.497    10.325     0.020     6.078
       127    12.399     1.013     0.000     1.412    -4.263    25.401    12.399  1024.189  8064.891    31.491    10.320     0.020     6.200
       128    12.647     1.026     0.000     1.428    -4.297    25.906    12.647  1024.185  7906.727    31.486    10.316     0.020     6.324
       129    12.900     1.040     0.000     1.445    -4.332    26.419    12.900  1024.181  7751.665    31.480    10.312     0.020     6.450
       130    13.159     1.054     0.000     1.462    -4.367    26.940    13.159  1024.178  7599.646    31.475    10.308     0.020     6.579
       131    13.422     1.068     0.000     1.479    -4.403    27.469    13.422  1024.174  7450.608    31.469    10.303     0.020     6.711
       132    13.690     1.082     0.000     1.496    -4.439    28.007    13.690  1024.171  7304.494    31.464    10.299     0.020     6.845
       133    13.964     1.097     0.000     1.514    -4.475    28.554    13.964  1024.167  7161.245    31.459    10.294     0.020     6.982
       134    14.243     1.111     0.000     1.531    -4.511    29.110    14.243  1024.164  7020.807    31.454    10.290     0.020     7.122
       135    14.528     1.126     0.000     1.549    -4.548    29.674    14.528  1024.161  6883.123    31.449    10.285     0.020     7.264
       136    14.819     1.141     0.000     1.567    -4.585    30.248    14.819  1024.158  6748.140    31.444    10.280     0.020     7.409
       137    15.115     1.157     0.000     1.585    -4.623    30.831    15.115  1024.155  6615.805    31.439    10.276     0.020     7.558
       138    15.418     1.173     0.000     1.603    -4.661    31.424    15.418  1024.153  6486.066    31.434    10.271     0.020     7.709
       139    15.726     1.188     0.000     1.621    -4.699    32.026    15.726  1024.150  6358.871    31.430    10.266     0.020     7.863
       140    16.041     1.205     0.000     1.640    -4.738    32.638    16.041  1024.147  6234.171    31.425    10.261     0.020     8.020
       141    16.361     1.221     0.000     1.659    -4.777    33.260    16.361  1024.145  6111.917    31.421    10.255     0.020     8.181
       142    16.689     1.238     0.000     1.678    -4.816    33.893    16.689  1024.142  5992.061    31.416    10.250     0.020     8.344
       143    17.023     1.254     0.000     1.697    -4.855    34.535    17.023  1024.140  5874.556    31.412    10.245     0.020     8.511
       144    17.363     1.272     0.000     1.716    -4.895    35.189    17.363  1024.137  5759.355    31.408    10.240     0.020     8.682
       145    17.710     1.289     0.000     1.735    -4.936    35.853    17.710  1024.135  5646.414    31.404    10.234     0.020     8.855
       146    18.065     1.307     0.000     1.755    -4.976    36.528    18.065  1024.133  5535.688    31.400    10.228     0.020     9.032
       147    18.426     1.325     0.000     1.775    -5.017    37.214    18.426  1024.131  5427.134    31.396    10.223     0.020     9.213
       148    18.794     1.343     0.000     1.795    -5.058    37.912    18.794  1024.129  5320.709    31.392    10.217     0.020     9.397
       149    19.170     1.362     0.000     1.815    -5.100    38.621    19.170  1024.127  5216.371    31.388    10.211     0.020     9.585
       150    19.554     1.381     0.000     1.836    -5.142    39.342    19.554  1024.125  5114.080    31.385    10.206     0.020     9.777
       151    19.945     1.400     0.000     1.857    -5.184    40.075    19.945  1024.123  5013.795    31.381    10.200     0.020     9.972
       152    20.344     1.420     0.000     1.878    -5.227    40.821    20.344  1024.121  4915.477    31.378    10.194     0.020    10.172
       153    20.751     1.440     0.000     1.899    -5.270    41.579    20.751  1024.120  4819.087    31.374    10.188     0.020    10.375
       154    21.166     1.460     0.000     1.920    -5.313    42.350    21.166  1024.118  4724.588    31.371    10.181     0.020    10.583
       155    21.589     1.480     0.000     1.942    -5.357    43.134    21.589  1024.116  4631.941    31.367    10.175     0.020    10.795
       156    22.021     1.502     0.000     1.964    -5.401    43.931    22.021  1024.115  4541.112    31.364    10.169     0.020    11.011
       157    22.461     1.523     0.000     1.986    -5.445    44.742    22.461  1024.113  4452.065    31.361    10.162     0.020    11.231
       158    22.911     1.545     0.000     2.008    -5.490    45.566    22.911  1024.112  4364.763    31.358    10.156     0.020    11.455
       159    23.369     1.567     0.000     2.031    -5.535    46.405    23.369  1024.111  4279.174    31.355    10.149     0.020    11.684
       160    23.836     1.589     0.000     2.054    -5.580    47.258    23.836  1024.109  4195.264    31.352    10.143     0.020    11.918
       161    24.313     1.613     0.000     2.077    -5.626    48.126    24.313  1024.108  4112.999    31.349    10.136     0.020    12.157
       162    24.799     1.636     0.000     2.101    -5.672    49.009    24.799  1024.107  4032.347    31.346    10.129     0.020    12.400
       163    25.295     1.660     0.000     2.125    -5.718    49.908    25.295  1024.106  3953.277    31.343    10.122     0.020    12.648
       164    25.801     1.684     0.000     2.149    -5.764    50.821    25.801  1024.105  3875.758    31.340    10.115     0.020    12.901
       165    26.317     1.709     0.000     2.173    -5.811    51.751    26.317  1024.104  3799.759    31.337    10.108     0.020    13.159
       166    26.844     1.735     0.000     2.198    -5.858    52.698    26.844  1024.103  3725.251    31.335    10.101     0.020    13.422
       167    27.381     1.760     0.000     2.223    -5.906    53.661    27.381  1024.102  3652.204    31.332    10.094     0.020    13.690
       168    27.928     1.787     0.000     2.248    -5.954    54.641    27.928  1024.101  3580.589    31.329    10.087     0.020    13.964
       169    28.487     1.814     0.000     2.274    -6.001    55.638    28.487  1024.101  3510.379    31.327    10.079     0.020    14.243
       170    29.057     1.841     0.000     2.300    -6.050    56.653    29.057  1024.100  3441.545    31.324    10.072     0.020    14.528
       171    29.638     1.869     0.000     2.327    -6.098    57.686    29.638  1024.099  3374.062    31.322    10.065     0.020    14.819
       172    30.231     1.898     0.000     2.353    -6.147    58.738    30.231  1024.099  3307.902    31.320    10.057     0.020    15.115
       173    30.835     1.928     0.000     2.380    -6.196    59.810    30.835  1024.098  3243.040    31.318    10.050     0.020    15.418
       174    31.452     1.960     0.000     2.408    -6.244    60.898    31.452  1024.098  3179.451    31.316    10.042     0.020    15.726
       175    32.081     1.993     0.000     2.436    -6.293    62.005    32.081  1024.098  3117.108    31.314    10.035     0.020    16.041
---------------------------- Plume traps -----------------------------
------------------------- merging happened ---------------------------
       176    32.723     2.028     0.000     2.464    -6.341    63.129    32.723  1024.098  3055.989    31.313    10.028     0.020    16.361
       177    33.363     2.065     0.000     2.492    -6.388    64.246    33.363  1024.098  2997.346    31.312    10.021     0.020    16.681
       178    33.946     2.101     0.000     2.517    -6.430    65.258    33.946  1024.099  2945.877    31.311    10.015     0.020    16.973
       179    34.483     2.135     0.000     2.540    -6.467    66.177    34.483  1024.099  2899.993    31.310    10.009     0.020    17.241
       180    34.974     2.167     0.000     2.560    -6.500    67.012    34.974  1024.099  2859.252    31.309    10.004     0.020    17.487
       181    35.432     2.197     0.000     2.579    -6.530    67.784    35.432  1024.100  2822.279    31.309    10.000     0.020    17.716
       182    35.862     2.227     0.000     2.597    -6.558    68.504    35.862  1024.100  2788.456    31.309     9.996     0.020    17.931
       183    36.270     2.255     0.000     2.614    -6.583    69.184    36.270  1024.101  2757.134    31.308     9.992     0.020    18.135
       184    36.658     2.282     0.000     2.630    -6.607    69.828    36.658  1024.101  2727.952    31.308     9.988     0.020    18.329
       185    37.029     2.309     0.000     2.645    -6.629    70.441    37.029  1024.102  2700.584    31.308     9.984     0.020    18.515
       186    37.386     2.335     0.000     2.659    -6.650    71.028    37.386  1024.102  2674.808    31.308     9.981     0.020    18.693
       187    37.730     2.360     0.000     2.673    -6.670    71.590    37.730  1024.103  2650.429    31.308     9.978     0.020    18.865
       188    38.062     2.385     0.000     2.686    -6.688    72.130    38.062  1024.103  2627.295    31.308     9.975     0.020    19.031
       189    38.384     2.409     0.000     2.698    -6.706    72.650    38.384  1024.104  2605.275    31.308     9.972     0.020    19.192
       190    38.696     2.433     0.000     2.711    -6.723    73.152    38.696  1024.104  2584.261    31.308     9.969     0.020    19.348
       191    38.999     2.457     0.000     2.722    -6.738    73.637    38.999  1024.105  2564.157    31.308     9.967     0.020    19.500
       192    39.295     2.480     0.000     2.734    -6.754    74.107    39.295  1024.105  2544.882    31.308     9.964     0.020    19.647
       193    39.583     2.503     0.000     2.745    -6.768    74.562    39.583  1024.105  2526.366    31.308     9.962     0.020    19.791
       194    39.864     2.525     0.000     2.755    -6.782    75.003    39.864  1024.106  2508.545    31.309     9.959     0.020    19.932
       195    40.126     2.547     0.000     2.766    -6.795    75.432    40.126  1024.106  2492.122    31.309     9.957     0.020    20.063
       196    40.379     2.568     0.000     2.776    -6.808    75.856    40.379  1024.107  2476.557    31.309     9.955     0.020    20.189
       197    40.617     2.588     0.000     2.786    -6.820    76.274    40.617  1024.107  2462.009    31.309     9.953     0.020    20.309
       198    40.846     2.608     0.000     2.796    -6.832    76.688    40.846  1024.108  2448.232    31.309     9.951     0.020    20.423
       199    41.063     2.628     0.000     2.806    -6.844    77.096    41.063  1024.108  2435.284    31.309     9.950     0.020    20.531
       200    41.270     2.647     0.000     2.815    -6.855    77.498    41.270  1024.108  2423.050    31.309     9.948     0.020    20.635
       201    41.467     2.666     0.000     2.825    -6.866    77.895    41.467  1024.109  2411.528    31.309     9.946     0.020    20.734
       202    41.655     2.684     0.000     2.834    -6.877    78.286    41.655  1024.109  2400.648    31.310     9.945     0.020    20.828
       203    41.834     2.702     0.000     2.843    -6.888    78.672    41.834  1024.110  2390.386    31.310     9.944     0.020    20.917
       204    42.005     2.719     0.000     2.853    -6.898    79.051    42.005  1024.110  2380.694    31.310     9.942     0.020    21.002
       205    42.167     2.736     0.000     2.861    -6.908    79.425    42.167  1024.110  2371.542    31.310     9.941     0.020    21.083
       206    42.321     2.753     0.000     2.870    -6.917    79.793    42.321  1024.110  2362.892    31.310     9.940     0.020    21.161
       207    42.468     2.769     0.000     2.879    -6.926    80.155    42.468  1024.111  2354.714    31.310     9.939     0.020    21.234
       208    42.608     2.785     0.000     2.887    -6.935    80.512    42.608  1024.111  2346.978    31.311     9.938     0.020    21.304
       209    42.741     2.801     0.000     2.896    -6.944    80.863    42.741  1024.111  2339.655    31.311     9.937     0.020    21.371
       210    42.868     2.816     0.000     2.904    -6.952    81.208    42.868  1024.112  2332.719    31.311     9.936     0.020    21.434
       211    42.990     2.831     0.000     2.912    -6.961    81.548    42.990  1024.112  2326.146    31.311     9.935     0.020    21.495
       212    43.105     2.846     0.000     2.920    -6.969    81.883    43.105  1024.112  2319.913    31.311     9.934     0.020    21.553
       213    43.215     2.860     0.000     2.928    -6.976    82.212    43.215  1024.112  2313.999    31.311     9.933     0.020    21.608
       214    43.320     2.875     0.000     2.936    -6.984    82.536    43.320  1024.113  2308.383    31.311     9.932     0.020    21.660
       215    43.421     2.888     0.000     2.943    -6.991    82.855    43.421  1024.113  2303.046    31.311     9.932     0.020    21.710
       216    43.517     2.902     0.000     2.951    -6.998    83.169    43.517  1024.113  2297.973    31.312     9.931     0.020    21.758
       217    43.608     2.915     0.000     2.958    -7.005    83.477    43.608  1024.113  2293.145    31.312     9.930     0.020    21.804
       218    43.696     2.929     0.000     2.965    -7.011    83.782    43.696  1024.113  2288.549    31.312     9.929     0.020    21.848
