effluent_chemistry.total_alkalinity,effluent.flow,termination,nearfield_end_dilution,acute_region,acute_distance_m,acute_width_m,acute_dilution,acute_dilution_factor,acute_travel_time_hr,acute_total_alkalinity_umol_kg,acute_dic_umol_kg,acute_ph_total,acute_pco2_uatm,acute_carbonate_umol_kg,acute_bicarbonate_umol_kg,acute_omega_calcite,acute_omega_aragonite,acute_omega_brucite,chronic_region,chronic_distance_m,chronic_width_m,chronic_dilution,chronic_dilution_factor,chronic_travel_time_hr,chronic_total_alkalinity_umol_kg,chronic_dic_umol_kg,chronic_ph_total,chronic_pco2_uatm,chronic_carbonate_umol_kg,chronic_bicarbonate_umol_kg,chronic_omega_calcite,chronic_omega_aragonite,chronic_omega_brucite,port_ph_total,port_dic_umol_kg,port_omega_brucite,port_omega_aragonite,nearfield_peak_omega_brucite,nearfield_peak_ph_total,nearfield_end_distance_m,nearfield_end_time_s,nearfield_end_ph_total,nearfield_end_omega_brucite,omega1_dilution,omega1_time_s,omega1_distance_m,omega1_region,error,warnings
8000.0,0.005,oscillation limit,279.9125318954064,farfield,20.7,60.295233729831175,284.6875252191186,1.0170588765403918,0.21423870608102719,2942.411367255121,2504.231155137035,8.425998326004777,186.28721058398972,331.2346728008402,2164.8719225048567,8.070397614137367,5.096770924934349,0.010680196791877051,farfield,207.0,231.73680014474618,944.5311293174124,3.374379571080979,2.801738706081027,2929.954904546038,2501.2754429898305,8.415756423883751,191.07973559047872,323.91645314520395,2169.0211484709284,7.892186957163363,4.984045053678717,0.010154453357016178,10.437071999147678,3704.313113112953,131.40440525753957,52.93578955122826,131.40440525753957,10.437071999147678,5.274813162166045,163.4590591322049,8.426243238333516,0.0106930983239671,2.412989409777884,0.04990298083676927,0.03192652206748195,nearfield,,GeometryWarning
10000.0,0.00021906318194444445,oscillation limit,534.3506100208206,farfield,20.7,60.75336622818586,547.9312122130062,1.0254151524065005,0.24800195710455766,2912.9597964686145,2504.0765362090297,8.393389050323076,202.53303859827457,308.87362224870003,2186.3285544021537,7.522974035098974,4.750444034747427,0.008950857367009419,farfield,207.0,232.47988182246613,1852.2295588404795,3.466318787899033,2.8355019571045577,2903.8353130552523,2501.2064072596017,8.386380340220862,205.98523471059934,304.06901530444486,2188.1093368953602,7.405999617946163,4.6764922110683536,0.008651491391651825,10.437071999147678,4733.322657049598,131.40440525753957,67.64065682370892,131.40440525753957,10.437071999147678,2.843859088471849,138.95927851814736,8.393638878199729,0.008961719446860944,2.4609447689399135,0.6257606728401859,0.023338303658359327,nearfield,,GeometryWarning
10000.0,0.001,oscillation limit,330.05767884407237,farfield,20.7,60.76875032430557,337.79268003067017,1.023435301410612,0.2407259209830046,2921.022402597517,2506.612649017838,8.399469301840172,199.58746297295755,313.13205158040347,2184.7383487951824,7.626718752008063,4.816046677546665,0.00922491361244318,farfield,207.0,232.4970937081006,1135.8678918450687,3.4414224078140037,2.8282259209830047,2906.253968771928,2501.9672014302573,8.388206841914169,205.08565237557426,305.3457633416808,2187.6344444156857,7.437150969462878,4.696198210020734,0.008734007193629255,10.437071999147678,4733.322657049598,131.40440525753954,67.64065682370891,131.40440525753954,10.437071999147678,3.367733689223668,144.58293808469705,8.399838366773134,0.00924146298785002,2.463053946595443,0.24498941281938869,0.03379798598621222,nearfield,,GeometryWarning
10000.0,0.005,oscillation limit,279.9125318954064,farfield,20.7,60.295233729831175,284.6875252191186,1.0170588765403918,0.21423870608102719,2949.43803679972,2507.846410148776,8.42935863245539,184.93289219080927,333.9546742022738,2165.8262421090367,8.136669337928899,5.138624104238045,0.010846758543199582,farfield,207.0,231.73680014474618,944.5311293174124,3.374379571080979,2.801738706081027,2932.0730297676987,2502.3652285240014,8.416792035416279,190.65025747961425,324.7334270841266,2169.312700515601,7.912092432764538,4.996615686916204,0.01020299767044503,10.437071999147678,4733.322657049598,131.40440525753957,67.64065682370892,131.40440525753957,10.437071999147678,5.274813162166045,163.4590591322049,8.429658391026557,0.010862601952369424,2.512490973215135,0.053417108104162045,0.03417476174914219,nearfield,,GeometryWarning
15000.0,0.00021906318194444445,oscillation limit,534.3506100208206,farfield,20.7,60.75336622818586,547.9312122130062,1.0254151524065005,0.24800195710455766,2922.086413700033,2508.7722243265225,8.398024109146903,200.50092446392387,312.37152741277635,2187.6153781885355,7.6081695577817445,4.804241450803168,0.009143970912270361,farfield,207.0,232.47988182246613,1852.2295588404795,3.466318787899033,2.8355019571045577,2906.5362377420493,2502.596045899686,8.387775700895146,205.36059372534675,305.10119599242955,2188.494172017831,7.4311397321473445,4.692366847148506,0.008707264310057647,10.437071999147678,7305.84651689121,131.40440525753957,104.40282500491057,131.40440525753957,10.437071999147678,2.843859088471849,138.95927851814736,8.398388142455653,0.009159881860560132,3.085655024697811,1.0235059998342981,0.03542795983384329,nearfield,,GeometryWarning
15000.0,0.001,oscillation limit,330.05767884407237,farfield,20.7,60.76875032430557,337.79268003067017,1.023435301410612,0.2407259209830046,2935.8269114690074,2514.229639478868,8.406876749373534,196.39790080437245,318.82032943519755,2186.8067692882278,7.7652638005121055,4.903533766958164,0.009545032987898364,farfield,207.0,232.4970937081006,1135.8678918450687,3.4414224078140037,2.8282259209830047,2910.658172132441,2504.23318507596,8.390471789013072,204.07723204275138,307.03018232121025,2188.2601987470157,7.478177503060912,4.722104465748072,0.008825585057277246,10.437071999147678,7305.84651689121,131.40440525753954,104.40282500491054,131.40440525753954,10.437071999147678,3.367733689223668,144.58293808469705,8.407411369675469,0.009569444638947556,3.0912143489720005,0.4026438140716876,0.04849370504170828,nearfield,,GeometryWarning
15000.0,0.005,oscillation limit,279.9125318954064,farfield,20.7,60.295233729831175,284.6875252191186,1.0170588765403918,0.21423870608102719,2967.0047106612155,2516.884547678127,8.437656377910596,181.63145222811585,340.7688718725343,2168.194167927628,8.302694482483334,5.243475460843176,0.011269270453632865,farfield,207.0,231.73680014474618,944.5311293174124,3.374379571080979,2.801738706081027,2937.36834282185,2505.089692359428,8.41937120651722,189.5849220305777,326.7771923966906,2170.039885377601,7.961888538399654,5.0280627416431525,0.010324907765104549,10.437071999147678,7305.84651689121,131.40440525753957,104.40282500491057,131.40440525753957,10.437071999147678,5.274813162166045,163.4590591322049,8.438089899770098,0.011292676394837295,3.142107683800634,0.08985946048177071,0.048481346921522776,nearfield,,GeometryWarning
20000.0,0.00021906318194444445,oscillation limit,534.3506100208206,farfield,20.7,60.75336622818586,547.9312122130062,1.0254151524065005,0.24800195710455766,2931.2130309314525,2513.4679124440167,8.402614445163415,198.50888237926742,315.8753099188035,2188.89456880222,7.693508229919781,4.858129259764445,0.009339327739868838,farfield,207.0,232.47988182246613,1852.2295588404795,3.466318787899033,2.8355019571045577,2909.237162428846,2503.9856845397703,8.389166987463485,204.73969753426235,306.1339042547043,2188.878315436753,7.456292696112175,4.708249597166443,0.0087632325471174,10.43707199914768,9878.37037673282,131.40440525754067,141.16499318611218,131.40440525754067,10.43707199914768,2.843859088471849,138.95927851814736,8.40309046755618,0.009360402471358888,3.710165274247803,1.8561295695070568,0.05908044676755023,nearfield,,GeometryWarning
20000.0,0.001,oscillation limit,330.05767884407237,farfield,20.7,60.76875032430557,337.79268003067017,1.023435301410612,0.2407259209830046,2950.631420340499,2521.8466299398974,8.41417043691872,193.30805035469157,324.5237522067639,2188.8556773333535,7.904177722210687,4.991253788854293,0.00987108995622861,farfield,207.0,232.4970937081006,1135.8678918450687,3.4414224078140037,2.8282259209830047,2915.062375492954,2506.499168721663,8.392726015829528,203.0785996488704,308.7159949204438,2188.8841305445367,7.519237980342898,4.748032155257046,0.008917683333552204,10.437071999147678,9878.37037673282,131.40440525753954,141.16499318611213,131.40440525753954,10.437071999147678,3.367733689223668,144.58293808469705,8.414865518313738,0.009903644249278821,3.7175419995306203,0.5825882958412557,0.06286345529174346,nearfield,,GeometryWarning
20000.0,0.005,oscillation limit,279.9125318954064,farfield,20.7,60.295233729831175,284.6875252191186,1.0170588765403918,0.21423870608102719,2984.5713845227106,2525.9226852074767,8.445810841183741,178.44555562950774,347.60301571630134,2170.537108371631,8.469205607411274,5.348633733018714,0.01170052009469641,farfield,207.0,231.73680014474618,944.5311293174124,3.374379571080979,2.801738706081027,2942.6636558760006,2507.8141561948546,8.421936411768465,188.53137380963494,328.82284861594655,2170.7646649925214,8.01173071575771,5.059538891416406,0.010447602958517476,10.43707199914768,9878.37037673282,131.40440525754067,141.16499318611218,131.40440525754067,10.43707199914768,5.274813162166045,163.4590591322049,8.446373526401343,0.011731786106867433,3.741111471766056,0.129486318523599,0.062122767645162266,nearfield,,GeometryWarning
