****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00      1.00      0.00     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth      Time   Net-Dil     P-Den    P-Con.     P-Sal    P-Temp  Amb-Curr    CL-Dil
      Step (FluxAvg)       (m)       (m)       (m)       (m)       (s)        ()   (kg/m3)    (mg/L)     (psu)       (C)     (m/s)        ()
       202    53.301     3.995     5.955     3.329    -4.308     3.359    53.301  1024.501     1.876    31.414     7.902     0.069    26.650
       203    54.366     4.074     6.073     3.393    -4.179     3.489    54.366  1024.510     1.839    31.425     7.904     0.069    27.183
       204    55.453     4.153     6.193     3.458    -4.048     3.624    55.453  1024.519     1.803    31.437     7.905     0.070    27.727
       205    56.562     4.234     6.315     3.524    -3.914     3.763    56.562  1024.527     1.768    31.448     7.907     0.070    28.281
       206    57.692     4.317     6.440     3.591    -3.778     3.908    57.692  1024.535     1.733    31.459     7.909     0.071    28.846
       207    58.846     4.401     6.567     3.659    -3.640     4.058    58.846  1024.543     1.699    31.469     7.914     0.072    29.423
       208    60.022     4.487     6.696     3.728    -3.499     4.214    60.022  1024.550     1.666    31.480     7.925     0.073    30.011
       209    61.222     4.575     6.828     3.798    -3.356     4.375    61.222  1024.555     1.633    31.490     7.940     0.074    30.611
       210    62.447     4.664     6.961     3.869    -3.210     4.542    62.447  1024.560     1.601    31.500     7.961     0.075    31.223
       211    63.695     4.755     7.098     3.942    -3.063     4.715    63.695  1024.564     1.570    31.510     7.987     0.076    31.848
       212    64.969     4.848     7.236     4.015    -2.913     4.895    64.969  1024.567     1.539    31.519     8.018     0.077    32.485
       213    66.268     4.943     7.377     4.090    -2.760     5.081    66.268  1024.569     1.509    31.529     8.055     0.078    33.134
       214    67.594     5.039     7.521     4.166    -2.605     5.273    67.594  1024.571     1.479    31.538     8.096     0.079    33.797
---------------------------- Plume traps -----------------------------
       215    68.945     5.138     7.667     4.243    -2.448     5.473    68.945  1024.571     1.450    31.547     8.143     0.080    34.473
       216    70.324     5.238     7.816     4.322    -2.288     5.679    70.324  1024.571     1.422    31.556     8.195     0.082    35.162
       217    71.731     5.341     7.967     4.401    -2.126     5.893    71.731  1024.569     1.394    31.565     8.252     0.083    35.865
---------------------------- Plume surfaces --------------------------
       218    73.166     5.446     8.121     4.482    -1.962     6.115    73.166  1024.567     1.367    31.573     8.314     0.084    36.583
-------------------- Starting Farfield Calculations --------------------
Farfield dispersion based on wastefield width of :       5.45 (m)
4/3 Power Law based Eddy Diffusivity is used:
  Dilution     Width  Distance      Time    Bckgrd     Conc.
        ()       (m)       (m)    (hrs.)    (mg/L)    (mg/L)
    73.166     5.452     9.276     0.000     0.000     1.367
    73.166     5.556    10.000     0.005     0.000     1.334
    73.166     5.698    11.000     0.011     0.000     1.334
    73.166     5.838    12.000     0.017     0.000     1.334
    73.175     5.977    13.000     0.023     0.000     1.334
    73.217     6.116    14.000     0.029     0.000     1.333
    73.326     6.255    15.000     0.035     0.000     1.332
    73.525     6.394    16.000     0.040     0.000     1.329
    73.828     6.533    17.000     0.046     0.000     1.326
    74.238     6.673    18.000     0.052     0.000     1.318
    74.751     6.812    19.000     0.058     0.000     1.308
    75.360     6.953    20.000     0.063     0.000     1.302
    76.056     7.093    21.000     0.069     0.000     1.288
    76.830     7.235    22.000     0.075     0.000     1.272
    77.674     7.377    23.000     0.080     0.000     1.264
    78.580     7.519    24.000     0.086     0.000     1.246
    79.543     7.662    25.000     0.092     0.000     1.237
    80.556     7.806    26.000     0.097     0.000     1.218
    81.614     7.951    27.000     0.103     0.000     1.208
    82.712     8.096    28.000     0.108     0.000     1.189
    83.848     8.242    29.000     0.114     0.000     1.169
    85.016     8.389    30.000     0.120     0.000     1.159
    86.215     8.536    31.000     0.125     0.000     1.139
    87.442     8.685    32.000     0.131     0.000     1.129
    88.695     8.834    33.000     0.136     0.000     1.109
    89.971     8.983    34.000     0.142     0.000     1.090
    91.270     9.134    35.000     0.147     0.000     1.080
    92.589     9.285    36.000     0.153     0.000     1.061
    93.927     9.437    37.000     0.159     0.000     1.052
    95.284     9.590    38.000     0.164     0.000     1.033
    96.658     9.743    39.000     0.170     0.000     1.024
    98.048     9.897    40.000     0.175     0.000     1.006
    99.453    10.052    41.000     0.181     0.000     0.988
   100.873    10.208    42.000     0.186     0.000     0.979
   102.307    10.365    43.000     0.192     0.000     0.962
   103.754    10.522    44.000     0.198     0.000     0.953
   105.215    10.680    45.000     0.203     0.000     0.937
   106.687    10.839    46.000     0.209     0.000     0.929
   108.172    10.998    47.000     0.214     0.000     0.913
   109.668    11.159    48.000     0.220     0.000     0.905
   111.176    11.320    49.000     0.225     0.000     0.889
   112.694    11.481    50.000     0.231     0.000     0.874
   114.223    11.644    51.000     0.236     0.000     0.867
   115.762    11.807    52.000     0.242     0.000     0.853
   117.311    11.971    53.000     0.247     0.000     0.845
   118.870    12.136    54.000     0.253     0.000     0.831
   120.439    12.301    55.000     0.259     0.000     0.825
   122.017    12.468    56.000     0.264     0.000     0.811
   123.605    12.635    57.000     0.270     0.000     0.798
   125.201    12.802    58.000     0.275     0.000     0.792
   126.806    12.971    59.000     0.281     0.000     0.779
   128.420    13.140    60.000     0.286     0.000     0.773
   130.043    13.310    61.000     0.292     0.000     0.761
   131.674    13.480    62.000     0.297     0.000     0.755
   133.314    13.651    63.000     0.303     0.000     0.743
   134.961    13.823    64.000     0.308     0.000     0.732
   136.617    13.996    65.000     0.314     0.000     0.726
   138.281    14.169    66.000     0.319     0.000     0.715
   139.953    14.343    67.000     0.325     0.000     0.709
   141.632    14.518    68.000     0.331     0.000     0.699
   143.320    14.694    69.000     0.336     0.000     0.694
   145.015    14.870    70.000     0.342     0.000     0.683
   146.718    15.047    71.000     0.347     0.000     0.673
   148.428    15.224    72.000     0.353     0.000     0.668
   150.146    15.403    73.000     0.358     0.000     0.659
   151.871    15.582    74.000     0.364     0.000     0.654
   153.603    15.761    75.000     0.369     0.000     0.645
   155.343    15.942    76.000     0.375     0.000     0.640
   157.090    16.123    77.000     0.380     0.000     0.631
   158.844    16.304    78.000     0.386     0.000     0.627
   160.605    16.487    79.000     0.391     0.000     0.618
   162.373    16.670    80.000     0.397     0.000     0.610
   164.148    16.853    81.000     0.403     0.000     0.605
   165.931    17.038    82.000     0.408     0.000     0.597
   167.720    17.223    83.000     0.414     0.000     0.593
   169.516    17.408    84.000     0.419     0.000     0.585
   171.319    17.595    85.000     0.425     0.000     0.581
   173.128    17.782    86.000     0.430     0.000     0.573
   174.944    17.969    87.000     0.436     0.000     0.566
   176.767    18.158    88.000     0.441     0.000     0.562
   178.597    18.347    89.000     0.447     0.000     0.555
   180.434    18.536    90.000     0.452     0.000     0.551
   182.276    18.727    91.000     0.458     0.000     0.544
   184.126    18.917    92.000     0.463     0.000     0.541
   185.982    19.109    93.000     0.469     0.000     0.534
   187.845    19.301    94.000     0.475     0.000     0.531
   189.714    19.494    95.000     0.480     0.000     0.524
   191.589    19.688    96.000     0.486     0.000     0.518
   193.471    19.882    97.000     0.491     0.000     0.514
   195.359    20.077    98.000     0.497     0.000     0.508
   197.254    20.272    99.000     0.502     0.000     0.505
   199.155    20.468   100.000     0.508     0.000     0.499
   201.062    20.665   101.000     0.513     0.000     0.496
............................. Reached Chronic Mixing Zone ..........................
   202.975    20.862   102.000     0.519     0.000     0.490
   204.895    21.060   103.000     0.524     0.000     0.484
   206.821    21.258   104.000     0.530     0.000     0.481
   208.753    21.457   105.000     0.535     0.000     0.476
   210.691    21.657   106.000     0.541     0.000     0.473
   212.636    21.858   107.000     0.547     0.000     0.467
   214.586    22.059   108.000     0.552     0.000     0.465
   216.543    22.260   109.000     0.558     0.000     0.459
   218.505    22.462   110.000     0.563     0.000     0.454
   220.474    22.665   111.000     0.569     0.000     0.451
   222.449    22.869   112.000     0.574     0.000     0.446
   224.430    23.073   113.000     0.580     0.000     0.444
   226.417    23.277   114.000     0.585     0.000     0.439
   228.409    23.483   115.000     0.591     0.000     0.436
   230.408    23.689   116.000     0.596     0.000     0.432
   232.413    23.895   117.000     0.602     0.000     0.429
   234.423    24.102   118.000     0.607     0.000     0.425
   236.439    24.310   119.000     0.613     0.000     0.420
   238.462    24.518   120.000     0.619     0.000     0.418
   240.490    24.727   121.000     0.624     0.000     0.413
   242.524    24.936   122.000     0.630     0.000     0.411
   244.563    25.146   123.000     0.635     0.000     0.407
   246.609    25.357   124.000     0.641     0.000     0.405
   248.660    25.568   125.000     0.646     0.000     0.400
   250.717    25.780   126.000     0.652     0.000     0.396
   252.780    25.992   127.000     0.657     0.000     0.394
   254.849    26.205   128.000     0.663     0.000     0.390
   256.923    26.419   129.000     0.668     0.000     0.388
   259.003    26.633   130.000     0.674     0.000     0.384
   261.088    26.848   131.000     0.679     0.000     0.382
   263.179    27.063   132.000     0.685     0.000     0.378
   265.276    27.279   133.000     0.691     0.000     0.374
   267.379    27.495   134.000     0.696     0.000     0.373
   269.487    27.712   135.000     0.702     0.000     0.369
   271.600    27.930   136.000     0.707     0.000     0.367
   273.719    28.148   137.000     0.713     0.000     0.363
   275.844    28.366   138.000     0.718     0.000     0.362
   277.975    28.586   139.000     0.724     0.000     0.358
   280.110    28.806   140.000     0.729     0.000     0.356
   282.252    29.026   141.000     0.735     0.000     0.353
   284.398    29.247   142.000     0.740     0.000     0.350
   286.551    29.468   143.000     0.746     0.000     0.348
   288.708    29.690   144.000     0.752     0.000     0.345
   290.872    29.913   145.000     0.757     0.000     0.343
   293.040    30.136   146.000     0.763     0.000     0.340
   295.214    30.360   147.000     0.768     0.000     0.338
   297.394    30.584   148.000     0.774     0.000     0.335
   299.579    30.809   149.000     0.779     0.000     0.332
   301.769    31.034   150.000     0.785     0.000     0.330
   303.964    31.260   151.000     0.790     0.000     0.327
   306.165    31.487   152.000     0.796     0.000     0.326
   308.372    31.714   153.000     0.801     0.000     0.323
   310.583    31.941   154.000     0.807     0.000     0.321
   312.800    32.170   155.000     0.812     0.000     0.319
   315.022    32.398   156.000     0.818     0.000     0.316
   317.250    32.627   157.000     0.824     0.000     0.314
   319.483    32.857   158.000     0.829     0.000     0.311
   321.721    33.087   159.000     0.835     0.000     0.310
   323.964    33.318   160.000     0.840     0.000     0.307
   326.212    33.550   161.000     0.846     0.000     0.306
   328.466    33.781   162.000     0.851     0.000     0.303
   330.725    34.014   163.000     0.857     0.000     0.302
   332.989    34.247   164.000     0.862     0.000     0.299
   335.258    34.480   165.000     0.868     0.000     0.297
   337.533    34.714   166.000     0.873     0.000     0.296
   339.813    34.949   167.000     0.879     0.000     0.293
   342.097    35.184   168.000     0.885     0.000     0.292
   344.387    35.420   169.000     0.890     0.000     0.289
   346.682    35.656   170.000     0.896     0.000     0.288
   348.983    35.892   171.000     0.901     0.000     0.286
   351.288    36.130   172.000     0.907     0.000     0.283
   353.598    36.367   173.000     0.912     0.000     0.282
   355.914    36.605   174.000     0.918     0.000     0.280
   358.234    36.844   175.000     0.923     0.000     0.279
   360.560    37.083   176.000     0.929     0.000     0.276
   362.890    37.323   177.000     0.934     0.000     0.275
   365.226    37.563   178.000     0.940     0.000     0.273
   367.566    37.804   179.000     0.945     0.000     0.271
   369.912    38.046   180.000     0.951     0.000     0.270
   372.263    38.287   181.000     0.957     0.000     0.268
   374.618    38.530   182.000     0.962     0.000     0.266
   376.979    38.773   183.000     0.968     0.000     0.264
   379.345    39.016   184.000     0.973     0.000     0.263
   381.715    39.260   185.000     0.979     0.000     0.261
   384.091    39.504   186.000     0.984     0.000     0.260
   386.471    39.749   187.000     0.990     0.000     0.258
   388.856    39.994   188.000     0.995     0.000     0.256
   391.247    40.240   189.000     1.001     0.000     0.255
   393.642    40.487   190.000     1.006     0.000     0.253
   396.042    40.734   191.000     1.012     0.000     0.252
   398.447    40.981   192.000     1.018     0.000     0.250
   400.857    41.229   193.000     1.023     0.000     0.249
   403.272    41.477   194.000     1.029     0.000     0.247
   405.691    41.726   195.000     1.034     0.000     0.245
   408.116    41.976   196.000     1.040     0.000     0.245
   410.545    42.226   197.000     1.045     0.000     0.243
   412.979    42.476   198.000     1.051     0.000     0.242
   415.418    42.727   199.000     1.056     0.000     0.240
   417.861    42.978   200.000     1.062     0.000     0.239
   420.310    43.230   201.000     1.067     0.000     0.237
   422.763    43.482   202.000     1.073     0.000     0.236
   425.221    43.735   203.000     1.078     0.000     0.235
   427.684    43.989   204.000     1.084     0.000     0.233
   430.152    44.243   205.000     1.090     0.000     0.232
   432.624    44.497   206.000     1.095     0.000     0.230
   435.101    44.752   207.000     1.101     0.000     0.230
   437.583    45.007   208.000     1.106     0.000     0.228
   440.070    45.263   209.000     1.112     0.000     0.226
   442.561    45.519   210.000     1.117     0.000     0.226
   445.057    45.776   211.000     1.123     0.000     0.224
   447.558    46.033   212.000     1.128     0.000     0.223
   450.063    46.291   213.000     1.134     0.000     0.222
   452.573    46.549   214.000     1.139     0.000     0.221
   455.088    46.808   215.000     1.145     0.000     0.219
   457.607    47.067   216.000     1.151     0.000     0.218
   460.131    47.326   217.000     1.156     0.000     0.217
   462.660    47.587   218.000     1.162     0.000     0.215
   465.193    47.847   219.000     1.167     0.000     0.215
   467.731    48.108   220.000     1.173     0.000     0.213
   470.274    48.370   221.000     1.178     0.000     0.212
   472.821    48.632   222.000     1.184     0.000     0.211
   475.373    48.894   223.000     1.189     0.000     0.210
   477.929    49.157   224.000     1.195     0.000     0.209
   480.490    49.421   225.000     1.200     0.000     0.207
   483.055    49.684   226.000     1.206     0.000     0.207
   485.626    49.949   227.000     1.212     0.000     0.205
   488.200    50.214   228.000     1.217     0.000     0.205
   490.779    50.479   229.000     1.223     0.000     0.203
   493.363    50.745   230.000     1.228     0.000     0.203
   495.951    51.011   231.000     1.234     0.000     0.201
   498.544    51.278   232.000     1.239     0.000     0.200
   501.142    51.545   233.000     1.245     0.000     0.199
   503.744    51.813   234.000     1.250     0.000     0.198
   506.350    52.081   235.000     1.256     0.000     0.197
   508.961    52.349   236.000     1.261     0.000     0.196
   511.576    52.618   237.000     1.267     0.000     0.195
   514.196    52.888   238.000     1.273     0.000     0.194
   516.820    53.158   239.000     1.278     0.000     0.193
   519.449    53.428   240.000     1.284     0.000     0.192
   522.082    53.699   241.000     1.289     0.000     0.191
   524.720    53.970   242.000     1.295     0.000     0.190
   527.362    54.242   243.000     1.300     0.000     0.189
   530.009    54.514   244.000     1.306     0.000     0.189
   532.660    54.787   245.000     1.311     0.000     0.187
   535.315    55.060   246.000     1.317     0.000     0.187
   537.975    55.334   247.000     1.322     0.000     0.186
   540.639    55.608   248.000     1.328     0.000     0.184
   543.308    55.882   249.000     1.334     0.000     0.184
   545.981    56.157   250.000     1.339     0.000     0.183
   548.659    56.433   251.000     1.345     0.000     0.182
   551.341    56.708   252.000     1.350     0.000     0.181
   554.027    56.985   253.000     1.356     0.000     0.180
   556.717    57.262   254.000     1.361     0.000     0.179
   559.412    57.539   255.000     1.367     0.000     0.178
   562.112    57.816   256.000     1.372     0.000     0.178
   564.815    58.094   257.000     1.378     0.000     0.177
   567.523    58.373   258.000     1.383     0.000     0.176
   570.235    58.652   259.000     1.389     0.000     0.175
   572.952    58.931   260.000     1.394     0.000     0.174
   575.673    59.211   261.000     1.400     0.000     0.173
   578.398    59.492   262.000     1.406     0.000     0.172
   581.128    59.772   263.000     1.411     0.000     0.172
   583.862    60.054   264.000     1.417     0.000     0.171
   586.600    60.335   265.000     1.422     0.000     0.170
   589.342    60.617   266.000     1.428     0.000     0.169
   592.089    60.900   267.000     1.433     0.000     0.169
   594.840    61.183   268.000     1.439     0.000     0.168
   597.595    61.466   269.000     1.444     0.000     0.167
   600.354    61.750   270.000     1.450     0.000     0.166
   603.118    62.034   271.000     1.455     0.000     0.165
   605.886    62.319   272.000     1.461     0.000     0.165
   608.658    62.604   273.000     1.467     0.000     0.164
   611.435    62.890   274.000     1.472     0.000     0.163
   614.215    63.176   275.000     1.478     0.000     0.163
   617.000    63.462   276.000     1.483     0.000     0.162
   619.789    63.749   277.000     1.489     0.000     0.161
   622.583    64.036   278.000     1.494     0.000     0.160
   625.380    64.324   279.000     1.500     0.000     0.160
   628.182    64.612   280.000     1.505     0.000     0.159
   630.988    64.901   281.000     1.511     0.000     0.158
   633.798    65.190   282.000     1.516     0.000     0.157
   636.612    65.479   283.000     1.522     0.000     0.157
   639.431    65.769   284.000     1.528     0.000     0.156
   642.253    66.060   285.000     1.533     0.000     0.155
   645.080    66.350   286.000     1.539     0.000     0.155
   647.911    66.642   287.000     1.544     0.000     0.154
   650.746    66.933   288.000     1.550     0.000     0.154
   653.585    67.225   289.000     1.555     0.000     0.153
   656.428    67.518   290.000     1.561     0.000     0.152
   659.275    67.811   291.000     1.566     0.000     0.151
   662.127    68.104   292.000     1.572     0.000     0.151
   664.983    68.398   293.000     1.577     0.000     0.150
   667.842    68.692   294.000     1.583     0.000     0.149
   670.706    68.986   295.000     1.589     0.000     0.149
   673.574    69.281   296.000     1.594     0.000     0.148
   676.446    69.577   297.000     1.600     0.000     0.148
   679.322    69.873   298.000     1.605     0.000     0.147
   682.202    70.169   299.000     1.611     0.000     0.147
   685.087    70.466   300.000     1.616     0.000     0.146
   687.975    70.763   301.000     1.622     0.000     0.145
   690.867    71.060   302.000     1.627     0.000     0.145
   693.764    71.358   303.000     1.633     0.000     0.144
   696.664    71.656   304.000     1.639     0.000     0.143
   699.569    71.955   305.000     1.644     0.000     0.143
   702.477    72.254   306.000     1.650     0.000     0.142
   705.390    72.554   307.000     1.655     0.000     0.142
   708.307    72.854   308.000     1.661     0.000     0.141
   711.227    73.154   309.000     1.666     0.000     0.140
   714.152    73.455   310.000     1.672     0.000     0.140
   717.081    73.756   311.000     1.677     0.000     0.139
   720.013    74.058   312.000     1.683     0.000     0.139
   722.950    74.360   313.000     1.688     0.000     0.138
   725.891    74.663   314.000     1.694     0.000     0.138
   728.835    74.965   315.000     1.700     0.000     0.137
   731.784    75.269   316.000     1.705     0.000     0.137
   734.737    75.572   317.000     1.711     0.000     0.136
   737.693    75.877   318.000     1.716     0.000     0.135
   740.654    76.181   319.000     1.722     0.000     0.135
   743.618    76.486   320.000     1.727     0.000     0.134
   746.587    76.791   321.000     1.733     0.000     0.134
   749.559    77.097   322.000     1.738     0.000     0.133
   752.536    77.403   323.000     1.744     0.000     0.133
   755.516    77.710   324.000     1.749     0.000     0.132
   758.500    78.017   325.000     1.755     0.000     0.132
   761.489    78.324   326.000     1.761     0.000     0.131
   764.481    78.632   327.000     1.766     0.000     0.131
   767.477    78.940   328.000     1.772     0.000     0.130
   770.477    79.249   329.000     1.777     0.000     0.129
   773.481    79.558   330.000     1.783     0.000     0.129
   776.488    79.867   331.000     1.788     0.000     0.129
   779.500    80.177   332.000     1.794     0.000     0.128
   782.516    80.487   333.000     1.799     0.000     0.128
   785.535    80.797   334.000     1.805     0.000     0.127
   788.558    81.108   335.000     1.810     0.000     0.127
   791.586    81.420   336.000     1.816     0.000     0.126
   794.617    81.732   337.000     1.822     0.000     0.126
   797.652    82.044   338.000     1.827     0.000     0.125
   800.691    82.356   339.000     1.833     0.000     0.125
   803.733    82.669   340.000     1.838     0.000     0.124
   806.780    82.983   341.000     1.844     0.000     0.124
   809.830    83.296   342.000     1.849     0.000     0.123
   812.885    83.611   343.000     1.855     0.000     0.123
   815.943    83.925   344.000     1.860     0.000     0.122
   819.005    84.240   345.000     1.866     0.000     0.122
   822.070    84.555   346.000     1.871     0.000     0.122
   825.140    84.871   347.000     1.877     0.000     0.121
   828.213    85.187   348.000     1.883     0.000     0.121
   831.291    85.504   349.000     1.888     0.000     0.120
   834.372    85.821   350.000     1.894     0.000     0.120
   837.457    86.138   351.000     1.899     0.000     0.119
   840.545    86.456   352.000     1.905     0.000     0.119
   843.638    86.774   353.000     1.910     0.000     0.118
   846.734    87.092   354.000     1.916     0.000     0.118
   849.834    87.411   355.000     1.921     0.000     0.118
   852.938    87.730   356.000     1.927     0.000     0.117
   856.045    88.050   357.000     1.932     0.000     0.117
   859.157    88.370   358.000     1.938     0.000     0.116
   862.272    88.690   359.000     1.944     0.000     0.116
   865.391    89.011   360.000     1.949     0.000     0.115
   868.513    89.332   361.000     1.955     0.000     0.115
   871.640    89.654   362.000     1.960     0.000     0.115
   874.770    89.976   363.000     1.966     0.000     0.114
   877.904    90.298   364.000     1.971     0.000     0.114
   881.042    90.621   365.000     1.977     0.000     0.113
   884.183    90.944   366.000     1.982     0.000     0.113
   887.328    91.268   367.000     1.988     0.000     0.113
   890.477    91.592   368.000     1.993     0.000     0.112
   893.630    91.916   369.000     1.999     0.000     0.112
   896.786    92.241   370.000     2.005     0.000     0.111
   899.946    92.566   371.000     2.010     0.000     0.111
   903.110    92.891   372.000     2.016     0.000     0.111
   906.277    93.217   373.000     2.021     0.000     0.110
   909.449    93.543   374.000     2.027     0.000     0.110
   912.624    93.870   375.000     2.032     0.000     0.109
   915.802    94.196   376.000     2.038     0.000     0.109
   918.984    94.524   377.000     2.043     0.000     0.109
   922.170    94.852   378.000     2.049     0.000     0.108
   925.360    95.180   379.000     2.055     0.000     0.108
   928.553    95.508   380.000     2.060     0.000     0.108
   931.750    95.837   381.000     2.066     0.000     0.107
   934.951    96.166   382.000     2.071     0.000     0.107
   938.155    96.496   383.000     2.077     0.000     0.107
   941.363    96.826   384.000     2.082     0.000     0.106
   944.575    97.156   385.000     2.088     0.000     0.106
   947.790    97.487   386.000     2.093     0.000     0.105
   951.009    97.818   387.000     2.099     0.000     0.105
   954.232    98.149   388.000     2.104     0.000     0.105
   957.458    98.481   389.000     2.110     0.000     0.104
   960.688    98.813   390.000     2.116     0.000     0.104
   963.921    99.146   391.000     2.121     0.000     0.104
   967.159    99.479   392.000     2.127     0.000     0.103
   970.399    99.812   393.000     2.132     0.000     0.103
   973.644   100.146   394.000     2.138     0.000     0.103
   976.892   100.480   395.000     2.143     0.000     0.102
   980.143   100.814   396.000     2.149     0.000     0.102
   983.399   101.149   397.000     2.154     0.000     0.102
   986.657   101.484   398.000     2.160     0.000     0.101
   989.920   101.820   399.000     2.165     0.000     0.101
   993.186   102.156   400.000     2.171     0.000     0.101
   996.456   102.492   401.000     2.177     0.000     0.100
   999.729   102.829   402.000     2.182     0.000     0.100
  1003.006   103.166   403.000     2.188     0.000     0.100
  1006.286   103.503   404.000     2.193     0.000     0.099
  1009.570   103.841   405.000     2.199     0.000     0.099
  1012.857   104.179   406.000     2.204     0.000     0.099
  1016.148   104.518   407.000     2.210     0.000     0.098
  1019.443   104.857   408.000     2.215     0.000     0.098
  1022.741   105.196   409.000     2.221     0.000     0.098
  1026.043   105.536   410.000     2.227     0.000     0.097
  1029.349   105.876   411.000     2.232     0.000     0.097
  1032.657   106.216   412.000     2.238     0.000     0.097
  1035.970   106.557   413.000     2.243     0.000     0.096
  1039.286   106.898   414.000     2.249     0.000     0.096
  1042.605   107.239   415.000     2.254     0.000     0.096
  1045.928   107.581   416.000     2.260     0.000     0.096
  1049.255   107.923   417.000     2.265     0.000     0.095
  1052.585   108.266   418.000     2.271     0.000     0.095
  1055.919   108.609   419.000     2.276     0.000     0.095
  1059.256   108.952   420.000     2.282     0.000     0.094
  1062.597   109.295   421.000     2.288     0.000     0.094
  1065.941   109.639   422.000     2.293     0.000     0.094
  1069.289   109.984   423.000     2.299     0.000     0.093
  1072.640   110.328   424.000     2.304     0.000     0.093
  1075.994   110.673   425.000     2.310     0.000     0.093
  1079.353   111.019   426.000     2.315     0.000     0.093
  1082.714   111.365   427.000     2.321     0.000     0.092
  1086.080   111.711   428.000     2.326     0.000     0.092
  1089.448   112.057   429.000     2.332     0.000     0.092
  1092.820   112.404   430.000     2.337     0.000     0.091
  1096.196   112.751   431.000     2.343     0.000     0.091
  1099.575   113.099   432.000     2.349     0.000     0.091
  1102.958   113.447   433.000     2.354     0.000     0.091
  1106.344   113.795   434.000     2.360     0.000     0.090
  1109.733   114.144   435.000     2.365     0.000     0.090
  1113.126   114.493   436.000     2.371     0.000     0.090
  1116.523   114.842   437.000     2.376     0.000     0.089
  1119.923   115.192   438.000     2.382     0.000     0.089
  1123.326   115.542   439.000     2.387     0.000     0.089
  1126.733   115.892   440.000     2.393     0.000     0.089
  1130.143   116.243   441.000     2.399     0.000     0.088
  1133.557   116.594   442.000     2.404     0.000     0.088
  1136.974   116.946   443.000     2.410     0.000     0.088
  1140.395   117.298   444.000     2.415     0.000     0.088
  1143.819   117.650   445.000     2.421     0.000     0.087
  1147.246   118.002   446.000     2.426     0.000     0.087
  1150.677   118.355   447.000     2.432     0.000     0.087
  1154.111   118.708   448.000     2.437     0.000     0.087
  1157.549   119.062   449.000     2.443     0.000     0.086
  1160.990   119.416   450.000     2.448     0.000     0.086
  1164.435   119.770   451.000     2.454     0.000     0.086
  1167.883   120.125   452.000     2.460     0.000     0.086
  1171.334   120.480   453.000     2.465     0.000     0.085
  1174.789   120.835   454.000     2.471     0.000     0.085
  1178.247   121.191   455.000     2.476     0.000     0.085
  1181.708   121.547   456.000     2.482     0.000     0.085
  1185.173   121.903   457.000     2.487     0.000     0.084
  1188.642   122.260   458.000     2.493     0.000     0.084
  1192.113   122.617   459.000     2.498     0.000     0.084
  1195.588   122.975   460.000     2.504     0.000     0.084
  1199.067   123.332   461.000     2.509     0.000     0.083
  1202.549   123.691   462.000     2.515     0.000     0.083
  1206.034   124.049   463.000     2.521     0.000     0.083
  1209.522   124.408   464.000     2.526     0.000     0.083
  1213.014   124.767   465.000     2.532     0.000     0.082
  1216.510   125.127   466.000     2.537     0.000     0.082
  1220.008   125.486   467.000     2.543     0.000     0.082
  1223.510   125.847   468.000     2.548     0.000     0.082
  1227.016   126.207   469.000     2.554     0.000     0.081
  1230.524   126.568   470.000     2.559     0.000     0.081
  1234.036   126.929   471.000     2.565     0.000     0.081
  1237.552   127.291   472.000     2.571     0.000     0.081
  1241.071   127.653   473.000     2.576     0.000     0.081
  1244.593   128.015   474.000     2.582     0.000     0.080
  1248.118   128.378   475.000     2.587     0.000     0.080
  1251.647   128.741   476.000     2.593     0.000     0.080
  1255.179   129.104   477.000     2.598     0.000     0.080
  1258.714   129.468   478.000     2.604     0.000     0.079
  1262.253   129.832   479.000     2.609     0.000     0.079
  1265.795   130.196   480.000     2.615     0.000     0.079
  1269.340   130.561   481.000     2.620     0.000     0.079
  1272.889   130.926   482.000     2.626     0.000     0.079
  1276.441   131.291   483.000     2.632     0.000     0.078
  1279.996   131.657   484.000     2.637     0.000     0.078
